TIMESTAMP,ZEE_OPEN_PRICE_USD,ZEE_HIGH_PRICE_USD,ZEE_LOW_PRICE_USD,ZEE_CLOSE_PRICE_USD,ZEE_VOLUME_USD,ZEE_DIVIDENDS_USD,ZEE_STOCK_SPLITS_USD
2020-10-19 00:00:00+00:00,0.07812000066041946,0.12755000591278076,0.07220400124788284,0.07220400124788284,2612465,0.0,0.0
2020-10-20 00:00:00+00:00,0.07220400124788284,0.07220400124788284,0.0535769984126091,0.05992700159549713,394748,0.0,0.0
2020-10-21 00:00:00+00:00,0.05992399901151657,0.06670500338077545,0.05986100062727928,0.06287500262260437,191152,0.0,0.0
2020-10-22 00:00:00+00:00,0.06268399953842163,0.06771200150251389,0.0605119988322258,0.06401599943637848,189609,0.0,0.0
2020-10-23 00:00:00+00:00,0.06402300298213959,0.06634800136089325,0.058873001486063004,0.06310100108385086,97632,0.0,0.0
2020-10-24 00:00:00+00:00,0.06310100108385086,0.06310100108385086,0.05961399897933006,0.06143699958920479,184577,0.0,0.0
2020-10-25 00:00:00+00:00,0.06143699958920479,0.06324800103902817,0.06091500073671341,0.06135300174355507,484393,0.0,0.0
2020-10-26 00:00:00+00:00,0.06135300174355507,0.0613970011472702,0.056386999785900116,0.05644800141453743,450224,0.0,0.0
2020-10-27 00:00:00+00:00,0.05644800141453743,0.06267599761486053,0.05643000081181526,0.05646099895238876,455614,0.0,0.0
2020-10-28 00:00:00+00:00,0.05646099895238876,0.05653199926018715,0.044273000210523605,0.04646100103855133,366215,0.0,0.0
2020-10-29 00:00:00+00:00,0.046459998935461044,0.053144000470638275,0.04548899829387665,0.047951001673936844,138848,0.0,0.0
2020-10-30 00:00:00+00:00,0.047951001673936844,0.05287199839949608,0.046546000987291336,0.05011399835348129,320747,0.0,0.0
2020-10-31 00:00:00+00:00,0.05011399835348129,0.050234001129865646,0.04909399896860123,0.04943300038576126,73571,0.0,0.0
2020-11-01 00:00:00+00:00,0.04943300038576126,0.049917999655008316,0.04879999905824661,0.049890998750925064,84999,0.0,0.0
2020-11-02 00:00:00+00:00,0.049890998750925064,0.050043001770973206,0.045809999108314514,0.047947000712156296,271965,0.0,0.0
2020-11-03 00:00:00+00:00,0.047947000712156296,0.04978200048208237,0.04540099948644638,0.046845998615026474,120993,0.0,0.0
2020-11-04 00:00:00+00:00,0.046845998615026474,0.05113400146365166,0.0442270003259182,0.050182998180389404,167336,0.0,0.0
2020-11-05 00:00:00+00:00,0.050182998180389404,0.052723001688718796,0.04339899867773056,0.04874999821186066,198917,0.0,0.0
2020-11-06 00:00:00+00:00,0.04874999821186066,0.04893000051379204,0.047616999596357346,0.048865001648664474,312826,0.0,0.0
2020-11-07 00:00:00+00:00,0.048865001648664474,0.0531730018556118,0.04506700113415718,0.04512700065970421,291185,0.0,0.0
2020-11-08 00:00:00+00:00,0.045127999037504196,0.04634200036525726,0.04318799823522568,0.04632699862122536,204811,0.0,0.0
