TIMESTAMP,FINE28052_OPEN_PRICE_USD,FINE28052_HIGH_PRICE_USD,FINE28052_LOW_PRICE_USD,FINE28052_CLOSE_PRICE_USD,FINE28052_VOLUME_USD,FINE28052_DIVIDENDS_USD,FINE28052_STOCK_SPLITS_USD
2023-09-21 00:00:00+00:00,,,,0.0,3225558,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,3695128,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,1856681,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,2286742,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,1616280,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,1658668,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,3198144,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,1515544,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,1519785,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,1183188,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,1107198,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,1383928,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,1025944,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,847427,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,781258,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,991669,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,981376,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,619535,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,754335,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,642825,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,789166,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,611162,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,976484,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,653321,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,951932,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,1298149,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,1071881,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,695003,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,662329,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,748284,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,727331,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,817748,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,1304905,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,906335,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,1644716,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,1047832,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,1905280,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,516449,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,678659,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,706596,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,301475,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,676896,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,409738,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,562014,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,499788,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,526096,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,933042,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,526096,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,933042,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,369562,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,484927,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,435456,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,279093,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,286293,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,308766,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,337395,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,291934,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,203337,0.0,0.0
