TIMESTAMP,JIND_OPEN_PRICE_USD,JIND_HIGH_PRICE_USD,JIND_LOW_PRICE_USD,JIND_CLOSE_PRICE_USD,JIND_VOLUME_USD,JIND_DIVIDENDS_USD,JIND_STOCK_SPLITS_USD
2021-05-28 00:00:00+00:00,,,,0.0,521376,0.0,0.0
2021-05-29 00:00:00+00:00,,,,0.0,1510090,0.0,0.0
2021-05-30 00:00:00+00:00,,,,0.0,3068876,0.0,0.0
2021-05-31 00:00:00+00:00,,,,0.0,2986137,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,1335507,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,1301758,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,1711869,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,1293746,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,907267,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,636703,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,581442,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,535581,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,469753,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,496674,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,467555,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,393477,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,301449,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,185939,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,246972,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,268756,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,214750,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,203842,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,214543,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,178056,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,723104,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,834938,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,954111,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,742415,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,866392,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,315478,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,529934,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,599397,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,650423,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,477850,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,582806,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,531559,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,516877,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,629218,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,797989,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,664282,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,693916,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,568044,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,635628,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,513208,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,559351,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,585469,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,721821,0.0,0.0
