TIMESTAMP,NEI_OPEN_PRICE_USD,NEI_HIGH_PRICE_USD,NEI_LOW_PRICE_USD,NEI_CLOSE_PRICE_USD,NEI_VOLUME_USD,NEI_DIVIDENDS_USD,NEI_STOCK_SPLITS_USD
2023-11-17 00:00:00+00:00,0.008825000375509262,0.01648000068962574,0.008147000335156918,0.014202999882400036,100031,0.0,0.0
2023-11-18 00:00:00+00:00,0.01421200018376112,0.018187999725341797,0.013650000095367432,0.017483999952673912,14621,0.0,0.0
2023-11-19 00:00:00+00:00,0.01748500019311905,0.019338000565767288,0.017122000455856323,0.017697999253869057,5051,0.0,0.0
2023-11-20 00:00:00+00:00,0.01769700087606907,0.018394000828266144,0.01548600010573864,0.015636000782251358,5780,0.0,0.0
2023-11-21 00:00:00+00:00,0.01563500054180622,0.016553999856114388,0.012012000195682049,0.012012000195682049,3226,0.0,0.0
2023-11-22 00:00:00+00:00,0.012001000344753265,0.0133670000359416,0.011761000379920006,0.013244999572634697,5169,0.0,0.0
2023-11-23 00:00:00+00:00,0.013244000263512135,0.016770999878644943,0.012431000359356403,0.01433899998664856,18515,0.0,0.0
2023-11-24 00:00:00+00:00,0.014336000196635723,0.014573000371456146,0.013829000294208527,0.01388499978929758,656,0.0,0.0
2023-11-25 00:00:00+00:00,0.013881999999284744,0.014046999625861645,0.013767000287771225,0.013833999633789062,208,0.0,0.0
2023-11-26 00:00:00+00:00,0.013838999904692173,0.01384000014513731,0.01309600006788969,0.013125999830663204,634,0.0,0.0
2023-11-27 00:00:00+00:00,0.013120000250637531,0.01317100040614605,0.012241000309586525,0.01231900043785572,675,0.0,0.0
2023-11-28 00:00:00+00:00,0.01231900043785572,0.012457000091671944,0.0118410000577569,0.011842000298202038,691,0.0,0.0
2023-11-29 00:00:00+00:00,0.011842000298202038,0.011850999668240547,0.011110000312328339,0.011442000046372414,1191,0.0,0.0
2023-11-30 00:00:00+00:00,0.011443999595940113,0.01145699992775917,0.010645000264048576,0.01082799956202507,3077,0.0,0.0
