TIMESTAMP,JLP36147_OPEN_PRICE_USD,JLP36147_HIGH_PRICE_USD,JLP36147_LOW_PRICE_USD,JLP36147_CLOSE_PRICE_USD,JLP36147_VOLUME_USD,JLP36147_DIVIDENDS_USD,JLP36147_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.007563000079244375,0.007911999709904194,0.006515000015497208,0.00748400017619133,351886,0.0,0.0
2025-04-02 00:00:00+00:00,0.00748400017619133,0.0077309999614953995,0.00585100008174777,0.00595899997279048,117070,0.0,0.0
2025-04-03 00:00:00+00:00,0.005960000213235617,0.005969000048935413,0.004503000061959028,0.0047439998015761375,210624,0.0,0.0
2025-04-04 00:00:00+00:00,0.004743000026792288,0.004747000057250261,0.004242999944835901,0.004354000091552734,317971,0.0,0.0
2025-04-05 00:00:00+00:00,0.004354000091552734,0.004372000228613615,0.004093999974429607,0.004102000035345554,330502,0.0,0.0
2025-04-06 00:00:00+00:00,0.004102000035345554,0.004102000035345554,0.0035359999164938927,0.003548000007867813,279805,0.0,0.0
2025-04-07 00:00:00+00:00,0.003548000007867813,0.00356599991209805,0.003407000098377466,0.0034340000711381435,196955,0.0,0.0
2025-04-08 00:00:00+00:00,0.0034340000711381435,0.004393999930471182,0.0033340000081807375,0.003845999948680401,179022,0.0,0.0
2025-04-09 00:00:00+00:00,0.003845999948680401,0.004052000120282173,0.003780999919399619,0.003965000156313181,187367,0.0,0.0
2025-04-10 00:00:00+00:00,0.003965000156313181,0.004056000150740147,0.0038270000368356705,0.0038350000977516174,189716,0.0,0.0
2025-04-11 00:00:00+00:00,0.003836000105366111,0.0038880000356584787,0.003783999942243099,0.003837999887764454,155012,0.0,0.0
2025-04-12 00:00:00+00:00,0.003837999887764454,0.0039450000040233135,0.0038060001097619534,0.003837000112980604,174801,0.0,0.0
2025-04-13 00:00:00+00:00,0.003837000112980604,0.003845999948680401,0.003593999892473221,0.0036239998880773783,181752,0.0,0.0
2025-04-14 00:00:00+00:00,0.0036239998880773783,0.0036379999946802855,0.0034809999633580446,0.0035170000046491623,188385,0.0,0.0
2025-04-15 00:00:00+00:00,0.0035170000046491623,0.0038870000280439854,0.0035059999208897352,0.003531999886035919,131070,0.0,0.0
2025-04-16 00:00:00+00:00,0.003531999886035919,0.0036009999457746744,0.002575000049546361,0.0028150000143796206,123536,0.0,0.0
2025-04-17 00:00:00+00:00,0.0028150000143796206,0.002862999914214015,0.001766999950632453,0.0018179999897256494,108103,0.0,0.0
2025-04-18 00:00:00+00:00,0.0018179999897256494,0.0018230000277981162,0.0016959999920800328,0.0017450000159442425,151440,0.0,0.0
