TIMESTAMP,BSX_OPEN_PRICE_USD,BSX_HIGH_PRICE_USD,BSX_LOW_PRICE_USD,BSX_CLOSE_PRICE_USD,BSX_VOLUME_USD,BSX_DIVIDENDS_USD,BSX_STOCK_SPLITS_USD
2022-08-12 00:00:00+00:00,0.0002859999949578196,0.00029600001289509237,0.00023499999952036887,0.0002899999963119626,69131,0.0,0.0
2022-08-13 00:00:00+00:00,0.0002899999963119626,0.000291000003926456,0.00028899998869746923,0.000291000003926456,51,0.0,0.0
2022-08-14 00:00:00+00:00,0.000291000003926456,0.000291000003926456,0.000291000003926456,0.000291000003926456,51,0.0,0.0
2022-08-15 00:00:00+00:00,0.000291000003926456,0.000291000003926456,0.0002880000101868063,0.0002880000101868063,51,0.0,0.0
2022-08-16 00:00:00+00:00,0.0002880000101868063,0.00028899998869746923,0.0002880000101868063,0.00028899998869746923,51,0.0,0.0
2022-08-17 00:00:00+00:00,0.00028899998869746923,0.00028899998869746923,0.0002880000101868063,0.00028899998869746923,51,0.0,0.0
2022-08-18 00:00:00+00:00,0.00028899998869746923,0.0003440000000409782,0.0002579999854788184,0.0003020000003743917,3299,0.0,0.0
2022-08-19 00:00:00+00:00,0.0003020000003743917,0.00036800000816583633,0.00019099999917671084,0.00021499999274965376,48558,0.0,0.0
2022-08-20 00:00:00+00:00,0.00021499999274965376,0.00022200000239536166,0.0001849999971454963,0.00019700000120792538,16545,0.0,0.0
2022-08-21 00:00:00+00:00,0.00019700000120792538,0.0002570000069681555,0.00018400000408291817,0.00024199999461416155,31144,0.0,0.0
2022-08-22 00:00:00+00:00,0.00024199999461416155,0.00025599999935366213,9.999999747378752e-05,0.00019700000120792538,62359,0.0,0.0
2022-08-23 00:00:00+00:00,0.00019700000120792538,0.00020300000323913991,0.00016799999866634607,0.0001740000006975606,11652,0.0,0.0
2022-08-24 00:00:00+00:00,0.00017499999376013875,0.00019099999917671084,0.00015100000018719584,0.0001829999964684248,18161,0.0,0.0
2022-08-25 00:00:00+00:00,0.0001829999964684248,0.0001829999964684248,0.00014699999883305281,0.00015799999528098851,21445,0.0,0.0
2022-08-26 00:00:00+00:00,0.00015799999528098851,0.00016700000560376793,0.00013000000035390258,0.00014099999680183828,5372,0.0,0.0
2022-08-27 00:00:00+00:00,0.00014099999680183828,0.00015199999324977398,0.0001289999927394092,0.00014200000441633165,5716,0.0,0.0
2022-08-28 00:00:00+00:00,0.00014200000441633165,0.00015300000086426735,0.00013099999341648072,0.0001449999981559813,2463,0.0,0.0
2022-08-29 00:00:00+00:00,0.0001449999981559813,0.00022200000239536166,0.0001340000017080456,0.0001880000054370612,66563,0.0,0.0
2022-08-30 00:00:00+00:00,0.0001880000054370612,0.0001900000061141327,0.00015900000289548188,0.00015999999595806003,12224,0.0,0.0
2022-08-31 00:00:00+00:00,0.00015999999595806003,0.00017899999511428177,0.00015799999528098851,0.00017100000695791095,11198,0.0,0.0
2022-09-01 00:00:00+00:00,0.00017100000695791095,0.00017600000137463212,0.00013699999544769526,0.00014200000441633165,12520,0.0,0.0
2022-09-02 00:00:00+00:00,0.00014200000441633165,0.00017100000695791095,0.00014200000441633165,0.00015799999528098851,7703,0.0,0.0
2022-09-03 00:00:00+00:00,0.00015799999528098851,0.00016999999934341758,0.00015300000086426735,0.00016399999731220305,1284,0.0,0.0
2022-09-04 00:00:00+00:00,0.00016399999731220305,0.00017600000137463212,0.00015300000086426735,0.00015999999595806003,15790,0.0,0.0
2022-09-05 00:00:00+00:00,0.00015999999595806003,0.00018000000272877514,0.000155999994603917,0.00016500000492669642,11337,0.0,0.0
