TIMESTAMP,SNOR_OPEN_PRICE_USD,SNOR_HIGH_PRICE_USD,SNOR_LOW_PRICE_USD,SNOR_CLOSE_PRICE_USD,SNOR_VOLUME_USD,SNOR_DIVIDENDS_USD,SNOR_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,183,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,734958,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,491729,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,374744,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,447394,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,939578,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1272465,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,747259,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,464366,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,419035,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,376167,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,387496,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,281764,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,270908,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,27518,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,14942,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,82475,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,40671,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,31685,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,8676,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,14900,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,17932,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,36271,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,48635,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,15705,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,6956,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,10374,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,31924,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,3664,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,5898,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,2527,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,4102,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,4100,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,1161,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,1314,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,683,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,556,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,713,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,196,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,255,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,1219,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,758,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,944,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,551,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,3815,0.0,0.0
2025-06-01 00:00:00+00:00,1.314174741251506e-10,1.323791493090809e-10,1.2894625645021307e-10,1.323791493090809e-10,503,0.0,0.0
