,Time,BTC_Confirmed_Transaction_Count,ETH_Confirmed_Transaction_Count,XRP_Confirmed_Transaction_Count,DOGE_Confirmed_Transaction_Count,LTC_Confirmed_Transaction_Count,BCH_Confirmed_Transaction_Count,XMR_Confirmed_Transaction_Count,DASH_Confirmed_Transaction_Count,ZEC_Confirmed_Transaction_Count
2452,2015-09-21,131547.0,6305.0,176337.0,13803.0,3418.0,,525.0,1227.0,
2453,2015-09-22,136627.0,6804.0,270391.0,11450.0,3663.0,,465.0,1563.0,
2454,2015-09-23,131242.0,7404.0,349236.0,10685.0,2964.0,,515.0,1259.0,
2455,2015-09-24,125227.0,6224.0,280604.0,10739.0,2816.0,,468.0,1460.0,
2456,2015-09-25,128002.0,5851.0,242398.0,11049.0,3444.0,,547.0,1174.0,
2457,2015-09-26,115475.0,5907.0,206917.0,11495.0,2559.0,,543.0,1026.0,
2458,2015-09-27,108600.0,5760.0,163165.0,12961.0,3569.0,,527.0,1264.0,
2459,2015-09-28,138427.0,6123.0,224176.0,10666.0,3693.0,,455.0,997.0,
2460,2015-09-29,140490.0,5738.0,271821.0,10798.0,3703.0,,490.0,1245.0,
2461,2015-09-30,139700.0,5870.0,352631.0,10953.0,3495.0,,557.0,955.0,
2462,2015-10-01,134178.0,6421.0,214984.0,11030.0,3070.0,,391.0,992.0,
2463,2015-10-02,139608.0,6063.0,244901.0,10970.0,3075.0,,614.0,920.0,
2464,2015-10-03,119422.0,6112.0,245032.0,11695.0,2809.0,,439.0,831.0,
2465,2015-10-04,103378.0,6624.0,215151.0,13801.0,3601.0,,503.0,849.0,
2466,2015-10-05,125395.0,6279.0,311445.0,11803.0,3364.0,,437.0,1090.0,
2467,2015-10-06,144368.0,6458.0,322401.0,11119.0,3515.0,,464.0,1249.0,
2468,2015-10-07,134798.0,7121.0,216087.0,10451.0,3563.0,,548.0,1057.0,
2469,2015-10-08,140208.0,6926.0,404442.0,10422.0,3284.0,,567.0,1079.0,
2470,2015-10-09,114518.0,6763.0,426042.0,10858.0,3970.0,,434.0,839.0,
2471,2015-10-10,126845.0,6529.0,157661.0,13232.0,4165.0,,385.0,1010.0,
2472,2015-10-11,104404.0,6023.0,161683.0,13080.0,3715.0,,635.0,936.0,
2473,2015-10-12,134268.0,6593.0,113428.0,11448.0,4669.0,,450.0,981.0,
2474,2015-10-13,134741.0,6818.0,180698.0,11142.0,4374.0,,444.0,949.0,
2475,2015-10-14,141833.0,6830.0,146650.0,10477.0,5283.0,,497.0,1156.0,
2476,2015-10-15,153329.0,6499.0,237197.0,10944.0,4435.0,,464.0,1013.0,
2477,2015-10-16,143142.0,6795.0,197334.0,11903.0,4462.0,,424.0,931.0,
2478,2015-10-17,135775.0,6567.0,240329.0,15040.0,5807.0,,473.0,1178.0,
2479,2015-10-18,119561.0,6481.0,215457.0,14666.0,4855.0,,492.0,982.0,
2480,2015-10-19,143804.0,6604.0,204086.0,13534.0,4278.0,,551.0,1012.0,
2481,2015-10-20,146221.0,5897.0,221896.0,13705.0,4290.0,,484.0,1135.0,
2482,2015-10-21,150055.0,6182.0,149998.0,14357.0,7378.0,,520.0,1218.0,
2483,2015-10-22,147254.0,5979.0,190186.0,14294.0,4476.0,,545.0,1049.0,
2484,2015-10-23,143319.0,6888.0,188423.0,15421.0,5255.0,,533.0,1174.0,
2485,2015-10-24,139983.0,6361.0,151463.0,17643.0,5713.0,,434.0,1311.0,
2486,2015-10-25,131333.0,5830.0,199087.0,17643.0,6300.0,,424.0,1371.0,
2487,2015-10-26,116236.0,5938.0,192530.0,15379.0,6287.0,,724.0,1363.0,
2488,2015-10-27,153593.0,6784.0,214400.0,12970.0,6953.0,,441.0,1339.0,
2489,2015-10-28,160036.0,7346.0,222656.0,12720.0,5716.0,,563.0,1351.0,
2490,2015-10-29,160911.0,7836.0,251439.0,12235.0,7109.0,,413.0,1153.0,
2491,2015-10-30,166524.0,7941.0,337534.0,12489.0,7988.0,,501.0,1347.0,
2492,2015-10-31,155253.0,7557.0,265732.0,14690.0,11663.0,,420.0,1287.0,
2493,2015-11-01,152335.0,6915.0,373658.0,13289.0,3944.0,,584.0,1236.0,
2494,2015-11-02,171955.0,6558.0,342812.0,13708.0,5365.0,,455.0,1179.0,
2495,2015-11-03,186207.0,7399.0,387192.0,12457.0,6952.0,,613.0,1322.0,
2496,2015-11-04,204043.0,7037.0,427351.0,12506.0,8463.0,,545.0,1342.0,
2497,2015-11-05,182663.0,7498.0,424234.0,12870.0,6148.0,,608.0,1281.0,
2498,2015-11-06,166748.0,7882.0,320330.0,13036.0,7884.0,,361.0,1132.0,
2499,2015-11-07,151345.0,10996.0,265558.0,13047.0,5463.0,,399.0,1033.0,
2500,2015-11-08,132411.0,12413.0,254586.0,13652.0,6517.0,,450.0,982.0,
2501,2015-11-09,159687.0,7689.0,260298.0,10194.0,7680.0,,498.0,1008.0,
2502,2015-11-10,161816.0,8151.0,293468.0,16152.0,5200.0,,551.0,1135.0,
2503,2015-11-11,158761.0,10217.0,333696.0,13666.0,6068.0,,481.0,1015.0,
2504,2015-11-12,157686.0,9534.0,308021.0,14023.0,5937.0,,416.0,1051.0,
2505,2015-11-13,154667.0,7891.0,323441.0,12972.0,5196.0,,370.0,1255.0,
2506,2015-11-14,150332.0,7211.0,228658.0,13655.0,5861.0,,499.0,1008.0,
2507,2015-11-15,143209.0,7170.0,294606.0,14356.0,6191.0,,390.0,1112.0,
2508,2015-11-16,158143.0,7442.0,315356.0,15664.0,5786.0,,538.0,1195.0,
2509,2015-11-17,156539.0,7145.0,264832.0,15408.0,5531.0,,458.0,1320.0,
2510,2015-11-18,165116.0,7373.0,205673.0,13493.0,6994.0,,460.0,1229.0,
2511,2015-11-19,154347.0,8876.0,186701.0,12574.0,5843.0,,496.0,1195.0,
2512,2015-11-20,155607.0,6348.0,237898.0,12167.0,5835.0,,421.0,1222.0,
2513,2015-11-21,150861.0,6822.0,193053.0,13664.0,5784.0,,405.0,998.0,
2514,2015-11-22,129487.0,7083.0,232640.0,14604.0,5268.0,,415.0,1106.0,
2515,2015-11-23,145109.0,8260.0,235843.0,15482.0,4540.0,,393.0,1067.0,
2516,2015-11-24,152168.0,7152.0,236655.0,15250.0,5098.0,,467.0,1066.0,
2517,2015-11-25,151713.0,7098.0,244873.0,16801.0,6242.0,,391.0,1166.0,
2518,2015-11-26,164495.0,7278.0,303022.0,16446.0,8688.0,,432.0,1181.0,
2519,2015-11-27,160102.0,6639.0,273649.0,16373.0,5558.0,,471.0,1055.0,
2520,2015-11-28,165522.0,6817.0,271412.0,19015.0,7482.0,,424.0,1060.0,
2521,2015-11-29,129701.0,6853.0,255713.0,18594.0,6029.0,,452.0,1081.0,
2522,2015-11-30,182486.0,8986.0,312554.0,16859.0,6425.0,,604.0,1363.0,
2523,2015-12-01,177945.0,6794.0,359420.0,16289.0,6213.0,,492.0,1075.0,
2524,2015-12-02,183362.0,6502.0,259771.0,12684.0,5033.0,,445.0,1343.0,
2525,2015-12-03,164632.0,6971.0,203883.0,13600.0,4749.0,,460.0,1273.0,
2526,2015-12-04,173433.0,6898.0,340539.0,12675.0,4661.0,,477.0,1221.0,
2527,2015-12-05,186019.0,6784.0,368911.0,16341.0,6008.0,,641.0,1338.0,
2528,2015-12-06,179553.0,9103.0,449800.0,17887.0,6442.0,,385.0,1284.0,
2529,2015-12-07,192683.0,7141.0,474325.0,15462.0,9440.0,,604.0,1353.0,
2530,2015-12-08,195046.0,6697.0,363051.0,12864.0,6363.0,,339.0,1437.0,
2531,2015-12-09,220155.0,7001.0,542183.0,15032.0,7234.0,,437.0,1368.0,
2532,2015-12-10,211820.0,7444.0,475980.0,13057.0,5826.0,,441.0,1144.0,
2533,2015-12-11,210099.0,8105.0,636761.0,13145.0,7599.0,,602.0,1266.0,
2534,2015-12-12,203979.0,8205.0,386158.0,16160.0,7407.0,,450.0,1225.0,
2535,2015-12-13,189772.0,7426.0,344824.0,14130.0,5847.0,,465.0,1353.0,
2536,2015-12-14,231282.0,15550.0,670934.0,15052.0,8017.0,,585.0,1053.0,
2537,2015-12-15,223815.0,21098.0,753145.0,14909.0,8641.0,,464.0,1149.0,
2538,2015-12-16,220257.0,10304.0,479556.0,15185.0,8647.0,,453.0,1251.0,
2539,2015-12-17,216142.0,9612.0,353849.0,14096.0,5275.0,,435.0,1099.0,
2540,2015-12-18,213678.0,9032.0,370913.0,13109.0,3626.0,,416.0,1282.0,
2541,2015-12-19,213719.0,9314.0,276212.0,16355.0,4366.0,,340.0,1253.0,
2542,2015-12-20,193682.0,9879.0,290470.0,17732.0,4275.0,,628.0,1218.0,
2543,2015-12-21,229295.0,12063.0,257405.0,15688.0,6300.0,,517.0,1402.0,
2544,2015-12-22,222567.0,21027.0,200702.0,13913.0,4237.0,,479.0,1217.0,
2545,2015-12-23,220918.0,22740.0,226034.0,14847.0,5387.0,,479.0,1192.0,
2546,2015-12-24,210090.0,13494.0,174260.0,13509.0,4089.0,,524.0,1423.0,
2547,2015-12-25,180221.0,9521.0,210309.0,13759.0,3097.0,,303.0,1178.0,
2548,2015-12-26,179192.0,10726.0,437547.0,15995.0,3830.0,,492.0,1120.0,
2549,2015-12-27,160066.0,21867.0,214103.0,20287.0,4728.0,,539.0,1169.0,
2550,2015-12-28,172978.0,12368.0,274356.0,16952.0,4069.0,,283.0,1506.0,
2551,2015-12-29,184459.0,11358.0,478312.0,17278.0,3997.0,,646.0,1383.0,
2552,2015-12-30,176282.0,21767.0,257748.0,23050.0,4562.0,,442.0,1875.0,
2553,2015-12-31,155220.0,10301.0,340970.0,16515.0,2860.0,,450.0,1358.0,
2554,2016-01-01,123957.0,8233.0,414367.0,12295.0,3136.0,,489.0,1196.0,
2555,2016-01-02,148893.0,9164.0,422582.0,17384.0,4917.0,,468.0,1539.0,
2556,2016-01-03,142463.0,9258.0,426501.0,18998.0,3794.0,,441.0,1622.0,
2557,2016-01-04,181173.0,9474.0,315631.0,18727.0,4535.0,,755.0,1914.0,
2558,2016-01-05,182214.0,16430.0,197784.0,14689.0,3792.0,,462.0,1245.0,
2559,2016-01-06,171949.0,17074.0,235104.0,16209.0,3232.0,,479.0,1282.0,
2560,2016-01-07,190087.0,22075.0,292473.0,14341.0,4731.0,,444.0,1608.0,
2561,2016-01-08,181234.0,10919.0,233491.0,15070.0,6832.0,,417.0,1353.0,
2562,2016-01-09,179817.0,11793.0,200865.0,20388.0,7472.0,,456.0,1273.0,
2563,2016-01-10,161142.0,10320.0,217804.0,17503.0,5113.0,,553.0,1596.0,
2564,2016-01-11,191026.0,10893.0,214012.0,17650.0,6913.0,,474.0,1291.0,
2565,2016-01-12,194704.0,10862.0,193259.0,16011.0,3998.0,,451.0,1288.0,
2566,2016-01-13,187983.0,17665.0,272706.0,14587.0,4160.0,,401.0,1563.0,
2567,2016-01-14,183049.0,10653.0,391676.0,12532.0,3302.0,,439.0,1390.0,
2568,2016-01-15,183520.0,9875.0,281523.0,13732.0,4134.0,,387.0,1729.0,
2569,2016-01-16,191158.0,10664.0,317607.0,16215.0,5179.0,,406.0,2042.0,
2570,2016-01-17,203977.0,9747.0,310296.0,18321.0,6082.0,,421.0,1751.0,
2571,2016-01-18,213732.0,12916.0,445149.0,16568.0,4494.0,,989.0,1910.0,
2572,2016-01-19,186725.0,13420.0,464974.0,13656.0,3104.0,,587.0,1527.0,
2573,2016-01-20,208919.0,10610.0,678725.0,15693.0,5369.0,,770.0,1528.0,
2574,2016-01-21,222606.0,10734.0,592671.0,15947.0,3912.0,,452.0,1636.0,
2575,2016-01-22,213507.0,13848.0,532218.0,16492.0,4386.0,,545.0,2094.0,
2576,2016-01-23,190221.0,11025.0,558191.0,19126.0,5025.0,,466.0,1670.0,
2577,2016-01-24,201254.0,12798.0,573708.0,17221.0,4643.0,,633.0,1666.0,
2578,2016-01-25,221988.0,17121.0,313809.0,22194.0,5146.0,,488.0,1597.0,
2579,2016-01-26,230363.0,16511.0,443636.0,21123.0,5552.0,,388.0,1517.0,
2580,2016-01-27,229522.0,18747.0,953349.0,21644.0,7193.0,,517.0,2693.0,
2581,2016-01-28,224879.0,16765.0,1158728.0,17946.0,6290.0,,530.0,1748.0,
2582,2016-01-29,224225.0,16395.0,889692.0,17394.0,5041.0,,428.0,1446.0,
2583,2016-01-30,194607.0,14661.0,722774.0,19986.0,5638.0,,343.0,1575.0,
2584,2016-01-31,175864.0,14166.0,778391.0,18615.0,5291.0,,423.0,1193.0,
2585,2016-02-01,222237.0,14199.0,574642.0,18183.0,5589.0,,402.0,1129.0,
2586,2016-02-02,241542.0,14291.0,523833.0,16237.0,3366.0,,488.0,1477.0,
2587,2016-02-03,191045.0,14274.0,636156.0,16241.0,3219.0,,401.0,1585.0,
2588,2016-02-04,200493.0,14371.0,827298.0,14756.0,3939.0,,530.0,1258.0,
2589,2016-02-05,225300.0,15249.0,714749.0,13363.0,3761.0,,401.0,1232.0,
2590,2016-02-06,223956.0,31418.0,1001074.0,15524.0,3695.0,,379.0,1364.0,
2591,2016-02-07,212014.0,14264.0,1102914.0,15300.0,3402.0,,636.0,1374.0,
2592,2016-02-08,224607.0,14719.0,922250.0,13436.0,3572.0,,335.0,1497.0,
2593,2016-02-09,231064.0,15517.0,788218.0,13953.0,4141.0,,352.0,1544.0,
2594,2016-02-10,235363.0,17141.0,597262.0,12225.0,3139.0,,524.0,1665.0,
2595,2016-02-11,220742.0,21440.0,551233.0,12273.0,3151.0,,539.0,1541.0,
2596,2016-02-12,202356.0,18109.0,635170.0,12851.0,3381.0,,453.0,1580.0,
2597,2016-02-13,184519.0,19327.0,617325.0,13416.0,3252.0,,1085.0,1483.0,
2598,2016-02-14,185922.0,16624.0,863906.0,13884.0,3451.0,,744.0,1333.0,
2599,2016-02-15,220197.0,17159.0,645480.0,14568.0,3873.0,,837.0,1308.0,
2600,2016-02-16,215802.0,17549.0,554829.0,16648.0,3685.0,,882.0,1242.0,
2601,2016-02-17,227080.0,19990.0,612235.0,11465.0,5035.0,,724.0,1538.0,
2602,2016-02-18,212810.0,16969.0,673262.0,11774.0,3736.0,,460.0,1519.0,
2603,2016-02-19,217291.0,18412.0,389321.0,11207.0,4824.0,,477.0,1372.0,
2604,2016-02-20,215578.0,16714.0,416901.0,13500.0,5272.0,,539.0,1449.0,
2605,2016-02-21,206489.0,17119.0,329718.0,13857.0,4723.0,,645.0,1463.0,
2606,2016-02-22,237569.0,18190.0,261353.0,12404.0,5275.0,,575.0,1496.0,
2607,2016-02-23,244612.0,18482.0,323996.0,12578.0,4052.0,,470.0,1433.0,
2608,2016-02-24,224809.0,19540.0,356230.0,11815.0,4684.0,,527.0,1322.0,
2609,2016-02-25,216135.0,19503.0,348705.0,13164.0,3822.0,,518.0,1368.0,
2610,2016-02-26,203495.0,21068.0,247314.0,12945.0,3919.0,,490.0,1692.0,
2611,2016-02-27,182030.0,18981.0,273594.0,15616.0,3584.0,,492.0,1284.0,
2612,2016-02-28,233302.0,19063.0,313171.0,15608.0,3821.0,,428.0,1315.0,
2613,2016-02-29,265187.0,20358.0,452273.0,12381.0,4700.0,,615.0,1600.0,
2614,2016-03-01,276953.0,21778.0,327436.0,12193.0,4725.0,,548.0,1554.0,
2615,2016-03-02,270049.0,23562.0,229498.0,12002.0,6565.0,,492.0,1587.0,
2616,2016-03-03,221517.0,24837.0,352373.0,12281.0,4283.0,,861.0,1613.0,
2617,2016-03-04,207330.0,24287.0,327171.0,13112.0,3646.0,,1190.0,1785.0,
2618,2016-03-05,234842.0,27115.0,509031.0,15108.0,4443.0,,1262.0,1805.0,
2619,2016-03-06,161591.0,27661.0,354731.0,14379.0,3827.0,,876.0,1773.0,
2620,2016-03-07,183122.0,23271.0,297011.0,12608.0,3685.0,,783.0,1706.0,
2621,2016-03-08,200144.0,24105.0,351979.0,11394.0,3127.0,,556.0,1507.0,
2622,2016-03-09,190220.0,24557.0,264508.0,11766.0,2954.0,,645.0,1540.0,
2623,2016-03-10,188571.0,24814.0,481152.0,12185.0,3789.0,,622.0,1621.0,
2624,2016-03-11,189656.0,23124.0,837288.0,12174.0,4714.0,,470.0,1565.0,
2625,2016-03-12,167869.0,27887.0,808994.0,12005.0,3261.0,,485.0,1638.0,
2626,2016-03-13,149670.0,28127.0,726481.0,14232.0,4081.0,,582.0,1836.0,
2627,2016-03-14,191189.0,28528.0,772134.0,13307.0,4158.0,,758.0,1809.0,
2628,2016-03-15,202265.0,29273.0,518398.0,11492.0,3446.0,,664.0,1739.0,
2629,2016-03-16,211840.0,27596.0,593554.0,10840.0,3583.0,,529.0,1927.0,
2630,2016-03-17,208178.0,33531.0,567775.0,12476.0,4480.0,,471.0,1770.0,
2631,2016-03-18,205886.0,31821.0,633694.0,11866.0,4443.0,,788.0,1608.0,
2632,2016-03-19,177342.0,34779.0,605759.0,12488.0,4362.0,,644.0,1621.0,
2633,2016-03-20,177997.0,32447.0,594008.0,14833.0,4601.0,,817.0,1622.0,
2634,2016-03-21,198867.0,32511.0,687385.0,12743.0,4272.0,,745.0,1745.0,
2635,2016-03-22,205060.0,32890.0,665219.0,12594.0,4864.0,,833.0,1721.0,
2636,2016-03-23,186659.0,31786.0,581136.0,11864.0,4249.0,,561.0,1997.0,
2637,2016-03-24,189947.0,36947.0,493152.0,11763.0,7126.0,,532.0,1739.0,
2638,2016-03-25,172163.0,36762.0,485721.0,11421.0,4160.0,,794.0,2236.0,
2639,2016-03-26,158896.0,36646.0,368376.0,13384.0,5010.0,,662.0,1750.0,
2640,2016-03-27,160125.0,29974.0,434927.0,16123.0,4581.0,,736.0,1681.0,
2641,2016-03-28,195910.0,33613.0,898006.0,14771.0,5255.0,,565.0,1890.0,
2642,2016-03-29,197252.0,33915.0,988529.0,14170.0,5205.0,,546.0,1529.0,
2643,2016-03-30,200881.0,36767.0,858037.0,13152.0,4923.0,,654.0,1504.0,
2644,2016-03-31,206352.0,32259.0,827274.0,13043.0,4970.0,,632.0,1596.0,
2645,2016-04-01,211769.0,33320.0,788243.0,14090.0,5587.0,,387.0,1579.0,
2646,2016-04-02,183364.0,29358.0,656168.0,18532.0,5474.0,,838.0,2068.0,
2647,2016-04-03,178287.0,29588.0,522754.0,17893.0,3872.0,,537.0,1660.0,
2648,2016-04-04,208763.0,34907.0,496393.0,16418.0,4161.0,,506.0,1656.0,
2649,2016-04-05,216021.0,39173.0,506239.0,15381.0,5809.0,,542.0,1813.0,
2650,2016-04-06,219133.0,32078.0,610364.0,15371.0,4994.0,,432.0,1713.0,
2651,2016-04-07,218324.0,31893.0,777247.0,14841.0,5822.0,,439.0,1892.0,
2652,2016-04-08,214047.0,34010.0,710746.0,13702.0,5313.0,,428.0,1600.0,
2653,2016-04-09,196279.0,31923.0,679074.0,13256.0,6030.0,,531.0,1648.0,
2654,2016-04-10,186781.0,32237.0,776939.0,15366.0,4689.0,,521.0,1945.0,
2655,2016-04-11,229887.0,30327.0,1000725.0,16442.0,5222.0,,482.0,1611.0,
2656,2016-04-12,240058.0,34673.0,1142289.0,13963.0,4048.0,,461.0,1907.0,
2657,2016-04-13,223342.0,36051.0,1111173.0,13511.0,3839.0,,432.0,1596.0,
2658,2016-04-14,227764.0,34781.0,933012.0,13699.0,3898.0,,579.0,1612.0,
2659,2016-04-15,212039.0,34959.0,932267.0,13540.0,4388.0,,512.0,1982.0,
2660,2016-04-16,181866.0,30483.0,892522.0,12902.0,3526.0,,385.0,1409.0,
2661,2016-04-17,192270.0,40203.0,605459.0,15415.0,4252.0,,463.0,1472.0,
2662,2016-04-18,220261.0,33513.0,1136166.0,15770.0,4444.0,,383.0,1431.0,
2663,2016-04-19,226361.0,32622.0,833007.0,14014.0,4357.0,,387.0,1573.0,
2664,2016-04-20,216615.0,32944.0,1261034.0,13722.0,4245.0,,418.0,1454.0,
2665,2016-04-21,212644.0,37181.0,1118524.0,13789.0,4605.0,,392.0,1431.0,
2666,2016-04-22,210833.0,31678.0,975283.0,12469.0,3976.0,,378.0,1427.0,
2667,2016-04-23,185072.0,31845.0,407875.0,12310.0,4755.0,,303.0,1520.0,
2668,2016-04-24,183023.0,34046.0,501035.0,16507.0,6336.0,,451.0,1022.0,
2669,2016-04-25,217437.0,35430.0,509056.0,14408.0,6860.0,,364.0,901.0,
2670,2016-04-26,250593.0,32582.0,603378.0,14216.0,6469.0,,317.0,916.0,
2671,2016-04-27,239306.0,33847.0,707828.0,13193.0,6955.0,,478.0,1031.0,
2672,2016-04-28,247822.0,34343.0,533739.0,14841.0,5731.0,,447.0,924.0,
2673,2016-04-29,261726.0,37332.0,427584.0,12708.0,5654.0,,511.0,927.0,
2674,2016-04-30,215566.0,45769.0,391459.0,11714.0,5063.0,,315.0,808.0,
2675,2016-05-01,191275.0,39578.0,267376.0,15312.0,5894.0,,265.0,900.0,
2676,2016-05-02,223628.0,41748.0,451268.0,13856.0,5691.0,,507.0,825.0,
2677,2016-05-03,235458.0,37821.0,245747.0,13518.0,5337.0,,322.0,951.0,
2678,2016-05-04,233524.0,37484.0,506872.0,15277.0,5891.0,,363.0,1037.0,
2679,2016-05-05,229418.0,38707.0,572677.0,13792.0,6905.0,,381.0,894.0,
2680,2016-05-06,233070.0,41271.0,601810.0,13649.0,6238.0,,312.0,1021.0,
2681,2016-05-07,201912.0,35864.0,391053.0,13536.0,5743.0,,302.0,881.0,
2682,2016-05-08,188857.0,40063.0,444909.0,12219.0,5261.0,,362.0,971.0,
2683,2016-05-09,226278.0,38560.0,447356.0,17005.0,6434.0,,366.0,890.0,
2684,2016-05-10,245563.0,40684.0,586264.0,14031.0,6837.0,,379.0,1133.0,
2685,2016-05-11,234279.0,40811.0,578241.0,14566.0,6763.0,,374.0,856.0,
2686,2016-05-12,228270.0,45002.0,373518.0,12462.0,7054.0,,376.0,729.0,
2687,2016-05-13,231994.0,47739.0,401708.0,13608.0,7199.0,,375.0,766.0,
2688,2016-05-14,211136.0,45745.0,357511.0,13209.0,6309.0,,275.0,863.0,
2689,2016-05-15,200032.0,43073.0,293427.0,11577.0,6220.0,,443.0,1011.0,
2690,2016-05-16,239668.0,37424.0,489428.0,16951.0,7454.0,,464.0,1481.0,
2691,2016-05-17,238485.0,40309.0,391857.0,13283.0,6990.0,,357.0,1074.0,
2692,2016-05-18,234930.0,46033.0,576481.0,13290.0,6630.0,,315.0,866.0,
2693,2016-05-19,219025.0,44523.0,575046.0,13421.0,6676.0,,428.0,988.0,
2694,2016-05-20,209247.0,45177.0,195682.0,12329.0,5574.0,,415.0,1220.0,
2695,2016-05-21,191320.0,43621.0,217390.0,13047.0,5864.0,,424.0,1472.0,
2696,2016-05-22,184164.0,38895.0,319082.0,13626.0,5786.0,,435.0,1238.0,
2697,2016-05-23,222574.0,43806.0,307936.0,13264.0,6259.0,,321.0,1079.0,
2698,2016-05-24,246370.0,42911.0,245177.0,14533.0,5427.0,,311.0,1124.0,
2699,2016-05-25,247703.0,46443.0,291141.0,13823.0,6225.0,,497.0,1095.0,
2700,2016-05-26,219956.0,51147.0,407208.0,12418.0,5851.0,,321.0,786.0,
2701,2016-05-27,215157.0,49006.0,530247.0,13626.0,8993.0,,486.0,1039.0,
2702,2016-05-28,192921.0,70148.0,498187.0,15016.0,8104.0,,361.0,1154.0,
2703,2016-05-29,178595.0,45890.0,517509.0,15812.0,6509.0,,358.0,1210.0,
2704,2016-05-30,211224.0,42927.0,457583.0,13983.0,6834.0,,491.0,888.0,
2705,2016-05-31,215122.0,44386.0,472302.0,14964.0,8108.0,,397.0,1057.0,
2706,2016-06-01,234241.0,42221.0,478884.0,13115.0,7149.0,,644.0,991.0,
2707,2016-06-02,230961.0,39666.0,485488.0,13305.0,7029.0,,355.0,1042.0,
2708,2016-06-03,234527.0,39834.0,469565.0,13081.0,9525.0,,359.0,1100.0,
2709,2016-06-04,196546.0,37875.0,443183.0,11587.0,4141.0,,348.0,1016.0,
2710,2016-06-05,189632.0,37896.0,449625.0,11716.0,3515.0,,480.0,1090.0,
2711,2016-06-06,221001.0,38957.0,564735.0,10784.0,4314.0,,397.0,947.0,
2712,2016-06-07,230876.0,46141.0,585450.0,10406.0,4230.0,,304.0,912.0,
2713,2016-06-08,229789.0,40433.0,573012.0,9561.0,3891.0,,396.0,955.0,
2714,2016-06-09,236188.0,39854.0,494856.0,10181.0,3669.0,,383.0,964.0,
2715,2016-06-10,228223.0,40145.0,477709.0,9295.0,3734.0,,359.0,888.0,
2716,2016-06-11,213003.0,36901.0,344007.0,9972.0,3681.0,,542.0,868.0,
2717,2016-06-12,210565.0,42581.0,580993.0,11774.0,5175.0,,389.0,1249.0,
2718,2016-06-13,251193.0,46185.0,669096.0,12187.0,5440.0,,531.0,1252.0,
2719,2016-06-14,246697.0,50335.0,725192.0,12538.0,5090.0,,408.0,1050.0,
2720,2016-06-15,259050.0,43251.0,585508.0,10916.0,5141.0,,525.0,873.0,
2721,2016-06-16,267721.0,43392.0,748971.0,10328.0,6314.0,,587.0,1467.0,
2722,2016-06-17,253603.0,66558.0,585550.0,10263.0,6585.0,,471.0,1172.0,
2723,2016-06-18,235159.0,63083.0,558758.0,9692.0,4332.0,,902.0,1023.0,
2724,2016-06-19,218121.0,51035.0,671776.0,10443.0,3894.0,,623.0,1191.0,
2725,2016-06-20,249170.0,47118.0,715306.0,10181.0,4840.0,,554.0,1069.0,
2726,2016-06-21,248015.0,47323.0,792392.0,10804.0,5269.0,,538.0,1277.0,
2727,2016-06-22,235512.0,48615.0,794386.0,11328.0,5582.0,,464.0,987.0,
2728,2016-06-23,241160.0,41908.0,715912.0,9706.0,6734.0,,432.0,982.0,
2729,2016-06-24,237496.0,45331.0,600836.0,10821.0,5294.0,,383.0,1020.0,
2730,2016-06-25,206757.0,36684.0,466260.0,10880.0,4501.0,,412.0,969.0,
2731,2016-06-26,181202.0,41613.0,535191.0,11688.0,4004.0,,373.0,1503.0,
2732,2016-06-27,216882.0,39663.0,538556.0,10445.0,4196.0,,450.0,943.0,
2733,2016-06-28,212459.0,43089.0,713919.0,10660.0,4274.0,,531.0,1126.0,
2734,2016-06-29,223966.0,49897.0,712003.0,9423.0,4812.0,,505.0,895.0,
2735,2016-06-30,231810.0,63952.0,704168.0,9494.0,4471.0,,473.0,910.0,
2736,2016-07-01,205646.0,40085.0,527450.0,9919.0,4251.0,,418.0,1091.0,
2737,2016-07-02,198726.0,39257.0,641574.0,11872.0,3953.0,,497.0,1012.0,
2738,2016-07-03,176973.0,39757.0,712106.0,13866.0,3505.0,,578.0,1206.0,
2739,2016-07-04,213749.0,39950.0,833932.0,12508.0,3950.0,,464.0,1171.0,
2740,2016-07-05,214814.0,39270.0,782157.0,12373.0,3835.0,,491.0,1208.0,
2741,2016-07-06,214551.0,37900.0,688719.0,11694.0,3922.0,,697.0,1306.0,
2742,2016-07-07,215411.0,40433.0,595205.0,11263.0,4225.0,,729.0,1396.0,
2743,2016-07-08,210556.0,42506.0,609037.0,11766.0,3783.0,,546.0,1209.0,
2744,2016-07-09,185256.0,40410.0,622820.0,11051.0,3641.0,,429.0,1365.0,
2745,2016-07-10,162452.0,39358.0,538966.0,12387.0,3371.0,,416.0,1221.0,
2746,2016-07-11,217946.0,38582.0,666285.0,14088.0,3706.0,,573.0,1474.0,
2747,2016-07-12,218891.0,40811.0,518434.0,12093.0,3911.0,,525.0,1420.0,
2748,2016-07-13,216374.0,35740.0,682168.0,9150.0,3234.0,,545.0,1407.0,
2749,2016-07-14,217554.0,42809.0,731233.0,9665.0,3371.0,,430.0,1438.0,
2750,2016-07-15,215946.0,41110.0,652910.0,12237.0,4922.0,,412.0,1466.0,
2751,2016-07-16,182035.0,38062.0,523678.0,12931.0,4057.0,,418.0,1626.0,
2752,2016-07-17,170864.0,33914.0,432002.0,11558.0,3307.0,,461.0,1647.0,
