,Time,BTC_Average_Transaction_Fee_USD,ETH_Average_Transaction_Fee_USD,XRP_Average_Transaction_Fee_USD,DOGE_Average_Transaction_Fee_USD,LTC_Average_Transaction_Fee_USD,BCH_Average_Transaction_Fee_USD,XMR_Average_Transaction_Fee_USD,DASH_Average_Transaction_Fee_USD,ZEC_Average_Transaction_Fee_USD
2371,2017-01-12,0.279,0.00697,0.000549,0.000381,0.047,,0.32,0.162,2.02e-05
2372,2017-01-13,0.287,0.00675,0.000177,0.000303,0.0268,,0.35,0.181,8.06e-06
2373,2017-01-14,0.296,0.00657,6.96e-05,0.000345,0.0319,,0.258,0.175,4.46e-06
2374,2017-01-15,0.285,0.00699,2.72e-05,0.000331,0.0291,,0.246,0.18,2.17e-06
2375,2017-01-16,0.32,0.00688,1.91e-05,0.000318,0.0193,,0.287,0.164,5.36e-06
2376,2017-01-17,0.327,0.00843,3.82e-05,0.000354,0.0224,,0.286,0.194,2.09e-06
2377,2017-01-18,0.321,0.00769,6.84e-05,0.000878,0.0228,,0.338,0.217,8.13e-06
2378,2017-01-19,0.333,0.00734,4.57e-05,0.00114,0.0148,,0.32,0.205,
2379,2017-01-20,0.314,0.00773,4.18e-05,0.000522,0.0138,,0.299,0.209,3.81e-06
2380,2017-01-21,0.329,0.00758,3.57e-05,0.00036,0.0156,,0.304,0.244,1.21e-05
2381,2017-01-22,0.339,0.00812,2.98e-05,0.000333,0.0186,,0.302,0.258,2.06e-06
2382,2017-01-23,0.425,0.00813,3.35e-05,0.000314,0.017,,0.295,0.22,1.17e-05
2383,2017-01-24,0.467,0.00865,3.74e-05,0.000303,0.0235,,0.291,0.226,3.96e-08
2384,2017-01-25,0.396,0.00855,2.85e-05,0.000304,0.0245,,0.317,0.211,7.81e-08
2385,2017-01-26,0.356,0.00817,3.71e-05,0.000292,0.0311,,0.259,0.213,6.64e-06
2386,2017-01-27,0.396,0.00791,3.39e-05,0.000338,0.0204,,0.264,0.237,1.01e-05
2387,2017-01-28,0.456,0.00773,1.28e-05,0.000319,0.0229,,0.326,0.192,4.01e-05
2388,2017-01-29,0.454,0.00752,1.52e-05,0.000332,0.0266,,0.364,0.229,8.37e-06
2389,2017-01-30,0.501,0.00756,1.46e-05,0.000291,0.0183,,0.247,0.261,1.44e-05
2390,2017-01-31,0.444,0.00774,0.000715,0.00032,0.0231,,0.341,0.199,6.83e-07
2391,2017-02-01,0.428,0.00909,0.000357,0.000302,0.0296,,0.338,0.199,1.78e-06
2392,2017-02-02,0.543,0.00862,0.000286,0.00029,0.0251,,0.336,0.189,1.34e-06
2393,2017-02-03,0.507,0.00854,2.48e-05,0.000318,0.0237,,0.329,0.201,2.6e-06
2394,2017-02-04,0.494,0.00814,2.55e-05,0.000323,0.0365,,0.303,0.175,2.03e-06
2395,2017-02-05,0.474,0.00837,2.69e-05,0.000318,0.0233,,0.355,0.177,4.77e-06
2396,2017-02-06,0.685,0.0085,2.32e-05,0.000308,0.028,,0.361,0.137,2.14e-06
2397,2017-02-07,0.545,0.0101,4.07e-05,0.000311,0.0286,,0.378,0.0776,6.17e-06
2398,2017-02-08,0.535,0.00968,3.31e-05,0.000301,0.0262,,0.361,0.0809,1.24e-06
2399,2017-02-09,0.513,0.00942,7.02e-05,0.000295,0.0233,,0.361,0.0382,6.3e-06
2400,2017-02-10,0.451,0.00973,4.57e-05,0.000279,0.033,,0.309,0.0309,3.21e-06
2401,2017-02-11,0.447,0.00933,3.43e-05,0.000289,0.038,,0.344,0.0153,5.03e-06
2402,2017-02-12,0.431,0.0101,4.01e-05,0.000319,0.0411,,0.354,0.0197,1.54e-06
2403,2017-02-13,0.472,0.0123,2.71e-05,0.000288,0.0364,,0.347,0.022,2.23e-05
2404,2017-02-14,0.449,0.0105,3.36e-05,0.000281,0.0374,,0.344,0.0277,3.02e-06
2405,2017-02-15,0.458,0.0209,2.61e-05,0.000287,0.0243,,0.35,0.0256,4.97e-06
2406,2017-02-16,0.614,0.01,4.13e-05,0.000293,0.0344,,0.352,0.0357,7.96e-06
2407,2017-02-17,0.541,0.01,5.03e-05,0.000304,0.0398,,0.374,0.0278,5.87e-06
2408,2017-02-18,0.562,0.0115,3.83e-05,0.000305,0.024,,0.383,0.042,8.44e-06
2409,2017-02-19,0.54,0.00959,3.62e-05,0.000304,0.0187,,0.37,0.0318,3.75e-06
2410,2017-02-20,0.595,0.0104,5.57e-05,0.000302,0.0311,,0.346,0.0487,2.66e-06
2411,2017-02-21,0.651,0.0118,5.64e-05,0.000297,0.0253,,0.352,0.0383,1.11e-05
2412,2017-02-22,0.719,0.0128,2.19e-05,0.000314,0.0332,,0.364,0.0344,2.61e-06
2413,2017-02-23,0.74,0.0116,2.69e-05,0.00029,0.0345,,0.372,0.0311,6.75e-06
2414,2017-02-24,0.777,0.00996,2.09e-05,0.000293,0.0226,,0.344,0.0445,1.01e-05
2415,2017-02-25,0.682,0.0112,1.86e-05,0.00031,0.0341,,0.344,0.0338,
2416,2017-02-26,0.705,0.0105,6.02e-05,0.000347,0.0339,,0.338,0.0394,3.36e-06
2417,2017-02-27,0.812,0.0125,2.38e-05,0.000312,0.0275,,0.352,0.0456,1.26e-06
2418,2017-02-28,0.832,0.0133,6.39e-05,0.000316,0.0218,,0.318,0.0607,9.41e-06
2419,2017-03-01,0.875,0.0146,3.73e-05,0.000304,0.0145,,0.351,0.0559,1.27e-05
2420,2017-03-02,0.948,0.014,8.08e-05,0.000311,0.022,,0.361,0.0648,1.17e-05
2421,2017-03-03,0.978,0.0142,5.42e-05,0.000297,0.0154,,0.372,0.0677,8.65e-05
2422,2017-03-04,1.054,0.014,3.61e-05,0.000321,0.0163,,0.472,0.0772,4.61e-06
2423,2017-03-05,0.974,0.0143,2.48e-05,0.00032,0.0168,,0.4,0.0585,4.55e-05
2424,2017-03-06,1.058,0.0141,4.69e-05,0.00031,0.0177,,0.388,0.112,
2425,2017-03-07,1.03,0.0134,8.82e-05,0.000279,0.0175,,0.411,0.0601,9.12e-06
2426,2017-03-08,0.942,0.013,6.89e-05,0.000274,0.0161,,0.381,0.05,7.51e-06
2427,2017-03-09,0.916,0.0134,6.61e-05,0.000278,0.0168,,0.36,0.0515,2.37e-05
2428,2017-03-10,1.005,0.0155,0.000102,0.000276,0.0187,,0.377,0.0785,7.36e-06
2429,2017-03-11,0.906,0.0146,4.35e-05,0.000347,0.0165,,0.376,0.087,5.65e-06
2430,2017-03-12,1.031,0.0162,3.77e-05,0.000312,0.0163,,0.453,0.106,4.05e-05
2431,2017-03-13,0.994,0.0254,6.56e-05,0.000343,0.0199,,0.465,0.111,4.69e-06
2432,2017-03-14,1.024,0.0275,3.78e-05,0.000339,0.0192,,0.491,0.0962,1.25e-05
2433,2017-03-15,1.008,0.0239,3.83e-05,0.000336,0.0179,,0.49,0.113,
2434,2017-03-16,0.986,0.0313,0.000114,0.000315,0.0183,,0.542,0.115,7.09e-05
2435,2017-03-17,0.947,0.0383,0.000152,0.000309,0.0229,,0.51,0.0941,0.00024
2436,2017-03-18,0.856,0.0263,0.000213,0.0003,0.0171,,0.555,0.0972,6.11e-05
2437,2017-03-19,0.797,0.0266,0.000151,0.000325,0.0176,,0.494,0.0986,3.54e-05
2438,2017-03-20,0.905,0.0308,0.000121,0.000308,0.0172,,0.677,0.0918,3.99e-05
2439,2017-03-21,0.94,0.0327,9.17e-05,0.000286,0.0156,,0.639,0.0826,0.000196
2440,2017-03-22,0.892,0.0315,0.000128,0.000313,0.0135,,0.519,0.0767,9.73e-05
2441,2017-03-23,0.856,0.0309,0.000186,0.00031,0.0136,,0.631,0.0766,9.16e-05
2442,2017-03-24,0.798,0.0385,0.000375,0.000379,0.0135,,0.555,0.101,9.66e-05
2443,2017-03-25,0.701,0.0348,0.000267,0.000393,0.0144,,0.491,0.0943,7.41e-05
2444,2017-03-26,0.678,0.0369,0.000149,0.000425,0.013,,0.59,0.0972,
2445,2017-03-27,0.842,0.0415,0.000173,0.000372,0.0131,,0.561,0.0988,0.000178
2446,2017-03-28,0.829,0.0378,0.000107,0.000343,0.0116,,0.547,0.0815,4.88e-05
2447,2017-03-29,0.777,0.0389,0.000151,0.000358,0.0109,,0.701,0.0676,5.92e-05
2448,2017-03-30,0.731,0.039,0.000556,0.000401,0.0216,,0.525,0.0829,0.000127
2449,2017-03-31,0.886,0.0377,0.00088,0.00049,0.0248,,1.149,0.0775,4.23e-05
2450,2017-04-01,0.807,0.0357,0.000694,0.000458,0.0232,,0.892,0.0608,9.35e-05
2451,2017-04-02,0.807,0.0371,0.00176,0.000548,0.0224,,0.662,0.0761,3.31e-05
2452,2017-04-03,0.869,0.034,0.00399,0.000859,0.0251,,1.487,0.0625,8.76e-06
2453,2017-04-04,0.894,0.0328,0.00144,0.000635,0.0241,,1.358,0.0781,2.27e-05
2454,2017-04-05,0.843,0.0359,0.000956,0.000594,0.0341,,1.422,0.072,9.29e-06
2455,2017-04-06,0.889,0.0341,0.00111,0.00066,0.0396,,0.576,0.0594,1.04e-05
2456,2017-04-07,0.906,0.0335,0.000674,0.000595,0.0362,,1.267,0.0563,1.02e-05
2457,2017-04-08,0.899,0.0323,0.000237,0.000554,0.036,,1.558,0.119,1.74e-05
2458,2017-04-09,0.843,0.0333,0.000438,0.000571,0.03,,1.471,0.121,2.18e-06
2459,2017-04-10,0.872,0.0362,0.000314,0.000527,0.0197,,1.305,0.0877,1.59e-05
2460,2017-04-11,0.892,0.034,0.000454,0.000504,0.0204,,1.243,0.0953,6.7e-06
2461,2017-04-12,0.93,0.0444,0.000347,0.00103,0.0257,,1.041,0.0757,
2462,2017-04-13,1.129,0.0356,0.000349,0.00303,0.0311,,1.055,0.105,1.7e-05
2463,2017-04-14,0.962,0.0372,0.000126,0.00434,0.0376,,0.669,0.104,1.72e-05
2464,2017-04-15,0.885,0.0371,7.81e-05,0.00534,0.0351,,0.499,0.127,2.14e-05
2465,2017-04-16,0.891,0.0379,8.13e-05,0.0061,0.0478,,0.555,0.13,6.56e-05
2466,2017-04-17,0.878,0.0402,0.000107,0.00479,0.0402,,0.488,0.137,1.8e-05
2467,2017-04-18,0.885,0.0438,0.000122,0.00437,0.0374,,0.493,0.119,3.55e-05
2468,2017-04-19,0.822,0.0461,0.000131,0.0046,0.0327,,0.486,0.0907,2.4e-05
2469,2017-04-20,1.052,0.0412,0.000123,0.000652,0.0351,,0.474,0.0801,7.01e-06
2470,2017-04-21,0.93,0.056,0.00014,0.000598,0.0402,,0.557,0.0852,1.94e-05
2471,2017-04-22,0.841,0.0498,0.000237,0.000611,0.0462,,0.52,0.0592,2.07e-05
2472,2017-04-23,0.868,0.0412,9.92e-05,0.000721,0.0601,,0.573,0.105,1.26e-06
2473,2017-04-24,1.062,0.0454,0.000176,0.000685,0.0506,,0.443,0.133,5.42e-05
2474,2017-04-25,1.059,0.0423,0.000321,0.000725,0.0416,,0.497,0.0517,1.09e-05
2475,2017-04-26,0.982,0.0434,0.000212,0.00075,0.043,,0.491,0.0483,8.67e-05
2476,2017-04-27,1.136,0.0482,0.000354,0.00086,0.0607,,0.49,0.0554,4.82e-05
2477,2017-04-28,1.085,0.0495,0.00113,0.000962,0.055,,0.533,0.0716,9.32e-05
2478,2017-04-29,1.003,0.0538,0.00133,0.00114,0.0444,,0.597,0.0933,1.91e-05
2479,2017-04-30,0.947,0.0599,0.000526,0.00125,0.0551,,0.714,0.0951,5.71e-05
2480,2017-05-01,1.074,0.0742,0.000979,0.00109,0.0528,,0.673,0.102,7.38e-06
2481,2017-05-02,1.177,0.0784,0.00075,0.000981,0.0521,,0.553,0.0825,1.93e-05
2482,2017-05-03,1.226,0.0615,0.00079,0.000973,0.059,,0.572,0.0998,1.66e-05
2483,2017-05-04,1.314,0.0684,0.001,0.00106,0.0822,,0.756,0.0804,2.18e-06
2484,2017-05-05,1.501,0.0717,0.00154,0.0012,0.137,,0.688,0.0775,6.48e-05
2485,2017-05-06,1.25,0.0806,0.00109,0.00143,0.119,,0.649,0.107,1.47e-05
2486,2017-05-07,1.352,0.0918,0.00135,0.00228,0.119,,0.86,0.118,7.5e-05
2487,2017-05-08,1.388,0.072,0.00285,0.00225,0.127,,0.68,0.0765,
2488,2017-05-09,1.548,0.079,0.00184,0.00215,0.112,,0.741,0.073,5.79e-05
2489,2017-05-10,1.677,0.0831,0.000747,0.00228,0.128,,0.626,0.0907,5.75e-05
2490,2017-05-11,1.708,0.0812,0.000633,0.0023,0.101,,0.692,0.0674,
2491,2017-05-12,1.788,0.0895,0.00153,0.00186,0.0859,,0.73,0.0476,3.25e-06
2492,2017-05-13,1.556,0.0904,0.00184,0.00192,0.0839,,0.71,0.0562,
2493,2017-05-14,1.432,0.0923,0.00116,0.0018,0.0629,,0.806,0.0581,0.000103
2494,2017-05-15,1.713,0.0964,0.00238,0.00185,0.0659,,0.755,0.106,
2495,2017-05-16,2.51,0.104,0.00297,0.00164,0.0508,,0.679,0.0799,0.000146
2496,2017-05-17,2.74,0.135,0.00672,0.002,0.0596,,0.655,0.0821,7.06e-05
2497,2017-05-18,2.494,0.106,0.00487,0.00241,0.0654,,0.854,0.0722,1.89e-05
2498,2017-05-19,2.667,0.12,0.0023,0.00246,0.0567,,0.878,0.0762,3.27e-06
2499,2017-05-20,2.186,0.148,0.00115,0.00286,0.074,,0.983,0.0726,5.43e-05
2500,2017-05-21,2.214,0.143,0.000731,0.00575,0.0537,,1.032,0.0774,0.000107
2501,2017-05-22,2.667,0.169,0.000953,0.00616,0.0581,,0.942,0.0923,1.88e-06
2502,2017-05-23,2.813,0.222,0.000897,0.00667,0.0975,,1.399,0.0948,9.26e-05
2503,2017-05-24,3.324,0.271,0.00117,0.00634,0.0761,,1.577,0.107,0.000142
2504,2017-05-25,3.661,0.232,0.00102,0.00573,0.074,,1.998,0.0946,0.000133
2505,2017-05-26,3.351,0.215,0.000921,0.0052,0.0818,,1.257,0.102,0.000179
2506,2017-05-27,3.285,0.181,0.000922,0.00362,0.0711,,1.24,0.0878,3.49e-05
2507,2017-05-28,2.954,0.208,0.000609,0.0042,0.0665,,1.008,0.0886,0.000275
2508,2017-05-29,3.399,0.215,0.000561,0.0044,0.119,,0.986,0.0679,4.58e-05
2509,2017-05-30,3.82,0.343,0.00075,0.00435,0.147,,1.064,0.0852,0.000141
2510,2017-05-31,3.967,0.67,0.000722,0.00461,0.142,,2.318,0.0955,0.000279
2511,2017-06-01,4.245,0.285,0.00141,0.0051,0.191,,3.503,0.114,0.00036
2512,2017-06-02,4.181,0.333,0.0012,0.00494,0.143,,1.289,0.104,0.000211
2513,2017-06-03,4.47,0.287,0.00108,0.00488,0.114,,1.288,0.12,0.000353
2514,2017-06-04,4.175,0.339,0.000711,0.00565,0.0908,,1.598,0.166,0.000306
2515,2017-06-05,4.256,0.284,0.000927,0.00637,0.19,,1.306,0.124,1.47e-05
2516,2017-06-06,4.855,0.339,0.00112,0.00651,0.173,,1.544,0.109,0.000131
2517,2017-06-07,5.504,0.349,0.00106,0.00607,0.168,,1.766,0.0956,
2518,2017-06-08,4.381,0.327,0.00085,0.00588,0.186,,1.372,0.108,0.000159
2519,2017-06-09,4.541,0.309,0.00109,0.00525,0.167,,1.586,0.116,6.51e-05
2520,2017-06-10,4.364,0.3,0.00132,0.00563,0.16,,1.712,0.107,0.000393
2521,2017-06-11,4.627,0.443,0.000825,0.00604,0.123,,1.687,0.122,0.000214
2522,2017-06-12,4.265,0.643,0.00102,0.00538,0.147,,2.525,0.123,0.000156
2523,2017-06-13,4.458,0.405,0.000937,0.00533,0.133,,1.526,0.112,7.74e-05
2524,2017-06-14,4.198,0.38,0.00098,0.00482,0.148,,1.679,0.13,0.000154
2525,2017-06-15,3.535,0.348,0.00122,0.0045,0.123,,1.289,0.106,0.000528
2526,2017-06-16,3.416,0.362,0.000928,0.00463,0.165,,1.442,0.102,0.000162
2527,2017-06-17,3.371,0.353,0.000889,0.00521,0.191,,1.336,0.1,0.000148
2528,2017-06-18,3.41,0.372,0.000645,0.00536,0.195,,1.334,0.114,0.000182
2529,2017-06-19,3.678,0.354,0.000923,0.00526,0.233,,1.415,0.126,0.000208
2530,2017-06-20,3.836,0.842,0.00119,0.00475,0.225,,1.483,0.165,0.00116
2531,2017-06-21,4.472,1.374,0.00106,0.00431,0.199,,1.245,0.169,0.000217
2532,2017-06-22,4.44,0.78,0.0008,0.00459,0.253,,1.192,0.157,0.000439
2533,2017-06-23,3.535,0.558,0.000849,0.00468,0.259,,1.548,0.0704,0.000243
2534,2017-06-24,3.592,0.818,0.00268,0.00454,0.271,,1.142,0.124,0.000654
2535,2017-06-25,3.677,0.529,0.000469,0.00446,0.458,,1.109,0.102,0.000188
2536,2017-06-26,3.542,0.72,0.00257,0.00393,0.484,,1.555,0.114,0.000299
2537,2017-06-27,3.415,0.321,0.000729,0.00363,0.248,,1.174,0.143,3.52e-05
2538,2017-06-28,3.483,0.816,0.000683,0.00352,0.171,,1.412,0.117,
2539,2017-06-29,3.762,0.541,0.000868,0.00386,0.161,,1.129,,0.000148
2540,2017-06-30,3.359,0.407,0.000903,0.00362,0.175,,0.996,0.112,0.000193
2541,2017-07-01,2.818,0.352,0.000669,0.00346,0.119,,1.236,0.102,8.12e-05
2542,2017-07-02,2.45,0.341,0.000538,0.00391,0.12,,0.948,0.139,0.000153
2543,2017-07-03,2.817,0.393,0.000636,0.00374,0.25,,1.302,0.156,9.28e-05
2544,2017-07-04,2.979,0.37,0.000669,0.0037,0.246,,1.099,0.125,0.000356
2545,2017-07-05,2.446,0.396,0.00135,0.00453,0.239,,1.38,0.145,0.000303
2546,2017-07-06,2.779,0.313,0.000734,0.0039,0.229,,1.565,0.12,8.91e-05
2547,2017-07-07,2.512,0.307,0.00113,0.00349,0.172,,1.12,0.158,0.000235
2548,2017-07-08,2.191,0.35,0.000813,0.00381,0.132,,0.932,0.136,0.000188
2549,2017-07-09,2.124,0.277,0.000727,0.00398,0.119,,1.332,0.142,0.00154
2550,2017-07-10,2.006,0.196,0.000588,0.00364,0.138,,1.817,0.0993,7.46e-05
2551,2017-07-11,1.83,0.193,0.000655,0.00297,0.121,,0.894,0.0838,0.000181
2552,2017-07-12,2.025,0.237,,0.00272,0.145,,0.974,0.0813,0.00113
2553,2017-07-13,2.028,0.263,0.000508,0.00276,0.141,,1.191,0.0636,7.31e-05
2554,2017-07-14,2.152,0.217,0.000732,0.00245,0.134,,0.99,0.0963,0.000121
2555,2017-07-15,3.548,0.229,0.000313,0.00229,0.101,,1.056,0.0888,0.000102
2556,2017-07-16,1.596,0.174,0.000686,0.00197,0.0884,,0.891,0.07,3.57e-05
2557,2017-07-17,1.767,0.194,0.000542,0.00201,0.133,,0.98,0.0582,8.5e-05
2558,2017-07-18,1.956,0.314,0.000595,0.00242,0.196,,1.12,0.0814,8.94e-05
2559,2017-07-19,1.835,0.266,0.000631,0.00268,0.178,,1.109,0.0741,9.77e-05
2560,2017-07-20,2.463,0.222,,0.0027,0.325,,1.135,0.0902,0.000385
2561,2017-07-21,2.515,0.297,0.000619,0.00279,0.164,,1.201,0.0838,8.15e-05
2562,2017-07-22,2.12,0.245,0.000718,0.00287,0.185,,1.164,0.112,9.35e-06
2563,2017-07-23,1.913,0.252,0.000494,0.00336,0.13,,1.103,0.079,7.68e-05
2564,2017-07-24,1.91,0.266,0.000435,0.00302,0.141,,1.219,0.0729,0.00044
2565,2017-07-25,1.813,0.308,0.000598,0.0027,0.12,,1.202,0.0812,0.000136
2566,2017-07-26,1.764,0.265,0.000465,0.00257,0.117,,1.135,0.0604,6.52e-05
2567,2017-07-27,1.898,0.237,0.000615,0.00253,0.104,,1.421,0.0981,0.00016
2568,2017-07-28,2.092,0.226,0.000418,0.00339,0.0865,,1.037,0.457,0.000129
2569,2017-07-29,2.021,0.193,0.000339,0.00264,0.103,,1.025,0.0923,0.000156
2570,2017-07-30,2.021,0.2,0.000254,0.00257,0.0951,,0.921,0.113,0.000209
2571,2017-07-31,2.339,0.182,0.000295,0.00256,0.148,,0.825,0.12,4.08e-05
2572,2017-08-01,1.606,0.262,0.000388,0.00287,0.191,0.0654,0.905,0.11,0.000218
2573,2017-08-02,1.696,0.227,,0.00264,0.153,0.257,1.021,0.104,1.15e-05
2574,2017-08-03,1.609,0.223,0.000468,0.00307,0.155,0.245,1.082,0.127,0.000194
2575,2017-08-04,1.363,0.191,0.000692,0.00261,0.167,0.15,1.118,0.167,9.35e-05
2576,2017-08-05,1.494,0.215,0.000528,0.00273,0.159,0.107,1.317,0.102,0.000203
2577,2017-08-06,1.427,0.241,0.000299,0.00285,0.152,0.109,1.088,0.142,7.95e-05
2578,2017-08-07,1.619,0.306,0.000432,0.00328,0.179,0.143,1.191,0.11,0.00103
2579,2017-08-08,1.977,0.299,0.000738,0.00282,0.195,0.222,2.023,0.162,0.000423
2580,2017-08-09,2.053,0.286,0.000513,0.00257,0.174,0.166,1.482,0.149,0.000431
2581,2017-08-10,2.547,0.279,0.000562,0.00266,0.165,0.156,1.103,0.134,0.00195
2582,2017-08-11,2.909,0.299,0.000632,0.00257,0.144,0.143,1.43,0.118,0.000644
2583,2017-08-12,3.06,0.319,0.000523,0.00276,0.143,0.199,1.638,0.158,0.000229
2584,2017-08-13,2.913,0.271,0.000487,0.00263,0.119,0.19,1.639,0.11,0.000121
2585,2017-08-14,4.086,0.253,0.000503,0.0028,0.193,0.178,1.595,0.142,0.00124
2586,2017-08-15,4.722,0.268,0.000692,0.00268,0.199,0.189,1.935,0.128,0.000384
2587,2017-08-16,5.284,0.83,0.000687,0.00265,0.184,0.00953,2.117,0.135,0.000333
2588,2017-08-17,4.581,0.491,0.000561,0.00263,0.166,0.259,1.851,0.138,2.67e-05
2589,2017-08-18,4.591,0.689,0.000564,0.00255,0.169,0.214,1.649,0.151,0.00032
2590,2017-08-19,4.078,0.365,0.000352,0.0022,0.157,0.328,2.095,0.16,4.93e-05
2591,2017-08-20,4.068,0.277,0.000379,0.00221,0.122,0.346,1.365,0.156,0.000125
2592,2017-08-21,5.091,0.269,0.000529,0.00233,0.179,0.284,2.266,0.186,0.000201
2593,2017-08-22,6.713,0.279,0.000677,0.0023,0.167,0.278,2.781,0.187,7.47e-05
2594,2017-08-23,7.138,0.269,0.00117,0.00242,0.201,0.291,3.332,0.223,2e-05
2595,2017-08-24,7.963,0.295,0.000794,0.00242,0.198,0.35,4.122,0.169,0.000642
2596,2017-08-25,8.936,0.292,0.000534,0.00254,0.174,0.321,3.313,0.187,0.00035
2597,2017-08-26,8.122,0.321,0.000266,0.00245,0.156,0.279,3.472,0.241,2.23e-05
2598,2017-08-27,5.963,0.286,0.000286,0.00252,0.134,0.283,2.911,0.189,0.00136
2599,2017-08-28,7.298,0.306,0.000566,0.00259,0.161,0.26,4.235,0.286,0.00115
2600,2017-08-29,7.351,0.473,0.000539,0.00296,0.17,0.229,4.018,0.285,0.000153
2601,2017-08-30,6.567,0.412,0.000482,0.00316,0.151,0.14,3.216,0.252,5.95e-05
2602,2017-08-31,6.889,0.741,0.00053,0.00323,0.123,0.192,2.785,0.233,0.000215
2603,2017-09-01,6.492,0.518,0.000662,0.00343,0.143,0.222,2.891,0.208,0.000556
2604,2017-09-02,5.762,0.668,0.000529,0.00386,0.172,0.212,2.832,0.244,5.35e-05
2605,2017-09-03,5.638,0.345,0.000518,0.00351,0.206,0.198,2.503,0.232,4.92e-06
2606,2017-09-04,5.323,0.351,0.000703,0.00383,0.217,0.321,2.728,0.199,0.000279
2607,2017-09-05,4.354,0.42,0.000607,0.003,0.218,0.172,2.664,0.229,4.4e-06
2608,2017-09-06,4.506,0.518,0.000619,0.00319,0.231,0.167,3.073,0.284,0.000125
2609,2017-09-07,4.633,0.546,0.000755,0.00304,0.167,0.18,2.701,0.229,0.000901
2610,2017-09-08,3.516,0.526,0.00115,0.00313,0.152,0.147,2.906,0.178,0.000505
2611,2017-09-09,2.879,0.349,0.00151,0.00268,0.203,0.145,2.388,0.203,5.01e-05
2612,2017-09-10,3.133,0.375,0.00224,0.00267,0.231,0.121,2.78,0.176,0.000105
2613,2017-09-11,2.673,0.321,0.42,0.00248,0.158,0.094,2.25,0.18,2.86e-05
2614,2017-09-12,2.484,0.39,0.00689,0.00252,0.142,0.123,2.073,0.222,0.000194
2615,2017-09-13,2.01,0.351,0.0168,0.00232,0.138,0.105,2.089,0.211,1.07e-05
2616,2017-09-14,2.094,0.275,0.0177,0.00199,0.118,0.141,2.171,0.192,6.66e-05
2617,2017-09-15,2.054,0.344,0.0121,0.00157,0.129,0.0946,2.018,0.17,5.57e-05
2618,2017-09-16,1.963,0.457,0.0424,0.00155,0.227,0.104,2.02,0.19,0.00018
2619,2017-09-17,1.847,0.325,0.143,0.00144,0.155,0.064,1.895,0.195,0.000175
2620,2017-09-18,3.058,0.321,0.125,0.00176,0.17,0.0731,2.134,0.225,2.48e-05
2621,2017-09-19,2.444,0.328,0.0649,0.00163,0.123,0.0736,1.907,0.185,0.000619
2622,2017-09-20,2.46,0.58,0.0721,0.0016,0.118,0.0859,1.749,0.24,0.000199
2623,2017-09-21,2.037,0.285,0.0232,0.00141,0.0889,0.0906,1.659,0.255,8.34e-05
2624,2017-09-22,1.877,0.297,0.000601,0.00126,0.0811,0.0791,1.82,0.214,0.000119
2625,2017-09-23,1.828,0.334,0.000528,0.00157,0.0863,0.0672,1.952,0.169,1.96e-05
2626,2017-09-24,1.678,0.447,0.000348,0.00165,0.0939,0.0693,1.767,0.197,0.000398
2627,2017-09-25,2.494,0.364,0.000484,0.00185,0.116,0.0668,1.909,0.24,7.88e-05
2628,2017-09-26,2.237,0.369,0.000682,0.00213,0.113,0.0768,2.214,0.237,0.000517
2629,2017-09-27,2.251,0.406,0.000704,0.00229,0.111,0.0585,2.337,0.22,2.73e-05
2630,2017-09-28,2.047,0.343,0.000696,0.0024,0.114,0.0744,2.018,0.199,4.27e-05
2631,2017-09-29,1.885,0.297,0.00048,0.00197,0.103,0.0966,1.966,0.185,6.05e-05
2632,2017-09-30,2.048,0.379,0.00074,0.00258,0.11,0.0863,2.301,0.159,0.000249
2633,2017-10-01,2.529,0.379,0.000927,0.00239,0.0978,0.0677,2.149,0.183,0.000198
2634,2017-10-02,2.706,0.349,0.000783,0.00218,0.0847,0.0724,2.102,0.176,0.000687
2635,2017-10-03,2.34,0.341,0.000608,0.00227,0.0785,0.0914,1.899,0.185,8.04e-05
2636,2017-10-04,2.505,0.368,0.00081,0.00245,0.0756,0.0761,1.795,0.167,0.000127
2637,2017-10-05,2.505,0.39,0.000996,0.00218,0.0725,0.0985,1.732,0.157,0.000294
2638,2017-10-06,2.302,0.411,0.000741,0.00227,0.0705,0.0703,1.842,0.121,0.000607
2639,2017-10-07,2.044,0.336,0.000681,0.00222,0.0737,0.0854,1.781,0.185,2.09e-05
2640,2017-10-08,2.116,0.375,0.000987,0.00255,0.0766,0.0827,2.09,0.157,0.000117
2641,2017-10-09,2.343,0.35,0.000876,0.00225,0.0736,0.0661,1.967,0.154,0.00023
2642,2017-10-10,2.664,0.358,0.0011,0.00231,0.0707,0.0795,1.884,0.175,0.00064
2643,2017-10-11,2.433,0.821,0.000834,0.00314,0.0689,0.0829,2.021,0.172,0.000134
2644,2017-10-12,3.047,0.355,0.000934,0.00303,0.0852,0.0775,1.848,0.155,4.8e-05
2645,2017-10-13,5.174,0.409,0.00101,0.00235,0.0928,0.0919,2.063,0.2,5e-05
2646,2017-10-14,4.409,0.409,0.000616,0.00238,0.0896,0.186,2.016,0.155,0.000365
2647,2017-10-15,3.235,0.39,0.00238,0.00237,0.106,0.11,2.008,0.174,4.86e-05
2648,2017-10-16,3.493,0.28,0.00172,0.00226,0.0922,0.0762,2.078,0.197,0.000427
