,Time,BTC_Median_Transaction_Fee_USD,ETH_Median_Transaction_Fee_USD,XRP_Median_Transaction_Fee_USD,DOGE_Median_Transaction_Fee_USD,LTC_Median_Transaction_Fee_USD,BCH_Median_Transaction_Fee_USD,XMR_Median_Transaction_Fee_USD,DASH_Median_Transaction_Fee_USD,ZEC_Median_Transaction_Fee_USD
737,2012-07-23,0.00422,,,,,,,,
738,2012-07-24,0.00426,,,,,,,,
739,2012-07-25,0.00434,,,,,,,,
740,2012-07-26,0.00442,,,,,,,,
741,2012-07-27,0.00445,,,,,,,,
742,2012-07-28,0.00445,,,,,,,,
743,2012-07-29,0.0044,,,,,,,,
744,2012-07-30,0.00445,,,,,,,,
745,2012-07-31,0.00461,,,,,,,,
746,2012-08-01,0.00473,,,,,,,,
747,2012-08-02,0.00502,,,,,,,,
748,2012-08-03,0.0054,,,,,,,,
749,2012-08-04,0.00549,,,,0.000512,,,,
750,2012-08-05,0.00546,,,,0.00474,,,,
751,2012-08-06,0.00543,,,,,,,,
752,2012-08-07,0.0055,,,,,,,,
753,2012-08-08,0.00554,,,,,,,,
754,2012-08-09,0.00554,,,,,,,,
755,2012-08-10,0.00565,,,,,,,,
756,2012-08-11,0.00575,,,,,,,,
757,2012-08-12,0.00578,,,,0.00509,,,,
758,2012-08-13,0.00592,,,,,,,,
759,2012-08-14,0.00606,,,,,,,,
760,2012-08-15,0.00636,,,,,,,,
761,2012-08-16,0.00669,,,,1.98e-05,,,,
762,2012-08-17,0.00626,,,,,,,,
763,2012-08-18,0.00585,,,,,,,,
764,2012-08-19,0.00489,,,,0.00395,,,,
765,2012-08-20,0.00452,,,,,,,,
766,2012-08-21,0.00499,,,,,,,,
767,2012-08-22,0.00493,,,,0.00399,,,,
768,2012-08-23,0.00495,,,,,,,,
769,2012-08-24,0.00517,,,,,,,,
770,2012-08-25,0.00528,,,,0.00403,,,,
771,2012-08-26,0.0053,,,,,,,,
772,2012-08-27,0.00539,,,,0.00396,,,,
773,2012-08-28,0.00548,,,,3.9e-07,,,,
774,2012-08-29,0.00546,,,,0.004,,,,
775,2012-08-30,0.00539,,,,0.00389,,,,
776,2012-08-31,0.00523,,,,,,,,
777,2012-09-01,0.00503,,,,0.00385,,,,
778,2012-09-02,0.00505,,,,0.00375,,,,
779,2012-09-03,0.00519,,,,0.00381,,,,
780,2012-09-04,0.00523,,,,0.00379,,,,
781,2012-09-05,0.00535,,,,0.00394,,,,
782,2012-09-06,0.00555,,,,0.00393,,,,
783,2012-09-07,0.00555,,,,,,,,
784,2012-09-08,0.00553,,,,0.00389,,,,
785,2012-09-09,0.00552,,,,0.00392,,,,
786,2012-09-10,0.00555,,,,0.00393,,,,
787,2012-09-11,0.00562,,,,0.00386,,,,
788,2012-09-12,0.00567,,,,0.00383,,,,
789,2012-09-13,0.00566,,,,0.00339,,,,
790,2012-09-14,0.00578,,,,0.00322,,,,
791,2012-09-15,0.00588,,,,0.00351,,,,
792,2012-09-16,0.00591,,,,0.00369,,,,
793,2012-09-17,0.00594,,,,0.00375,,,,
794,2012-09-18,0.00605,,,,,,,,
795,2012-09-19,0.0062,,,,0.00392,,,,
796,2012-09-20,0.00622,,,,,,,,
797,2012-09-21,0.00619,,,,0.00395,,,,
798,2012-09-22,0.00613,,,,2.01e-05,,,,
799,2012-09-23,0.00611,,,,2.04e-05,,,,
800,2012-09-24,0.00606,,,,2.07e-05,,,,
801,2012-09-25,0.00607,,,,,,,,
802,2012-09-26,0.00612,,,,2.17e-05,,,,
803,2012-09-27,0.00617,,,,,,,,
804,2012-09-28,0.00617,,,,,,,,
805,2012-09-29,0.0062,,,,,,,,
806,2012-09-30,0.00619,,,,,,,,
807,2012-10-01,0.00619,,,,,,,,
808,2012-10-02,0.00632,,,,,,,,
809,2012-10-03,0.00643,,,,,,,,
810,2012-10-04,0.00643,,,,,,,,
811,2012-10-05,0.00638,,,,,,,,
812,2012-10-06,0.00632,,,,0.00541,,,,
813,2012-10-07,0.00608,,,,0.0055,,,,
814,2012-10-08,0.00592,,,,5.75e-05,,,,
815,2012-10-09,0.00591,,,,0.00675,,,,
816,2012-10-10,0.006,,,,0.00768,,,,
817,2012-10-11,0.00604,,,,0.000481,,,,
818,2012-10-12,0.00603,,,,0.00889,,,,
819,2012-10-13,0.00597,,,,0.00843,,,,
820,2012-10-14,0.0059,,,,0.00847,,,,
821,2012-10-15,0.00585,,,,0.00898,,,,
822,2012-10-16,0.00592,,,,0.00892,,,,
823,2012-10-17,0.00591,,,,0.00895,,,,
824,2012-10-18,0.00594,,,,0.00881,,,,
825,2012-10-19,0.00592,,,,0.0081,,,,
826,2012-10-20,0.00587,,,,0.00793,,,,
827,2012-10-21,0.00584,,,,0.00826,,,,
828,2012-10-22,0.00584,,,,0.00823,,,,
829,2012-10-23,0.00585,,,,0.00846,,,,
830,2012-10-24,0.00583,,,,4.25e-05,,,,
831,2012-10-25,0.00563,,,,,,,,
832,2012-10-26,0.00526,,,,3.72e-05,,,,
833,2012-10-27,0.00511,,,,0.00756,,,,
834,2012-10-28,0.00524,,,,3.86e-05,,,,
835,2012-10-29,0.00532,,,,3.82e-05,,,,
836,2012-10-30,0.00537,,,,3.88e-05,,,,
837,2012-10-31,0.00552,,,,3.95e-05,,,,
838,2012-11-01,0.00544,,,,3.95e-05,,,,
839,2012-11-02,0.0105,,,,,,,,
840,2012-11-03,0.00528,,,,3.86e-05,,,,
841,2012-11-04,0.00536,,,,,,,,
842,2012-11-05,0.00539,,,,3.59e-05,,,,
843,2012-11-06,0.00541,,,,,,,,
844,2012-11-07,0.00545,,,,3.66e-05,,,,
845,2012-11-08,0.00546,,,,,,,,
846,2012-11-09,0.00544,,,,,,,,
847,2012-11-10,0.00543,,,,3.58e-05,,,,
848,2012-11-11,0.00544,,,,3.5e-05,,,,
849,2012-11-12,0.00546,,,,,,,,
850,2012-11-13,0.00549,,,,,,,,
851,2012-11-14,0.00549,,,,,,,,
852,2012-11-15,0.00555,,,,,,,,
853,2012-11-16,0.00574,,,,3.12e-05,,,,
854,2012-11-17,0.00588,,,,2.98e-05,,,,
855,2012-11-18,0.00586,,,,,,,,
856,2012-11-19,0.00587,,,,,,,,
857,2012-11-20,0.00586,,,,2.88e-05,,,,
858,2012-11-21,0.00587,,,,2.98e-05,,,,
859,2012-11-22,0.00604,,,,3.06e-05,,,,
860,2012-11-23,0.00618,,,,,,,,
861,2012-11-24,0.0062,,,,3.09e-05,,,,
862,2012-11-25,0.00622,,,,,,,,
863,2012-11-26,0.00618,,,,,,,,
864,2012-11-27,0.00611,,,,,,,,
865,2012-11-28,0.00614,,,,,,,,
866,2012-11-29,0.0062,,,,,,,,
867,2012-11-30,0.00628,,,,4.01e-05,,,,
868,2012-12-01,0.00628,,,,4.12e-05,,,,
869,2012-12-02,0.00627,,,,4.03e-05,,,,
870,2012-12-03,0.0063,,,,3.83e-05,,,,
871,2012-12-04,0.00652,,,,3.82e-05,,,,
872,2012-12-05,0.0067,,,,3.76e-05,,,,
873,2012-12-06,0.00665,,,,3.87e-05,,,,
874,2012-12-07,0.0067,,,,3.94e-05,,,,
875,2012-12-08,0.00673,,,,,,,,
876,2012-12-09,0.0067,,,,7.77e-05,,,,
877,2012-12-10,0.0134,,,,0.00782,,,,
878,2012-12-11,0.00676,,,,,,,,
879,2012-12-12,0.00684,,,,3.28e-06,,,,
880,2012-12-13,0.00685,,,,3.94e-05,,,,
881,2012-12-14,0.00683,,,,3.9e-05,,,,
882,2012-12-15,0.00677,,,,,,,,
883,2012-12-16,0.0067,,,,,,,,
884,2012-12-17,0.00664,,,,,,,,
885,2012-12-18,0.00664,,,,3.83e-05,,,,
886,2012-12-19,0.00672,,,,,,,,
887,2012-12-20,0.00679,,,,,,,,
888,2012-12-21,0.00677,,,,3.84e-05,,,,
889,2012-12-22,0.00672,,,,,,,,
890,2012-12-23,0.0067,,,,,,,,
891,2012-12-24,0.00669,,,,,,,,
892,2012-12-25,0.00669,,,,,,,,
893,2012-12-26,0.0067,,,,,,,,
894,2012-12-27,0.00672,,,,,,,,
895,2012-12-28,0.00672,,,,,,,,
896,2012-12-29,0.00672,,,,,,,,
897,2012-12-30,0.00672,,,,,,,,
898,2012-12-31,0.00673,,,,,,,,
899,2013-01-01,0.0067,,,,,,,,
900,2013-01-02,0.0066,,,,,,,,
901,2013-01-03,0.00661,,,,,,,,
902,2013-01-04,0.00661,,,,,,,,
903,2013-01-05,0.00659,,,,,,,,
904,2013-01-06,0.00656,,,,3.65e-05,,,,
905,2013-01-07,0.00658,,,,,,,,
906,2013-01-08,0.0067,,,,,,,,
907,2013-01-09,0.0068,,,,,,,,
908,2013-01-10,0.00688,,,,3.54e-05,,,,
909,2013-01-11,0.00699,,,,3.47e-05,,,,
910,2013-01-12,0.00699,,,,,,,,
911,2013-01-13,0.00696,,,,,,,,
912,2013-01-14,0.00699,,,,,,,,
913,2013-01-15,0.00698,,,,,,,,
914,2013-01-16,0.0071,,,,,,,,
915,2013-01-17,0.00743,,,,,,,,
916,2013-01-18,0.00765,,,,,,,,
917,2013-01-19,0.00765,,,,,,,,
918,2013-01-20,0.00767,,,,0.00571,,,,
919,2013-01-21,0.00791,,,,,,,,
920,2013-01-22,0.00832,,,,,,,,
921,2013-01-23,0.00851,,,,,,,,
922,2013-01-24,0.00847,,,,,,,,
923,2013-01-25,0.00841,,,,0.00625,,,,
924,2013-01-26,0.00858,,,,,,,,
925,2013-01-27,0.00864,,,,,,,,
926,2013-01-28,0.00886,,,,,,,,
927,2013-01-29,0.00927,,,,,,,,
928,2013-01-30,0.00949,,,,,,,,
929,2013-01-31,0.00986,,,,,,,,
930,2013-02-01,0.0101,,,,,,,,
931,2013-02-02,0.01,,,,,,,,
932,2013-02-03,0.01,,,,,,,,
933,2013-02-04,0.0101,,,,,,,,
934,2013-02-05,0.0101,,,,,,,,
935,2013-02-06,0.0102,,,,,,,,
936,2013-02-07,0.0106,,,,,,,,
937,2013-02-08,0.011,,,,3.8e-05,,,,
938,2013-02-09,0.0114,,,,0.00786,,,,
939,2013-02-10,0.0116,,,,0.00801,,,,
940,2013-02-11,0.0119,,,,0.00806,,,,
941,2013-02-12,0.0121,,,,,,,,
942,2013-02-13,0.0121,,,,,,,,
943,2013-02-14,0.0126,,,,0.00751,,,,
944,2013-02-15,0.0132,,,,3.76e-05,,,,
945,2013-02-16,0.0133,,,,,,,,
946,2013-02-17,0.0133,,,,,,,,
947,2013-02-18,0.0133,,,,,,,,
948,2013-02-19,0.0138,,,,,,,,
949,2013-02-20,0.0145,,,,,,,,
950,2013-02-21,0.0146,,,,,,,,
951,2013-02-22,0.0146,,,,,,,,
952,2013-02-23,0.0145,,,,0.00662,,,,
953,2013-02-24,0.0144,,,,3.44e-05,,,,
954,2013-02-25,0.0144,,,,3.34e-05,,,,
955,2013-02-26,0.0146,,,,3.31e-05,,,,
956,2013-02-27,0.0149,,,,0.00657,,,,
957,2013-02-28,0.0157,,,,0.00689,,,,
958,2013-03-01,0.0166,,,,3.68e-05,,,,
959,2013-03-02,0.0166,,,,,,,,
960,2013-03-03,0.0162,,,,,,,,
961,2013-03-04,0.0334,,,,,,,,
962,2013-03-05,0.0183,,,,,,,,
963,2013-03-06,0.0195,,,,,,,,
964,2013-03-07,0.02,,,,9.51e-05,,,,
965,2013-03-08,0.0206,,,,0.00207,,,,
966,2013-03-09,0.0216,,,,0.000108,,,,
967,2013-03-10,0.0444,,,,0.0277,,,,
968,2013-03-11,0.0451,,,,0.0384,,,,
969,2013-03-12,0.0221,,,,,,,,
970,2013-03-13,0.0214,,,,,,,,
971,2013-03-14,0.0217,,,,,,,,
972,2013-03-15,0.024,,,,0.000315,,,,
973,2013-03-16,0.0221,,,,0.00618,,,,
974,2013-03-17,0.022,,,,,,,,
975,2013-03-18,0.0231,,,,0.000271,,,,
976,2013-03-19,0.0257,,,,0.00513,,,,
977,2013-03-20,0.0289,,,,0.0515,,,,
978,2013-03-21,0.032,,,,0.0484,,,,
979,2013-03-22,0.0329,,,,0.0464,,,,
980,2013-03-23,0.0318,,,,0.0497,,,,
981,2013-03-24,0.0324,,,,0.00546,,,,
982,2013-03-25,0.0346,,,,0.00566,,,,
983,2013-03-26,0.0359,,,,0.00552,,,,
984,2013-03-27,0.0396,,,,0.00558,,,,
985,2013-03-28,0.0429,,,,0.00615,,,,
986,2013-03-29,0.0433,,,,0.068,,,,
987,2013-03-30,0.0437,,,,0.0738,,,,
988,2013-03-31,0.0445,,,,0.0814,,,,
989,2013-04-01,0.0474,,,,0.0132,,,,
990,2013-04-02,0.0539,,,,0.0247,,,,
991,2013-04-03,0.06,,,,0.376,,,,
992,2013-04-04,0.0618,,,,0.419,,,,
993,2013-04-05,0.0643,,,,0.378,,,,
994,2013-04-06,0.0671,,,,0.326,,,,
995,2013-04-07,0.071,,,,0.339,,,,
996,2013-04-08,0.0818,,,,0.403,,,,
997,2013-04-09,0.0977,,,,0.456,,,,
998,2013-04-10,0.0892,,,,0.403,,,,
999,2013-04-11,0.0575,,,,0.241,,,,
1000,2013-04-12,0.0462,,,,0.2,,,,
1001,2013-04-13,0.0492,,,,0.228,,,,
1002,2013-04-14,0.0459,,,,0.221,,,,
1003,2013-04-15,0.0436,,,,0.23,,,,
1004,2013-04-16,0.0375,,,,0.212,,,,
1005,2013-04-17,0.0389,,,,0.199,,,,
1006,2013-04-18,0.0473,,,,0.222,,,,
1007,2013-04-19,0.0534,,,,0.0244,,,,
1008,2013-04-20,0.0572,,,,0.257,,,,
1009,2013-04-21,0.0571,,,,0.0127,,,,
1010,2013-04-22,0.0568,,,,,,,,
1011,2013-04-23,0.0604,,,,0.27,,,,
1012,2013-04-24,0.0674,,,,0.297,,,,
1013,2013-04-25,0.0699,,,,0.347,,,,
1014,2013-04-26,0.0665,,,,0.384,,,,
1015,2013-04-27,0.0632,,,,0.398,,,,
1016,2013-04-28,0.062,,,,0.406,,,,
1017,2013-04-29,0.0653,,,,0.41,,,,
1018,2013-04-30,0.0672,,,,0.411,,,,
1019,2013-05-01,0.0623,,,,0.394,,,,
1020,2013-05-02,0.0555,,,,0.359,,,,
1021,2013-05-03,0.0513,,,,0.161,,,,
1022,2013-05-04,0.0525,,,,0.324,,,,
1023,2013-05-05,0.0567,,,,,,,,
1024,2013-05-06,0.0565,,,,0.344,,,,
1025,2013-05-07,0.0552,,,,0.0223,,,,
1026,2013-05-08,0.0548,,,,0.329,,,,
1027,2013-05-09,0.0542,,,,0.328,,,,
1028,2013-05-10,0.0553,,,,0.329,,,,
1029,2013-05-11,0.0563,,,,0.0033,,,,
1030,2013-05-12,0.112,,,,0.00986,,,,
1031,2013-05-13,0.0561,,,,,,,,
1032,2013-05-14,0.0543,,,,0.0289,,,,
1033,2013-05-15,0.0523,,,,0.0267,,,,
1034,2013-05-16,0.0535,,,,0.268,,,,
1035,2013-05-17,0.0552,,,,0.277,,,,
1036,2013-05-18,0.0564,,,,0.00109,,,,
1037,2013-05-19,0.0565,,,,0.0306,,,,
1038,2013-05-20,0.0566,,,,0.0301,,,,
1039,2013-05-21,0.0576,,,,0.0296,,,,
1040,2013-05-22,0.0583,,,,0.0292,,,,
1041,2013-05-23,0.0593,,,,0.0297,,,,
1042,2013-05-24,0.0623,,,,0.0303,,,,
1043,2013-05-25,0.0639,,,,0.0303,,,,
1044,2013-05-26,0.0644,,,,0.0307,,,,
1045,2013-05-27,0.0642,,,,0.0308,,,,
1046,2013-05-28,0.0629,,,,0.0302,,,,
1047,2013-05-29,0.0632,,,,0.03,,,,
1048,2013-05-30,0.0636,,,,0.0295,,,,
1049,2013-05-31,0.0632,,,,,,,,
1050,2013-06-01,0.0647,,,,0.0284,,,,
1051,2013-06-02,0.0621,,,,,,,,
1052,2013-06-03,0.0602,,,,0.0194,,,,
1053,2013-06-04,0.0598,,,,0.0275,,,,
1054,2013-06-05,0.06,,,,0.0282,,,,
1055,2013-06-06,0.0597,,,,0.028,,,,
1056,2013-06-07,0.0575,,,,0.271,,,,
1057,2013-06-08,0.0553,,,,0.262,,,,
1058,2013-06-09,0.053,,,,0.0252,,,,
1059,2013-06-10,0.052,,,,0.244,,,,
1060,2013-06-11,0.0533,,,,0.0241,,,,
1061,2013-06-12,0.054,,,,0.0239,,,,
1062,2013-06-13,0.0535,,,,0.0234,,,,
1063,2013-06-14,0.0514,,,,0.0223,,,,
1064,2013-06-15,0.0501,,,,0.0212,,,,
1065,2013-06-16,0.0502,,,,0.0213,,,,
1066,2013-06-17,0.0504,,,,0.022,,,,
1067,2013-06-18,0.0518,,,,0.0225,,,,
1068,2013-06-19,0.0526,,,,0.0224,,,,
1069,2013-06-20,0.0529,,,,,,,,
1070,2013-06-21,0.053,,,,,,,,
1071,2013-06-22,0.0518,,,,,,,,
1072,2013-06-23,0.0508,,,,,,,,
1073,2013-06-24,0.0492,,,,,,,,
1074,2013-06-25,0.0486,,,,0.00266,,,,
1075,2013-06-26,0.049,,,,0.0269,,,,
1076,2013-06-27,0.0483,,,,,,,,
1077,2013-06-28,0.0461,,,,,,,,
1078,2013-06-29,0.0446,,,,0.026,,,,
1079,2013-06-30,0.0449,,,,0.0269,,,,
1080,2013-07-01,0.0428,,,,0.00173,,,,
1081,2013-07-02,0.0416,,,,,,,,
1082,2013-07-03,0.0407,,,,0.0267,,,,
1083,2013-07-04,0.0392,,,,0.000267,,,,
1084,2013-07-05,0.0365,,,,0.000253,,,,
1085,2013-07-06,0.033,,,,0.000237,,,,
1086,2013-07-07,0.0349,,,,0.000248,,,,
1087,2013-07-08,0.0368,,,,0.000253,,,,
1088,2013-07-09,0.0362,,,,0.000248,,,,
1089,2013-07-10,0.038,,,,0.000252,,,,
1090,2013-07-11,0.0407,,,,0.000256,,,,
1091,2013-07-12,0.0425,,,,0.000257,,,,
1092,2013-07-13,0.044,,,,0.000262,,,,
1093,2013-07-14,0.0441,,,,0.000265,,,,
1094,2013-07-15,0.0446,,,,0.000271,,,,
1095,2013-07-16,0.045,,,,0.000278,,,,
1096,2013-07-17,0.0444,,,,0.000282,,,,
1097,2013-07-18,0.0432,,,,0.000275,,,,
1098,2013-07-19,0.0419,,,,0.000268,,,,
1099,2013-07-20,0.0419,,,,0.00027,,,,
1100,2013-07-21,0.0419,,,,0.00027,,,,
1101,2013-07-22,0.0421,,,,0.000269,,,,
1102,2013-07-23,0.0426,,,,0.000269,,,,
1103,2013-07-24,0.0432,,,,0.00027,,,,
1104,2013-07-25,0.0439,,,,0.000271,,,,
1105,2013-07-26,0.0446,,,,0.00027,,,,
1106,2013-07-27,0.0443,,,,0.000268,,,,
1107,2013-07-28,0.0442,,,,0.000267,,,,
1108,2013-07-29,0.0456,,,,0.000267,,,,
1109,2013-07-30,0.0465,,,,0.000265,,,,
1110,2013-07-31,0.048,,,,0.000263,,,,
1111,2013-08-01,0.0479,,,,0.000264,,,,
1112,2013-08-02,0.0477,,,,0.000264,,,,
1113,2013-08-03,0.0477,,,,0.000267,,,,
1114,2013-08-04,0.0473,,,,0.000269,,,,
1115,2013-08-05,0.0477,,,,0.000264,,,,
1116,2013-08-06,0.0484,,,,0.000259,,,,
1117,2013-08-07,0.0487,,,,0.000256,,,,
1118,2013-08-08,0.048,,,,0.000251,,,,
1119,2013-08-09,0.0471,,,,,,,,
1120,2013-08-10,0.0467,,,,,,,,
1121,2013-08-11,0.0465,,,,,,,,
1122,2013-08-12,0.047,,,,,,,,
1123,2013-08-13,0.0475,,,,,,,,
1124,2013-08-14,0.0481,,,,,,,,
1125,2013-08-15,0.0485,,,,0.000237,,,,
1126,2013-08-16,0.0483,,,,0.00024,,,,
1127,2013-08-17,0.0484,,,,0.000241,,,,
1128,2013-08-18,0.0485,,,,0.00024,,,,
1129,2013-08-19,0.049,,,,0.000237,,,,
1130,2013-08-20,0.0506,,,,0.0234,,,,
1131,2013-08-21,0.0526,,,,0.0235,,,,
1132,2013-08-22,0.0536,,,,0.00476,,,,
1133,2013-08-23,0.0531,,,,0.00483,,,,
1134,2013-08-24,0.0529,,,,0.00481,,,,
1135,2013-08-25,0.0538,,,,0.0142,,,,
1136,2013-08-26,0.0543,,,,0.0139,,,,
1137,2013-08-27,0.0559,,,,0.014,,,,
1138,2013-08-28,0.0576,,,,0.0143,,,,
1139,2013-08-29,0.0579,,,,0.0143,,,,
1140,2013-08-30,0.0592,,,,0.0144,,,,
1141,2013-08-31,0.061,,,,0.0143,,,,
1142,2013-09-01,0.0623,,,,0.0141,,,,
1143,2013-09-02,0.0628,,,,0.0141,,,,
1144,2013-09-03,0.0624,,,,0.0142,,,,
1145,2013-09-04,0.0604,,,,0.00493,,,,
1146,2013-09-05,0.0587,,,,0.0155,,,,
1147,2013-09-06,0.0575,,,,0.0155,,,,
1148,2013-09-07,0.0575,,,,0.0153,,,,
1149,2013-09-08,0.0583,,,,0.0154,,,,
1150,2013-09-09,0.0589,,,,,,,,
1151,2013-09-10,0.06,,,,,,,,
1152,2013-09-11,0.0609,,,,,,,,
1153,2013-09-12,0.0618,,,,,,,,
1154,2013-09-13,0.062,,,,,,,,
1155,2013-09-14,0.062,,,,,,,,
1156,2013-09-15,0.0618,,,,,,,,
1157,2013-09-16,0.0619,,,,,,,,
1158,2013-09-17,0.0621,,,,,,,,
1159,2013-09-18,0.0625,,,,,,,,
1160,2013-09-19,0.0613,,,,,,,,
1161,2013-09-20,0.0605,,,,,,,,
1162,2013-09-21,0.0606,,,,,,,,
1163,2013-09-22,0.0608,,,,,,,,
1164,2013-09-23,0.0606,,,,,,,,
1165,2013-09-24,0.0607,,,,,,,,
1166,2013-09-25,0.0611,,,,,,,,
1167,2013-09-26,0.0613,,,,,,,,
1168,2013-09-27,0.0612,,,,,,,,
1169,2013-09-28,0.0616,,,,0.00212,,,,
1170,2013-09-29,0.0617,,,,,,,,
1171,2013-09-30,0.0615,,,,,,,,
1172,2013-10-01,0.0617,,,,,,,,
1173,2013-10-02,0.0564,,,,,,,,
1174,2013-10-03,0.0543,,,,0.00382,,,,
1175,2013-10-04,0.0585,,,,,,,,
1176,2013-10-05,0.0597,,,,0.0404,,,,
1177,2013-10-06,0.0597,,,,0.0403,,,,
1178,2013-10-07,0.0602,,,,,,,,
1179,2013-10-08,0.0608,,,,,,,,
1180,2013-10-09,0.0614,,,,,,,,
1181,2013-10-10,0.0618,,,,,,,,
1182,2013-10-11,0.0619,,,,,,,,
1183,2013-10-12,0.0621,,,,,,,,
1184,2013-10-13,0.0634,,,,,,,,
1185,2013-10-14,0.0651,,,,,,,,
1186,2013-10-15,0.0674,,,,,,,,
1187,2013-10-16,0.0681,,,,,,,,
1188,2013-10-17,0.0694,,,,,,,,
1189,2013-10-18,0.0431,,,,,,,,
1190,2013-10-19,0.0769,,,,,,,,
1191,2013-10-20,0.0787,,,,,,,,
1192,2013-10-21,0.0824,,,,,,,,
1193,2013-10-22,0.0902,,,,,,,,
1194,2013-10-23,0.0957,,,,,,,,
1195,2013-10-24,0.0198,,,,,,,,
1196,2013-10-25,0.0181,,,,,,,,
1197,2013-10-26,0.0173,,,,,,,,
1198,2013-10-27,0.0178,,,,,,,,
1199,2013-10-28,0.0188,,,,,,,,
1200,2013-10-29,0.0193,,,,,,,,
1201,2013-10-30,0.0196,,,,,,,,
1202,2013-10-31,0.0391,,,,,,,,
1203,2013-11-01,0.0198,,,,,,,,
1204,2013-11-02,0.02,,,,,,,,
1205,2013-11-03,0.0203,,,,,,,,
1206,2013-11-04,0.0214,,,,,,,,
1207,2013-11-05,0.0231,,,,,,,,
1208,2013-11-06,0.0248,,,,,,,,
1209,2013-11-07,0.0274,,,,,,,,
1210,2013-11-08,0.0298,,,,,,,,
1211,2013-11-09,0.0335,,,,,,,,
1212,2013-11-10,0.0292,,,,,,,,
1213,2013-11-11,0.0314,,,,,,,,
1214,2013-11-12,0.0337,,,,0.000377,,,,
1215,2013-11-13,0.0369,,,,,,,,
1216,2013-11-14,0.0401,,,,0.0816,,,,
1217,2013-11-15,0.0412,,,,0.0826,,,,
1218,2013-11-16,0.0418,,,,0.0826,,,,
1219,2013-11-17,0.0453,,,,0.0829,,,,
1220,2013-11-18,0.0551,,,,,,,,
1221,2013-11-19,0.0602,,,,,,,,
1222,2013-11-20,0.0495,,,,,,,,
1223,2013-11-21,0.06,,,,,,,,
1224,2013-11-22,0.0675,,,,,,,,
1225,2013-11-23,0.0787,,,,0.0191,,,,
1226,2013-11-24,0.0703,,,,,,,,
1227,2013-11-25,0.0723,,,,,,,,
1228,2013-11-26,0.0797,,,,,,,,
1229,2013-11-27,0.0891,,,,2.39e-06,,,,
1230,2013-11-28,0.0935,,,,4.06e-07,,,,
1231,2013-11-29,0.0982,,,,0.0186,,,,
1232,2013-11-30,0.105,,,,0.365,,,,
1233,2013-12-01,0.0916,,,,0.112,,,,
1234,2013-12-02,0.0918,,,,0.592,,,,
1235,2013-12-03,0.0985,,,,0.64,,,,
1236,2013-12-04,0.104,,,,0.389,,,,
1237,2013-12-05,0.0991,,,,0.339,,,,
1238,2013-12-06,0.0916,,,,0.0329,,,,
1239,2013-12-07,0.0721,,,,0.0246,,,,
1240,2013-12-08,0.0734,,,,0.0247,,,,
1241,2013-12-09,0.0856,,,,0.601,,,,
1242,2013-12-10,0.0917,,,,0.0667,,,,
1243,2013-12-11,0.0888,,,,0.18,,,,
1244,2013-12-12,0.0854,,,,0.0304,,,,
1245,2013-12-13,0.087,,,,0.0306,,,,
1246,2013-12-14,0.0855,,,,0.0297,,,,
1247,2013-12-15,0.0835,,,,0.0293,,,,
1248,2013-12-16,0.0774,,,,0.0276,,,,
1249,2013-12-17,0.0673,,,,0.022,,,,
1250,2013-12-18,0.0555,,,4.75e-08,0.0156,,,,
1251,2013-12-19,0.0616,,,8.63e-08,0.0167,,,,
1252,2013-12-20,0.0664,,,8.43e-08,0.0191,,,,
1253,2013-12-21,0.0614,,,4.46e-08,0.0164,,,,
1254,2013-12-22,0.0635,,,3.51e-08,0.0168,,,,
1255,2013-12-23,0.065,,,4.12e-08,0.017,,,,
1256,2013-12-24,0.0671,,,6.66e-08,0.0171,,,,
1257,2013-12-25,0.0737,,,6.04e-08,0.0187,,,,
1258,2013-12-26,0.073,,,5.76e-08,0.0122,,,,
1259,2013-12-27,0.0753,,,5.3e-08,0.0227,,,,
1260,2013-12-28,0.0738,,,4.83e-08,0.0221,,,,
1261,2013-12-29,0.073,,,4.26e-08,0.0223,,,,
1262,2013-12-30,0.0761,,,4.16e-08,0.0235,,,,
1263,2013-12-31,0.0757,,,4.19e-08,0.0235,,,,
1264,2014-01-01,0.0771,,,4.29e-06,0.0237,,,,
1265,2014-01-02,0.078,,,0.000369,0.024,,,,
1266,2014-01-03,0.0794,,,0.000317,0.0242,,,,
1267,2014-01-04,0.0835,,,0.000278,0.024,,,,
1268,2014-01-05,0.0878,,,0.00027,0.0247,,,,
1269,2014-01-06,0.0962,,,0.00025,0.028,,,,
1270,2014-01-07,0.0915,,,0.000243,0.0269,,,,
1271,2014-01-08,0.0848,,,0.00021,0.0235,,,,
1272,2014-01-09,0.085,,,0.000239,0.0237,,,,
1273,2014-01-10,0.0846,,,0.000323,0.0235,,,,
1274,2014-01-11,0.0899,,,0.000383,0.0254,,,,
1275,2014-01-12,0.0894,,,0.00033,0.0249,,,,
1276,2014-01-13,0.0837,,,0.000291,0.0229,,,,
1277,2014-01-14,0.0844,,,0.000337,0.0238,,,,
1278,2014-01-15,0.0858,,,0.000401,0.0245,,,,
1279,2014-01-16,0.0854,,,0.000386,0.0244,,,,
1280,2014-01-17,0.0823,,,0.000407,0.0233,,,,
1281,2014-01-18,0.0837,,,0.000544,0.0234,,,,
1282,2014-01-19,0.0842,,,0.000689,0.0239,,,,
1283,2014-01-20,0.0886,,,0.00112,0.0241,,,,
