,Time,BTC_Average_Transaction_Value_USD,ETH_Average_Transaction_Value_USD,XRP_Average_Transaction_Value_USD,DOGE_Average_Transaction_Value_USD,LTC_Average_Transaction_Value_USD,BCH_Average_Transaction_Value_USD,XMR_Average_Transaction_Value_USD,DASH_Average_Transaction_Value_USD,ZEC_Average_Transaction_Value_USD
3112,2019-01-23,14403.0,438.677,,11605.0,4425.0,46215.0,,714.258,12426.0
3113,2019-01-24,17178.0,533.736,,10368.0,5721.0,39284.0,,855.568,15602.0
3114,2019-01-25,21745.0,454.022,,13329.0,4962.0,39441.0,,673.228,7393.0
3115,2019-01-26,11933.0,324.336,,2055.0,6100.0,31116.0,,609.845,11526.0
3116,2019-01-27,9492.0,439.539,,31834.0,4073.0,18566.0,,1118.0,6927.0
3117,2019-01-28,18485.0,610.195,,5640.0,5680.0,32373.0,,921.753,14078.0
3118,2019-01-29,16468.0,424.608,,23075.0,4177.0,28519.0,,758.344,24996.0
3119,2019-01-30,24145.0,458.283,,10522.0,3811.0,49232.0,,709.797,13295.0
3120,2019-01-31,21299.0,492.284,,11503.0,4651.0,52395.0,,761.616,8399.0
3121,2019-02-01,28557.0,417.927,,6280.0,5577.0,35558.0,,1090.0,11028.0
3122,2019-02-02,16411.0,290.808,,10183.0,3994.0,25903.0,,734.984,10621.0
3123,2019-02-03,7954.0,331.12,,7880.0,5648.0,32927.0,,799.058,12550.0
3124,2019-02-04,21553.0,264.497,,2049.0,6304.0,32874.0,,749.29,10087.0
3125,2019-02-05,26913.0,254.646,,1956.0,4581.0,34408.0,,742.391,6500.0
3126,2019-02-06,35689.0,424.134,,5898.0,4202.0,23792.0,,1291.0,13704.0
3127,2019-02-07,25203.0,353.463,,5313.0,3639.0,32782.0,,1040.0,11811.0
3128,2019-02-08,30472.0,502.839,,5292.0,6924.0,26724.0,,1283.0,12015.0
3129,2019-02-09,19850.0,330.47,,3475.0,9831.0,18902.0,,968.938,11687.0
3130,2019-02-10,7518.0,451.07,,3528.0,14457.0,24341.0,,901.269,10634.0
3131,2019-02-11,25273.0,539.502,,1774.0,9630.0,33496.0,,1242.0,21159.0
3132,2019-02-12,42240.0,424.27,,1269.0,12397.0,12425.0,,2018.0,33292.0
3133,2019-02-13,38550.0,450.5,,1826.0,10422.0,7978.0,,1828.0,26805.0
3134,2019-02-14,27910.0,429.105,,1629.0,11811.0,12614.0,,1441.0,16250.0
3135,2019-02-15,26114.0,413.219,,972.477,10876.0,17241.0,,1357.0,13846.0
3136,2019-02-16,7836.0,292.177,,1431.0,10189.0,21317.0,,792.068,17683.0
3137,2019-02-17,7522.0,494.551,,2709.0,8414.0,21159.0,,1086.0,25594.0
3138,2019-02-18,13076.0,829.957,,2372.0,7570.0,24782.0,,1837.0,18890.0
3139,2019-02-19,20100.0,765.61,,1789.0,9141.0,16480.0,,2137.0,33587.0
3140,2019-02-20,17209.0,613.645,,1856.0,15006.0,16258.0,,1329.0,22967.0
3141,2019-02-21,14343.0,574.776,,2709.0,9940.0,26295.0,,1436.0,17520.0
3142,2019-02-22,15550.0,586.789,,1825.0,7737.0,10779.0,,1167.0,17534.0
3143,2019-02-23,12159.0,485.644,,2065.0,8575.0,19094.0,,1447.0,33345.0
3144,2019-02-24,11948.0,822.071,,2481.0,18989.0,22445.0,,1783.0,53689.0
3145,2019-02-25,17225.0,900.977,,2620.0,9346.0,30175.0,,1814.0,43274.0
3146,2019-02-26,17952.0,465.594,,2276.0,10616.0,25564.0,,1235.0,26680.0
3147,2019-02-27,15591.0,740.611,,4316.0,9239.0,10105.0,,1706.0,33851.0
3148,2019-02-28,16044.0,596.155,,2773.0,11302.0,21769.0,,1158.0,18843.0
3149,2019-03-01,14839.0,463.047,,3021.0,10558.0,22734.0,,2063.0,12461.0
3150,2019-03-02,16666.0,377.302,,3224.0,7962.0,17178.0,,1021.0,18093.0
3151,2019-03-03,15612.0,459.125,,10379.0,4966.0,10420.0,,1821.0,15539.0
3152,2019-03-04,21915.0,514.251,,4572.0,5168.0,30726.0,,2476.0,56130.0
3153,2019-03-05,28717.0,512.924,,1954.0,9607.0,16636.0,,1420.0,27741.0
3154,2019-03-06,19856.0,523.601,,2656.0,10818.0,23792.0,,1515.0,18896.0
3155,2019-03-07,18085.0,513.061,,2234.0,11850.0,39299.0,,976.044,16130.0
3156,2019-03-08,17932.0,585.921,,1642.0,9663.0,28654.0,,2362.0,29099.0
3157,2019-03-09,13380.0,449.761,,1332.0,6817.0,28908.0,,840.815,26871.0
3158,2019-03-10,12170.0,483.027,,6784.0,6764.0,27415.0,,625.649,15031.0
3159,2019-03-11,14902.0,616.519,,6265.0,6557.0,40180.0,,1075.0,23269.0
3160,2019-03-12,20136.0,558.906,,7989.0,8535.0,20401.0,,1403.0,19668.0
3161,2019-03-13,15466.0,477.183,,11531.0,5565.0,16332.0,,1882.0,13886.0
3162,2019-03-14,18305.0,526.464,,6577.0,5770.0,15851.0,,1139.0,16314.0
3163,2019-03-15,17975.0,534.502,,7101.0,5058.0,25236.0,,1409.0,14699.0
3164,2019-03-16,12983.0,539.993,,4033.0,5132.0,40318.0,,1058.0,18684.0
3165,2019-03-17,12107.0,492.593,,10319.0,9423.0,39970.0,,1563.0,15678.0
3166,2019-03-18,24376.0,627.226,,15246.0,11163.0,51200.0,,1414.0,22154.0
3167,2019-03-19,19240.0,413.697,,5959.0,13130.0,20659.0,,1214.0,22517.0
3168,2019-03-20,17326.0,635.03,,2235.0,9956.0,15279.0,,1388.0,37568.0
3169,2019-03-21,19671.0,555.749,,1252.0,9608.0,10165.0,,1445.0,21443.0
3170,2019-03-22,23477.0,450.661,,1084.0,9408.0,16698.0,,1393.0,25239.0
3171,2019-03-23,12099.0,625.29,,2156.0,10652.0,26906.0,,2326.0,27151.0
3172,2019-03-24,11190.0,443.086,,1258.0,8447.0,21559.0,,1153.0,61844.0
3173,2019-03-25,17657.0,598.974,,1201.0,12342.0,17897.0,,40082.0,33366.0
3174,2019-03-26,13247.0,543.262,,1318.0,6889.0,29971.0,,2661.0,25541.0
3175,2019-03-27,13592.0,506.344,,1659.0,10098.0,21350.0,,3317.0,25382.0
3176,2019-03-28,14818.0,509.137,,1610.0,8540.0,17274.0,,1557.0,15589.0
3177,2019-03-29,14570.0,568.289,,1582.0,10394.0,23723.0,,1724.0,19111.0
3178,2019-03-30,10008.0,540.097,,1681.0,7643.0,23812.0,,1641.0,33605.0
3179,2019-03-31,9841.0,474.313,,1731.0,8167.0,35716.0,,4554.0,24176.0
3180,2019-04-01,19553.0,506.343,,2578.0,8980.0,18143.0,,2662.0,53695.0
3181,2019-04-02,39673.0,830.588,,2433.0,23233.0,22992.0,,3514.0,92393.0
3182,2019-04-03,18222.0,947.489,,5706.0,21483.0,36489.0,,4145.0,50804.0
3183,2019-04-04,17925.0,693.248,,18084.0,19585.0,33247.0,,2374.0,46763.0
3184,2019-04-05,13920.0,706.955,,10503.0,17170.0,49748.0,,7172.0,47808.0
3185,2019-04-06,10879.0,553.3,,5808.0,17535.0,29058.0,,1776.0,37391.0
3186,2019-04-07,12182.0,709.001,,5561.0,10664.0,23763.0,,2551.0,20530.0
3187,2019-04-08,20871.0,1023.0,,5377.0,13501.0,32757.0,,2070.0,21460.0
3188,2019-04-09,29681.0,903.066,,5160.0,12448.0,22578.0,,2428.0,26854.0
3189,2019-04-10,20912.0,757.781,,4025.0,13652.0,38962.0,,2303.0,29842.0
3190,2019-04-11,23995.0,677.068,,3108.0,25869.0,32995.0,,2091.0,37452.0
3191,2019-04-12,20107.0,594.1,,2672.0,15722.0,16044.0,,2407.0,25518.0
3192,2019-04-13,15019.0,414.197,,2884.0,12576.0,37249.0,,1864.0,20264.0
3193,2019-04-14,15161.0,514.259,,2882.0,8432.0,19894.0,,8395.0,23097.0
3194,2019-04-15,20857.0,677.565,,3228.0,14057.0,28915.0,,2015.0,25231.0
3195,2019-04-16,25505.0,552.253,,2023.0,19581.0,36228.0,,1567.0,16066.0
3196,2019-04-17,23658.0,544.891,,2497.0,10324.0,28327.0,,1281.0,19699.0
3197,2019-04-18,24770.0,651.302,,2646.0,10092.0,22178.0,,1369.0,43440.0
3198,2019-04-19,29698.0,575.248,,2034.0,12046.0,48889.0,,1115.0,46911.0
3199,2019-04-20,17912.0,475.531,,2544.0,11624.0,23622.0,,1349.0,36266.0
3200,2019-04-21,10787.0,541.159,,2714.0,19918.0,33120.0,,1275.0,33986.0
3201,2019-04-22,26237.0,571.578,,2695.0,12935.0,24106.0,,1786.0,34485.0
3202,2019-04-23,40138.0,654.109,,2134.0,12209.0,25830.0,,2452.0,23283.0
3203,2019-04-24,27547.0,864.5,,2108.0,15980.0,15984.0,,7488.0,25099.0
3204,2019-04-25,23926.0,757.864,,1697.0,11691.0,16405.0,,1792.0,37247.0
3205,2019-04-26,20571.0,1063.0,,1351.0,15194.0,17994.0,,5427.0,83047.0
3206,2019-04-27,10353.0,535.854,,1289.0,9997.0,12333.0,,3946.0,45953.0
3207,2019-04-28,11815.0,620.866,,1376.0,13204.0,13981.0,,3027.0,33303.0
3208,2019-04-29,16498.0,763.208,,1623.0,9957.0,17320.0,,9060.0,30290.0
3209,2019-04-30,28429.0,665.146,,1287.0,11043.0,17510.0,,4677.0,18005.0
3210,2019-05-01,14141.0,599.75,,953.977,9780.0,16283.0,,1959.0,20329.0
3211,2019-05-02,11817.0,540.26,,1320.0,9944.0,20764.0,,3506.0,15073.0
3212,2019-05-03,18862.0,626.689,,1292.0,10984.0,16737.0,,3849.0,28298.0
3213,2019-05-04,14303.0,522.493,,2261.0,9164.0,15807.0,,1948.0,35443.0
3214,2019-05-05,13301.0,478.417,,1552.0,8119.0,12696.0,,2175.0,20685.0
3215,2019-05-06,17489.0,709.1,,1472.0,11902.0,20224.0,,2265.0,30169.0
3216,2019-05-07,27733.0,909.403,,1401.0,11444.0,12401.0,,5092.0,22085.0
3217,2019-05-08,19238.0,773.83,,1629.0,10161.0,6042.0,,3358.0,20252.0
3218,2019-05-09,21149.0,671.518,,2248.0,12178.0,7014.0,,2499.0,25571.0
3219,2019-05-10,26611.0,670.767,,1281.0,9150.0,2170.0,,2311.0,12172.0
3220,2019-05-11,24834.0,1133.0,,1557.0,13986.0,3384.0,,2779.0,12557.0
3221,2019-05-12,20098.0,769.755,,2246.0,18446.0,5663.0,,2256.0,11844.0
3222,2019-05-13,31783.0,1014.0,,4284.0,19305.0,9068.0,,3102.0,15787.0
3223,2019-05-14,35904.0,879.464,,3590.0,20004.0,8641.0,,2736.0,25063.0
3224,2019-05-15,47286.0,1205.0,,5485.0,22954.0,10954.0,,9966.0,42888.0
3225,2019-05-16,30625.0,2028.0,,5858.0,47206.0,19626.0,,4421.0,63330.0
3226,2019-05-17,27511.0,1358.0,,6292.0,18075.0,115787.0,,2340.0,32623.0
3227,2019-05-18,16935.0,739.908,,3573.0,20836.0,29957.0,,4537.0,21260.0
3228,2019-05-19,20330.0,802.994,,3415.0,14066.0,11219.0,,4372.0,21981.0
3229,2019-05-20,25251.0,914.608,,2582.0,20569.0,31265.0,,5463.0,19834.0
3230,2019-05-21,22264.0,883.545,,2765.0,18158.0,57140.0,,3328.0,24764.0
3231,2019-05-22,23386.0,837.38,,2294.0,18976.0,43565.0,,3978.0,33488.0
3232,2019-05-23,24131.0,876.943,,2562.0,24429.0,42974.0,,3518.0,27188.0
3233,2019-05-24,29232.0,685.187,,2681.0,21307.0,59381.0,,3478.0,21960.0
3234,2019-05-25,18773.0,557.534,,3661.0,17239.0,53492.0,,3436.0,23100.0
3235,2019-05-26,18383.0,803.98,,2548.0,16839.0,24149.0,,2851.0,35982.0
3236,2019-05-27,26578.0,931.728,,3367.0,25537.0,164526.0,,3136.0,57812.0
3237,2019-05-28,29550.0,760.3,,3015.0,19359.0,46924.0,,3376.0,41084.0
3238,2019-05-29,30416.0,1090.0,,1829.0,14838.0,64582.0,,3951.0,43139.0
3239,2019-05-30,28033.0,1128.0,,4023.0,17478.0,52503.0,,2742.0,60595.0
3240,2019-05-31,57258.0,1033.0,,2808.0,16467.0,113159.0,,2671.0,53605.0
3241,2019-06-01,30826.0,523.96,,5105.0,16524.0,33620.0,,2372.0,54524.0
3242,2019-06-02,34928.0,478.728,,3904.0,18290.0,23341.0,,2591.0,41535.0
3243,2019-06-03,49174.0,850.123,,8007.0,19095.0,45081.0,,5270.0,32847.0
3244,2019-06-04,36532.0,902.489,,14529.0,22801.0,51777.0,,2297.0,48595.0
3245,2019-06-05,41751.0,1045.0,,2984.0,14842.0,34389.0,,2392.0,51613.0
3246,2019-06-06,42560.0,603.685,,2243.0,17158.0,18753.0,,2419.0,32175.0
3247,2019-06-07,32942.0,670.795,,2888.0,24159.0,39277.0,,2277.0,26573.0
3248,2019-06-08,25073.0,314.231,,2735.0,18827.0,33356.0,,1393.0,27560.0
3249,2019-06-09,23488.0,600.255,,2990.0,21897.0,32659.0,,1989.0,28364.0
3250,2019-06-10,32182.0,619.465,,3008.0,30967.0,76801.0,,2181.0,38091.0
3251,2019-06-11,50245.0,575.403,,2474.0,41417.0,28043.0,,2457.0,33499.0
3252,2019-06-12,31984.0,713.02,,3412.0,28461.0,60574.0,,2377.0,46973.0
3253,2019-06-13,27451.0,941.724,,2706.0,23665.0,32541.0,,3063.0,46769.0
3254,2019-06-14,28965.0,846.016,,1396.0,22457.0,76402.0,,1888.0,48151.0
3255,2019-06-15,26845.0,1024.0,,2142.0,16956.0,81479.0,,1278.0,59565.0
3256,2019-06-16,41653.0,889.572,,2581.0,19337.0,19946.0,,1413.0,85782.0
3257,2019-06-17,77888.0,673.256,,3143.0,14021.0,37854.0,,2256.0,95843.0
3258,2019-06-18,66570.0,906.802,,2525.0,29393.0,24698.0,,3032.0,107365.0
3259,2019-06-19,38143.0,904.449,,2531.0,18286.0,25025.0,,2233.0,114018.0
3260,2019-06-20,96036.0,639.749,,1846.0,18392.0,24184.0,,1574.0,82561.0
3261,2019-06-21,49592.0,1120.0,,2391.0,17660.0,37684.0,,1876.0,64462.0
3262,2019-06-22,59146.0,1141.0,,4136.0,17373.0,91016.0,,1640.0,80491.0
3263,2019-06-23,28391.0,863.343,,1966.0,17545.0,180015.0,,1034.0,63973.0
3264,2019-06-24,46717.0,960.223,,2740.0,27388.0,53189.0,,1880.0,59906.0
3265,2019-06-25,61246.0,962.902,,4109.0,19560.0,83193.0,,1913.0,55763.0
3266,2019-06-26,59116.0,1474.0,,5220.0,22487.0,68169.0,,3208.0,55307.0
3267,2019-06-27,54745.0,1413.0,,3840.0,27488.0,55433.0,,2671.0,70406.0
3268,2019-06-28,42146.0,814.081,,5215.0,23584.0,33496.0,,1646.0,61777.0
3269,2019-06-29,45863.0,1069.0,,1723.0,17633.0,16402.0,,1667.0,64663.0
3270,2019-06-30,66802.0,879.522,,1837.0,20730.0,12104.0,,1332.0,117689.0
3271,2019-07-01,66748.0,749.242,,3096.0,12089.0,67843.0,,1886.0,108952.0
3272,2019-07-02,40605.0,733.897,,2924.0,10884.0,53980.0,,2418.0,108260.0
3273,2019-07-03,48558.0,807.993,,2153.0,15233.0,22861.0,,1616.0,87389.0
3274,2019-07-04,39703.0,688.517,,2535.0,14443.0,15413.0,,1500.0,81960.0
3275,2019-07-05,45995.0,553.969,,16624.0,9905.0,31060.0,,1412.0,100376.0
3276,2019-07-06,22970.0,440.965,,11773.0,9792.0,30663.0,,1074.0,82342.0
3277,2019-07-07,25844.0,722.347,,14292.0,7661.0,17006.0,,862.326,62805.0
3278,2019-07-08,82619.0,672.881,,14561.0,9422.0,21101.0,,1366.0,59933.0
3279,2019-07-09,83435.0,1717.0,,14304.0,9636.0,18194.0,,1351.0,67914.0
3280,2019-07-10,92212.0,1015.0,,6729.0,12964.0,35155.0,,1011.0,69985.0
3281,2019-07-11,105268.0,1045.0,,3321.0,16487.0,59687.0,,961.259,46150.0
3282,2019-07-12,78292.0,699.403,,3249.0,13182.0,40808.0,,1712.0,37355.0
3283,2019-07-13,58962.0,475.494,,1949.0,7809.0,21599.0,,1166.0,45163.0
3284,2019-07-14,55932.0,900.619,,1975.0,9693.0,12027.0,,1109.0,70972.0
3285,2019-07-15,54731.0,927.574,,2646.0,8784.0,26376.0,,1721.0,71135.0
3286,2019-07-16,70127.0,556.922,,2184.0,11851.0,26266.0,,1095.0,59214.0
3287,2019-07-17,55951.0,722.869,,2648.0,11651.0,33308.0,,1309.0,43853.0
3288,2019-07-18,159511.0,782.908,,2561.0,11025.0,16320.0,,891.931,85895.0
3289,2019-07-19,45811.0,534.357,,1813.0,8948.0,29269.0,,916.143,39333.0
3290,2019-07-20,29423.0,538.506,,1477.0,10357.0,21033.0,,722.675,29033.0
3291,2019-07-21,39781.0,478.704,,1017.0,7841.0,13135.0,,696.606,23434.0
3292,2019-07-22,197566.0,566.594,,1091.0,9722.0,9224.0,,324.245,17954.0
3293,2019-07-23,38002.0,552.419,,1070.0,5703.0,23394.0,,304.996,24186.0
3294,2019-07-24,49692.0,361.073,,1535.0,7141.0,22996.0,,1009.0,314545.0
3295,2019-07-25,59006.0,385.216,,1286.0,6861.0,14039.0,,1003.0,71999.0
3296,2019-07-26,30031.0,864.317,,924.22,6522.0,20488.0,,1062.0,62656.0
3297,2019-07-27,20825.0,425.5,,1366.0,9167.0,31670.0,,648.815,67037.0
3298,2019-07-28,16732.0,355.274,,1196.0,9617.0,10998.0,,778.499,77921.0
3299,2019-07-29,75236.0,534.185,,1143.0,6522.0,16772.0,,1091.0,62717.0
3300,2019-07-30,61205.0,503.282,,837.835,7009.0,22145.0,,1067.0,62294.0
3301,2019-07-31,42754.0,524.796,,1338.0,8253.0,31875.0,,1166.0,56254.0
3302,2019-08-01,30180.0,712.547,,933.506,7595.0,16771.0,,550.063,47662.0
3303,2019-08-02,23441.0,544.844,,850.397,6959.0,22852.0,,1078.0,46536.0
3304,2019-08-03,18242.0,357.172,,796.123,7206.0,34235.0,,167.338,54829.0
3305,2019-08-04,20623.0,376.097,,1351.0,7816.0,19241.0,,338.458,34969.0
3306,2019-08-05,70178.0,909.695,,1364.0,9460.0,14525.0,,756.031,44245.0
3307,2019-08-06,53841.0,714.038,,1556.0,9173.0,30084.0,,767.002,55000.0
3308,2019-08-07,27096.0,542.484,,1412.0,15566.0,28597.0,,21.986,35496.0
3309,2019-08-08,50691.0,694.221,,1354.0,7181.0,13049.0,,82.285,43990.0
3310,2019-08-09,46749.0,552.616,,1589.0,5864.0,13656.0,,900.718,25588.0
3311,2019-08-10,66579.0,453.61,,803.428,7215.0,14921.0,,1185.0,17833.0
3312,2019-08-11,24235.0,431.534,,1146.0,14754.0,11063.0,,918.175,21535.0
3313,2019-08-12,42550.0,452.018,,826.455,9435.0,14253.0,,1171.0,20998.0
3314,2019-08-13,38572.0,493.256,,826.122,52588.0,17416.0,,2444.0,24875.0
3315,2019-08-14,41671.0,625.112,,765.583,33256.0,22352.0,,925.366,28697.0
3316,2019-08-15,42349.0,700.903,,992.915,8542.0,17562.0,,811.199,21359.0
3317,2019-08-16,31272.0,529.304,,995.781,7007.0,14544.0,,962.109,16219.0
3318,2019-08-17,57346.0,354.408,,726.404,4234.0,15773.0,,762.894,12896.0
3319,2019-08-18,35950.0,375.543,,1162.0,4315.0,17067.0,,826.421,10340.0
3320,2019-08-19,27992.0,472.203,,1280.0,4463.0,21764.0,,839.19,16505.0
3321,2019-08-20,314724.0,652.095,,915.42,5656.0,14057.0,,894.904,11385.0
3322,2019-08-21,812025.0,457.233,,1193.0,5108.0,13706.0,,940.233,18559.0
3323,2019-08-22,365698.0,459.864,,1135.0,5084.0,14051.0,,1654.0,32402.0
3324,2019-08-23,20486.0,474.898,,1023.0,4656.0,10889.0,,1058.0,31440.0
3325,2019-08-24,15078.0,349.248,,1023.0,3995.0,16555.0,,571.115,31339.0
3326,2019-08-25,20560.0,344.025,,1244.0,6825.0,11547.0,,801.926,26815.0
3327,2019-08-26,33726.0,472.844,,848.172,8704.0,12517.0,,854.317,30122.0
3328,2019-08-27,28058.0,401.782,,1055.0,7688.0,14556.0,,985.399,27592.0
3329,2019-08-28,26257.0,485.136,,837.711,8220.0,19208.0,,1098.0,49099.0
3330,2019-08-29,24466.0,473.515,,1178.0,6829.0,16615.0,,957.318,59601.0
3331,2019-08-30,22924.0,481.021,,1336.0,6424.0,12893.0,,945.93,54155.0
3332,2019-08-31,21900.0,613.153,,744.413,4103.0,18922.0,,1094.0,48119.0
3333,2019-09-01,29109.0,302.189,,793.447,6514.0,810.494,,870.684,56081.0
3334,2019-09-02,28160.0,408.553,,1181.0,7462.0,1861.0,,670.496,48884.0
3335,2019-09-03,29481.0,617.634,,1235.0,10747.0,9801.0,,1015.0,65314.0
3336,2019-09-04,39275.0,476.354,,828.219,6325.0,10840.0,,3966.0,42844.0
3337,2019-09-05,37243.0,380.162,,1099.0,7814.0,13126.0,,1404.0,32904.0
3338,2019-09-06,34314.0,412.168,,637.667,7366.0,15847.0,,1473.0,33343.0
3339,2019-09-07,20821.0,485.636,,517.208,5614.0,12889.0,,992.69,32160.0
3340,2019-09-08,25414.0,415.564,,555.184,7872.0,11390.0,,1064.0,28238.0
3341,2019-09-09,28526.0,463.34,,910.297,9594.0,9906.0,,1040.0,27934.0
3342,2019-09-10,36778.0,388.096,,550.072,6444.0,20684.0,,678.458,29709.0
3343,2019-09-11,33432.0,470.9,,792.641,12239.0,15554.0,,982.4,31285.0
3344,2019-09-12,25205.0,384.595,,693.724,5646.0,14403.0,,634.345,90746.0
3345,2019-09-13,23421.0,563.342,,565.796,4015.0,13108.0,,1314.0,14242.0
3346,2019-09-14,21155.0,344.97,,417.966,5276.0,14349.0,,1999.0,9974.0
3347,2019-09-15,18734.0,394.073,,828.919,3848.0,12276.0,,1779.0,18361.0
3348,2019-09-16,29367.0,617.99,,977.041,6231.0,7106.0,,1669.0,17567.0
3349,2019-09-17,34127.0,717.658,,941.778,6570.0,8430.0,,2500.0,24272.0
3350,2019-09-18,24281.0,785.808,,1596.0,8145.0,14757.0,,3311.0,34224.0
3351,2019-09-19,21877.0,595.01,,795.522,7616.0,12062.0,,3945.0,23953.0
3352,2019-09-20,26085.0,567.953,,731.847,5048.0,11600.0,,2106.0,24822.0
3353,2019-09-21,21697.0,382.789,,1091.0,5061.0,8688.0,,1064.0,23894.0
3354,2019-09-22,53687.0,386.068,,680.718,9191.0,10416.0,,415.031,18714.0
3355,2019-09-23,51090.0,583.381,,1199.0,9542.0,20709.0,,646.222,26470.0
3356,2019-09-24,34982.0,899.036,,990.656,12372.0,34886.0,,309.663,22587.0
3357,2019-09-25,40065.0,690.929,,932.045,14713.0,24005.0,,539.272,38803.0
3358,2019-09-26,26199.0,700.853,,840.007,10239.0,17072.0,,1532.0,24553.0
3359,2019-09-27,24412.0,583.455,,606.909,6503.0,13506.0,,1357.0,22556.0
3360,2019-09-28,17456.0,456.927,,415.527,3613.0,13580.0,,2216.0,22459.0
3361,2019-09-29,17151.0,367.175,,792.364,11617.0,8877.0,,769.721,35033.0
3362,2019-09-30,28709.0,664.61,,1254.0,5445.0,10773.0,,1144.0,23826.0
3363,2019-10-01,28709.0,472.197,,672.082,4612.0,42910.0,,1298.0,15742.0
3364,2019-10-02,21364.0,351.251,,1244.0,4003.0,19424.0,,1240.0,11264.0
3365,2019-10-03,20379.0,287.616,,590.115,4247.0,12865.0,,1015.0,16879.0
3366,2019-10-04,17423.0,333.493,,456.172,5138.0,6706.0,,1073.0,28083.0
3367,2019-10-05,12394.0,253.458,,500.218,2937.0,6238.0,,565.09,23839.0
3368,2019-10-06,15420.0,291.454,,389.554,4309.0,4997.0,,944.444,29581.0
3369,2019-10-07,17092.0,397.142,,537.171,4403.0,7272.0,,2078.0,31784.0
3370,2019-10-08,20797.0,418.629,,714.522,4054.0,8298.0,,3351.0,28842.0
3371,2019-10-09,23826.0,458.063,,642.626,4460.0,13114.0,,945.257,25246.0
3372,2019-10-10,20028.0,395.816,,430.827,3354.0,15232.0,,1044.0,25094.0
3373,2019-10-11,18180.0,388.67,,576.176,5309.0,15761.0,,881.126,33674.0
3374,2019-10-12,13148.0,351.699,,668.994,2735.0,13123.0,,712.136,72892.0
3375,2019-10-13,12580.0,262.512,,2586.0,2395.0,14521.0,,1221.0,67434.0
3376,2019-10-14,22402.0,588.777,,2551.0,8638.0,10982.0,,1197.0,63964.0
3377,2019-10-15,18146.0,355.458,,2123.0,6334.0,12708.0,,1147.0,60229.0
3378,2019-10-16,24911.0,377.562,,3157.0,4451.0,9829.0,,1198.0,53097.0
3379,2019-10-17,24601.0,300.817,,4680.0,4207.0,7803.0,,957.363,52474.0
3380,2019-10-18,23984.0,402.303,,2548.0,8969.0,10859.0,,177.175,48741.0
3381,2019-10-19,22145.0,229.64,,1516.0,10434.0,10439.0,,486.089,44861.0
3382,2019-10-20,20732.0,338.501,,1129.0,7838.0,8785.0,,708.392,41199.0
3383,2019-10-21,21003.0,349.662,,2237.0,10436.0,10479.0,,819.741,35472.0
3384,2019-10-22,27399.0,320.967,,1478.0,4846.0,7061.0,,1140.0,35846.0
3385,2019-10-23,29567.0,570.094,,1085.0,10795.0,11748.0,,699.864,53044.0
3386,2019-10-24,24528.0,550.863,,1139.0,9503.0,7441.0,,788.342,42990.0
3387,2019-10-25,32294.0,451.194,,1416.0,8638.0,10252.0,,1308.0,47252.0
3388,2019-10-26,30595.0,590.09,,1518.0,10069.0,12419.0,,1466.0,51552.0
3389,2019-10-27,25067.0,344.084,,1029.0,12157.0,15168.0,,578.519,37544.0
3390,2019-10-28,59415.0,797.756,,2279.0,21799.0,24097.0,,1510.0,43200.0
3391,2019-10-29,45749.0,523.18,,1289.0,12228.0,20688.0,,761.092,39488.0
3392,2019-10-30,59363.0,449.709,,857.519,17236.0,14314.0,,1148.0,53851.0
3393,2019-10-31,44288.0,422.667,,738.151,26417.0,10944.0,,971.659,30568.0
3394,2019-11-01,36341.0,362.748,,925.75,15925.0,12349.0,,1418.0,26903.0
3395,2019-11-02,27592.0,292.658,,584.581,1715.0,10108.0,,1075.0,23639.0
3396,2019-11-03,25935.0,339.179,,555.655,5794.0,12880.0,,616.473,17691.0
3397,2019-11-04,28314.0,495.771,,618.616,11469.0,14439.0,,962.195,18180.0
3398,2019-11-05,32613.0,571.749,,793.597,16837.0,10518.0,,899.946,18292.0
3399,2019-11-06,41897.0,365.146,,956.083,8679.0,16385.0,,501.286,19781.0
3400,2019-11-07,39238.0,267.077,,1687.0,10322.0,13787.0,,881.389,55468.0
3401,2019-11-08,38576.0,384.06,,1410.0,9610.0,9403.0,,702.426,67079.0
3402,2019-11-09,30200.0,258.002,,2017.0,8787.0,7960.0,,399.768,65673.0
3403,2019-11-10,20351.0,248.642,,1798.0,10107.0,8205.0,,829.221,56131.0
3404,2019-11-11,21505.0,327.668,,1092.0,7581.0,10937.0,,890.184,49446.0
3405,2019-11-12,29661.0,442.017,,927.501,17997.0,15268.0,,358.876,40243.0
3406,2019-11-13,36683.0,341.362,,948.211,11317.0,11159.0,,1213.0,43649.0
3407,2019-11-14,30307.0,310.295,,743.974,13885.0,15619.0,,1271.0,36009.0
3408,2019-11-15,33835.0,398.886,,649.631,8602.0,6480.0,,1306.0,47308.0
3409,2019-11-16,20856.0,259.631,,1254.0,8841.0,9430.0,,533.631,38380.0
3410,2019-11-17,20474.0,243.939,,832.448,6159.0,10301.0,,928.105,34284.0
3411,2019-11-18,36919.0,346.504,,860.031,12743.0,16620.0,,566.433,28855.0
3412,2019-11-19,23925.0,352.074,,748.907,9541.0,16338.0,,583.419,25884.0
3413,2019-11-20,20350.0,340.553,,741.703,6489.0,9805.0,,526.215,25596.0
3414,2019-11-21,39515.0,429.827,,732.852,15832.0,8421.0,,1185.0,30294.0
