,Time,BTC_Average_Fee_Percentage_in_Total_Block_Reward,ETH_Average_Fee_Percentage_in_Total_Block_Reward,XRP_Average_Fee_Percentage_in_Total_Block_Reward,DOGE_Average_Fee_Percentage_in_Total_Block_Reward,LTC_Average_Fee_Percentage_in_Total_Block_Reward,BCH_Average_Fee_Percentage_in_Total_Block_Reward,XMR_Average_Fee_Percentage_in_Total_Block_Reward,DASH_Average_Fee_Percentage_in_Total_Block_Reward,ZEC_Average_Fee_Percentage_in_Total_Block_Reward
3313,2019-08-11,1.563,2.004,,0.31,0.372,0.0249,0.0993,0.145,0.000926
3314,2019-08-12,2.952,2.596,,0.312,0.322,0.0267,0.169,0.123,0.000215
3315,2019-08-13,3.687,2.294,,0.321,0.242,0.0367,0.143,0.16,0.000268
3316,2019-08-14,2.998,2.855,,0.371,0.203,0.0419,0.0295,0.155,0.000355
3317,2019-08-15,2.672,3.405,,0.313,0.178,0.035,,0.218,0.000523
3318,2019-08-16,2.719,2.617,,0.232,0.29,0.0286,0.145,3.903,8.91e-05
3319,2019-08-17,2.165,1.99,,0.295,0.194,0.0184,0.176,0.141,0.000136
3320,2019-08-18,1.819,2.045,,0.294,0.2,0.0249,0.0956,0.0889,0.000244
3321,2019-08-19,2.005,3.156,,0.272,0.169,0.0238,0.108,0.149,0.000609
3322,2019-08-20,2.384,3.218,,0.272,0.199,0.0335,0.158,0.135,0.000188
3323,2019-08-21,2.982,3.759,,0.254,0.168,0.0404,0.181,0.202,0.000205
3324,2019-08-22,2.974,3.4,,0.228,0.193,0.0278,0.176,0.129,0.000122
3325,2019-08-23,2.123,3.121,,0.26,0.157,0.0252,0.171,0.167,2.1e-05
3326,2019-08-24,1.483,2.77,,0.235,0.144,0.0213,0.108,0.103,7.1e-05
3327,2019-08-25,1.102,3.461,,0.223,0.133,0.0271,0.113,0.128,5.04e-05
3328,2019-08-26,1.901,4.247,,0.217,0.18,0.0229,0.153,0.133,6.07e-05
3329,2019-08-27,1.975,3.432,,0.244,0.179,0.0314,0.231,0.121,0.000292
3330,2019-08-28,1.764,3.454,,0.226,0.166,0.0469,0.0414,0.143,1.23e-05
3331,2019-08-29,1.619,3.477,,0.234,0.193,0.0337,0.176,0.151,4.17e-06
3332,2019-08-30,1.695,3.419,,0.245,0.174,0.028,0.138,0.137,5.81e-05
3333,2019-08-31,1.146,3.076,,0.858,0.156,0.0191,,0.0319,
3334,2019-09-01,1.11,3.059,,0.253,0.147,0.0812,0.14,0.156,
3335,2019-09-02,1.521,3.797,,0.218,0.165,0.0441,0.157,0.115,8.23e-06
3336,2019-09-03,1.867,3.825,,0.226,0.196,0.0383,0.0631,0.14,
3337,2019-09-04,2.15,3.729,,0.228,0.164,0.0335,0.0688,0.178,3.07e-05
3338,2019-09-05,1.749,4.499,,0.365,0.164,0.0291,0.194,0.17,8.11e-06
3339,2019-09-06,1.859,4.907,,0.24,0.16,0.0292,0.149,0.183,9.79e-06
3340,2019-09-07,1.406,4.612,,0.247,0.157,0.0253,0.116,0.136,9.12e-07
3341,2019-09-08,0.974,4.97,,0.23,0.164,0.0298,0.106,0.131,5.73e-06
3342,2019-09-09,1.762,5.617,,0.237,0.167,0.0312,0.161,0.14,2.46e-05
3343,2019-09-10,1.616,6.206,,0.354,0.201,0.0296,0.196,0.122,0.000134
3344,2019-09-11,1.49,5.883,,0.234,0.22,0.0318,0.151,0.135,1.4e-05
3345,2019-09-12,1.473,6.413,,0.226,0.156,0.0256,0.19,0.167,2.81e-07
3346,2019-09-13,1.448,5.957,,0.235,0.167,0.0259,0.109,0.18,2.77e-06
3347,2019-09-14,1.074,6.381,,0.234,0.157,0.0243,0.131,0.174,8.05e-06
3348,2019-09-15,0.984,6.521,,0.232,0.178,0.0248,0.133,0.18,1.19e-05
3349,2019-09-16,1.416,6.678,,0.421,0.21,0.0238,0.309,0.203,1.13e-05
3350,2019-09-17,1.839,8.054,,0.258,0.217,0.045,0.277,0.204,0.000147
3351,2019-09-18,1.545,8.358,,0.363,0.216,0.0336,0.227,0.182,3.78e-05
3352,2019-09-19,1.938,9.507,,0.285,0.21,0.0368,0.154,0.167,3.27e-05
3353,2019-09-20,1.67,9.428,,0.288,0.204,0.0287,0.186,0.204,3.89e-06
3354,2019-09-21,1.116,7.624,,0.317,0.176,0.0276,0.106,0.224,3.02e-05
3355,2019-09-22,0.98,6.068,,0.32,0.155,0.023,,0.18,1.36e-06
3356,2019-09-23,2.21,8.476,,0.261,0.179,0.0291,0.193,0.15,6.53e-05
3357,2019-09-24,1.923,9.868,,0.242,0.22,0.0455,0.212,0.186,1.46e-05
3358,2019-09-25,2.15,9.931,,0.262,0.191,0.0393,0.119,0.169,4.83e-06
3359,2019-09-26,1.505,8.005,,0.269,0.202,0.0302,0.314,0.126,4.49e-06
3360,2019-09-27,2.035,8.194,,0.274,0.165,0.0248,0.169,0.141,3.25e-05
3361,2019-09-28,1.153,8.032,,0.286,0.177,0.0234,0.0909,0.0646,4.07e-05
3362,2019-09-29,1.221,7.491,,0.462,0.154,0.0189,0.0996,0.0948,
3363,2019-09-30,2.463,6.779,,0.281,0.182,0.0219,0.285,0.0893,1.69e-06
3364,2019-10-01,2.63,3.484,,0.258,0.169,0.0357,,0.0265,1.58e-05
3365,2019-10-02,1.972,3.365,,0.295,0.145,0.0168,0.159,0.108,2.85e-05
3366,2019-10-03,2.021,4.385,,0.351,0.164,0.0229,0.133,0.152,8.46e-06
3367,2019-10-04,1.491,3.349,,0.236,0.14,0.0203,0.163,0.111,1e-05
3368,2019-10-05,0.961,2.908,,0.237,0.117,0.0184,0.0975,0.0809,8.48e-06
3369,2019-10-06,0.878,2.693,,0.235,0.115,0.0269,0.0663,0.0846,0.00018
3370,2019-10-07,1.26,3.051,,0.236,0.155,0.0276,0.192,0.0948,0.0002
3371,2019-10-08,1.348,3.248,,0.234,0.147,0.0272,0.174,0.0938,
3372,2019-10-09,1.731,3.88,,0.24,0.15,0.0317,0.266,0.139,2.49e-05
3373,2019-10-10,1.627,3.424,,0.231,0.134,0.0247,0.152,0.125,2.23e-05
3374,2019-10-11,1.408,3.218,,0.235,0.166,0.0291,0.167,0.108,1.24e-05
3375,2019-10-12,1.234,2.734,,0.233,0.129,0.0183,,0.142,4.49e-06
3376,2019-10-13,0.904,2.629,,0.262,0.135,0.029,0.0952,0.132,7.67e-06
3377,2019-10-14,1.393,3.092,,0.247,0.141,0.0239,0.118,0.113,4.9e-06
3378,2019-10-15,1.336,3.163,,0.245,0.166,0.0354,0.0518,0.115,1.19e-05
3379,2019-10-16,1.605,3.168,,0.24,0.15,0.0261,0.172,0.153,9.23e-06
3380,2019-10-17,1.337,3.019,,0.308,0.148,0.0309,0.321,0.126,9.03e-07
3381,2019-10-18,1.232,3.226,,0.274,0.151,0.0361,0.15,0.106,0.000458
3382,2019-10-19,1.021,2.893,,0.624,0.132,0.0267,0.159,0.107,
3383,2019-10-20,0.861,3.085,,0.344,0.121,0.0288,0.12,0.134,
3384,2019-10-21,1.028,3.258,,0.307,0.144,0.0277,0.217,0.157,1.11e-05
3385,2019-10-22,1.041,3.674,,0.288,0.149,0.0356,0.227,0.196,1.06e-05
3386,2019-10-23,1.459,4.357,,0.251,0.146,0.0338,0.244,1.439,4.57e-06
3387,2019-10-24,1.713,3.747,,0.244,0.143,0.0334,0.177,0.309,3.16e-06
3388,2019-10-25,2.05,3.995,,0.25,0.179,0.0372,0.213,0.195,3.22e-06
3389,2019-10-26,2.663,3.89,,0.239,0.17,0.0458,0.199,0.235,8.85e-08
3390,2019-10-27,2.31,3.202,,0.221,0.142,0.0303,0.174,0.227,3.87e-05
3391,2019-10-28,2.218,3.741,,0.245,0.149,0.0455,0.228,0.226,4.64e-05
3392,2019-10-29,2.09,3.892,,0.283,0.209,0.0436,0.0468,0.243,6.61e-07
3393,2019-10-30,1.97,3.938,,0.443,0.151,0.0536,0.223,0.279,6.3e-07
3394,2019-10-31,2.105,3.767,,0.335,0.148,0.0536,0.177,0.0394,2.87e-05
3395,2019-11-01,2.414,3.441,,0.287,0.172,0.0413,0.171,0.174,3.27e-06
3396,2019-11-02,1.627,2.815,,0.273,0.12,0.0372,,0.199,3.44e-06
3397,2019-11-03,1.489,2.931,,0.301,0.156,0.0322,0.0281,0.169,3.92e-06
3398,2019-11-04,2.844,3.419,,0.279,0.164,0.0292,0.207,0.21,2.13e-05
3399,2019-11-05,2.373,3.588,,0.263,0.192,0.0374,0.191,0.137,3.44e-05
3400,2019-11-06,2.291,3.296,,0.257,0.131,0.0301,0.0543,0.178,3.36e-06
3401,2019-11-07,2.302,4.601,,0.247,0.135,0.0359,0.0523,0.152,3.32e-07
3402,2019-11-08,2.493,3.572,,0.244,0.137,0.0267,0.155,0.133,0.000284
3403,2019-11-09,1.61,3.009,,0.25,0.137,0.0253,0.107,0.147,1.83e-05
3404,2019-11-10,1.138,2.992,,0.243,0.132,0.0292,0.11,0.167,1.17e-05
3405,2019-11-11,1.543,3.648,,0.266,0.134,0.027,0.168,0.173,4.71e-06
3406,2019-11-12,1.67,3.519,,0.288,0.162,0.0645,0.181,0.181,4.31e-06
3407,2019-11-13,1.994,3.601,,0.293,0.167,0.0263,0.176,0.111,
3408,2019-11-14,1.384,3.537,,0.266,0.14,0.0332,0.0363,0.115,2.44e-06
3409,2019-11-15,1.48,3.53,,0.259,0.149,0.0243,0.223,0.098,3.3e-06
3410,2019-11-16,1.225,2.826,,0.261,0.13,0.0129,0.155,0.154,
3411,2019-11-17,1.084,2.929,,0.241,0.115,0.0136,0.202,0.128,5.54e-06
3412,2019-11-18,1.566,3.622,,0.249,0.128,0.0274,0.317,0.15,2.17e-07
3413,2019-11-19,1.837,3.816,,0.275,0.152,0.0322,0.308,0.134,8.29e-06
3414,2019-11-20,1.519,3.731,,0.245,0.135,0.0311,0.216,0.136,4.29e-05
3415,2019-11-21,2.108,5.115,,0.319,0.141,0.0311,0.205,0.205,4.43e-06
3416,2019-11-22,2.369,7.734,,0.903,0.184,0.0339,0.181,0.13,
3417,2019-11-23,0.987,3.144,,0.251,0.136,0.0242,0.134,0.164,
3418,2019-11-24,1.029,3.118,,0.262,0.12,0.0205,0.135,0.14,1.42e-06
3419,2019-11-25,2.019,6.762,,0.257,0.162,0.0286,0.256,0.144,1.39e-05
3420,2019-11-26,2.549,5.324,,0.493,0.166,0.0327,0.221,0.125,1.15e-05
3421,2019-11-27,1.912,4.289,,0.246,0.142,0.0281,0.305,0.116,2.32e-05
3422,2019-11-28,1.269,4.311,,0.25,0.142,0.0219,0.181,0.182,
3423,2019-11-29,1.888,3.696,,0.247,0.139,0.0225,0.234,0.13,2.82e-06
3424,2019-11-30,1.7,3.174,,0.248,0.138,0.0185,,0.023,3.16e-07
3425,2019-12-01,1.246,3.893,,0.254,0.14,0.0163,0.0575,0.115,5.91e-06
3426,2019-12-02,1.42,3.913,,0.388,0.119,0.0208,0.163,0.137,
3427,2019-12-03,1.274,3.427,,0.278,0.139,0.0314,0.204,0.187,
3428,2019-12-04,1.396,3.842,,0.281,0.136,0.0256,0.18,0.0947,2.56e-05
3429,2019-12-05,1.267,3.315,,0.264,0.131,0.0237,0.205,0.0952,
3430,2019-12-06,1.363,2.978,,0.26,0.123,0.0206,0.141,0.0835,8.15e-06
3431,2019-12-07,0.924,2.479,,0.27,0.117,0.022,0.219,0.126,4.18e-06
3432,2019-12-08,0.778,2.163,,0.269,0.107,0.0163,0.184,0.114,1.23e-05
3433,2019-12-09,1.166,3.025,,0.314,0.154,0.023,0.253,0.0921,9.79e-06
3434,2019-12-10,1.24,3.22,,0.294,0.158,0.026,0.252,0.143,1.25e-06
3435,2019-12-11,1.47,3.279,,0.312,0.151,0.0235,0.268,0.107,2.11e-05
3436,2019-12-12,1.34,3.271,,0.289,0.145,0.0247,0.163,0.121,
3437,2019-12-13,1.169,3.275,,0.303,0.164,0.0222,0.138,0.0909,0.0217
3438,2019-12-14,0.808,3.032,,0.294,0.117,0.0329,0.114,0.182,
3439,2019-12-15,1.303,3.096,,0.657,0.171,0.0572,0.188,0.124,
3440,2019-12-16,1.117,4.102,,0.289,0.15,0.0272,0.225,0.104,
3441,2019-12-17,1.285,5.443,,0.278,0.169,0.026,0.277,0.099,0.316
3442,2019-12-18,1.615,4.729,,0.267,0.136,0.0282,0.0719,0.113,
3443,2019-12-19,1.443,3.875,,0.279,0.128,0.0288,0.226,0.114,
3444,2019-12-20,1.29,3.944,,0.333,0.153,0.0238,0.207,0.0964,
3445,2019-12-21,0.75,3.069,,0.286,0.118,0.0161,0.105,0.0938,
3446,2019-12-22,0.603,2.942,,0.265,0.109,0.0193,0.114,0.123,
3447,2019-12-23,1.045,3.882,,0.284,0.122,0.0206,0.194,0.184,
3448,2019-12-24,1.115,3.335,,0.261,0.113,0.0224,0.191,0.118,
3449,2019-12-25,0.814,3.226,,0.276,0.142,0.0211,0.154,0.11,
3450,2019-12-26,0.898,3.303,,0.273,0.185,0.0836,0.176,0.162,
3451,2019-12-27,0.936,3.163,,0.295,0.218,0.039,0.119,0.265,
3452,2019-12-28,0.736,2.743,,0.276,0.203,0.026,0.168,0.147,
3453,2019-12-29,0.647,2.658,,0.283,0.145,0.0235,0.0447,0.194,
3454,2019-12-30,0.761,3.173,,0.653,0.17,0.0278,0.188,0.047,
3455,2019-12-31,0.813,3.168,,0.294,0.176,0.0257,0.131,0.0883,
3456,2020-01-01,0.457,2.728,,0.33,0.098,0.0219,0.131,0.109,
3457,2020-01-02,0.776,2.307,,0.306,0.122,0.0319,0.197,0.123,
3458,2020-01-03,0.77,2.349,,0.318,0.123,0.0826,0.23,0.146,
3459,2020-01-04,0.583,1.906,,0.472,0.114,0.026,0.126,0.139,
3460,2020-01-05,0.58,1.882,,0.284,0.112,0.04,0.177,0.128,
3461,2020-01-06,1.2,2.47,,0.328,0.124,0.0281,0.166,0.108,
3462,2020-01-07,1.149,2.442,,0.318,0.13,0.0382,0.314,0.0828,
3463,2020-01-08,1.708,2.925,,0.316,0.136,0.0324,0.213,0.147,
3464,2020-01-09,1.496,2.401,,0.392,0.144,0.0652,0.178,0.115,
3465,2020-01-10,1.719,2.79,,0.307,0.143,0.0544,0.266,0.149,
3466,2020-01-11,0.895,2.179,,0.313,0.129,0.0526,0.163,0.208,
3467,2020-01-12,0.764,2.015,,0.333,0.11,0.022,0.166,0.128,
3468,2020-01-13,0.977,2.389,,0.344,0.132,0.0297,0.195,0.193,
3469,2020-01-14,1.427,3.01,,0.338,0.189,0.0566,0.287,0.3,
3470,2020-01-15,1.635,2.817,,0.355,0.162,0.0373,0.291,0.396,
3471,2020-01-16,1.186,2.392,,0.35,0.154,0.0289,0.221,0.192,
3472,2020-01-17,1.208,2.538,,0.334,0.18,0.0426,0.213,0.135,
3473,2020-01-18,1.066,2.378,,0.31,0.132,0.039,0.242,0.205,
3474,2020-01-19,0.874,2.234,,0.323,0.14,0.0349,0.135,0.133,
3475,2020-01-20,0.926,2.079,,0.3,0.131,0.0303,0.16,0.172,
3476,2020-01-21,1.062,1.915,,0.32,0.162,0.0303,0.192,0.217,
3477,2020-01-22,1.1,1.788,,0.301,0.14,0.0209,0.172,0.0993,
3478,2020-01-23,1.048,1.779,,0.31,0.135,0.0237,0.178,0.116,
3479,2020-01-24,0.841,1.76,,0.329,0.128,0.0237,0.24,0.35,
3480,2020-01-25,0.553,1.35,,0.269,0.0945,0.0164,0.153,0.145,
3481,2020-01-26,0.588,1.378,,0.24,0.0981,0.0191,0.235,0.0915,
3482,2020-01-27,1.213,1.644,,0.295,0.168,0.0356,0.241,0.126,
3483,2020-01-28,1.279,1.842,,0.815,0.18,0.0334,0.291,0.127,
3484,2020-01-29,1.011,1.887,,0.517,0.138,0.0371,0.229,0.139,
3485,2020-01-30,0.998,2.17,,0.289,0.172,0.026,0.386,0.0288,
3486,2020-01-31,1.237,2.136,,0.295,0.153,0.0258,0.186,0.147,
3487,2020-02-01,0.918,1.938,,0.357,0.145,0.0203,0.151,0.0773,
3488,2020-02-02,0.94,1.9,,0.46,0.132,0.0294,0.133,0.151,
3489,2020-02-03,1.151,2.242,,0.275,0.134,0.0303,0.216,0.17,
3490,2020-02-04,1.419,2.443,,0.292,0.139,0.0294,0.0836,0.46,
3491,2020-02-05,1.264,2.993,,0.269,0.139,0.106,0.262,0.486,
3492,2020-02-06,1.582,3.237,,0.272,0.161,0.125,0.182,0.264,
3493,2020-02-07,1.782,3.34,,0.404,0.164,0.128,0.016,0.171,
3494,2020-02-08,1.214,2.737,,0.418,0.138,0.0232,0.112,0.209,
3495,2020-02-09,1.026,2.501,,0.296,0.161,0.0236,0.031,0.166,
3496,2020-02-10,1.777,2.681,,0.29,0.164,0.025,0.237,0.164,
3497,2020-02-11,1.846,2.899,,0.344,0.177,0.0288,0.187,0.236,
3498,2020-02-12,2.064,3.896,,0.34,0.183,0.0305,0.21,0.138,
3499,2020-02-13,1.974,3.704,,0.345,0.171,0.0291,0.469,0.221,
3500,2020-02-14,1.872,3.552,,0.442,0.136,0.0277,0.182,0.127,
3501,2020-02-15,1.584,3.383,,0.311,0.146,0.0284,0.159,0.146,
3502,2020-02-16,1.203,3.603,,0.241,0.149,0.033,0.0325,0.149,
3503,2020-02-17,1.273,3.302,,0.251,0.142,0.029,0.227,0.141,
3504,2020-02-18,1.589,3.086,,0.271,0.151,0.038,0.244,0.179,
3505,2020-02-19,1.753,3.28,,0.632,0.168,0.0232,0.203,0.176,
3506,2020-02-20,1.735,3.33,,0.237,0.142,0.024,0.319,0.217,
3507,2020-02-21,1.209,2.396,,0.234,0.148,0.0213,0.194,0.167,
3508,2020-02-22,0.994,2.131,,0.251,0.11,0.0188,0.119,0.169,
3509,2020-02-23,0.928,2.502,,0.242,0.112,0.022,0.124,0.149,
3510,2020-02-24,1.285,2.849,,0.248,0.155,0.027,0.333,0.13,
3511,2020-02-25,1.346,3.119,,0.237,0.128,0.0251,0.259,0.164,
3512,2020-02-26,1.695,4.29,,0.522,0.154,0.0335,0.288,0.207,
3513,2020-02-27,1.464,3.39,,0.267,0.139,0.0241,0.148,0.161,
3514,2020-02-28,1.314,3.094,,0.275,0.133,0.0243,0.215,0.17,
3515,2020-02-29,1.054,2.276,,0.279,0.118,0.0222,0.0505,0.0349,
3516,2020-03-01,0.649,2.415,,0.287,0.12,0.0232,0.149,0.115,
3517,2020-03-02,1.217,2.459,,0.403,0.133,0.023,0.209,0.11,
3518,2020-03-03,1.281,2.58,,0.371,0.138,0.0539,0.435,0.134,
3519,2020-03-04,1.149,2.599,,0.261,0.129,0.0218,0.199,0.152,
3520,2020-03-05,1.183,3.038,,0.296,0.13,0.0265,0.254,0.0969,
3521,2020-03-06,1.357,2.745,,0.258,0.131,0.0242,0.236,0.113,
3522,2020-03-07,0.936,2.535,,0.266,0.136,0.0218,0.139,0.0691,
3523,2020-03-08,0.811,3.674,,0.268,0.149,0.0215,0.181,0.102,
3524,2020-03-09,1.348,4.723,,0.502,0.168,0.029,0.151,0.105,
3525,2020-03-10,1.666,3.21,,0.448,0.131,0.0226,0.205,0.144,
3526,2020-03-11,1.949,3.669,,0.271,0.128,0.0271,0.192,0.135,
3527,2020-03-12,3.041,22.245,,0.252,0.256,0.0365,0.223,0.161,
3528,2020-03-13,5.122,19.752,,0.297,0.283,0.0355,0.271,0.157,
3529,2020-03-14,3.2,3.975,,0.304,0.174,0.0254,0.224,0.115,
3530,2020-03-15,2.894,3.536,,0.504,0.195,0.0259,0.16,0.205,
3531,2020-03-16,3.976,8.734,,0.271,0.168,0.039,0.0824,0.279,
3532,2020-03-17,3.893,4.959,,0.309,0.141,0.0399,0.216,0.132,
3533,2020-03-18,4.492,4.113,,0.265,0.151,0.0252,0.191,0.175,
3534,2020-03-19,4.871,5.633,,0.309,0.183,0.0312,0.236,0.179,
3535,2020-03-20,5.547,4.775,,0.519,0.161,0.0332,0.286,0.121,
3536,2020-03-21,2.949,3.478,,0.294,0.109,0.0277,0.21,0.145,
3537,2020-03-22,2.058,3.427,,0.366,0.118,0.0308,0.268,0.175,
3538,2020-03-23,3.545,3.889,,0.307,0.121,0.0277,0.235,0.188,
3539,2020-03-24,2.641,3.795,,0.321,0.138,0.0279,0.356,0.156,
3540,2020-03-25,3.8,3.662,,0.288,0.124,0.0251,0.254,0.13,
3541,2020-03-26,2.68,3.585,,0.283,0.121,0.024,0.331,0.127,
3542,2020-03-27,2.102,3.321,,0.529,0.12,0.0231,0.241,0.106,
3543,2020-03-28,1.68,2.774,,0.356,0.127,0.024,0.17,0.0869,
3544,2020-03-29,1.104,2.42,,0.322,0.136,0.0208,0.187,0.0896,
3545,2020-03-30,1.409,3.134,,0.421,0.13,0.0536,0.223,0.021,
3546,2020-03-31,1.442,3.418,,0.348,0.125,0.12,0.272,0.0891,
3547,2020-04-01,1.38,3.124,,0.309,0.121,0.0193,0.249,0.114,
3548,2020-04-02,1.292,3.52,,0.406,0.13,0.0185,0.25,0.138,
3549,2020-04-03,1.542,3.319,,0.335,0.124,0.02,0.288,0.0575,
3550,2020-04-04,0.843,2.537,,0.412,0.106,0.0191,0.216,0.0725,
3551,2020-04-05,0.621,2.454,,0.315,0.107,0.0207,0.252,0.0934,
3552,2020-04-06,1.296,4.224,,0.284,0.138,0.0255,0.334,0.0938,
3553,2020-04-07,1.192,3.936,,0.286,0.128,0.0225,0.29,0.113,
3554,2020-04-08,1.251,3.522,,0.352,0.119,0.0464,0.387,0.0952,
3555,2020-04-09,1.196,3.361,,0.456,0.12,0.102,0.244,0.0818,
3556,2020-04-10,1.01,3.544,,0.283,0.145,0.043,0.251,0.102,
3557,2020-04-11,0.688,2.739,,0.28,0.121,0.0399,0.216,0.073,
3558,2020-04-12,0.669,2.542,,0.296,0.0981,0.0373,0.242,0.0766,
3559,2020-04-13,0.778,3.379,,0.293,0.133,0.0389,0.235,0.0592,
3560,2020-04-14,1.059,3.608,,0.291,0.15,0.0403,0.23,0.0943,
3561,2020-04-15,1.242,3.381,,0.286,0.121,0.033,0.133,0.0925,
3562,2020-04-16,1.467,4.615,,0.297,0.129,0.0507,0.3,0.0886,
3563,2020-04-17,1.584,3.64,,0.31,0.109,0.138,0.38,0.047,
3564,2020-04-18,0.966,3.922,,0.316,0.114,0.0354,0.264,0.0499,
3565,2020-04-19,0.813,3.521,,0.316,0.135,0.0372,0.248,0.0503,
3566,2020-04-20,1.081,4.444,,0.315,0.131,0.0466,0.333,0.0479,
3567,2020-04-21,1.24,4.458,,0.785,0.122,0.042,0.255,0.048,
3568,2020-04-22,1.527,4.411,,0.351,0.125,0.0385,0.317,0.0442,
3569,2020-04-23,2.265,4.628,,0.359,0.156,0.0493,0.257,0.0402,
3570,2020-04-24,2.018,4.501,,0.325,0.138,0.036,0.268,0.0481,
3571,2020-04-25,1.611,3.882,,0.345,0.15,0.0336,0.281,0.0502,
3572,2020-04-26,1.198,4.269,,0.41,0.138,0.0388,0.252,0.0401,
3573,2020-04-27,1.569,4.406,,0.386,0.143,0.0456,0.347,0.0632,
3574,2020-04-28,1.424,4.091,,0.338,0.139,0.0459,0.356,0.0469,
3575,2020-04-29,2.776,6.325,,0.369,0.196,0.0627,0.503,0.0832,
3576,2020-04-30,5.948,8.081,,0.363,0.192,0.0584,0.45,0.0174,
3577,2020-05-01,5.887,4.57,,0.338,0.139,0.0468,0.254,0.0592,
3578,2020-05-02,3.559,3.568,,0.343,0.128,0.0379,0.21,0.0475,
3579,2020-05-03,2.657,4.088,,0.35,0.135,0.0396,0.261,0.0568,
3580,2020-05-04,3.285,4.914,,0.32,0.128,0.0484,0.326,0.0718,
3581,2020-05-05,3.514,5.25,,0.287,0.127,0.0456,0.354,0.0782,
3582,2020-05-06,3.44,6.334,,0.338,0.142,0.0438,0.373,0.059,
3583,2020-05-07,4.588,7.633,,0.443,0.154,0.0449,0.348,0.0675,
3584,2020-05-08,5.733,7.439,,0.345,0.192,0.0465,0.317,0.0602,
3585,2020-05-09,4.874,6.299,,0.969,0.18,0.051,0.322,0.0459,
3586,2020-05-10,2.893,10.139,,0.406,0.135,0.0522,0.224,0.0493,
3587,2020-05-11,4.663,8.333,,0.35,0.167,0.0426,0.263,0.0593,
3588,2020-05-12,10.746,9.302,,0.314,0.151,0.0547,0.246,0.0626,
3589,2020-05-13,12.773,11.437,,0.326,0.14,0.0537,0.267,0.0634,
3590,2020-05-14,16.973,13.401,,0.443,0.136,0.0497,0.297,0.102,
3591,2020-05-15,17.161,10.729,,0.316,0.136,0.0473,0.323,0.0723,
3592,2020-05-16,12.096,8.937,,0.317,0.119,0.0392,0.167,0.0941,
3593,2020-05-17,13.641,9.404,,0.462,0.116,0.0398,0.191,0.0589,
3594,2020-05-18,17.011,12.322,,0.328,0.148,0.0483,0.286,0.0725,
3595,2020-05-19,20.243,11.188,,0.328,0.171,0.102,0.27,0.0497,
3596,2020-05-20,21.113,12.568,,0.322,0.172,0.0398,0.228,0.0712,
3597,2020-05-21,19.757,16.174,,0.321,0.129,0.0432,0.248,0.0519,
3598,2020-05-22,18.617,12.076,,0.317,0.118,0.0433,0.22,0.0636,
3599,2020-05-23,12.688,7.927,,0.301,0.108,0.0364,0.234,0.0508,
3600,2020-05-24,9.202,10.262,,0.302,0.121,0.0351,0.141,0.0498,
3601,2020-05-25,10.578,12.85,,0.345,0.133,0.0348,0.262,0.0638,
3602,2020-05-26,9.411,13.033,,0.689,0.131,0.0343,0.25,0.0521,
3603,2020-05-27,8.287,13.851,,0.326,0.12,0.0323,0.28,0.0586,
3604,2020-05-28,9.743,13.804,,0.339,0.12,0.0343,0.26,0.0681,
3605,2020-05-29,10.604,12.086,,0.352,0.127,0.0407,0.317,0.0724,
3606,2020-05-30,6.562,11.741,,0.339,0.148,0.0482,0.244,0.0152,
3607,2020-05-31,6.115,9.981,,0.349,0.146,0.0494,0.192,0.0498,
3608,2020-06-01,8.696,11.262,,0.615,0.151,0.0521,0.162,0.0701,
3609,2020-06-02,10.835,12.586,,0.336,0.174,0.067,0.306,0.0714,
3610,2020-06-03,8.644,10.359,,0.352,0.133,0.0482,0.138,0.0598,
3611,2020-06-04,6.203,10.963,,0.492,0.141,0.059,0.266,0.11,
3612,2020-06-05,4.769,11.265,,0.357,0.177,0.0542,0.243,0.0716,
3613,2020-06-06,2.542,12.459,,0.37,0.106,0.0478,0.227,0.0475,
3614,2020-06-07,2.583,13.526,,0.382,0.116,0.0474,0.208,0.0742,
3615,2020-06-08,3.96,13.736,,0.371,0.135,0.0511,0.474,0.048,
3616,2020-06-09,3.4,13.092,,0.647,0.144,0.0519,0.299,0.083,
3617,2020-06-10,3.612,14.33,,0.435,0.159,0.0479,0.477,0.107,
3618,2020-06-11,3.232,14.286,,0.517,0.16,0.0397,0.331,0.0478,
3619,2020-06-12,2.854,12.545,,0.458,0.137,0.0424,0.83,0.0681,
3620,2020-06-13,2.092,10.031,,0.587,0.108,0.0328,0.519,0.0422,
3621,2020-06-14,1.512,8.627,,0.46,0.116,0.0314,0.209,0.0416,
3622,2020-06-15,3.814,14.547,,0.507,0.135,0.0435,0.318,0.061,
3623,2020-06-16,5.123,14.002,,0.505,0.14,0.0636,0.387,0.079,
3624,2020-06-17,5.252,14.641,,0.471,0.129,0.0321,0.329,0.0556,
3625,2020-06-18,5.426,13.529,,0.466,0.111,0.037,0.278,0.0684,
3626,2020-06-19,5.328,14.675,,0.471,0.132,0.0334,0.247,0.0483,
3627,2020-06-20,3.388,12.033,,0.796,0.101,0.0405,0.174,0.0479,
3628,2020-06-21,2.666,12.073,,0.406,0.107,0.03,0.308,0.0511,
3629,2020-06-22,3.89,16.454,,0.426,0.119,0.0477,0.195,0.0499,
3630,2020-06-23,4.435,18.08,,0.451,0.131,0.0449,0.388,0.0561,
