,Time,BTC_Sent_Coins_USD,ETH_Sent_Coins_USD,XRP_Sent_Coins_USD,DOGE_Sent_Coins_USD,LTC_Sent_Coins_USD,BCH_Sent_Coins_USD,XMR_Sent_Coins_USD,DASH_Sent_Coins_USD,ZEC_Sent_Coins_USD
156,2010-12-20,21078.0,,,,,,,,
157,2010-12-21,25401.0,,,,,,,,
158,2010-12-22,20433.0,,,,,,,,
159,2010-12-23,15616.0,,,,,,,,
160,2010-12-24,15041.0,,,,,,,,
161,2010-12-25,28003.0,,,,,,,,
162,2010-12-26,18032.0,,,,,,,,
163,2010-12-27,22322.0,,,,,,,,
164,2010-12-28,15401.0,,,,,,,,
165,2010-12-29,31647.0,,,,,,,,
166,2010-12-30,19089.0,,,,,,,,
167,2010-12-31,17822.0,,,,,,,,
168,2011-01-01,16353.0,,,,,,,,
169,2011-01-02,13842.0,,,,,,,,
170,2011-01-03,19774.0,,,,,,,,
171,2011-01-04,11956.0,,,,,,,,
172,2011-01-05,14551.0,,,,,,,,
173,2011-01-06,9547.0,,,,,,,,
174,2011-01-07,17456.0,,,,,,,,
175,2011-01-08,18637.0,,,,,,,,
176,2011-01-09,12364.0,,,,,,,,
177,2011-01-10,26675.0,,,,,,,,
178,2011-01-11,34068.0,,,,,,,,
179,2011-01-12,19022.0,,,,,,,,
180,2011-01-13,38168.0,,,,,,,,
181,2011-01-14,30593.0,,,,,,,,
182,2011-01-15,22419.0,,,,,,,,
183,2011-01-16,25484.0,,,,,,,,
184,2011-01-17,21482.0,,,,,,,,
185,2011-01-18,34742.0,,,,,,,,
186,2011-01-19,18718.0,,,,,,,,
187,2011-01-20,18328.0,,,,,,,,
188,2011-01-21,24690.0,,,,,,,,
189,2011-01-22,29762.0,,,,,,,,
190,2011-01-23,35517.0,,,,,,,,
191,2011-01-24,29656.0,,,,,,,,
192,2011-01-25,22662.0,,,,,,,,
193,2011-01-26,27199.0,,,,,,,,
194,2011-01-27,429974.0,,,,,,,,
195,2011-01-28,19964.0,,,,,,,,
196,2011-01-29,29886.0,,,,,,,,
197,2011-01-30,180538.0,,,,,,,,
198,2011-01-31,94612.0,,,,,,,,
199,2011-02-01,75925.0,,,,,,,,
200,2011-02-02,81155.0,,,,,,,,
201,2011-02-03,46402.0,,,,,,,,
202,2011-02-04,40680.0,,,,,,,,
203,2011-02-05,61231.0,,,,,,,,
204,2011-02-06,70806.0,,,,,,,,
205,2011-02-07,138493.0,,,,,,,,
206,2011-02-08,60278.0,,,,,,,,
207,2011-02-09,127046.0,,,,,,,,
208,2011-02-10,223847.0,,,,,,,,
209,2011-02-11,258210.0,,,,,,,,
210,2011-02-12,137630.0,,,,,,,,
211,2011-02-13,109491.0,,,,,,,,
212,2011-02-14,137335.0,,,,,,,,
213,2011-02-15,96622.0,,,,,,,,
214,2011-02-16,64001.0,,,,,,,,
215,2011-02-17,97562.0,,,,,,,,
216,2011-02-18,114283.0,,,,,,,,
217,2011-02-19,158511.0,,,,,,,,
218,2011-02-20,194114.0,,,,,,,,
219,2011-02-21,190976.0,,,,,,,,
220,2011-02-22,292795.0,,,,,,,,
221,2011-02-23,325389.0,,,,,,,,
222,2011-02-24,212193.0,,,,,,,,
223,2011-02-25,165204.0,,,,,,,,
224,2011-02-26,153969.0,,,,,,,,
225,2011-02-27,175314.0,,,,,,,,
226,2011-02-28,109217.0,,,,,,,,
227,2011-03-01,919769.0,,,,,,,,
228,2011-03-02,2265528.0,,,,,,,,
229,2011-03-03,211749.0,,,,,,,,
230,2011-03-04,273455.0,,,,,,,,
231,2011-03-05,116681.0,,,,,,,,
232,2011-03-06,165007.0,,,,,,,,
233,2011-03-07,181800.0,,,,,,,,
234,2011-03-08,163375.0,,,,,,,,
235,2011-03-09,209804.0,,,,,,,,
236,2011-03-10,304305.0,,,,,,,,
237,2011-03-11,219173.0,,,,,,,,
238,2011-03-12,140695.0,,,,,,,,
239,2011-03-13,183879.0,,,,,,,,
240,2011-03-14,185576.0,,,,,,,,
241,2011-03-15,107222.0,,,,,,,,
242,2011-03-16,132456.0,,,,,,,,
243,2011-03-17,134071.0,,,,,,,,
244,2011-03-18,142237.0,,,,,,,,
245,2011-03-19,91819.0,,,,,,,,
246,2011-03-20,104606.0,,,,,,,,
247,2011-03-21,115119.0,,,,,,,,
248,2011-03-22,160483.0,,,,,,,,
249,2011-03-23,211199.0,,,,,,,,
250,2011-03-24,213880.0,,,,,,,,
251,2011-03-25,249635.0,,,,,,,,
252,2011-03-26,277246.0,,,,,,,,
253,2011-03-27,119690.0,,,,,,,,
254,2011-03-28,109686.0,,,,,,,,
255,2011-03-29,87604.0,,,,,,,,
256,2011-03-30,96650.0,,,,,,,,
257,2011-03-31,107958.0,,,,,,,,
258,2011-04-01,60845.0,,,,,,,,
259,2011-04-02,73967.0,,,,,,,,
260,2011-04-03,63536.0,,,,,,,,
261,2011-04-04,104892.0,,,,,,,,
262,2011-04-05,83935.0,,,,,,,,
263,2011-04-06,63981.0,,,,,,,,
264,2011-04-07,81872.0,,,,,,,,
265,2011-04-08,96196.0,,,,,,,,
266,2011-04-09,104780.0,,,,,,,,
267,2011-04-10,63063.0,,,,,,,,
268,2011-04-11,65498.0,,,,,,,,
269,2011-04-12,113342.0,,,,,,,,
270,2011-04-13,158631.0,,,,,,,,
271,2011-04-14,141175.0,,,,,,,,
272,2011-04-15,100575.0,,,,,,,,
273,2011-04-16,349566.0,,,,,,,,
274,2011-04-17,1404478.0,,,,,,,,
275,2011-04-18,147681.0,,,,,,,,
276,2011-04-19,3096393.0,,,,,,,,
277,2011-04-20,5511393.0,,,,,,,,
278,2011-04-21,507671.0,,,,,,,,
279,2011-04-22,206569.0,,,,,,,,
280,2011-04-23,256685.0,,,,,,,,
281,2011-04-24,174348.0,,,,,,,,
282,2011-04-25,156192.0,,,,,,,,
283,2011-04-26,300595.0,,,,,,,,
284,2011-04-27,455630.0,,,,,,,,
285,2011-04-28,304308.0,,,,,,,,
286,2011-04-29,1976853.0,,,,,,,,
287,2011-04-30,1298301.0,,,,,,,,
288,2011-05-01,530325.0,,,,,,,,
289,2011-05-02,376434.0,,,,,,,,
290,2011-05-03,621155.0,,,,,,,,
291,2011-05-04,962793.0,,,,,,,,
292,2011-05-05,534654.0,,,,,,,,
293,2011-05-06,952559.0,,,,,,,,
294,2011-05-07,784696.0,,,,,,,,
295,2011-05-08,1989059.0,,,,,,,,
296,2011-05-09,585426.0,,,,,,,,
297,2011-05-10,2730372.0,,,,,,,,
298,2011-05-11,995617.0,,,,,,,,
299,2011-05-12,1225377.0,,,,,,,,
300,2011-05-13,3286674.0,,,,,,,,
301,2011-05-14,13687679.0,,,,,,,,
302,2011-05-15,2179648.0,,,,,,,,
303,2011-05-16,2089299.0,,,,,,,,
304,2011-05-17,1629432.0,,,,,,,,
305,2011-05-18,1273158.0,,,,,,,,
306,2011-05-19,1226642.0,,,,,,,,
307,2011-05-20,2140533.0,,,,,,,,
308,2011-05-21,3897338.0,,,,,,,,
309,2011-05-22,5636666.0,,,,,,,,
310,2011-05-23,3170760.0,,,,,,,,
311,2011-05-24,2581594.0,,,,,,,,
312,2011-05-25,3032888.0,,,,,,,,
313,2011-05-26,3519584.0,,,,,,,,
314,2011-05-27,4611091.0,,,,,,,,
315,2011-05-28,1894868.0,,,,,,,,
316,2011-05-29,2220955.0,,,,,,,,
317,2011-05-30,2320827.0,,,,,,,,
318,2011-05-31,2456335.0,,,,,,,,
319,2011-06-01,2485389.0,,,,,,,,
320,2011-06-02,3573257.0,,,,,,,,
321,2011-06-03,7606073.0,,,,,,,,
322,2011-06-04,7856759.0,,,,,,,,
323,2011-06-05,9802976.0,,,,,,,,
324,2011-06-06,14582962.0,,,,,,,,
325,2011-06-07,11088182.0,,,,,,,,
326,2011-06-08,21106959.0,,,,,,,,
327,2011-06-09,22686025.0,,,,,,,,
328,2011-06-10,24356989.0,,,,,,,,
329,2011-06-11,28461702.0,,,,,,,,
330,2011-06-12,30440116.0,,,,,,,,
331,2011-06-13,24329906.0,,,,,,,,
332,2011-06-14,30024861.0,,,,,,,,
333,2011-06-15,81973705.0,,,,,,,,
334,2011-06-16,159897584.0,,,,,,,,
335,2011-06-17,25606123.0,,,,,,,,
336,2011-06-18,20654363.0,,,,,,,,
337,2011-06-19,78386963.0,,,,,,,,
338,2011-06-20,22644163.0,,,,,,,,
339,2011-06-21,56286455.0,,,,,,,,
340,2011-06-22,22473561.0,,,,,,,,
341,2011-06-23,27588175.0,,,,,,,,
342,2011-06-24,81172031.0,,,,,,,,
343,2011-06-25,182205123.0,,,,,,,,
344,2011-06-26,68668797.0,,,,,,,,
345,2011-06-27,31018432.0,,,,,,,,
346,2011-06-28,115650077.0,,,,,,,,
347,2011-06-29,46924104.0,,,,,,,,
348,2011-06-30,24648716.0,,,,,,,,
349,2011-07-01,17442013.0,,,,,,,,
350,2011-07-02,13330717.0,,,,,,,,
351,2011-07-03,8793612.0,,,,,,,,
352,2011-07-04,19848591.0,,,,,,,,
353,2011-07-05,5458945.0,,,,,,,,
354,2011-07-06,7879577.0,,,,,,,,
355,2011-07-07,6862606.0,,,,,,,,
356,2011-07-08,4432329.0,,,,,,,,
357,2011-07-09,29780706.0,,,,,,,,
358,2011-07-10,35487994.0,,,,,,,,
359,2011-07-11,14625559.0,,,,,,,,
360,2011-07-12,15047292.0,,,,,,,,
361,2011-07-13,19932714.0,,,,,,,,
362,2011-07-14,26909194.0,,,,,,,,
363,2011-07-15,8297471.0,,,,,,,,
364,2011-07-16,17178513.0,,,,,,,,
365,2011-07-17,7559185.0,,,,,,,,
366,2011-07-18,43976356.0,,,,,,,,
367,2011-07-19,37353476.0,,,,,,,,
368,2011-07-20,7487645.0,,,,,,,,
369,2011-07-21,18211020.0,,,,,,,,
370,2011-07-22,21165745.0,,,,,,,,
371,2011-07-23,8267080.0,,,,,,,,
372,2011-07-24,7489517.0,,,,,,,,
373,2011-07-25,20082993.0,,,,,,,,
374,2011-07-26,16462219.0,,,,,,,,
375,2011-07-27,17637121.0,,,,,,,,
376,2011-07-28,46440551.0,,,,,,,,
377,2011-07-29,9304091.0,,,,,,,,
378,2011-07-30,4386299.0,,,,,,,,
379,2011-07-31,7988442.0,,,,,,,,
380,2011-08-01,7150872.0,,,,,,,,
381,2011-08-02,4998122.0,,,,,,,,
382,2011-08-03,4345134.0,,,,,,,,
383,2011-08-04,3191305.0,,,,,,,,
384,2011-08-05,5064571.0,,,,,,,,
385,2011-08-06,3089585.0,,,,,,,,
386,2011-08-07,2629657.0,,,,,,,,
387,2011-08-08,8134058.0,,,,,,,,
388,2011-08-09,22061916.0,,,,,,,,
389,2011-08-10,11373186.0,,,,,,,,
390,2011-08-11,4725932.0,,,,,,,,
391,2011-08-12,3202570.0,,,,,,,,
392,2011-08-13,2979415.0,,,,,,,,
393,2011-08-14,4692170.0,,,,,,,,
394,2011-08-15,3634187.0,,,,,,,,
395,2011-08-16,3949369.0,,,,,,,,
396,2011-08-17,3526347.0,,,,,,,,
397,2011-08-18,4358120.0,,,,,,,,
398,2011-08-19,6243081.0,,,,,,,,
399,2011-08-20,2584421.0,,,,,,,,
400,2011-08-21,2753483.0,,,,,,,,
401,2011-08-22,3033469.0,,,,,,,,
402,2011-08-23,4802718.0,,,,,,,,
403,2011-08-24,6096369.0,,,,,,,,
404,2011-08-25,3830587.0,,,,,,,,
405,2011-08-26,2475545.0,,,,,,,,
406,2011-08-27,22684889.0,,,,,,,,
407,2011-08-28,1618963.0,,,,,,,,
408,2011-08-29,2139067.0,,,,,,,,
409,2011-08-30,2100357.0,,,,,,,,
410,2011-08-31,2241896.0,,,,,,,,
411,2011-09-01,2697075.0,,,,,,,,
412,2011-09-02,2137717.0,,,,,,,,
413,2011-09-03,1915556.0,,,,,,,,
414,2011-09-04,14465534.0,,,,,,,,
415,2011-09-05,17811450.0,,,,,,,,
416,2011-09-06,22781634.0,,,,,,,,
417,2011-09-07,4419019.0,,,,,,,,
418,2011-09-08,2665630.0,,,,,,,,
419,2011-09-09,2313868.0,,,,,,,,
420,2011-09-10,1297421.0,,,,,,,,
421,2011-09-11,5391238.0,,,,,,,,
422,2011-09-12,3728733.0,,,,,,,,
423,2011-09-13,2077970.0,,,,,,,,
424,2011-09-14,1684541.0,,,,,,,,
425,2011-09-15,1521029.0,,,,,,,,
426,2011-09-16,3226105.0,,,,,,,,
427,2011-09-17,1661583.0,,,,,,,,
428,2011-09-18,1444537.0,,,,,,,,
429,2011-09-19,1743301.0,,,,,,,,
430,2011-09-20,2002786.0,,,,,,,,
431,2011-09-21,2278871.0,,,,,,,,
432,2011-09-22,1677465.0,,,,,,,,
433,2011-09-23,1853645.0,,,,,,,,
434,2011-09-24,1239196.0,,,,,,,,
435,2011-09-25,1551787.0,,,,,,,,
436,2011-09-26,1417325.0,,,,,,,,
437,2011-09-27,2068189.0,,,,,,,,
438,2011-09-28,1694864.0,,,,,,,,
439,2011-09-29,1562958.0,,,,,,,,
440,2011-09-30,1414078.0,,,,,,,,
441,2011-10-01,2099045.0,,,,,,,,
442,2011-10-02,1588012.0,,,,,,,,
443,2011-10-03,2015306.0,,,,,,,,
444,2011-10-04,2063034.0,,,,,,,,
445,2011-10-05,1964466.0,,,,,,,,
446,2011-10-06,2528014.0,,,,,,,,
447,2011-10-07,1689556.0,,,,,,,,
448,2011-10-08,1148758.0,,,,,,,,
449,2011-10-09,1202993.0,,,,,,,,
450,2011-10-10,1270523.0,,,,,,,,
451,2011-10-11,1308322.0,,,,,,,,
452,2011-10-12,1271263.0,,,,,,,,
453,2011-10-13,1223702.0,,,,,,,,
454,2011-10-14,1082234.0,,,,,,,,
455,2011-10-15,1466778.0,,,,,,,,
456,2011-10-16,942660.0,,,,,,,,
457,2011-10-17,1465021.0,,,,,,,,
458,2011-10-18,833736.0,,,,,,,,
459,2011-10-19,703746.0,,,,,,,,
460,2011-10-20,670394.0,,,,,,,,
461,2011-10-21,1378111.0,,,,,,,,
462,2011-10-22,1612804.0,,,,,,,,
463,2011-10-23,1762098.0,,,,,,,,
464,2011-10-24,1027870.0,,,,,,,,
465,2011-10-25,988007.0,,,,,,,,
466,2011-10-26,1168805.0,,,,,,,,
467,2011-10-27,1461227.0,,,,,,,,
468,2011-10-28,1393143.0,,,,,,,,
469,2011-10-29,1460918.0,,,,,,,,
470,2011-10-30,704361.0,,,,,,,,
471,2011-10-31,1240930.0,,,,,,,,
472,2011-11-01,1694623.0,,,,,,,,
473,2011-11-02,1276542.0,,,,,,,,
474,2011-11-03,1110698.0,,,,,,,,
475,2011-11-04,1225916.0,,,,,,,,
476,2011-11-05,856722.0,,,,,,,,
477,2011-11-06,651607.0,,,,,,,,
478,2011-11-07,776372.0,,,,,,,,
479,2011-11-08,3357726.0,,,,,,,,
480,2011-11-09,2924290.0,,,,,,,,
481,2011-11-10,1031235.0,,,,,,,,
482,2011-11-11,885763.0,,,,,,,,
483,2011-11-12,791476.0,,,,,,,,
484,2011-11-13,731488.0,,,,,,,,
485,2011-11-14,912238.0,,,,,,,,
486,2011-11-15,798291.0,,,,,,,,
487,2011-11-16,4948505.0,,,,,,,,
488,2011-11-17,7886836.0,,,,,,,,
489,2011-11-18,10930167.0,,,,,,,,
490,2011-11-19,8579212.0,,,,,,,,
491,2011-11-20,3279969.0,,,,,,,,
492,2011-11-21,3696209.0,,,,,,,,
493,2011-11-22,8179625.0,,,,,,,,
494,2011-11-23,3550536.0,,,,,,,,
495,2011-11-24,3513537.0,,,,,,,,
496,2011-11-25,2573232.0,,,,,,,,
497,2011-11-26,3833811.0,,,,,,,,
498,2011-11-27,4326555.0,,,,,,,,
499,2011-11-28,9995699.0,,,,,,,,
500,2011-11-29,10356925.0,,,,,,,,
501,2011-11-30,18628125.0,,,,,,,,
502,2011-12-01,6285358.0,,,,,,,,
503,2011-12-02,16801735.0,,,,,,,,
504,2011-12-03,10182367.0,,,,,,,,
505,2011-12-04,8152955.0,,,,,,,,
506,2011-12-05,8320774.0,,,,,,,,
507,2011-12-06,20233734.0,,,,,,,,
508,2011-12-07,16725021.0,,,,,,,,
509,2011-12-08,13535627.0,,,,,,,,
510,2011-12-09,5811761.0,,,,,,,,
511,2011-12-10,3220391.0,,,,,,,,
512,2011-12-11,2584448.0,,,,,,,,
513,2011-12-12,2209682.0,,,,,,,,
514,2011-12-13,987103.0,,,,,,,,
515,2011-12-14,961137.0,,,,,,,,
516,2011-12-15,1273384.0,,,,,,,,
517,2011-12-16,1390447.0,,,,,,,,
518,2011-12-17,977520.0,,,,,,,,
519,2011-12-18,858448.0,,,,,,,,
520,2011-12-19,1413728.0,,,,,,,,
521,2011-12-20,1767935.0,,,,,,,,
522,2011-12-21,2065947.0,,,,,,,,
523,2011-12-22,1507131.0,,,,,,,,
524,2011-12-23,881943.0,,,,,,,,
525,2011-12-24,1038443.0,,,,,,,,
526,2011-12-25,1004548.0,,,,,,,,
527,2011-12-26,2634707.0,,,,,,,,
528,2011-12-27,2498285.0,,,,,,,,
529,2011-12-28,920166.0,,,,,,,,
530,2011-12-29,1913391.0,,,,,,,,
531,2011-12-30,982912.0,,,,,,,,
532,2011-12-31,952006.0,,,,,,,,
533,2012-01-01,1453852.0,,,,,,,,
534,2012-01-02,1126956.0,,,,,,,,
535,2012-01-03,1075720.0,,,,,,,,
536,2012-01-04,1843718.0,,,,,,,,
537,2012-01-05,3946631.0,,,,,,,,
538,2012-01-06,3333381.0,,,,,,,,
539,2012-01-07,1522076.0,,,,,,,,
540,2012-01-08,1934704.0,,,,,,,,
541,2012-01-09,2378471.0,,,,,,,,
542,2012-01-10,1975895.0,,,,,,,,
543,2012-01-11,2088020.0,,,,,,,,
544,2012-01-12,1883094.0,,,,,,,,
545,2012-01-13,2210023.0,,,,,,,,
546,2012-01-14,1835826.0,,,,,,,,
547,2012-01-15,1514197.0,,,,,,,,
548,2012-01-16,2444233.0,,,,,,,,
549,2012-01-17,2164108.0,,,,,,,,
550,2012-01-18,1753383.0,,,,,,,,
551,2012-01-19,1943856.0,,,,,,,,
552,2012-01-20,1811131.0,,,,,,,,
553,2012-01-21,1303668.0,,,,,,,,
554,2012-01-22,1142725.0,,,,,,,,
555,2012-01-23,1304509.0,,,,,,,,
556,2012-01-24,1897292.0,,,,,,,,
557,2012-01-25,2059954.0,,,,,,,,
558,2012-01-26,1954299.0,,,,,,,,
559,2012-01-27,1574839.0,,,,,,,,
560,2012-01-28,1023699.0,,,,,,,,
561,2012-01-29,1495524.0,,,,,,,,
562,2012-01-30,1350266.0,,,,,,,,
563,2012-01-31,1421752.0,,,,,,,,
564,2012-02-01,2126460.0,,,,,,,,
565,2012-02-02,1859646.0,,,,,,,,
566,2012-02-03,1858989.0,,,,,,,,
567,2012-02-04,1739513.0,,,,,,,,
568,2012-02-05,1691839.0,,,,,,,,
569,2012-02-06,1465193.0,,,,,,,,
570,2012-02-07,1437572.0,,,,,,,,
571,2012-02-08,1328367.0,,,,,,,,
572,2012-02-09,1153120.0,,,,,,,,
573,2012-02-10,1544778.0,,,,,,,,
574,2012-02-11,2261162.0,,,,,,,,
575,2012-02-12,1443183.0,,,,,,,,
576,2012-02-13,1968659.0,,,,,,,,
577,2012-02-14,6285130.0,,,,,,,,
578,2012-02-15,5667751.0,,,,,,,,
579,2012-02-16,6628645.0,,,,,,,,
580,2012-02-17,3942860.0,,,,,,,,
581,2012-02-18,2739236.0,,,,,,,,
582,2012-02-19,1406143.0,,,,,,,,
583,2012-02-20,1667840.0,,,,,,,,
584,2012-02-21,1449181.0,,,,,,,,
585,2012-02-22,3156294.0,,,,,,,,
586,2012-02-23,2956432.0,,,,,,,,
587,2012-02-24,2583712.0,,,,,,,,
588,2012-02-25,1679910.0,,,,,,,,
589,2012-02-26,1306887.0,,,,,,,,
590,2012-02-27,1531069.0,,,,,,,,
591,2012-02-28,1504041.0,,,,,,,,
592,2012-02-29,1316007.0,,,,,,,,
593,2012-03-01,3035857.0,,,,,,,,
594,2012-03-02,2466215.0,,,,,,,,
595,2012-03-03,1598967.0,,,,,,,,
596,2012-03-04,2946847.0,,,,,,,,
597,2012-03-05,1595462.0,,,,,,,,
598,2012-03-06,1498663.0,,,,,,,,
599,2012-03-07,1557692.0,,,,,,,,
600,2012-03-08,2290285.0,,,,,,,,
601,2012-03-09,2569707.0,,,,,,,,
602,2012-03-10,1587301.0,,,,,,,,
603,2012-03-11,1668072.0,,,,,,,,
604,2012-03-12,2508840.0,,,,,,,,
605,2012-03-13,2311691.0,,,,,,,,
606,2012-03-14,2783667.0,,,,,,,,
607,2012-03-15,2282739.0,,,,,,,,
608,2012-03-16,2395115.0,,,,,,,,
609,2012-03-17,2163665.0,,,,,,,,
