,Time,BTC_Sent_From_Unique_Address_Count,ETH_Sent_From_Unique_Address_Count,XRP_Sent_From_Unique_Address_Count,DOGE_Sent_From_Unique_Address_Count,LTC_Sent_From_Unique_Address_Count,BCH_Sent_From_Unique_Address_Count,XMR_Sent_From_Unique_Address_Count,DASH_Sent_From_Unique_Address_Count,ZEC_Sent_From_Unique_Address_Count
258,2009-09-24,40.0,,,,,,,,
259,2009-09-25,36.0,,,,,,,,
260,2009-09-26,40.0,,,,,,,,
261,2009-09-27,27.0,,,,,,,,
262,2009-09-28,28.0,,,,,,,,
263,2009-09-29,34.0,,,,,,,,
264,2009-09-30,31.0,,,,,,,,
265,2009-10-01,27.0,,,,,,,,
266,2009-10-02,35.0,,,,,,,,
267,2009-10-03,36.0,,,,,,,,
268,2009-10-04,31.0,,,,,,,,
269,2009-10-05,34.0,,,,,,,,
270,2009-10-06,25.0,,,,,,,,
271,2009-10-07,36.0,,,,,,,,
272,2009-10-08,32.0,,,,,,,,
273,2009-10-09,38.0,,,,,,,,
274,2009-10-10,38.0,,,,,,,,
275,2009-10-11,44.0,,,,,,,,
276,2009-10-12,29.0,,,,,,,,
277,2009-10-13,32.0,,,,,,,,
278,2009-10-14,42.0,,,,,,,,
279,2009-10-15,35.0,,,,,,,,
280,2009-10-16,28.0,,,,,,,,
281,2009-10-17,31.0,,,,,,,,
282,2009-10-18,39.0,,,,,,,,
283,2009-10-19,37.0,,,,,,,,
284,2009-10-20,43.0,,,,,,,,
285,2009-10-21,41.0,,,,,,,,
286,2009-10-22,49.0,,,,,,,,
287,2009-10-23,51.0,,,,,,,,
288,2009-10-24,49.0,,,,,,,,
289,2009-10-25,51.0,,,,,,,,
290,2009-10-26,45.0,,,,,,,,
291,2009-10-27,40.0,,,,,,,,
292,2009-10-28,43.0,,,,,,,,
293,2009-10-29,28.0,,,,,,,,
294,2009-10-30,32.0,,,,,,,,
295,2009-10-31,41.0,,,,,,,,
296,2009-11-01,24.0,,,,,,,,
297,2009-11-02,13.0,,,,,,,,
298,2009-11-03,40.0,,,,,,,,
299,2009-11-04,34.0,,,,,,,,
300,2009-11-05,34.0,,,,,,,,
301,2009-11-06,35.0,,,,,,,,
302,2009-11-07,44.0,,,,,,,,
303,2009-11-08,41.0,,,,,,,,
304,2009-11-09,29.0,,,,,,,,
305,2009-11-10,47.0,,,,,,,,
306,2009-11-11,38.0,,,,,,,,
307,2009-11-12,32.0,,,,,,,,
308,2009-11-13,49.0,,,,,,,,
309,2009-11-14,44.0,,,,,,,,
310,2009-11-15,49.0,,,,,,,,
311,2009-11-16,56.0,,,,,,,,
312,2009-11-17,55.0,,,,,,,,
313,2009-11-18,44.0,,,,,,,,
314,2009-11-19,42.0,,,,,,,,
315,2009-11-20,49.0,,,,,,,,
316,2009-11-21,50.0,,,,,,,,
317,2009-11-22,62.0,,,,,,,,
318,2009-11-23,49.0,,,,,,,,
319,2009-11-24,58.0,,,,,,,,
320,2009-11-25,52.0,,,,,,,,
321,2009-11-26,50.0,,,,,,,,
322,2009-11-27,45.0,,,,,,,,
323,2009-11-28,33.0,,,,,,,,
324,2009-11-29,21.0,,,,,,,,
325,2009-11-30,43.0,,,,,,,,
326,2009-12-01,31.0,,,,,,,,
327,2009-12-02,47.0,,,,,,,,
328,2009-12-03,48.0,,,,,,,,
329,2009-12-04,33.0,,,,,,,,
330,2009-12-05,57.0,,,,,,,,
331,2009-12-06,72.0,,,,,,,,
332,2009-12-07,75.0,,,,,,,,
333,2009-12-08,72.0,,,,,,,,
334,2009-12-09,72.0,,,,,,,,
335,2009-12-10,67.0,,,,,,,,
336,2009-12-11,61.0,,,,,,,,
337,2009-12-12,71.0,,,,,,,,
338,2009-12-13,70.0,,,,,,,,
339,2009-12-14,62.0,,,,,,,,
340,2009-12-15,69.0,,,,,,,,
341,2009-12-16,84.0,,,,,,,,
342,2009-12-17,106.0,,,,,,,,
343,2009-12-18,146.0,,,,,,,,
344,2009-12-19,139.0,,,,,,,,
345,2009-12-20,114.0,,,,,,,,
346,2009-12-21,110.0,,,,,,,,
347,2009-12-22,117.0,,,,,,,,
348,2009-12-23,105.0,,,,,,,,
349,2009-12-24,99.0,,,,,,,,
350,2009-12-25,100.0,,,,,,,,
351,2009-12-26,111.0,,,,,,,,
352,2009-12-27,102.0,,,,,,,,
353,2009-12-28,79.0,,,,,,,,
354,2009-12-29,121.0,,,,,,,,
355,2009-12-30,95.0,,,,,,,,
356,2009-12-31,98.0,,,,,,,,
357,2010-01-01,90.0,,,,,,,,
358,2010-01-02,92.0,,,,,,,,
359,2010-01-03,135.0,,,,,,,,
360,2010-01-04,130.0,,,,,,,,
361,2010-01-05,135.0,,,,,,,,
362,2010-01-06,108.0,,,,,,,,
363,2010-01-07,96.0,,,,,,,,
364,2010-01-08,94.0,,,,,,,,
365,2010-01-09,91.0,,,,,,,,
366,2010-01-10,133.0,,,,,,,,
367,2010-01-11,103.0,,,,,,,,
368,2010-01-12,118.0,,,,,,,,
369,2010-01-13,99.0,,,,,,,,
370,2010-01-14,88.0,,,,,,,,
371,2010-01-15,92.0,,,,,,,,
372,2010-01-16,87.0,,,,,,,,
373,2010-01-17,95.0,,,,,,,,
374,2010-01-18,98.0,,,,,,,,
375,2010-01-19,93.0,,,,,,,,
376,2010-01-20,133.0,,,,,,,,
377,2010-01-21,123.0,,,,,,,,
378,2010-01-22,90.0,,,,,,,,
379,2010-01-23,113.0,,,,,,,,
380,2010-01-24,91.0,,,,,,,,
381,2010-01-25,158.0,,,,,,,,
382,2010-01-26,138.0,,,,,,,,
383,2010-01-27,118.0,,,,,,,,
384,2010-01-28,129.0,,,,,,,,
385,2010-01-29,145.0,,,,,,,,
386,2010-01-30,156.0,,,,,,,,
387,2010-01-31,147.0,,,,,,,,
388,2010-02-01,169.0,,,,,,,,
389,2010-02-02,121.0,,,,,,,,
390,2010-02-03,211.0,,,,,,,,
391,2010-02-04,169.0,,,,,,,,
392,2010-02-05,173.0,,,,,,,,
393,2010-02-06,147.0,,,,,,,,
394,2010-02-07,189.0,,,,,,,,
395,2010-02-08,158.0,,,,,,,,
396,2010-02-09,159.0,,,,,,,,
397,2010-02-10,122.0,,,,,,,,
398,2010-02-11,128.0,,,,,,,,
399,2010-02-12,145.0,,,,,,,,
400,2010-02-13,195.0,,,,,,,,
401,2010-02-14,160.0,,,,,,,,
402,2010-02-15,130.0,,,,,,,,
403,2010-02-16,155.0,,,,,,,,
404,2010-02-17,177.0,,,,,,,,
405,2010-02-18,149.0,,,,,,,,
406,2010-02-19,143.0,,,,,,,,
407,2010-02-20,164.0,,,,,,,,
408,2010-02-21,157.0,,,,,,,,
409,2010-02-22,182.0,,,,,,,,
410,2010-02-23,188.0,,,,,,,,
411,2010-02-24,116.0,,,,,,,,
412,2010-02-25,103.0,,,,,,,,
413,2010-02-26,120.0,,,,,,,,
414,2010-02-27,131.0,,,,,,,,
415,2010-02-28,115.0,,,,,,,,
416,2010-03-01,144.0,,,,,,,,
417,2010-03-02,140.0,,,,,,,,
418,2010-03-03,107.0,,,,,,,,
419,2010-03-04,125.0,,,,,,,,
420,2010-03-05,114.0,,,,,,,,
421,2010-03-06,126.0,,,,,,,,
422,2010-03-07,133.0,,,,,,,,
423,2010-03-08,86.0,,,,,,,,
424,2010-03-09,100.0,,,,,,,,
425,2010-03-10,117.0,,,,,,,,
426,2010-03-11,93.0,,,,,,,,
427,2010-03-12,83.0,,,,,,,,
428,2010-03-13,117.0,,,,,,,,
429,2010-03-14,91.0,,,,,,,,
430,2010-03-15,98.0,,,,,,,,
431,2010-03-16,95.0,,,,,,,,
432,2010-03-17,101.0,,,,,,,,
433,2010-03-18,106.0,,,,,,,,
434,2010-03-19,104.0,,,,,,,,
435,2010-03-20,155.0,,,,,,,,
436,2010-03-21,136.0,,,,,,,,
437,2010-03-22,127.0,,,,,,,,
438,2010-03-23,148.0,,,,,,,,
439,2010-03-24,119.0,,,,,,,,
440,2010-03-25,139.0,,,,,,,,
441,2010-03-26,146.0,,,,,,,,
442,2010-03-27,135.0,,,,,,,,
443,2010-03-28,140.0,,,,,,,,
444,2010-03-29,133.0,,,,,,,,
445,2010-03-30,154.0,,,,,,,,
446,2010-03-31,149.0,,,,,,,,
447,2010-04-01,119.0,,,,,,,,
448,2010-04-02,109.0,,,,,,,,
449,2010-04-03,111.0,,,,,,,,
450,2010-04-04,132.0,,,,,,,,
451,2010-04-05,127.0,,,,,,,,
452,2010-04-06,121.0,,,,,,,,
453,2010-04-07,137.0,,,,,,,,
454,2010-04-08,146.0,,,,,,,,
455,2010-04-09,199.0,,,,,,,,
456,2010-04-10,246.0,,,,,,,,
457,2010-04-11,233.0,,,,,,,,
458,2010-04-12,200.0,,,,,,,,
459,2010-04-13,169.0,,,,,,,,
460,2010-04-14,169.0,,,,,,,,
461,2010-04-15,235.0,,,,,,,,
462,2010-04-16,169.0,,,,,,,,
463,2010-04-17,188.0,,,,,,,,
464,2010-04-18,3288.0,,,,,,,,
465,2010-04-19,213.0,,,,,,,,
466,2010-04-20,181.0,,,,,,,,
467,2010-04-21,194.0,,,,,,,,
468,2010-04-22,145.0,,,,,,,,
469,2010-04-23,162.0,,,,,,,,
470,2010-04-24,150.0,,,,,,,,
471,2010-04-25,144.0,,,,,,,,
472,2010-04-26,170.0,,,,,,,,
473,2010-04-27,172.0,,,,,,,,
474,2010-04-28,168.0,,,,,,,,
475,2010-04-29,128.0,,,,,,,,
476,2010-04-30,127.0,,,,,,,,
477,2010-05-01,134.0,,,,,,,,
478,2010-05-02,126.0,,,,,,,,
479,2010-05-03,140.0,,,,,,,,
480,2010-05-04,133.0,,,,,,,,
481,2010-05-05,133.0,,,,,,,,
482,2010-05-06,143.0,,,,,,,,
483,2010-05-07,126.0,,,,,,,,
484,2010-05-08,155.0,,,,,,,,
485,2010-05-09,159.0,,,,,,,,
486,2010-05-10,129.0,,,,,,,,
487,2010-05-11,109.0,,,,,,,,
488,2010-05-12,120.0,,,,,,,,
489,2010-05-13,124.0,,,,,,,,
490,2010-05-14,132.0,,,,,,,,
491,2010-05-15,93.0,,,,,,,,
492,2010-05-16,103.0,,,,,,,,
493,2010-05-17,148.0,,,,,,,,
494,2010-05-18,189.0,,,,,,,,
495,2010-05-19,189.0,,,,,,,,
496,2010-05-20,194.0,,,,,,,,
497,2010-05-21,187.0,,,,,,,,
498,2010-05-22,195.0,,,,,,,,
499,2010-05-23,283.0,,,,,,,,
500,2010-05-24,207.0,,,,,,,,
501,2010-05-25,215.0,,,,,,,,
502,2010-05-26,234.0,,,,,,,,
503,2010-05-27,206.0,,,,,,,,
504,2010-05-28,247.0,,,,,,,,
505,2010-05-29,208.0,,,,,,,,
506,2010-05-30,176.0,,,,,,,,
507,2010-05-31,178.0,,,,,,,,
508,2010-06-01,165.0,,,,,,,,
509,2010-06-02,172.0,,,,,,,,
510,2010-06-03,193.0,,,,,,,,
511,2010-06-04,157.0,,,,,,,,
512,2010-06-05,164.0,,,,,,,,
513,2010-06-06,173.0,,,,,,,,
514,2010-06-07,179.0,,,,,,,,
515,2010-06-08,198.0,,,,,,,,
516,2010-06-09,198.0,,,,,,,,
517,2010-06-10,196.0,,,,,,,,
518,2010-06-11,236.0,,,,,,,,
519,2010-06-12,189.0,,,,,,,,
520,2010-06-13,218.0,,,,,,,,
521,2010-06-14,226.0,,,,,,,,
522,2010-06-15,234.0,,,,,,,,
523,2010-06-16,171.0,,,,,,,,
524,2010-06-17,184.0,,,,,,,,
525,2010-06-18,170.0,,,,,,,,
526,2010-06-19,197.0,,,,,,,,
527,2010-06-20,197.0,,,,,,,,
528,2010-06-21,240.0,,,,,,,,
529,2010-06-22,217.0,,,,,,,,
530,2010-06-23,223.0,,,,,,,,
531,2010-06-24,203.0,,,,,,,,
532,2010-06-25,161.0,,,,,,,,
533,2010-06-26,169.0,,,,,,,,
534,2010-06-27,187.0,,,,,,,,
535,2010-06-28,164.0,,,,,,,,
536,2010-06-29,216.0,,,,,,,,
537,2010-06-30,234.0,,,,,,,,
538,2010-07-01,243.0,,,,,,,,
539,2010-07-02,198.0,,,,,,,,
540,2010-07-03,234.0,,,,,,,,
541,2010-07-04,180.0,,,,,,,,
542,2010-07-05,200.0,,,,,,,,
543,2010-07-06,168.0,,,,,,,,
544,2010-07-07,186.0,,,,,,,,
545,2010-07-08,189.0,,,,,,,,
546,2010-07-09,216.0,,,,,,,,
547,2010-07-10,189.0,,,,,,,,
548,2010-07-11,364.0,,,,,,,,
549,2010-07-12,2570.0,,,,,,,,
550,2010-07-13,1425.0,,,,,,,,
551,2010-07-14,6080.0,,,,,,,,
552,2010-07-15,1209.0,,,,,,,,
553,2010-07-16,1101.0,,,,,,,,
554,2010-07-17,390.0,,,,,,,,
555,2010-07-18,424.0,,,,,,,,
556,2010-07-19,553.0,,,,,,,,
557,2010-07-20,632.0,,,,,,,,
558,2010-07-21,440.0,,,,,,,,
559,2010-07-22,412.0,,,,,,,,
560,2010-07-23,405.0,,,,,,,,
561,2010-07-24,645.0,,,,,,,,
562,2010-07-25,1793.0,,,,,,,,
563,2010-07-26,408.0,,,,,,,,
564,2010-07-27,419.0,,,,,,,,
565,2010-07-28,343.0,,,,,,,,
566,2010-07-29,367.0,,,,,,,,
567,2010-07-30,293.0,,,,,,,,
568,2010-07-31,263.0,,,,,,,,
569,2010-08-01,331.0,,,,,,,,
570,2010-08-02,335.0,,,,,,,,
571,2010-08-03,596.0,,,,,,,,
572,2010-08-04,465.0,,,,,,,,
573,2010-08-05,544.0,,,,,,,,
574,2010-08-06,369.0,,,,,,,,
575,2010-08-07,245.0,,,,,,,,
576,2010-08-08,387.0,,,,,,,,
577,2010-08-09,442.0,,,,,,,,
578,2010-08-10,299.0,,,,,,,,
579,2010-08-11,362.0,,,,,,,,
580,2010-08-12,353.0,,,,,,,,
581,2010-08-13,529.0,,,,,,,,
582,2010-08-14,355.0,,,,,,,,
583,2010-08-15,226.0,,,,,,,,
584,2010-08-16,449.0,,,,,,,,
585,2010-08-17,320.0,,,,,,,,
586,2010-08-18,387.0,,,,,,,,
587,2010-08-19,301.0,,,,,,,,
588,2010-08-20,385.0,,,,,,,,
589,2010-08-21,332.0,,,,,,,,
590,2010-08-22,324.0,,,,,,,,
591,2010-08-23,352.0,,,,,,,,
592,2010-08-24,336.0,,,,,,,,
593,2010-08-25,338.0,,,,,,,,
594,2010-08-26,314.0,,,,,,,,
595,2010-08-27,253.0,,,,,,,,
596,2010-08-28,311.0,,,,,,,,
597,2010-08-29,241.0,,,,,,,,
598,2010-08-30,316.0,,,,,,,,
599,2010-08-31,387.0,,,,,,,,
600,2010-09-01,365.0,,,,,,,,
601,2010-09-02,259.0,,,,,,,,
602,2010-09-03,315.0,,,,,,,,
603,2010-09-04,242.0,,,,,,,,
604,2010-09-05,296.0,,,,,,,,
605,2010-09-06,260.0,,,,,,,,
606,2010-09-07,245.0,,,,,,,,
607,2010-09-08,306.0,,,,,,,,
608,2010-09-09,313.0,,,,,,,,
609,2010-09-10,312.0,,,,,,,,
610,2010-09-11,280.0,,,,,,,,
611,2010-09-12,373.0,,,,,,,,
612,2010-09-13,457.0,,,,,,,,
613,2010-09-14,388.0,,,,,,,,
614,2010-09-15,430.0,,,,,,,,
615,2010-09-16,363.0,,,,,,,,
616,2010-09-17,319.0,,,,,,,,
617,2010-09-18,338.0,,,,,,,,
618,2010-09-19,311.0,,,,,,,,
619,2010-09-20,458.0,,,,,,,,
620,2010-09-21,899.0,,,,,,,,
621,2010-09-22,782.0,,,,,,,,
622,2010-09-23,663.0,,,,,,,,
623,2010-09-24,530.0,,,,,,,,
624,2010-09-25,563.0,,,,,,,,
625,2010-09-26,387.0,,,,,,,,
626,2010-09-27,649.0,,,,,,,,
627,2010-09-28,429.0,,,,,,,,
628,2010-09-29,912.0,,,,,,,,
629,2010-09-30,380.0,,,,,,,,
630,2010-10-01,613.0,,,,,,,,
631,2010-10-02,561.0,,,,,,,,
632,2010-10-03,455.0,,,,,,,,
633,2010-10-04,456.0,,,,,,,,
634,2010-10-05,454.0,,,,,,,,
635,2010-10-06,435.0,,,,,,,,
636,2010-10-07,347.0,,,,,,,,
637,2010-10-08,392.0,,,,,,,,
638,2010-10-09,440.0,,,,,,,,
639,2010-10-10,396.0,,,,,,,,
640,2010-10-11,372.0,,,,,,,,
641,2010-10-12,396.0,,,,,,,,
642,2010-10-13,408.0,,,,,,,,
643,2010-10-14,388.0,,,,,,,,
644,2010-10-15,372.0,,,,,,,,
645,2010-10-16,455.0,,,,,,,,
646,2010-10-17,479.0,,,,,,,,
647,2010-10-18,644.0,,,,,,,,
