,Time,BTC_Average_Block_Time_Minutes,ETH_Average_Block_Time_Minutes,XRP_Average_Block_Time_Minutes,DOGE_Average_Block_Time_Minutes,LTC_Average_Block_Time_Minutes,BCH_Average_Block_Time_Minutes,XMR_Average_Block_Time_Minutes,DASH_Average_Block_Time_Minutes,ZEC_Average_Block_Time_Minutes
2229,2015-02-16,9.172,,,1.06,2.571,,1.068,2.623,
2230,2015-02-17,9.664,,,1.053,2.637,,0.984,2.609,
2231,2015-02-18,8.623,,,1.043,2.491,,0.999,2.642,
2232,2015-02-19,8.675,,,1.043,2.697,,0.999,2.604,
2233,2015-02-20,9.114,,,1.053,2.544,,1.011,2.623,
2234,2015-02-21,10.141,,,1.057,2.4,,1.008,2.613,
2235,2015-02-22,9.536,,,1.039,2.392,,0.994,2.652,
2236,2015-02-23,10.141,,,1.062,2.562,,0.978,2.618,
2237,2015-02-24,11.163,,,1.044,2.408,,1.013,2.637,
2238,2015-02-25,9.057,,,1.055,2.478,,1.03,2.623,
2239,2015-02-26,9.6,,,1.048,2.722,,1.001,2.628,
2240,2015-02-27,9.474,,,1.054,2.504,,1.021,2.613,
2241,2015-02-28,10.141,,,1.043,2.478,,0.993,2.613,
2242,2015-03-01,10.286,,,1.05,2.487,,1.001,2.647,
2243,2015-03-02,9.114,,,1.043,2.697,,1.011,2.642,
2244,2015-03-03,9.114,,,1.055,2.483,,0.99,2.609,
2245,2015-03-04,10.286,,,1.046,2.571,,1.018,2.618,
2246,2015-03-05,10.909,,,1.054,2.769,,1.051,2.623,
2247,2015-03-06,9.73,,,1.06,2.509,,0.955,2.609,
2248,2015-03-07,10.286,,,1.043,2.453,,0.997,2.633,
2249,2015-03-08,9.231,,,1.056,2.388,,1.03,2.657,
2250,2015-03-09,10.0,,,1.047,2.376,,1.008,2.604,
2251,2015-03-10,9.474,,,1.053,2.25,,1.0,2.637,
2252,2015-03-11,9.351,,,1.047,2.388,,0.982,2.623,
2253,2015-03-12,10.992,,,1.047,2.581,,1.028,2.613,
2254,2015-03-13,9.863,,,1.06,2.5,,0.968,2.647,
2255,2015-03-14,10.992,,,1.054,2.404,,1.032,2.613,
2256,2015-03-15,10.07,,,1.055,2.748,,1.011,2.642,
2257,2015-03-16,10.36,,,1.04,2.513,,0.989,2.633,
2258,2015-03-17,11.25,,,1.056,2.851,,1.018,2.637,
2259,2015-03-18,9.412,,,1.072,3.243,,1.006,2.599,
2260,2015-03-19,10.511,,,1.052,3.273,,0.993,2.623,
2261,2015-03-20,10.667,,,1.043,2.727,,1.003,2.633,
2262,2015-03-21,9.536,,,1.059,2.172,,1.009,2.585,
2263,2015-03-22,10.141,,,1.053,2.202,,1.029,2.647,
2264,2015-03-23,9.931,,,1.06,2.297,,1.015,2.604,
2265,2015-03-24,8.324,,,1.056,2.341,,1.014,2.637,
2266,2015-03-25,8.889,,,1.048,2.179,,0.99,2.618,
2267,2015-03-26,9.73,,,1.053,2.412,,1.01,2.613,
2268,2015-03-27,8.421,,,1.04,2.509,,1.013,2.647,
2269,2015-03-28,9.73,,,1.04,2.445,,1.003,2.662,
2270,2015-03-29,9.412,,,1.053,2.38,,0.98,2.618,
2271,2015-03-30,10.141,,,1.045,2.441,,1.0,2.59,
2272,2015-03-31,9.6,,,1.048,2.449,,0.987,2.677,
2273,2015-04-01,10.909,,,1.056,2.732,,1.014,2.595,
2274,2015-04-02,8.675,,,1.042,2.722,,1.005,2.647,
2275,2015-04-03,9.863,,,1.04,2.289,,0.994,3.137,
2276,2015-04-04,9.412,,,1.056,2.462,,1.008,2.647,
2277,2015-04-05,9.73,,,1.056,2.462,,1.009,2.59,
2278,2015-04-06,11.429,,,1.068,2.585,,1.02,2.623,
2279,2015-04-07,9.474,,,1.065,2.445,,1.007,2.637,
2280,2015-04-08,11.52,,,1.049,2.392,,0.999,2.618,
2281,2015-04-09,10.827,,,1.07,2.623,,1.03,2.692,
2282,2015-04-10,9.474,,,1.062,2.526,,0.993,2.585,
2283,2015-04-11,10.286,,,1.055,2.549,,1.001,2.613,
2284,2015-04-12,11.25,,,1.054,2.353,,1.003,2.633,
2285,2015-04-13,9.231,,,1.051,2.697,,1.013,2.599,
2286,2015-04-14,9.664,,,1.05,2.652,,1.008,2.633,
2287,2015-04-15,11.803,,,1.038,2.33,,0.999,2.633,
2288,2015-04-16,10.435,,,1.056,2.334,,0.994,2.623,
2289,2015-04-17,11.429,,,1.047,2.687,,1.009,2.642,
2290,2015-04-18,9.863,,,1.057,2.599,,0.999,2.609,
2291,2015-04-19,9.931,,,1.064,2.595,,1.04,2.618,
2292,2015-04-20,9.351,,,1.057,2.308,,0.984,2.633,
2293,2015-04-21,9.412,,,1.053,2.432,,1.02,2.633,
2294,2015-04-22,9.474,,,1.051,2.474,,1.028,2.618,
2295,2015-04-23,11.077,,,1.047,2.599,,0.993,2.604,
2296,2015-04-24,11.613,,,1.046,2.759,,0.997,2.637,
2297,2015-04-25,8.834,,,1.052,2.496,,0.982,2.581,
2298,2015-04-26,10.0,,,1.054,2.478,,1.039,2.657,
2299,2015-04-27,10.511,,,1.06,2.59,,1.005,2.633,
2300,2015-04-28,9.412,,,1.045,2.567,,1.011,2.652,
2301,2015-04-29,11.339,,,1.056,2.334,,1.01,2.613,
2302,2015-04-30,10.746,,,1.051,2.432,,1.008,2.599,
2303,2015-05-01,9.73,,,1.039,2.478,,1.016,2.633,
2304,2015-05-02,9.796,,,1.059,2.609,,0.998,2.623,
2305,2015-05-03,10.213,,,1.049,2.712,,1.014,2.604,
2306,2015-05-04,11.25,,,1.053,2.445,,1.013,2.628,
2307,2015-05-05,9.351,,,1.049,2.732,,1.01,2.652,
2308,2015-05-06,8.944,,,1.043,2.595,,1.007,2.623,
2309,2015-05-07,10.213,,,1.041,2.361,,0.999,2.633,
2310,2015-05-08,9.6,,,1.045,2.293,,0.999,2.604,
2311,2015-05-09,11.163,,,1.054,2.376,,1.018,2.657,
2312,2015-05-10,11.163,,,1.034,2.368,,1.016,2.613,
2313,2015-05-11,9.114,,,1.048,2.753,,0.987,2.628,
2314,2015-05-12,9.6,,,1.05,2.642,,1.045,2.623,
2315,2015-05-13,8.889,,,1.04,2.54,,0.99,2.604,
2316,2015-05-14,9.351,,,1.056,2.445,,0.997,2.672,
2317,2015-05-15,9.796,,,1.049,2.483,,0.98,2.613,
2318,2015-05-16,10.909,,,1.049,2.432,,1.003,2.609,
2319,2015-05-17,8.421,,,1.047,2.549,,0.984,2.642,
2320,2015-05-18,10.0,,,1.048,2.437,,1.038,2.647,
2321,2015-05-19,11.077,,,1.047,2.513,,0.985,2.604,
2322,2015-05-20,9.931,,,1.047,2.357,,1.021,2.628,
2323,2015-05-21,9.29,,,1.046,2.697,,1.014,2.604,
2324,2015-05-22,10.435,,,1.047,2.567,,0.97,2.637,
2325,2015-05-23,12.857,,,1.048,2.647,,1.022,2.657,
2326,2015-05-24,9.863,,,1.04,2.462,,1.001,2.595,
2327,2015-05-25,10.213,,,1.043,2.531,,1.026,2.652,
2328,2015-05-26,10.0,,,1.044,2.571,,0.996,2.595,
2329,2015-05-27,10.435,,,1.044,2.535,,1.014,2.652,
2330,2015-05-28,10.909,,,1.04,2.571,,1.019,2.618,
2331,2015-05-29,9.351,,,1.06,2.702,,1.04,2.623,
2332,2015-05-30,10.588,,,1.048,2.408,,0.99,2.633,
2333,2015-05-31,9.73,,,1.05,2.38,,1.0,2.609,
2334,2015-06-01,10.909,,,1.06,2.483,,1.041,2.652,
2335,2015-06-02,9.6,,,1.048,2.453,,0.987,2.609,
2336,2015-06-03,10.141,,,1.032,2.483,,0.997,2.647,
2337,2015-06-04,10.213,,,1.041,2.38,,1.024,2.604,
2338,2015-06-05,10.435,,,1.036,2.522,,0.992,2.637,
2339,2015-06-06,8.09,,,1.037,2.4,,0.965,2.613,
2340,2015-06-07,9.664,,,1.046,2.457,,1.05,2.633,
2341,2015-06-08,9.172,,,1.043,2.642,,1.006,2.657,
2342,2015-06-09,9.536,,,1.045,2.628,,1.026,2.599,
2343,2015-06-10,8.521,,,1.051,2.553,,1.014,2.623,
2344,2015-06-11,10.667,,,1.047,2.628,,1.018,2.609,
2345,2015-06-12,10.141,,,1.039,2.372,,1.004,2.633,
2346,2015-06-13,9.057,,,1.043,2.599,,0.992,2.642,
2347,2015-06-14,9.73,,,1.039,2.604,,0.999,2.637,
2348,2015-06-15,10.0,,,1.054,2.535,,1.039,2.618,
2349,2015-06-16,12.203,,,1.042,2.677,,0.992,2.613,
2350,2015-06-17,9.114,,,1.049,2.509,,0.992,2.623,
2351,2015-06-18,9.231,,,1.038,2.404,,1.04,2.662,
2352,2015-06-19,9.796,,,1.05,2.478,,0.968,2.628,
2353,2015-06-20,10.746,,,1.05,2.365,,1.001,2.599,
2354,2015-06-21,11.613,,,1.071,2.278,,1.016,2.633,
2355,2015-06-22,9.412,,,1.045,2.453,,1.009,2.618,
2356,2015-06-23,10.286,,,1.05,2.647,,1.036,2.623,
2357,2015-06-24,9.231,,,1.04,2.42,,1.014,2.642,
2358,2015-06-25,9.474,,,1.043,2.282,,0.989,2.609,
2359,2015-06-26,9.351,,,1.054,2.549,,1.006,2.609,
2360,2015-06-27,11.163,,,1.04,2.496,,0.975,2.652,
2361,2015-06-28,10.213,,,1.048,2.229,,1.044,2.623,
2362,2015-06-29,10.286,,,1.05,2.677,,0.984,2.613,
2363,2015-06-30,9.931,,,1.065,2.682,,1.034,2.647,
2364,2015-07-01,10.667,,,1.059,2.404,,1.012,2.609,
2365,2015-07-02,9.351,,,1.05,2.432,,1.014,2.652,
2366,2015-07-03,8.944,,,1.053,2.345,,1.005,2.599,
2367,2015-07-04,9.474,,,1.057,2.4,,1.002,2.628,
2368,2015-07-05,10.141,,,1.041,2.304,,1.015,2.628,
2369,2015-07-06,7.956,,,1.041,2.432,,1.003,2.642,
2370,2015-07-07,10.746,,,1.05,2.275,,1.023,2.595,
2371,2015-07-08,8.944,,,1.04,2.338,,1.0,2.657,
2372,2015-07-09,10.827,,,1.053,2.672,,1.005,2.637,
2373,2015-07-10,9.351,,,1.038,2.662,,1.017,2.599,
2374,2015-07-11,9.73,,,1.043,2.513,,0.973,2.633,
2375,2015-07-12,10.667,,,1.046,2.457,,1.011,2.633,
2376,2015-07-13,9.73,,,1.042,2.392,,1.012,2.585,
2377,2015-07-14,10.0,,,1.045,2.365,,1.008,2.613,
2378,2015-07-15,9.412,,,1.047,2.432,,1.001,2.642,
2379,2015-07-16,10.746,,,1.046,2.585,,1.004,2.628,
2380,2015-07-17,9.796,,,1.055,2.535,,1.058,2.595,
2381,2015-07-18,9.664,,,1.06,2.813,,1.026,2.609,
2382,2015-07-19,9.474,,,1.055,2.818,,1.001,2.647,
2383,2015-07-20,9.231,,,1.048,2.483,,0.999,2.623,
2384,2015-07-21,11.339,,,1.043,2.416,,1.016,2.657,
2385,2015-07-22,9.351,,,1.053,2.4,,0.971,2.567,
2386,2015-07-23,10.286,,,1.048,2.408,,0.989,2.667,
2387,2015-07-24,8.521,,,1.05,2.384,,0.987,2.657,
2388,2015-07-25,9.351,,,1.046,2.4,,1.041,2.604,
2389,2015-07-26,10.0,,,1.053,2.478,,0.996,2.613,
2390,2015-07-27,9.664,,,1.057,2.428,,0.994,2.642,
2391,2015-07-28,10.588,,,1.05,2.42,,1.026,2.642,
2392,2015-07-29,9.474,,,1.048,2.599,,0.989,2.604,
2393,2015-07-30,10.827,0.208,,1.047,2.662,,1.047,2.609,
2394,2015-07-31,9.536,0.21,,1.053,2.38,,1.003,2.637,
2395,2015-08-01,9.29,0.272,,1.063,2.428,,0.988,2.633,
2396,2015-08-02,9.536,0.269,,1.047,2.404,,1.016,2.595,
2397,2015-08-03,9.172,0.273,,1.058,2.376,,1.002,2.637,
2398,2015-08-04,10.588,0.268,,1.041,2.462,,1.022,2.628,
2399,2015-08-05,10.827,0.275,,1.059,2.553,,1.036,2.618,
2400,2015-08-06,10.07,0.281,,1.048,2.441,,1.015,2.609,
2401,2015-08-07,10.511,0.278,,1.046,2.633,,1.003,2.657,
2402,2015-08-08,8.944,0.274,,1.056,2.487,,1.004,2.581,
2403,2015-08-09,10.141,0.281,,1.045,2.623,,1.001,2.642,
2404,2015-08-10,8.623,0.274,,1.047,2.562,,1.016,2.628,
2405,2015-08-11,8.889,0.273,,1.037,2.562,,1.0,2.609,
2406,2015-08-12,11.429,0.281,,1.042,2.531,,0.989,2.623,
2407,2015-08-13,9.796,0.272,,1.046,2.522,,0.991,2.628,
2408,2015-08-14,10.141,0.248,,1.042,2.618,,1.029,2.618,
2409,2015-08-15,10.511,0.268,,1.04,2.558,,1.025,2.623,
2410,2015-08-16,10.435,0.281,,1.052,2.682,,1.021,2.623,
2411,2015-08-17,9.796,0.269,,1.063,2.462,,0.999,2.642,
2412,2015-08-18,10.213,0.291,,1.039,2.392,,0.984,2.604,
2413,2015-08-19,9.231,0.277,,1.071,2.416,,1.036,2.623,
2414,2015-08-20,9.6,0.358,,1.037,2.522,,1.044,2.613,
2415,2015-08-21,8.727,0.283,,1.046,2.384,,0.949,2.647,
2416,2015-08-22,9.114,0.273,,1.037,2.609,,1.018,2.637,
2417,2015-08-23,10.746,0.287,,1.043,2.567,,1.035,2.59,
2418,2015-08-24,9.29,0.278,,1.054,2.576,,0.997,2.623,
2419,2015-08-25,10.667,0.283,,1.05,2.732,,1.037,2.667,
2420,2015-08-26,8.944,0.288,,1.054,2.785,,0.981,2.599,
2421,2015-08-27,10.511,0.306,,1.052,2.697,,1.02,2.609,
2422,2015-08-28,9.29,0.309,,1.052,2.732,,1.01,2.628,
2423,2015-08-29,9.0,0.333,,1.047,2.657,,1.003,2.642,
2424,2015-08-30,9.6,0.347,,1.055,2.727,,1.011,2.623,
2425,2015-08-31,9.172,0.349,,1.037,2.453,,1.009,2.647,
2426,2015-09-01,9.351,0.366,,1.044,2.304,,1.045,2.613,
2427,2015-09-02,9.0,0.403,,1.04,2.246,,0.982,2.613,
2428,2015-09-03,9.863,0.426,,1.045,2.567,,1.002,2.623,
2429,2015-09-04,9.231,0.324,,1.048,2.432,,1.031,2.637,
2430,2015-09-05,9.796,0.293,,1.056,2.357,,1.016,2.618,
2431,2015-09-06,10.0,0.289,,1.048,2.432,,1.038,2.609,
2432,2015-09-07,9.474,0.298,,1.05,2.353,,0.98,2.642,
2433,2015-09-08,10.588,0.293,,1.05,2.326,,0.966,2.618,
2434,2015-09-09,9.664,0.286,,1.044,2.311,,1.044,2.647,
2435,2015-09-10,8.421,0.288,,1.045,2.4,,1.009,2.623,
2436,2015-09-11,9.114,0.28,,1.047,2.478,,1.011,2.618,
2437,2015-09-12,10.667,0.287,,1.058,2.84,,1.017,2.599,
2438,2015-09-13,9.536,0.29,,1.05,2.449,,1.029,2.652,
2439,2015-09-14,9.474,0.297,,1.059,2.278,,1.013,2.628,
2440,2015-09-15,9.0,0.297,,1.043,2.428,,0.999,2.628,
2441,2015-09-16,10.141,0.291,,1.045,2.42,,1.023,2.613,
2442,2015-09-17,10.0,0.3,,1.046,2.33,,1.016,2.642,
2443,2015-09-18,9.796,0.295,,1.048,2.531,,1.023,2.637,
2444,2015-09-19,11.52,0.284,,1.042,2.509,,1.006,2.599,
2445,2015-09-20,11.25,0.271,,1.042,2.549,,0.983,2.657,
2446,2015-09-21,10.909,0.284,,1.045,2.59,,1.014,2.618,
2447,2015-09-22,9.172,0.285,,1.057,2.682,,1.026,2.633,
2448,2015-09-23,9.114,0.279,,1.048,2.388,,0.998,2.599,
2449,2015-09-24,10.286,0.287,,1.04,2.478,,1.04,2.677,
2450,2015-09-25,8.78,0.281,,1.053,2.581,,0.999,2.623,
2451,2015-09-26,9.796,0.292,,1.045,2.535,,0.999,2.59,
2452,2015-09-27,9.664,0.302,,1.041,2.571,,1.006,2.657,
2453,2015-09-28,10.07,0.304,,1.046,2.25,,1.021,2.609,
2454,2015-09-29,8.276,0.31,,1.037,2.474,,0.999,2.637,
2455,2015-09-30,9.73,0.303,,1.05,2.404,,1.001,2.628,
2456,2015-10-01,9.664,0.276,,1.044,2.769,,1.034,2.613,
2457,2015-10-02,10.435,0.28,,1.057,2.392,,1.028,2.613,
2458,2015-10-03,9.931,0.284,,1.041,2.504,,0.997,2.613,
2459,2015-10-04,9.412,0.295,,1.04,2.353,,1.063,2.633,
2460,2015-10-05,9.412,0.287,,1.067,2.357,,0.999,2.613,
2461,2015-10-06,10.141,0.3,,1.046,2.478,,1.023,2.628,
2462,2015-10-07,10.827,0.288,,1.043,2.408,,0.974,2.642,
2463,2015-10-08,10.286,0.28,,1.06,2.628,,0.988,2.623,
2464,2015-10-09,11.429,0.294,,1.048,2.628,,1.018,2.618,
2465,2015-10-10,9.0,0.294,,1.034,2.483,,1.009,2.628,
2466,2015-10-11,9.863,0.284,,1.05,2.571,,1.056,2.618,
2467,2015-10-12,10.141,0.28,,1.044,2.513,,0.991,2.633,
2468,2015-10-13,10.511,0.282,,1.05,2.483,,1.002,2.609,
2469,2015-10-14,9.474,0.292,,1.05,2.491,,1.017,2.637,
2470,2015-10-15,8.675,0.292,,1.044,2.599,,1.029,2.628,
2471,2015-10-16,10.0,0.295,,1.046,2.535,,0.998,2.604,
2472,2015-10-17,10.588,0.285,,1.038,2.513,,1.02,2.633,
2473,2015-10-18,9.931,0.291,,1.05,2.628,,0.997,2.647,
2474,2015-10-19,8.727,0.289,,1.037,2.47,,1.034,2.623,
2475,2015-10-20,11.25,0.289,,1.048,2.437,,1.026,2.618,
2476,2015-10-21,10.0,0.289,,1.042,2.243,,0.972,2.613,
2477,2015-10-22,9.73,0.298,,1.044,2.526,,1.056,2.637,
2478,2015-10-23,9.664,0.274,,1.048,2.466,,0.966,2.628,
2479,2015-10-24,9.931,0.278,,1.035,2.491,,1.008,2.623,
2480,2015-10-25,9.29,0.283,,1.049,2.491,,0.994,2.633,
2481,2015-10-26,8.78,0.293,,1.043,2.623,,1.035,2.628,
2482,2015-10-27,9.796,0.276,,1.04,2.278,,0.989,2.59,
2483,2015-10-28,10.36,0.29,,1.044,2.531,,1.04,2.623,
2484,2015-10-29,9.536,0.279,,1.034,2.581,,1.015,2.609,
2485,2015-10-30,8.421,0.275,,1.039,2.496,,1.033,2.657,
2486,2015-10-31,9.796,0.281,,1.045,2.618,,1.009,2.628,
2487,2015-11-01,9.412,0.279,,1.048,2.474,,1.014,2.637,
2488,2015-11-02,9.412,0.287,,1.047,2.38,,1.04,2.623,
2489,2015-11-03,9.29,0.283,,1.054,2.462,,0.993,2.628,
2490,2015-11-04,9.29,0.281,,1.05,2.496,,1.053,2.623,
2491,2015-11-05,9.863,0.282,,1.053,2.453,,0.971,2.599,
2492,2015-11-06,9.931,0.28,,1.045,2.416,,1.022,2.672,
2493,2015-11-07,9.474,0.293,,1.047,2.553,,1.018,2.595,
2494,2015-11-08,10.36,0.287,,1.061,2.437,,1.042,2.652,
2495,2015-11-09,9.664,0.287,,1.039,2.478,,1.026,2.613,
2496,2015-11-10,9.863,0.285,,1.037,2.818,,0.994,2.604,
2497,2015-11-11,8.571,0.286,,1.043,2.562,,1.035,2.642,
2498,2015-11-12,8.944,0.284,,1.042,2.567,,1.01,2.618,
2499,2015-11-13,9.0,0.281,,1.038,2.526,,1.029,2.628,
2500,2015-11-14,10.141,0.281,,1.043,2.657,,1.003,2.609,
2501,2015-11-15,9.0,0.277,,1.047,2.544,,1.03,2.647,
2502,2015-11-16,8.324,0.286,,1.046,2.535,,1.022,2.637,
2503,2015-11-17,9.664,0.279,,1.04,2.652,,0.956,2.623,
2504,2015-11-18,9.412,0.284,,1.048,2.428,,1.05,2.581,
2505,2015-11-19,10.588,0.289,,1.05,2.599,,1.031,2.657,
2506,2015-11-20,8.623,0.305,,1.04,2.633,,1.018,2.628,
2507,2015-11-21,8.276,0.286,,1.049,2.785,,1.013,2.637,
2508,2015-11-22,8.372,0.285,,1.042,3.013,,1.035,2.633,
2509,2015-11-23,8.834,0.283,,1.05,2.4,,0.998,2.599,
2510,2015-11-24,9.231,0.288,,1.05,2.478,,0.976,2.647,
2511,2015-11-25,9.73,0.291,,1.055,2.951,,1.04,2.604,
2512,2015-11-26,8.182,0.291,,1.044,3.28,,1.041,2.647,
2513,2015-11-27,10.827,0.278,,1.043,2.466,,1.016,2.618,
2514,2015-11-28,9.351,0.288,,1.042,2.396,,0.987,2.623,
2515,2015-11-29,9.664,0.285,,1.048,2.162,,1.004,2.647,
2516,2015-11-30,8.889,0.283,,1.042,2.051,,1.033,2.628,
2517,2015-12-01,8.623,0.284,,1.05,2.308,,1.034,2.609,
2518,2015-12-02,8.944,0.299,,1.04,1.962,,1.004,2.647,
2519,2015-12-03,10.141,0.277,,1.047,2.323,,1.029,2.633,
2520,2015-12-04,9.412,0.288,,1.041,2.613,,0.982,2.623,
2521,2015-12-05,8.229,0.288,,1.038,2.404,,1.016,2.633,
2522,2015-12-06,9.057,0.293,,1.056,2.702,,1.018,2.628,
2523,2015-12-07,9.796,0.29,,1.035,2.702,,1.02,2.677,
2524,2015-12-08,8.229,0.293,,1.043,2.549,,0.991,2.633,
2525,2015-12-09,8.571,0.276,,1.037,2.349,,0.999,2.609,
2526,2015-12-10,6.667,0.28,,1.045,2.323,,1.08,2.595,
2527,2015-12-11,9.0,0.284,,1.054,2.38,,1.004,2.633,
2528,2015-12-12,8.889,0.284,,1.038,2.349,,1.027,2.637,
2529,2015-12-13,10.141,0.273,,1.026,2.504,,1.062,2.633,
2530,2015-12-14,7.385,0.288,,1.049,2.54,,1.037,2.623,
2531,2015-12-15,7.869,0.284,,1.04,2.599,,1.026,2.623,
2532,2015-12-16,8.834,0.289,,1.039,2.604,,0.976,2.647,
2533,2015-12-17,9.29,0.285,,1.046,2.504,,1.049,2.618,
2534,2015-12-18,8.521,0.287,,1.038,2.376,,0.99,2.581,
2535,2015-12-19,9.172,0.286,,1.038,2.323,,1.004,2.692,
2536,2015-12-20,8.727,0.291,,1.038,2.609,,1.058,2.609,
2537,2015-12-21,9.664,0.289,,1.04,2.535,,0.985,2.628,
2538,2015-12-22,9.6,0.281,,1.033,2.642,,1.047,2.647,
2539,2015-12-23,9.172,0.282,,1.04,2.628,,1.016,2.613,
2540,2015-12-24,10.435,0.287,,1.045,2.275,,1.013,2.609,
2541,2015-12-25,8.889,0.283,,1.037,2.308,,0.984,2.633,
2542,2015-12-26,8.421,0.288,,1.034,2.353,,1.018,2.647,
2543,2015-12-27,7.024,0.287,,1.044,2.647,,1.037,2.613,
2544,2015-12-28,9.536,0.283,,1.043,2.513,,1.037,2.637,
2545,2015-12-29,9.057,0.289,,1.036,2.609,,1.023,2.652,
2546,2015-12-30,8.727,0.286,,1.043,2.562,,1.006,2.609,
2547,2015-12-31,10.141,0.286,,1.05,2.567,,1.022,2.642,
2548,2016-01-01,10.667,0.295,,1.033,2.576,,1.013,2.628,
2549,2016-01-02,9.931,0.283,,1.031,2.687,,1.01,2.609,
2550,2016-01-03,9.931,0.28,,1.041,2.38,,1.026,2.647,
2551,2016-01-04,7.956,0.283,,1.046,2.349,,1.03,2.647,
2552,2016-01-05,9.172,0.281,,1.034,2.396,,1.006,2.604,
2553,2016-01-06,10.213,0.283,,1.048,2.396,,1.051,2.662,
2554,2016-01-07,9.796,0.289,,1.043,2.647,,0.991,2.585,
2555,2016-01-08,8.324,0.278,,1.041,2.5,,1.018,2.647,
2556,2016-01-09,9.536,0.282,,1.034,2.526,,1.006,2.613,
2557,2016-01-10,8.229,0.283,,1.037,2.392,,1.004,2.628,
2558,2016-01-11,8.471,0.282,,1.042,2.437,,1.067,2.652,
2559,2016-01-12,8.471,0.292,,1.044,2.172,,0.968,2.609,
2560,2016-01-13,9.73,0.288,,1.039,2.604,,1.057,2.628,
2561,2016-01-14,10.827,0.283,,1.053,2.585,,1.007,2.623,
2562,2016-01-15,11.803,0.283,,1.041,2.585,,1.05,2.628,
2563,2016-01-16,10.141,0.285,,1.035,2.466,,1.005,2.633,
2564,2016-01-17,9.536,0.286,,1.04,2.581,,1.019,2.637,
2565,2016-01-18,8.324,0.284,,1.045,2.341,,1.017,2.604,
2566,2016-01-19,10.827,0.29,,1.037,2.549,,1.047,2.633,
2567,2016-01-20,9.474,0.286,,1.037,2.549,,0.997,2.633,
2568,2016-01-21,10.511,0.29,,1.038,2.599,,1.037,2.628,
2569,2016-01-22,8.182,0.288,,1.05,2.483,,0.988,2.59,
2570,2016-01-23,8.045,0.292,,1.036,2.595,,0.997,2.662,
2571,2016-01-24,8.421,0.279,,1.03,2.47,,0.996,2.642,
2572,2016-01-25,8.889,0.295,,1.038,2.449,,1.041,2.604,
2573,2016-01-26,9.0,0.28,,1.036,2.315,,0.998,2.662,
2574,2016-01-27,9.29,0.289,,1.043,2.376,,0.987,2.609,
2575,2016-01-28,9.863,0.285,,1.043,2.647,,1.056,2.585,
2576,2016-01-29,8.521,0.289,,1.039,2.791,,0.997,2.672,
2577,2016-01-30,7.701,0.287,,1.048,2.903,,1.053,2.609,
2578,2016-01-31,7.956,0.296,,1.044,3.051,,1.023,2.652,
2579,2016-02-01,8.944,0.287,,1.064,2.226,,1.054,2.623,
2580,2016-02-02,8.0,0.291,,1.056,2.264,,1.018,2.613,
2581,2016-02-03,8.045,0.277,,1.05,2.264,,1.057,2.623,
2582,2016-02-04,8.571,0.284,,1.045,2.576,,0.975,2.657,
2583,2016-02-05,7.66,0.285,,1.044,2.462,,1.037,2.609,
2584,2016-02-06,7.2,0.289,,1.046,2.388,,1.034,2.633,
2585,2016-02-07,8.182,0.283,,1.046,2.424,,1.004,2.623,
2586,2016-02-08,9.73,0.284,,1.034,2.453,,1.006,2.628,
2587,2016-02-09,8.182,0.285,,1.057,2.59,,1.018,2.609,
2588,2016-02-10,8.78,0.29,,1.047,2.78,,0.997,2.652,
2589,2016-02-11,7.5,0.287,,1.048,2.449,,1.018,2.652,
2590,2016-02-12,8.421,0.286,,1.047,2.576,,1.03,2.604,
2591,2016-02-13,9.231,0.283,,1.046,2.613,,1.011,2.613,
2592,2016-02-14,8.675,0.289,,1.05,2.474,,0.992,2.652,
2593,2016-02-15,9.474,0.289,,1.06,2.47,,1.029,2.618,
2594,2016-02-16,10.435,0.287,,1.049,2.326,,1.013,2.609,
2595,2016-02-17,9.29,0.296,,1.051,2.466,,1.005,2.647,
2596,2016-02-18,8.521,0.288,,1.05,2.618,,1.026,2.618,
2597,2016-02-19,9.931,0.286,,1.052,2.697,,1.026,2.623,
2598,2016-02-20,9.6,0.285,,1.035,2.609,,1.047,2.633,
2599,2016-02-21,11.25,0.285,,1.035,2.349,,1.002,2.628,
2600,2016-02-22,11.339,0.282,,1.052,2.526,,1.006,2.623,
2601,2016-02-23,10.588,0.29,,1.044,2.531,,1.019,2.628,
2602,2016-02-24,12.203,0.286,,1.05,2.408,,1.039,2.618,
2603,2016-02-25,9.29,0.281,,1.043,2.504,,0.999,2.613,
2604,2016-02-26,10.286,0.285,,1.047,2.491,,1.021,2.682,
2605,2016-02-27,9.796,0.288,,1.041,2.261,,1.026,2.585,
2606,2016-02-28,10.746,0.286,,1.043,2.504,,1.032,2.657,
2607,2016-02-29,10.827,0.299,,1.043,2.59,,1.04,2.613,
2608,2016-03-01,10.213,0.285,,1.05,2.863,,1.006,2.642,
2609,2016-03-02,9.172,0.283,,1.04,2.549,,1.033,2.628,
2610,2016-03-03,10.667,0.287,,1.05,2.522,,1.005,2.647,
2611,2016-03-04,9.29,0.288,,1.044,2.453,,1.018,2.623,
2612,2016-03-05,9.6,0.28,,1.046,2.483,,0.999,2.623,
2613,2016-03-06,9.73,0.293,,1.039,2.449,,1.057,2.637,
2614,2016-03-07,10.827,0.287,,1.043,2.311,,0.979,2.609,
2615,2016-03-08,9.351,0.287,,1.045,2.618,,1.021,2.628,
