,Time,BTC_Top_100_Richest_Percentage_of_Total_Coins,ETH_Top_100_Richest_Percentage_of_Total_Coins,XRP_Top_100_Richest_Percentage_of_Total_Coins,DOGE_Top_100_Richest_Percentage_of_Total_Coins,LTC_Top_100_Richest_Percentage_of_Total_Coins,BCH_Top_100_Richest_Percentage_of_Total_Coins,XMR_Top_100_Richest_Percentage_of_Total_Coins,DASH_Top_100_Richest_Percentage_of_Total_Coins,ZEC_Top_100_Richest_Percentage_of_Total_Coins
4768,2022-01-23,15.006,,,63.615,40.551,33.047,,26.233,
4769,2022-01-24,14.985,,,63.638,40.766,32.919,,25.793,
4770,2022-01-25,14.984,,,63.719,41.008,32.973,,25.621,
4771,2022-01-26,15.019,,,63.564,40.876,32.594,,25.46,
4772,2022-01-27,14.924,,,63.542,40.881,32.683,,25.376,
4773,2022-01-28,14.913,,,63.68,40.973,32.685,,25.326,
4774,2022-01-29,15.021,,,63.66,40.941,32.692,,25.362,
4775,2022-01-30,15.109,,,63.629,40.947,32.696,,25.377,
4776,2022-01-31,15.307,,,63.539,41.05,32.514,,25.307,
4777,2022-02-01,15.728,,,63.519,41.112,33.053,,25.266,
4778,2022-02-02,15.723,,,63.526,41.118,33.07,,25.253,
4779,2022-02-03,15.728,,,63.535,41.123,33.149,,25.219,
4780,2022-02-04,15.728,,,63.423,41.149,33.18,,25.217,
4781,2022-02-05,15.741,,,63.312,41.103,33.159,,25.18,
4782,2022-02-06,15.758,,,63.32,41.104,33.157,,25.109,
4783,2022-02-07,15.73,,,63.071,41.04,33.345,,25.111,
4784,2022-02-08,15.712,,,62.944,41.074,33.276,,25.232,
4785,2022-02-09,15.716,,,62.975,41.083,33.262,,25.188,
4786,2022-02-10,15.614,,,63.945,41.021,33.172,,25.183,
4787,2022-02-11,15.599,,,64.069,41.062,33.444,,25.32,
4788,2022-02-12,15.602,,,64.18,41.074,33.43,,25.288,
4789,2022-02-13,15.605,,,64.122,41.052,33.364,,25.274,
4790,2022-02-14,15.611,,,64.049,41.03,33.307,,25.242,
4791,2022-02-15,15.625,,,64.228,41.05,33.299,,25.244,
4792,2022-02-16,15.619,,,64.289,40.997,33.266,,25.211,
4793,2022-02-17,15.644,,,64.379,41.049,33.222,,25.174,
4794,2022-02-18,15.657,,,64.256,41.125,33.245,,25.174,
4795,2022-02-19,15.676,,,64.207,41.12,33.243,,25.138,
4796,2022-02-20,15.677,,,64.274,41.127,33.354,,25.108,
4797,2022-02-21,15.677,,,64.172,41.121,33.315,,25.01,
4798,2022-02-22,15.687,,,64.28,41.145,33.243,,24.907,
4799,2022-02-23,15.675,,,64.278,41.089,33.312,,24.985,
4800,2022-02-24,15.732,,,64.374,41.068,33.296,,24.951,
4801,2022-02-25,15.677,,,64.424,41.051,33.323,,24.916,
4802,2022-02-26,15.682,,,64.393,41.009,33.245,,24.879,
4803,2022-02-27,15.665,,,64.35,40.986,33.243,,24.741,
4804,2022-02-28,15.66,,,64.391,40.978,33.464,,24.638,
4805,2022-03-01,15.583,,,64.34,41.066,33.363,,24.501,
4806,2022-03-02,15.586,,,64.409,41.066,33.301,,24.483,
4807,2022-03-03,15.624,,,64.432,41.176,33.163,,24.363,
4808,2022-03-04,15.551,,,64.415,41.147,33.135,,24.291,
4809,2022-03-05,15.581,,,64.384,41.162,33.069,,24.243,
4810,2022-03-06,15.581,,,64.43,41.197,33.065,,24.185,
4811,2022-03-07,15.581,,,64.436,41.187,33.065,,24.181,
4812,2022-03-08,15.589,,,64.49,41.218,33.42,,24.169,
4813,2022-03-09,15.52,,,64.565,41.29,33.288,,24.205,
4814,2022-03-10,15.528,,,69.082,41.269,33.254,,24.237,
4815,2022-03-11,15.485,,,69.042,40.988,33.207,,24.289,
4816,2022-03-12,15.489,,,69.01,40.987,33.197,,24.284,
4817,2022-03-13,15.477,,,68.978,40.971,33.183,,24.3,
4818,2022-03-14,15.512,,,69.367,40.931,33.199,,24.247,
4819,2022-03-15,15.534,,,69.352,40.977,33.232,,26.048,
4820,2022-03-16,15.515,,,69.338,41.033,33.363,,26.038,
4821,2022-03-17,15.525,,,69.315,41.041,33.342,,25.996,
4822,2022-03-18,15.492,,,69.348,41.058,33.312,,25.976,
4823,2022-03-19,15.503,,,69.361,41.064,33.269,,26.009,
4824,2022-03-20,15.498,,,69.337,41.065,33.232,,25.962,
4825,2022-03-21,15.476,,,69.346,41.048,33.195,,25.962,
4826,2022-03-22,15.458,,,69.21,41.021,33.185,,26.17,
4827,2022-03-23,15.453,,,69.095,41.005,33.108,,26.255,
4828,2022-03-24,15.459,,,69.13,41.006,33.206,,26.147,
4829,2022-03-25,15.546,,,69.108,41.019,33.421,,26.273,
4830,2022-03-26,15.557,,,69.092,41.006,33.416,,25.719,
4831,2022-03-27,15.548,,,69.076,41.042,33.358,,25.767,
4832,2022-03-28,15.531,,,68.961,40.908,33.342,,25.647,
4833,2022-03-29,15.464,,,68.971,40.893,33.271,,25.719,
4834,2022-03-30,15.466,,,68.929,40.903,33.194,,25.777,
4835,2022-03-31,15.459,,,68.907,40.73,33.137,,25.653,
4836,2022-04-01,15.411,,,68.867,40.722,33.161,,25.715,
4837,2022-04-02,15.405,,,68.875,40.727,33.142,,25.745,
4838,2022-04-03,15.4,,,68.893,40.724,33.089,,25.686,
4839,2022-04-04,15.484,,,68.747,40.742,33.062,,25.672,
4840,2022-04-05,15.491,,,68.718,40.716,33.048,,25.799,
4841,2022-04-06,15.473,,,68.612,40.673,33.061,,25.719,
4842,2022-04-07,15.475,,,68.655,40.217,33.503,,25.732,
4843,2022-04-08,15.47,,,68.642,40.187,33.473,,25.758,
4844,2022-04-09,15.5,,,68.652,40.258,33.486,,25.683,
4845,2022-04-10,15.496,,,68.658,40.266,33.467,,25.748,
4846,2022-04-11,15.478,,,68.613,40.222,33.383,,25.777,
4847,2022-04-12,15.463,,,68.673,40.135,33.388,,25.856,
4848,2022-04-13,15.424,,,68.712,40.13,33.363,,25.769,
4849,2022-04-14,15.442,,,68.611,40.191,33.418,,26.115,
4850,2022-04-15,15.454,,,68.458,40.148,33.406,,26.091,
4851,2022-04-16,15.423,,,68.409,40.138,33.428,,25.955,
4852,2022-04-17,15.422,,,68.372,40.143,33.411,,25.993,
4853,2022-04-18,15.401,,,68.379,40.132,33.457,,25.872,
4854,2022-04-19,15.411,,,68.426,40.21,33.442,,26.171,
4855,2022-04-20,15.474,,,68.38,40.21,33.418,,26.082,
4856,2022-04-21,15.46,,,68.418,40.143,33.413,,25.979,
4857,2022-04-22,15.45,,,68.715,40.016,33.455,,26.021,
4858,2022-04-23,15.455,,,68.773,40.003,33.418,,25.864,
4859,2022-04-24,15.458,,,68.857,39.993,33.379,,25.782,
4860,2022-04-25,15.471,,,69.045,40.008,33.374,,25.903,
4861,2022-04-26,15.447,,,68.968,40.024,33.508,,25.869,
4862,2022-04-27,15.471,,,68.9,40.052,33.576,,25.808,
4863,2022-04-28,15.488,,,68.926,40.062,33.726,,25.891,
4864,2022-04-29,15.489,,,68.89,40.073,33.742,,25.838,
4865,2022-04-30,15.486,,,68.881,40.08,33.797,,25.825,
4866,2022-05-01,15.466,,,68.888,40.076,33.842,,25.826,
4867,2022-05-02,15.393,,,68.974,39.969,33.875,,25.724,
4868,2022-05-03,15.364,,,68.982,39.952,33.942,,25.663,
4869,2022-05-04,15.418,,,68.975,39.981,33.898,,25.686,
4870,2022-05-05,15.481,,,68.925,39.99,34.311,,25.717,
4871,2022-05-06,15.472,,,68.864,39.986,34.3,,25.708,
4872,2022-05-07,15.542,,,68.878,39.989,34.331,,25.835,
4873,2022-05-08,15.559,,,68.86,40.009,34.443,,25.779,
4874,2022-05-09,15.551,,,68.796,40.077,34.285,,25.668,
4875,2022-05-10,15.601,,,68.849,40.021,34.327,,25.754,
4876,2022-05-11,15.587,,,68.911,40.049,34.248,,25.564,
4877,2022-05-12,15.674,,,68.805,39.978,33.829,,25.357,
4878,2022-05-13,15.761,,,68.806,39.902,33.117,,25.241,
4879,2022-05-14,15.764,,,68.774,39.942,33.049,,25.082,
4880,2022-05-15,15.766,,,68.766,39.928,33.059,,25.188,
4881,2022-05-16,15.743,,,68.834,39.893,32.855,,25.102,
4882,2022-05-17,15.727,,,68.848,39.927,32.703,,25.147,
4883,2022-05-18,15.765,,,68.951,39.936,32.776,,25.088,
4884,2022-05-19,15.74,,,68.918,39.947,32.823,,25.094,
4885,2022-05-20,15.738,,,68.981,39.925,32.763,,24.987,
4886,2022-05-21,15.732,,,68.94,39.899,32.764,,25.173,
4887,2022-05-22,15.731,,,68.955,39.885,32.76,,25.215,
4888,2022-05-23,15.73,,,68.861,39.779,32.614,,25.29,
4889,2022-05-24,15.756,,,68.797,39.77,32.768,,25.205,
4890,2022-05-25,15.779,,,68.919,39.794,32.889,,25.335,
4891,2022-05-26,15.776,,,68.97,39.831,35.519,,25.263,
4892,2022-05-27,15.762,,,68.895,39.678,35.605,,25.399,
4893,2022-05-28,15.743,,,68.892,39.707,35.621,,25.384,
4894,2022-05-29,15.712,,,68.879,39.679,35.78,,25.382,
4895,2022-05-30,15.715,,,68.844,39.653,36.048,,25.511,
4896,2022-05-31,15.62,,,68.806,39.66,35.953,,25.509,
4897,2022-06-01,15.64,,,68.737,39.682,35.918,,25.551,
4898,2022-06-02,15.618,,,68.667,39.659,35.893,,25.563,
4899,2022-06-03,15.55,,,68.548,39.625,35.855,,25.439,
4900,2022-06-04,15.426,,,68.566,39.666,35.714,,25.576,
4901,2022-06-05,15.482,,,68.563,39.641,35.691,,25.559,
4902,2022-06-06,15.408,,,68.488,39.68,35.575,,25.555,
4903,2022-06-07,15.471,,,68.516,39.652,35.396,,25.466,
4904,2022-06-08,15.47,,,68.524,39.592,35.373,,25.668,
4905,2022-06-09,15.483,,,68.573,39.431,35.358,,25.609,
4906,2022-06-10,15.471,,,68.533,39.451,35.415,,25.49,
4907,2022-06-11,15.445,,,68.529,39.401,35.378,,25.526,
4908,2022-06-12,15.407,,,68.535,39.408,35.308,,25.591,
4909,2022-06-13,15.344,,,68.693,39.547,35.216,,25.467,
4910,2022-06-14,15.648,,,68.647,39.458,34.813,,25.313,
4911,2022-06-15,15.778,,,68.636,39.353,34.808,,24.972,
4912,2022-06-16,15.811,,,68.501,39.449,34.8,,25.078,
4913,2022-06-17,15.756,,,68.424,39.374,35.061,,24.931,
4914,2022-06-18,15.643,,,68.432,39.415,34.86,,24.915,
4915,2022-06-19,15.7,,,68.455,39.2,34.358,,24.969,
4916,2022-06-20,15.63,,,68.454,38.649,34.387,,25.035,
4917,2022-06-21,15.662,,,68.267,38.628,34.382,,24.999,
4918,2022-06-22,15.594,,,68.249,38.591,34.285,,25.008,
4919,2022-06-23,15.616,,,68.254,38.495,34.265,,25.125,
4920,2022-06-24,15.603,,,68.197,38.458,34.161,,25.046,
4921,2022-06-25,15.601,,,68.117,38.422,34.889,,25.087,
4922,2022-06-26,15.595,,,68.06,38.463,34.889,,25.03,
4923,2022-06-27,15.582,,,68.002,38.455,34.743,,25.006,
4924,2022-06-28,15.595,,,68.012,38.445,34.885,,24.993,
4925,2022-06-29,15.583,,,67.997,38.481,34.955,,25.181,
4926,2022-06-30,15.534,,,68.022,38.459,35.138,,25.174,
4927,2022-07-01,15.493,,,68.042,38.507,35.242,,25.166,
4928,2022-07-02,15.482,,,68.044,38.576,35.242,,25.014,
4929,2022-07-03,15.475,,,68.026,38.56,35.165,,24.969,
4930,2022-07-04,15.466,,,68.057,38.563,35.1,,24.973,
4931,2022-07-05,15.446,,,67.985,38.617,35.143,,24.998,
4932,2022-07-06,15.402,,,68.022,38.604,35.088,,25.019,
4933,2022-07-07,15.396,,,67.875,38.626,35.019,,24.87,
4934,2022-07-08,15.4,,,67.786,38.659,34.93,,24.873,
4935,2022-07-09,15.463,,,67.794,38.655,34.814,,24.805,
4936,2022-07-10,15.452,,,67.735,40.094,34.742,,24.942,
4937,2022-07-11,15.408,,,67.868,40.077,34.714,,24.884,
4938,2022-07-12,15.488,,,67.867,40.03,34.597,,24.85,
4939,2022-07-13,15.444,,,67.889,40.017,34.683,,24.907,
4940,2022-07-14,15.435,,,67.892,40.058,34.731,,24.807,
4941,2022-07-15,15.46,,,67.797,40.036,34.69,,24.934,
4942,2022-07-16,15.479,,,67.802,40.047,34.689,,24.868,
4943,2022-07-17,15.559,,,67.777,40.1,34.657,,25.026,
4944,2022-07-18,15.539,,,67.763,40.122,34.585,,25.27,
4945,2022-07-19,15.52,,,68.052,40.025,34.441,,25.1,
4946,2022-07-20,15.476,,,67.883,39.939,34.392,,24.982,
4947,2022-07-21,15.641,,,68.225,40.04,34.541,,24.943,
4948,2022-07-22,15.624,,,68.194,40.117,34.744,,24.872,
4949,2022-07-23,15.628,,,68.185,40.093,34.742,,24.835,
4950,2022-07-24,15.628,,,68.187,40.063,34.73,,24.892,
4951,2022-07-25,15.629,,,68.375,40.115,34.394,,24.932,
4952,2022-07-26,15.64,,,68.269,40.053,34.375,,24.763,
4953,2022-07-27,15.608,,,68.351,40.077,34.449,,24.77,
4954,2022-07-28,15.617,,,68.393,40.107,34.588,,25.019,
4955,2022-07-29,15.609,,,68.32,38.824,34.804,,25.049,
4956,2022-07-30,15.645,,,68.327,37.199,34.885,,25.002,
4957,2022-07-31,15.637,,,68.301,35.735,34.947,,25.019,
4958,2022-08-01,15.611,,,68.27,34.289,34.874,,25.037,
4959,2022-08-02,15.624,,,69.171,33.034,34.889,,24.938,
4960,2022-08-03,15.606,,,69.152,31.963,34.896,,24.978,
4961,2022-08-04,15.619,,,69.159,30.94,34.882,,25.007,
4962,2022-08-05,15.579,,,69.185,29.973,34.853,,24.947,
4963,2022-08-06,15.581,,,69.179,29.13,34.864,,24.983,
4964,2022-08-07,15.576,,,69.163,28.227,34.806,,25.052,
4965,2022-08-08,15.577,,,69.132,27.656,34.739,,25.039,
4966,2022-08-09,15.592,,,69.174,26.957,34.739,,25.241,
4967,2022-08-10,15.607,,,69.042,26.288,34.764,,25.176,
4968,2022-08-11,15.605,,,69.128,25.592,34.776,,25.13,
4969,2022-08-12,15.565,,,69.088,25.079,34.951,,25.159,
4970,2022-08-13,15.57,,,69.073,24.463,34.978,,25.117,
4971,2022-08-14,15.551,,,69.063,23.91,35.026,,25.135,
4972,2022-08-15,15.513,,,68.832,23.37,35.153,,25.123,
4973,2022-08-16,15.587,,,68.825,22.859,35.148,,25.029,
4974,2022-08-17,15.606,,,68.872,22.386,35.114,,24.849,
4975,2022-08-18,15.571,,,68.874,22.09,34.978,,24.858,
4976,2022-08-19,15.544,,,69.106,22.09,34.997,,24.717,
4977,2022-08-20,15.547,,,69.107,22.09,34.964,,24.717,
4978,2022-08-21,15.547,,,69.164,22.09,34.944,,25.093,
4979,2022-08-22,15.557,,,69.236,22.09,34.9,,25.148,
4980,2022-08-23,15.565,,,69.239,22.09,34.796,,25.17,
4981,2022-08-24,15.536,,,69.272,22.09,34.737,,25.122,
4982,2022-08-25,15.508,,,69.264,22.09,34.703,,25.161,
4983,2022-08-26,15.523,,,69.285,22.09,34.797,,25.096,
4984,2022-08-27,15.543,,,69.26,22.09,34.7,,25.083,
4985,2022-08-28,15.536,,,69.247,22.09,34.675,,25.052,
4986,2022-08-29,15.509,,,69.303,22.09,34.589,,25.103,
4987,2022-08-30,15.485,,,69.364,22.09,34.672,,25.056,
4988,2022-08-31,15.514,,,69.437,22.09,34.837,,25.061,
4989,2022-09-01,15.535,,,69.435,22.09,34.809,,25.083,
4990,2022-09-02,15.561,,,69.351,22.09,34.824,,25.229,
4991,2022-09-03,15.565,,,69.349,22.09,34.854,,25.171,
4992,2022-09-04,15.555,,,69.334,22.09,34.785,,25.132,
4993,2022-09-05,15.575,,,69.334,22.09,34.75,,25.192,
4994,2022-09-06,15.546,,,69.297,22.09,34.695,,25.148,
4995,2022-09-07,15.553,,,69.488,22.09,34.785,,25.096,
4996,2022-09-08,15.583,,,69.488,22.09,34.853,,25.124,
4997,2022-09-09,15.609,,,69.54,22.09,34.799,,25.156,
4998,2022-09-10,15.613,,,69.533,22.09,34.616,,25.313,
4999,2022-09-11,15.606,,,69.52,22.09,34.619,,25.279,
5000,2022-09-12,15.621,,,69.5,22.09,34.566,,25.301,
5001,2022-09-13,15.567,,,69.38,22.09,34.587,,25.342,
5002,2022-09-14,15.606,,,69.343,22.09,34.618,,25.3,
5003,2022-09-15,15.63,,,69.368,22.09,34.616,,25.323,
5004,2022-09-16,15.639,,,69.389,22.09,34.557,,25.215,
5005,2022-09-17,15.659,,,69.413,22.09,34.432,,25.396,
5006,2022-09-18,15.674,,,69.366,22.09,34.431,,25.304,
5007,2022-09-19,15.714,,,69.341,22.09,34.478,,25.228,
5008,2022-09-20,15.587,,,69.364,22.09,34.56,,25.214,
5009,2022-09-21,15.622,,,69.315,22.09,34.554,,25.298,
5010,2022-09-22,15.647,,,69.314,22.09,34.548,,25.358,
5011,2022-09-23,15.763,,,69.269,22.09,34.544,,25.248,
5012,2022-09-24,15.774,,,69.32,22.09,34.551,,25.248,
5013,2022-09-25,15.768,,,69.331,6.058,34.583,,25.402,
5014,2022-09-26,15.776,,,69.165,5.95,34.623,,25.326,
5015,2022-09-27,15.773,,,69.039,5.838,34.64,,25.207,
5016,2022-09-28,15.781,,,69.034,43.686,34.646,,25.265,
5017,2022-09-29,15.787,,,69.075,37.451,34.664,,25.309,
5018,2022-09-30,15.73,,,69.383,35.985,34.722,,25.439,
5019,2022-10-01,15.691,,,69.368,32.629,34.651,,25.406,
5020,2022-10-02,15.654,,,69.357,30.096,34.511,,25.454,
5021,2022-10-03,15.671,,,69.363,28.502,34.477,,25.305,
5022,2022-10-04,15.624,,,69.224,27.164,34.646,,25.28,
5023,2022-10-05,15.567,,,69.126,25.891,34.635,,25.26,
5024,2022-10-06,15.539,,,69.121,24.729,34.634,,25.19,
5025,2022-10-07,15.567,,,69.119,23.822,34.57,,25.096,
5026,2022-10-08,15.559,,,69.137,22.833,34.583,,25.245,
5027,2022-10-09,15.56,,,69.141,21.978,34.565,,25.254,
5028,2022-10-10,15.568,,,69.131,21.213,34.584,,25.193,
5029,2022-10-11,15.582,,,69.186,20.438,34.579,,25.239,
5030,2022-10-12,15.582,,,69.198,19.738,34.594,,25.278,
5031,2022-10-13,15.595,,,69.264,19.034,34.588,,25.237,
5032,2022-10-14,15.631,,,69.251,18.167,34.598,,25.164,
5033,2022-10-15,15.642,,,69.246,16.658,34.586,,25.314,
5034,2022-10-16,15.634,,,69.251,15.452,34.597,,25.262,
5035,2022-10-17,15.617,,,69.249,14.715,34.497,,25.228,
5036,2022-10-18,15.614,,,69.27,14.328,34.484,,25.195,
5037,2022-10-19,15.623,,,69.256,14.127,34.489,,25.354,
5038,2022-10-20,15.61,,,69.19,43.927,34.502,,25.299,
5039,2022-10-21,15.605,,,69.206,43.947,34.45,,25.246,
5040,2022-10-22,15.612,,,69.224,43.965,34.461,,25.055,
5041,2022-10-23,15.597,,,69.185,43.952,34.434,,25.114,
5042,2022-10-24,15.596,,,69.146,43.978,34.51,,25.249,
5043,2022-10-25,15.559,,,69.15,43.991,34.853,,25.269,
5044,2022-10-26,15.543,,,69.028,44.038,34.969,,25.213,
5045,2022-10-27,15.555,,,68.816,44.019,34.902,,25.256,
5046,2022-10-28,15.56,,,68.87,44.2,34.916,,25.207,
5047,2022-10-29,15.542,,,69.052,44.183,34.921,,25.266,
5048,2022-10-30,15.543,,,68.838,44.186,34.827,,25.225,
5049,2022-10-31,15.586,,,68.817,44.225,34.781,,25.308,
5050,2022-11-01,15.6,,,68.822,44.293,34.761,,25.34,
5051,2022-11-02,15.645,,,68.824,44.452,34.734,,25.439,
5052,2022-11-03,15.664,,,68.878,44.698,34.677,,25.486,
5053,2022-11-04,15.321,,,69.023,44.676,34.635,,25.444,
5054,2022-11-05,15.329,,,69.011,44.775,34.664,,25.336,
5055,2022-11-06,15.341,,,69.02,44.843,34.715,,25.292,
5056,2022-11-07,15.359,,,68.886,44.962,34.816,,25.532,
5057,2022-11-08,15.343,,,68.973,44.99,34.774,,25.482,
5058,2022-11-09,15.277,,,68.784,44.84,34.838,,25.394,
5059,2022-11-10,15.174,,,68.598,44.791,34.702,,25.463,
5060,2022-11-11,15.142,,,68.57,44.775,34.758,,25.312,
5061,2022-11-12,15.175,,,68.857,44.612,34.65,,25.273,
5062,2022-11-13,15.126,,,68.783,44.604,34.671,,25.138,
5063,2022-11-14,15.107,,,68.775,44.052,34.788,,25.119,
5064,2022-11-15,15.173,,,68.676,44.016,34.763,,25.185,
5065,2022-11-16,15.141,,,68.665,43.915,34.759,,25.068,
5066,2022-11-17,15.221,,,68.709,43.967,34.797,,25.179,
5067,2022-11-18,15.269,,,68.533,43.884,34.664,,25.07,
5068,2022-11-19,15.274,,,68.52,43.976,34.651,,25.219,
5069,2022-11-20,15.249,,,68.514,43.944,34.644,,25.24,
5070,2022-11-21,15.234,,,68.506,43.957,34.648,,25.147,
5071,2022-11-22,15.249,,,68.504,44.22,34.804,,25.366,
5072,2022-11-23,15.244,,,68.503,44.426,34.653,,25.399,
5073,2022-11-24,15.236,,,68.487,44.67,34.483,,25.268,
5074,2022-11-25,15.231,,,68.47,44.667,34.269,,25.148,
5075,2022-11-26,15.233,,,68.444,44.746,34.227,,25.274,
5076,2022-11-27,15.259,,,68.337,44.739,34.23,,25.325,
5077,2022-11-28,15.219,,,68.219,44.742,34.258,,25.207,
5078,2022-11-29,15.218,,,68.372,44.754,34.362,,25.129,
5079,2022-11-30,15.219,,,68.315,44.742,34.231,,25.174,
5080,2022-12-01,15.193,,,68.445,44.793,34.312,,25.423,
5081,2022-12-02,15.167,,,68.386,44.796,34.249,,25.365,
5082,2022-12-03,15.179,,,68.398,44.818,34.27,,25.427,
5083,2022-12-04,15.171,,,68.444,44.812,34.218,,25.371,
5084,2022-12-05,15.164,,,68.335,44.937,34.265,,25.322,
5085,2022-12-06,15.186,,,68.348,44.941,34.21,,25.363,
5086,2022-12-07,15.191,,,68.282,45.0,34.203,,25.443,
5087,2022-12-08,15.155,,,68.368,45.024,34.113,,25.542,
5088,2022-12-09,15.167,,,68.217,45.018,34.052,,25.574,
5089,2022-12-10,15.161,,,68.211,44.943,34.023,,25.696,
5090,2022-12-11,15.164,,,68.208,44.935,34.003,,25.75,
5091,2022-12-12,15.114,,,67.967,44.961,33.965,,25.601,
5092,2022-12-13,14.911,,,67.737,44.506,33.96,,25.352,
5093,2022-12-14,14.87,,,67.655,44.564,33.852,,25.315,
5094,2022-12-15,14.889,,,67.665,44.384,33.842,,25.218,
5095,2022-12-16,14.816,,,67.602,44.131,33.801,,25.393,
5096,2022-12-17,14.752,,,67.558,43.784,33.669,,25.306,
5097,2022-12-18,14.731,,,67.477,43.755,33.677,,25.249,
5098,2022-12-19,14.672,,,67.447,43.564,33.551,,25.209,
5099,2022-12-20,14.681,,,67.424,43.683,33.521,,25.242,
5100,2022-12-21,14.673,,,67.405,43.58,33.498,,25.273,
5101,2022-12-22,14.687,,,67.407,43.59,33.513,,25.176,
5102,2022-12-23,14.664,,,67.402,43.549,33.424,,25.205,
5103,2022-12-24,14.667,,,67.442,43.47,33.483,,25.329,
5104,2022-12-25,14.668,,,67.488,43.476,33.452,,25.38,
5105,2022-12-26,14.669,,,67.542,43.467,33.461,,25.271,
5106,2022-12-27,14.684,,,67.563,43.657,33.508,,25.103,
5107,2022-12-28,14.715,,,67.49,43.788,33.488,,25.008,
5108,2022-12-29,14.711,,,67.457,43.71,33.577,,25.06,
5109,2022-12-30,14.69,,,67.461,43.746,33.537,,25.207,
5110,2022-12-31,14.713,,,67.468,43.781,33.574,,25.165,
5111,2023-01-01,14.734,,,67.495,43.8,33.562,,25.224,
5112,2023-01-02,14.786,,,67.515,43.906,33.538,,25.273,
5113,2023-01-03,14.78,,,67.483,43.923,33.735,,25.268,
5114,2023-01-04,14.774,,,67.439,43.725,33.596,,25.22,
5115,2023-01-05,14.773,,,67.419,43.781,33.642,,25.285,
5116,2023-01-06,14.781,,,67.456,43.854,33.602,,25.31,
5117,2023-01-07,14.769,,,67.425,43.718,33.659,,25.338,
5118,2023-01-08,14.772,,,67.458,43.704,33.657,,25.467,
5119,2023-01-09,14.753,,,67.502,43.741,33.971,,25.341,
5120,2023-01-10,14.739,,,67.419,43.778,33.972,,25.404,
5121,2023-01-11,14.729,,,67.378,43.696,33.974,,25.431,
5122,2023-01-12,14.735,,,67.401,43.656,34.035,,25.292,
5123,2023-01-13,14.721,,,67.38,43.687,34.094,,25.328,
5124,2023-01-14,14.736,,,67.388,43.724,33.986,,25.299,
5125,2023-01-15,14.714,,,67.34,43.635,33.958,,25.23,
5126,2023-01-16,14.745,,,67.417,43.855,33.959,,25.285,
5127,2023-01-17,14.752,,,67.415,43.867,34.041,,25.19,
5128,2023-01-18,14.725,,,67.485,43.948,33.939,,25.222,
5129,2023-01-19,14.774,,,67.46,43.97,33.903,,25.296,
5130,2023-01-20,14.725,,,67.467,43.986,33.921,,25.27,
5131,2023-01-21,14.76,,,67.514,44.055,33.891,,25.265,
5132,2023-01-22,14.766,,,67.575,44.082,33.937,,25.35,
5133,2023-01-23,14.774,,,67.271,44.094,33.905,,25.328,
5134,2023-01-24,14.743,,,67.283,44.196,33.917,,25.289,
5135,2023-01-25,14.746,,,67.347,44.232,33.936,,25.218,
5136,2023-01-26,14.757,,,67.287,44.31,33.965,,25.264,
5137,2023-01-27,14.805,,,67.286,44.224,33.963,,25.319,
5138,2023-01-28,14.857,,,67.261,44.28,33.97,,25.416,
5139,2023-01-29,14.852,,,67.28,44.422,33.984,,25.481,
5140,2023-01-30,14.844,,,67.317,44.402,33.94,,25.383,
5141,2023-01-31,14.847,,,67.396,44.365,33.941,,25.623,
5142,2023-02-01,14.875,,,67.533,44.363,33.919,,25.576,
5143,2023-02-02,14.856,,,67.608,44.35,33.901,,25.466,
5144,2023-02-03,14.828,,,67.537,44.295,33.814,,25.383,
5145,2023-02-04,14.83,,,67.562,44.354,33.818,,25.375,
5146,2023-02-05,14.833,,,67.506,44.373,33.845,,25.258,
5147,2023-02-06,14.823,,,67.489,44.482,33.857,,25.284,
5148,2023-02-07,14.831,,,67.509,44.507,33.912,,25.533,
5149,2023-02-08,14.839,,,67.479,44.499,33.944,,25.48,
5150,2023-02-09,14.809,,,67.57,44.53,33.963,,25.292,
5151,2023-02-10,14.815,,,67.484,44.362,33.992,,25.107,
5152,2023-02-11,14.833,,,67.516,44.369,33.793,,25.285,
5153,2023-02-12,14.833,,,67.517,44.364,33.803,,25.363,
5154,2023-02-13,14.808,,,67.511,44.167,33.79,,25.29,
5155,2023-02-14,14.794,,,67.412,43.985,33.813,,25.231,
5156,2023-02-15,14.821,,,67.435,44.023,33.82,,25.46,
5157,2023-02-16,14.855,,,67.411,44.035,33.848,,25.594,
5158,2023-02-17,14.851,,,67.287,44.065,33.843,,25.824,
5159,2023-02-18,14.857,,,67.209,44.025,33.851,,25.733,
5160,2023-02-19,14.847,,,67.19,44.015,33.866,,25.654,
5161,2023-02-20,14.857,,,67.125,44.001,33.889,,25.742,
5162,2023-02-21,14.872,,,67.183,44.023,33.852,,25.674,
5163,2023-02-22,14.88,,,67.261,43.916,33.933,,25.619,
5164,2023-02-23,14.896,,,67.257,43.852,33.965,,25.61,
5165,2023-02-24,14.858,,,67.28,43.805,33.987,,25.747,
5166,2023-02-25,14.869,,,67.23,43.776,33.943,,25.81,
5167,2023-02-26,14.874,,,67.233,43.705,33.965,,25.785,
5168,2023-02-27,14.861,,,67.275,43.688,34.0,,25.792,
5169,2023-02-28,14.844,,,67.291,43.587,33.995,,25.745,
5170,2023-03-01,14.93,,,67.285,43.533,33.991,,25.798,
5171,2023-03-02,14.936,,,67.349,43.48,34.029,,25.631,
