,Time,BTC_Average_Block_Size_Bytes,ETH_Average_Block_Size_Bytes,XRP_Average_Block_Size_Bytes,DOGE_Average_Block_Size_Bytes,LTC_Average_Block_Size_Bytes,BCH_Average_Block_Size_Bytes,XMR_Average_Block_Size_Bytes,DASH_Average_Block_Size_Bytes,ZEC_Average_Block_Size_Bytes
2161,2014-12-04,378607.0,,,9583.0,4675.0,,2501.0,1895.0,
2162,2014-12-05,323942.0,,,9638.0,4990.0,,1921.0,1988.0,
2163,2014-12-06,326600.0,,,10756.0,3759.0,,1690.0,3043.0,
2164,2014-12-07,350749.0,,,10806.0,3060.0,,1643.0,3772.0,
2165,2014-12-08,352083.0,,,10828.0,3334.0,,2682.0,3795.0,
2166,2014-12-09,358951.0,,,9890.0,3342.0,,1993.0,3409.0,
2167,2014-12-10,348238.0,,,9296.0,2656.0,,1969.0,2595.0,
2168,2014-12-11,327268.0,,,19645.0,3153.0,,2103.0,2733.0,
2169,2014-12-12,333135.0,,,10050.0,2644.0,,2072.0,2915.0,
2170,2014-12-13,284285.0,,,11646.0,3722.0,,1833.0,2351.0,
2171,2014-12-14,367627.0,,,13381.0,3267.0,,1627.0,2050.0,
2172,2014-12-15,410596.0,,,11788.0,3237.0,,2055.0,2020.0,
2173,2014-12-16,433816.0,,,10290.0,4189.0,,2186.0,2577.0,
2174,2014-12-17,461734.0,,,10473.0,3415.0,,3314.0,2599.0,
2175,2014-12-18,426875.0,,,9148.0,3430.0,,2268.0,2491.0,
2176,2014-12-19,398420.0,,,9840.0,3102.0,,4834.0,2760.0,
2177,2014-12-20,384061.0,,,10852.0,3583.0,,8852.0,2989.0,
2178,2014-12-21,352472.0,,,10000.0,4114.0,,1728.0,2521.0,
2179,2014-12-22,352415.0,,,8244.0,4152.0,,2236.0,1764.0,
2180,2014-12-23,391652.0,,,8103.0,4248.0,,1684.0,1698.0,
2181,2014-12-24,291092.0,,,8289.0,3129.0,,2711.0,1510.0,
2182,2014-12-25,235268.0,,,6956.0,2786.0,,2366.0,1692.0,
2183,2014-12-26,274839.0,,,6871.0,5775.0,,1963.0,1527.0,
2184,2014-12-27,290886.0,,,9713.0,3319.0,,2013.0,2165.0,
2185,2014-12-28,279938.0,,,9410.0,4006.0,,2445.0,2180.0,
2186,2014-12-29,284084.0,,,10668.0,4095.0,,2333.0,1950.0,
2187,2014-12-30,301133.0,,,9031.0,3702.0,,2505.0,2708.0,
2188,2014-12-31,269665.0,,,8059.0,3387.0,,1703.0,3921.0,
2189,2015-01-01,187402.0,,,8282.0,3095.0,,1317.0,1974.0,
2190,2015-01-02,265055.0,,,8383.0,3444.0,,1406.0,2500.0,
2191,2015-01-03,295066.0,,,9934.0,4777.0,,1570.0,1863.0,
2192,2015-01-04,282161.0,,,8902.0,5306.0,,1612.0,2153.0,
2193,2015-01-05,360878.0,,,10421.0,5098.0,,3199.0,1814.0,
2194,2015-01-06,314084.0,,,8268.0,4637.0,,2095.0,1885.0,
2195,2015-01-07,342723.0,,,9303.0,6108.0,,1965.0,2473.0,
2196,2015-01-08,390694.0,,,10368.0,5228.0,,1785.0,1873.0,
2197,2015-01-09,406274.0,,,10078.0,4642.0,,1359.0,2662.0,
2198,2015-01-10,398310.0,,,11361.0,5641.0,,1942.0,3058.0,
2199,2015-01-11,333239.0,,,10571.0,5503.0,,1796.0,2276.0,
2200,2015-01-12,388338.0,,,9751.0,4655.0,,1483.0,2287.0,
2201,2015-01-13,473566.0,,,10259.0,7095.0,,1754.0,1876.0,
2202,2015-01-14,420424.0,,,10236.0,5927.0,,2043.0,1908.0,
2203,2015-01-15,422623.0,,,17474.0,5694.0,,1513.0,2345.0,
2204,2015-01-16,394092.0,,,12264.0,6191.0,,1408.0,3118.0,
2205,2015-01-17,390993.0,,,13077.0,5848.0,,1765.0,2837.0,
2206,2015-01-18,320738.0,,,11673.0,5200.0,,1201.0,3997.0,
2207,2015-01-19,402693.0,,,14400.0,6288.0,,1987.0,3432.0,
2208,2015-01-20,450136.0,,,11419.0,5479.0,,1552.0,5031.0,
2209,2015-01-21,354071.0,,,13965.0,5442.0,,1916.0,5598.0,
2210,2015-01-22,396432.0,,,21710.0,4367.0,,2561.0,2691.0,
2211,2015-01-23,390335.0,,,18371.0,3545.0,,1435.0,3708.0,
2212,2015-01-24,372257.0,,,19422.0,4581.0,,1189.0,5720.0,
2213,2015-01-25,457507.0,,,28513.0,7139.0,,1430.0,4745.0,
2214,2015-01-26,491373.0,,,25072.0,5726.0,,3368.0,5679.0,
2215,2015-01-27,384604.0,,,13227.0,6083.0,,2131.0,3982.0,
2216,2015-01-28,273552.0,,,30037.0,5561.0,,1616.0,3724.0,
2217,2015-01-29,282263.0,,,28348.0,4902.0,,1580.0,5599.0,
2218,2015-01-30,312664.0,,,27689.0,5068.0,,1553.0,3944.0,
2219,2015-01-31,314776.0,,,36523.0,6044.0,,1599.0,4494.0,
2220,2015-02-01,300375.0,,,10853.0,4689.0,,1772.0,4417.0,
2221,2015-02-02,308345.0,,,10501.0,8465.0,,1711.0,3529.0,
2222,2015-02-03,403982.0,,,11290.0,4701.0,,1782.0,3196.0,
2223,2015-02-04,310990.0,,,14134.0,4812.0,,1525.0,2501.0,
2224,2015-02-05,298004.0,,,15803.0,4224.0,,2006.0,2436.0,
2225,2015-02-06,260826.0,,,9048.0,4558.0,,1673.0,2951.0,
2226,2015-02-07,284863.0,,,9145.0,7171.0,,3349.0,2627.0,
2227,2015-02-08,406572.0,,,14034.0,9886.0,,1568.0,2784.0,
2228,2015-02-09,366168.0,,,13958.0,12356.0,,1617.0,4385.0,
2229,2015-02-10,397470.0,,,10313.0,6718.0,,1352.0,5092.0,
2230,2015-02-11,347730.0,,,9255.0,6110.0,,1727.0,8926.0,
2231,2015-02-12,421276.0,,,9873.0,8411.0,,2114.0,6457.0,
2232,2015-02-13,501160.0,,,12771.0,6348.0,,1953.0,6337.0,
2233,2015-02-14,415948.0,,,13001.0,5559.0,,1751.0,5400.0,
2234,2015-02-15,468765.0,,,15157.0,6036.0,,1622.0,3491.0,
2235,2015-02-16,414871.0,,,11523.0,5240.0,,1489.0,3153.0,
2236,2015-02-17,445600.0,,,11405.0,4266.0,,1482.0,3620.0,
2237,2015-02-18,360977.0,,,10645.0,7062.0,,1883.0,4109.0,
2238,2015-02-19,315845.0,,,10915.0,4901.0,,1685.0,4265.0,
2239,2015-02-20,382467.0,,,11736.0,4345.0,,1759.0,5106.0,
2240,2015-02-21,401430.0,,,12239.0,5139.0,,1508.0,4036.0,
2241,2015-02-22,356192.0,,,13849.0,4389.0,,1319.0,5894.0,
2242,2015-02-23,404640.0,,,14802.0,6046.0,,2961.0,4945.0,
2243,2015-02-24,435553.0,,,16724.0,6030.0,,2656.0,5607.0,
2244,2015-02-25,355713.0,,,18724.0,6660.0,,1721.0,4585.0,
2245,2015-02-26,363955.0,,,15988.0,6991.0,,2202.0,6175.0,
2246,2015-02-27,375526.0,,,16414.0,7188.0,,1533.0,4645.0,
2247,2015-02-28,442024.0,,,17863.0,6325.0,,2819.0,4545.0,
2248,2015-03-01,394651.0,,,17068.0,6761.0,,2210.0,5621.0,
2249,2015-03-02,408464.0,,,17206.0,8800.0,,2074.0,7005.0,
2250,2015-03-03,406256.0,,,18383.0,6051.0,,4016.0,7237.0,
2251,2015-03-04,401626.0,,,15372.0,8301.0,,2464.0,7043.0,
2252,2015-03-05,476817.0,,,17357.0,7617.0,,2445.0,8514.0,
2253,2015-03-06,391597.0,,,17506.0,6064.0,,1921.0,5742.0,
2254,2015-03-07,387418.0,,,15753.0,7300.0,,2155.0,4721.0,
2255,2015-03-08,351826.0,,,18063.0,5328.0,,1555.0,3804.0,
2256,2015-03-09,446131.0,,,19533.0,5113.0,,1980.0,4522.0,
2257,2015-03-10,400425.0,,,18386.0,5765.0,,3980.0,7537.0,
2258,2015-03-11,407237.0,,,20394.0,5371.0,,2569.0,6285.0,
2259,2015-03-12,461758.0,,,15047.0,5473.0,,2103.0,5035.0,
2260,2015-03-13,373266.0,,,18700.0,6077.0,,1858.0,5633.0,
2261,2015-03-14,394078.0,,,17149.0,8689.0,,1918.0,6366.0,
2262,2015-03-15,350185.0,,,16843.0,5644.0,,2086.0,6670.0,
2263,2015-03-16,430378.0,,,13581.0,8521.0,,2976.0,6885.0,
2264,2015-03-17,411409.0,,,12837.0,7482.0,,2646.0,4938.0,
2265,2015-03-18,377539.0,,,13199.0,7468.0,,1614.0,4826.0,
2266,2015-03-19,457056.0,,,11659.0,6512.0,,2223.0,4691.0,
2267,2015-03-20,409902.0,,,12451.0,5130.0,,1557.0,6638.0,
2268,2015-03-21,345385.0,,,11636.0,6802.0,,1858.0,8230.0,
2269,2015-03-22,390409.0,,,14183.0,6449.0,,2827.0,7661.0,
2270,2015-03-23,416053.0,,,12996.0,5519.0,,2580.0,7543.0,
2271,2015-03-24,292723.0,,,11339.0,5446.0,,1741.0,7477.0,
2272,2015-03-25,312471.0,,,13224.0,4538.0,,2312.0,8640.0,
2273,2015-03-26,367955.0,,,12111.0,5322.0,,2595.0,7459.0,
2274,2015-03-27,301023.0,,,14576.0,5318.0,,1624.0,6621.0,
2275,2015-03-28,341812.0,,,18584.0,6646.0,,2011.0,7608.0,
2276,2015-03-29,352642.0,,,18468.0,6299.0,,2690.0,5725.0,
2277,2015-03-30,415388.0,,,18864.0,5179.0,,2055.0,6604.0,
2278,2015-03-31,400338.0,,,18695.0,7230.0,,4760.0,9887.0,
2279,2015-04-01,469287.0,,,21885.0,5843.0,,2643.0,6708.0,
2280,2015-04-02,367106.0,,,19255.0,5679.0,,1820.0,7274.0,
2281,2015-04-03,409758.0,,,21410.0,4186.0,,1831.0,6480.0,
2282,2015-04-04,339936.0,,,18742.0,6563.0,,2160.0,6372.0,
2283,2015-04-05,377902.0,,,20351.0,4797.0,,2169.0,6182.0,
2284,2015-04-06,468839.0,,,16338.0,5783.0,,1520.0,4528.0,
2285,2015-04-07,393919.0,,,16457.0,4851.0,,1522.0,4278.0,
2286,2015-04-08,462300.0,,,15063.0,5885.0,,1779.0,5710.0,
2287,2015-04-09,439114.0,,,14630.0,5340.0,,2017.0,3865.0,
2288,2015-04-10,375255.0,,,17738.0,6535.0,,1563.0,6341.0,
2289,2015-04-11,392162.0,,,15348.0,8041.0,,1545.0,8148.0,
2290,2015-04-12,371230.0,,,15367.0,4644.0,,1469.0,6029.0,
2291,2015-04-13,413985.0,,,16463.0,6162.0,,1739.0,7112.0,
2292,2015-04-14,396289.0,,,12411.0,6528.0,,1413.0,5130.0,
2293,2015-04-15,448300.0,,,11214.0,5275.0,,1646.0,5120.0,
2294,2015-04-16,365081.0,,,10386.0,3956.0,,1958.0,5046.0,
2295,2015-04-17,422673.0,,,9007.0,5688.0,,1871.0,4921.0,
2296,2015-04-18,367964.0,,,9817.0,7658.0,,1418.0,4123.0,
2297,2015-04-19,367698.0,,,9121.0,6708.0,,1573.0,4266.0,
2298,2015-04-20,392264.0,,,9229.0,6121.0,,2200.0,5459.0,
2299,2015-04-21,381064.0,,,11174.0,7950.0,,1905.0,5398.0,
2300,2015-04-22,393174.0,,,9014.0,5022.0,,1616.0,6005.0,
2301,2015-04-23,457727.0,,,8232.0,8058.0,,1517.0,8868.0,
2302,2015-04-24,493264.0,,,8389.0,6177.0,,1442.0,6100.0,
2303,2015-04-25,328604.0,,,9989.0,6433.0,,1362.0,4073.0,
2304,2015-04-26,378635.0,,,10712.0,6206.0,,1325.0,6566.0,
2305,2015-04-27,436369.0,,,8918.0,6686.0,,1446.0,4697.0,
2306,2015-04-28,386005.0,,,8187.0,4596.0,,1536.0,7955.0,
2307,2015-04-29,494971.0,,,7639.0,3942.0,,1604.0,4479.0,
2308,2015-04-30,438382.0,,,7504.0,6079.0,,1393.0,4902.0,
2309,2015-05-01,338543.0,,,8428.0,4643.0,,1560.0,4850.0,
2310,2015-05-02,371317.0,,,8390.0,7418.0,,1270.0,3221.0,
2311,2015-05-03,345736.0,,,9838.0,6622.0,,1477.0,4813.0,
2312,2015-05-04,437712.0,,,9008.0,4914.0,,2041.0,4739.0,
2313,2015-05-05,385676.0,,,7118.0,5488.0,,1578.0,4489.0,
2314,2015-05-06,363211.0,,,7280.0,4767.0,,2053.0,4903.0,
2315,2015-05-07,420807.0,,,8420.0,5130.0,,1126.0,4343.0,
2316,2015-05-08,399658.0,,,7068.0,4871.0,,1615.0,4363.0,
2317,2015-05-09,381245.0,,,8012.0,6298.0,,1306.0,4919.0,
2318,2015-05-10,422232.0,,,9564.0,4967.0,,1322.0,4435.0,
2319,2015-05-11,393377.0,,,10985.0,6521.0,,1606.0,5746.0,
2320,2015-05-12,402642.0,,,12799.0,6258.0,,1779.0,5658.0,
2321,2015-05-13,355154.0,,,8789.0,5186.0,,1413.0,5840.0,
2322,2015-05-14,339196.0,,,9231.0,4317.0,,1262.0,6589.0,
2323,2015-05-15,369920.0,,,7794.0,4118.0,,1320.0,4475.0,
2324,2015-05-16,388937.0,,,8959.0,7123.0,,1919.0,5153.0,
2325,2015-05-17,311769.0,,,9175.0,5642.0,,1541.0,3465.0,
2326,2015-05-18,375173.0,,,8466.0,8487.0,,1809.0,4261.0,
2327,2015-05-19,450267.0,,,8191.0,5160.0,,3218.0,4734.0,
2328,2015-05-20,390266.0,,,9145.0,4548.0,,1644.0,3799.0,
2329,2015-05-21,334261.0,,,7692.0,4878.0,,1330.0,4574.0,
2330,2015-05-22,412091.0,,,6718.0,6349.0,,1474.0,5504.0,
2331,2015-05-23,433508.0,,,9412.0,5930.0,,1108.0,5071.0,
2332,2015-05-24,398798.0,,,10341.0,6693.0,,1362.0,5400.0,
2333,2015-05-25,425687.0,,,7695.0,5411.0,,1553.0,4658.0,
2334,2015-05-26,419028.0,,,7807.0,5558.0,,1189.0,5678.0,
2335,2015-05-27,437825.0,,,8788.0,6864.0,,1369.0,4903.0,
2336,2015-05-28,452825.0,,,10715.0,4820.0,,1355.0,5700.0,
2337,2015-05-29,422172.0,,,11263.0,5064.0,,1486.0,4378.0,
2338,2015-05-30,479982.0,,,9657.0,6188.0,,1636.0,3362.0,
2339,2015-05-31,379627.0,,,9779.0,4851.0,,1327.0,3423.0,
2340,2015-06-01,531003.0,,,6698.0,6057.0,,1340.0,3434.0,
2341,2015-06-02,468759.0,,,7870.0,4928.0,,1367.0,4723.0,
2342,2015-06-03,471771.0,,,6919.0,4749.0,,1184.0,4305.0,
2343,2015-06-04,432548.0,,,7371.0,4114.0,,1374.0,4429.0,
2344,2015-06-05,421808.0,,,10312.0,4860.0,,1373.0,2858.0,
2345,2015-06-06,287410.0,,,10153.0,6288.0,,1482.0,2593.0,
2346,2015-06-07,356071.0,,,11229.0,7894.0,,2114.0,3683.0,
2347,2015-06-08,372176.0,,,8554.0,5334.0,,1405.0,3453.0,
2348,2015-06-09,419535.0,,,6512.0,4731.0,,1490.0,4850.0,
2349,2015-06-10,490404.0,,,6573.0,5901.0,,1967.0,3965.0,
2350,2015-06-11,459109.0,,,6201.0,5869.0,,2135.0,3710.0,
2351,2015-06-12,479125.0,,,5753.0,5687.0,,1738.0,4126.0,
2352,2015-06-13,375065.0,,,6617.0,8120.0,,1191.0,2928.0,
2353,2015-06-14,406924.0,,,7550.0,6636.0,,1544.0,3244.0,
2354,2015-06-15,512849.0,,,6310.0,7229.0,,1538.0,3247.0,
2355,2015-06-16,573693.0,,,7212.0,9856.0,,1177.0,3904.0,
2356,2015-06-17,511154.0,,,7905.0,9251.0,,3196.0,3425.0,
2357,2015-06-18,484335.0,,,8039.0,7666.0,,2747.0,3510.0,
2358,2015-06-19,515826.0,,,7684.0,6646.0,,1189.0,3973.0,
2359,2015-06-20,440109.0,,,7522.0,9634.0,,1686.0,3528.0,
2360,2015-06-21,459770.0,,,7173.0,10154.0,,1340.0,5020.0,
2361,2015-06-22,589155.0,,,5614.0,5322.0,,1446.0,3435.0,
2362,2015-06-23,521540.0,,,10209.0,6651.0,,1653.0,3247.0,
2363,2015-06-24,385482.0,,,11640.0,6217.0,,1296.0,3335.0,
2364,2015-06-25,358747.0,,,8999.0,6888.0,,1450.0,3247.0,
2365,2015-06-26,416795.0,,,8451.0,7478.0,,1360.0,3973.0,
2366,2015-06-27,485325.0,,,8922.0,11983.0,,1288.0,4432.0,
2367,2015-06-28,412655.0,,,9767.0,9742.0,,1539.0,3583.0,
2368,2015-06-29,487031.0,,,9978.0,14136.0,,1870.0,3492.0,
2369,2015-06-30,598351.0,,,9518.0,14958.0,,1315.0,4249.0,
2370,2015-07-01,634389.0,,,5667.0,7076.0,,1484.0,3676.0,
2371,2015-07-02,476853.0,,,7268.0,7988.0,,1893.0,5148.0,
2372,2015-07-03,430182.0,,,7082.0,6723.0,,1552.0,4751.0,
2373,2015-07-04,388004.0,,,6045.0,8464.0,,1287.0,3790.0,
2374,2015-07-05,442136.0,,,8534.0,8368.0,,1244.0,4160.0,
2375,2015-07-06,507676.0,,,8749.0,11927.0,,1639.0,5126.0,
2376,2015-07-07,768931.0,,,5944.0,8401.0,,1129.0,4333.0,
2377,2015-07-08,737068.0,,,6125.0,8840.0,,2355.0,3272.0,
2378,2015-07-09,744650.0,,,8329.0,16001.0,,1299.0,4755.0,
2379,2015-07-10,644364.0,,,6698.0,18099.0,,1449.0,7008.0,
2380,2015-07-11,746400.0,,,7589.0,11128.0,,1970.0,6129.0,
2381,2015-07-12,776777.0,,,12046.0,9960.0,,1568.0,4313.0,
2382,2015-07-13,717845.0,,,6747.0,7422.0,,1633.0,4397.0,
2383,2015-07-14,715924.0,,,5734.0,6772.0,,1264.0,4013.0,
2384,2015-07-15,662717.0,,,8079.0,7570.0,,1371.0,5158.0,
2385,2015-07-16,699283.0,,,8423.0,9411.0,,1244.0,4686.0,
2386,2015-07-17,676519.0,,,10255.0,5465.0,,1037.0,3826.0,
2387,2015-07-18,654575.0,,,8596.0,5325.0,,1419.0,4945.0,
2388,2015-07-19,639831.0,,,7354.0,6938.0,,1561.0,3739.0,
2389,2015-07-20,438947.0,,,5557.0,4476.0,,1539.0,2657.0,
2390,2015-07-21,535387.0,,,5015.0,4112.0,,1779.0,2960.0,
2391,2015-07-22,463006.0,,,6596.0,4317.0,,1528.0,2883.0,
2392,2015-07-23,401285.0,,,6525.0,3492.0,,1282.0,2536.0,
2393,2015-07-24,376211.0,,,8153.0,5428.0,,1169.0,2914.0,
2394,2015-07-25,354624.0,,,9499.0,5302.0,,1616.0,3938.0,
2395,2015-07-26,433689.0,,,8091.0,6277.0,,3067.0,2623.0,
2396,2015-07-27,532022.0,,,8727.0,4629.0,,1290.0,2703.0,
2397,2015-07-28,574385.0,,,7763.0,5529.0,,2110.0,2778.0,
2398,2015-07-29,840141.0,,,10860.0,5180.0,,1375.0,2926.0,
2399,2015-07-30,777019.0,643.886,,6792.0,4241.0,,1575.0,2592.0,
2400,2015-07-31,756014.0,582.028,,11522.0,3724.0,,1635.0,2741.0,
2401,2015-08-01,729761.0,575.164,,7322.0,4690.0,,1247.0,4348.0,
2402,2015-08-02,428099.0,580.879,,12735.0,4793.0,,1918.0,3370.0,
2403,2015-08-03,454890.0,587.112,,7663.0,4867.0,,1965.0,2009.0,
2404,2015-08-04,797497.0,586.97,,6234.0,4789.0,,1398.0,2994.0,
2405,2015-08-05,800884.0,578.946,,7301.0,3901.0,,1767.0,2228.0,
2406,2015-08-06,785084.0,583.671,,6588.0,4677.0,,3042.0,2368.0,
2407,2015-08-07,498118.0,632.625,,9298.0,4101.0,,2112.0,2796.0,
2408,2015-08-08,350327.0,667.595,,11887.0,5250.0,,1894.0,2930.0,
2409,2015-08-09,368472.0,618.298,,7807.0,4688.0,,2271.0,2246.0,
2410,2015-08-10,450323.0,631.186,,8986.0,5458.0,,1373.0,2039.0,
2411,2015-08-11,410333.0,692.014,,5101.0,4154.0,,2189.0,1975.0,
2412,2015-08-12,503121.0,653.426,,7393.0,4944.0,,1521.0,2564.0,
2413,2015-08-13,443967.0,665.722,,6633.0,4951.0,,1207.0,4545.0,
2414,2015-08-14,433286.0,659.751,,6614.0,4536.0,,1029.0,3815.0,
2415,2015-08-15,391396.0,638.335,,7996.0,4830.0,,1484.0,2527.0,
2416,2015-08-16,378500.0,640.654,,10448.0,4688.0,,2203.0,3667.0,
2417,2015-08-17,425285.0,634.708,,9384.0,4575.0,,1519.0,3888.0,
2418,2015-08-18,479285.0,648.488,,6802.0,4490.0,,1317.0,3326.0,
2419,2015-08-19,414354.0,653.321,,4950.0,4856.0,,992.191,2240.0,
2420,2015-08-20,407357.0,650.093,,5714.0,3706.0,,1213.0,3415.0,
2421,2015-08-21,365962.0,667.585,,5386.0,3353.0,,1665.0,2809.0,
2422,2015-08-22,378159.0,648.038,,6376.0,8715.0,,1518.0,3110.0,
2423,2015-08-23,408694.0,680.592,,7185.0,4376.0,,1075.0,2550.0,
2424,2015-08-24,464513.0,672.547,,5764.0,5713.0,,1520.0,4907.0,
2425,2015-08-25,485966.0,679.73,,5167.0,6628.0,,1443.0,3640.0,
2426,2015-08-26,384667.0,668.652,,5994.0,4823.0,,1540.0,3296.0,
2427,2015-08-27,438508.0,707.929,,5264.0,3607.0,,1290.0,2722.0,
2428,2015-08-28,412922.0,690.88,,5063.0,3948.0,,1504.0,3644.0,
2429,2015-08-29,350965.0,682.036,,5722.0,4534.0,,1099.0,2321.0,
2430,2015-08-30,372025.0,688.936,,6578.0,3905.0,,1165.0,2415.0,
2431,2015-08-31,454204.0,730.651,,5964.0,3636.0,,1777.0,3229.0,
2432,2015-09-01,451761.0,741.283,,4959.0,3224.0,,1228.0,3503.0,
2433,2015-09-02,755611.0,766.282,,5123.0,3175.0,,1107.0,2968.0,
2434,2015-09-03,494615.0,755.39,,4747.0,3514.0,,3098.0,3143.0,
2435,2015-09-04,355384.0,762.357,,4761.0,3233.0,,1391.0,2573.0,
2436,2015-09-05,448335.0,752.895,,6360.0,4430.0,,1202.0,3423.0,
2437,2015-09-06,411236.0,733.459,,6671.0,6550.0,,1575.0,3211.0,
2438,2015-09-07,477495.0,752.6,,6647.0,3400.0,,1164.0,4194.0,
2439,2015-09-08,692200.0,759.387,,5922.0,3460.0,,1048.0,3034.0,
2440,2015-09-09,728272.0,764.624,,4893.0,3069.0,,1693.0,4514.0,
2441,2015-09-10,698554.0,729.94,,4264.0,3120.0,,1727.0,3695.0,
2442,2015-09-11,697999.0,735.909,,4835.0,3399.0,,1663.0,3535.0,
2443,2015-09-12,662048.0,761.423,,4773.0,3660.0,,1080.0,3144.0,
2444,2015-09-13,623311.0,763.561,,7684.0,5149.0,,1361.0,2682.0,
2445,2015-09-14,742510.0,771.17,,6871.0,4004.0,,1660.0,2999.0,
2446,2015-09-15,697698.0,755.325,,4469.0,2969.0,,1840.0,3467.0,
2447,2015-09-16,675766.0,738.598,,4612.0,3543.0,,2373.0,3317.0,
2448,2015-09-17,705185.0,753.392,,5135.0,3436.0,,1404.0,2915.0,
2449,2015-09-18,556663.0,784.676,,6414.0,4435.0,,1787.0,2593.0,
2450,2015-09-19,469180.0,734.69,,5552.0,3797.0,,1523.0,2029.0,
2451,2015-09-20,479156.0,765.962,,7341.0,6383.0,,1206.0,2164.0,
2452,2015-09-21,602299.0,778.834,,7041.0,5572.0,,1345.0,3038.0,
2453,2015-09-22,486225.0,806.983,,7788.0,5158.0,,1180.0,4302.0,
2454,2015-09-23,459698.0,784.06,,6006.0,3692.0,,1461.0,3593.0,
2455,2015-09-24,487626.0,781.651,,5054.0,3686.0,,1378.0,3724.0,
2456,2015-09-25,428757.0,767.053,,5045.0,4623.0,,1537.0,3829.0,
2457,2015-09-26,437635.0,764.729,,5368.0,3369.0,,1699.0,3062.0,
2458,2015-09-27,441979.0,724.726,,6935.0,5373.0,,1256.0,3695.0,
2459,2015-09-28,514635.0,755.213,,5074.0,5620.0,,1765.0,3091.0,
2460,2015-09-29,464658.0,762.181,,4962.0,4091.0,,1301.0,3065.0,
2461,2015-09-30,513978.0,741.895,,4812.0,4763.0,,1516.0,2850.0,
2462,2015-10-01,457153.0,740.884,,5053.0,4872.0,,1227.0,2580.0,
2463,2015-10-02,527956.0,773.068,,4819.0,4023.0,,1639.0,2372.0,
2464,2015-10-03,392669.0,768.651,,9982.0,3393.0,,1104.0,1869.0,
2465,2015-10-04,372622.0,775.841,,7496.0,5517.0,,1677.0,1976.0,
2466,2015-10-05,423173.0,771.409,,6365.0,4051.0,,1213.0,3451.0,
2467,2015-10-06,542565.0,781.023,,5245.0,4107.0,,1278.0,4068.0,
2468,2015-10-07,686417.0,808.143,,4771.0,4752.0,,1881.0,2739.0,
2469,2015-10-08,658143.0,788.719,,6190.0,4244.0,,1640.0,2382.0,
2470,2015-10-09,594973.0,779.338,,4787.0,4826.0,,2278.0,2081.0,
2471,2015-10-10,632549.0,777.79,,12420.0,5769.0,,1068.0,2921.0,
2472,2015-10-11,541092.0,748.198,,7420.0,4523.0,,3951.0,2416.0,
2473,2015-10-12,575017.0,787.463,,6295.0,5737.0,,1406.0,2992.0,
2474,2015-10-13,555114.0,817.953,,5084.0,4543.0,,1124.0,2514.0,
2475,2015-10-14,526043.0,791.168,,5521.0,5657.0,,1967.0,3008.0,
2476,2015-10-15,538007.0,824.15,,5175.0,5144.0,,1383.0,3602.0,
2477,2015-10-16,577883.0,826.88,,5291.0,5296.0,,1199.0,2261.0,
2478,2015-10-17,599697.0,787.892,,6975.0,7531.0,,1229.0,2879.0,
2479,2015-10-18,532592.0,812.078,,7690.0,5587.0,,1228.0,2575.0,
2480,2015-10-19,510448.0,801.908,,6176.0,4962.0,,1558.0,2893.0,
2481,2015-10-20,689271.0,770.019,,6247.0,5441.0,,1372.0,2761.0,
2482,2015-10-21,565209.0,774.136,,13407.0,6987.0,,1494.0,3910.0,
2483,2015-10-22,546652.0,782.186,,5870.0,5301.0,,2250.0,2734.0,
2484,2015-10-23,555595.0,817.524,,6566.0,5795.0,,1686.0,2990.0,
2485,2015-10-24,525314.0,770.573,,8240.0,8065.0,,1218.0,3198.0,
2486,2015-10-25,527163.0,750.611,,8440.0,6960.0,,1803.0,2691.0,
2487,2015-10-26,477347.0,765.488,,10338.0,7079.0,,1873.0,3185.0,
2488,2015-10-27,546525.0,814.796,,6252.0,7194.0,,1907.0,2912.0,
2489,2015-10-28,592710.0,808.039,,6741.0,7137.0,,1402.0,3291.0,
2490,2015-10-29,591579.0,814.38,,5708.0,8820.0,,1525.0,3265.0,
2491,2015-10-30,517493.0,780.948,,6636.0,9702.0,,1198.0,3820.0,
2492,2015-10-31,540178.0,811.936,,6960.0,10949.0,,2368.0,3046.0,
2493,2015-11-01,541861.0,783.497,,7000.0,4614.0,,1254.0,2729.0,
2494,2015-11-02,625748.0,779.184,,9009.0,7220.0,,1400.0,3383.0,
2495,2015-11-03,683519.0,844.058,,6064.0,8447.0,,1560.0,3104.0,
2496,2015-11-04,784045.0,762.327,,6282.0,9763.0,,2759.0,2748.0,
2497,2015-11-05,729894.0,813.395,,6081.0,6445.0,,2175.0,2939.0,
2498,2015-11-06,657974.0,812.018,,6911.0,8479.0,,1190.0,2379.0,
2499,2015-11-07,536049.0,1005.0,,6595.0,5920.0,,928.275,2713.0,
2500,2015-11-08,547932.0,1015.0,,7077.0,6004.0,,1114.0,1962.0,
2501,2015-11-09,623417.0,785.936,,6143.0,8389.0,,1384.0,2166.0,
2502,2015-11-10,606729.0,833.809,,6160.0,6540.0,,2270.0,2945.0,
2503,2015-11-11,524454.0,1044.0,,6642.0,6522.0,,1252.0,2683.0,
2504,2015-11-12,524544.0,874.056,,6282.0,6137.0,,989.616,2163.0,
2505,2015-11-13,493215.0,807.736,,5760.0,4942.0,,1103.0,3204.0,
2506,2015-11-14,541735.0,937.52,,6340.0,7691.0,,944.95,2256.0,
