TIMESTAMP,ETH_CLOSE_PRICE_USD,ETH_OPEN_PRICE_USD,ETH_HIGH_PRICE_USD,ETH_LOW_PRICE_USD
2019-09-09,180.55,181.16,185.18,176.08
2019-09-10,179.91,180.49,184.24,177.1
2019-09-11,178.3,179.82,182.58,174.48
2019-09-12,180.77,178.32,182.35,176.62
2019-09-13,180.93,180.76,181.39,177.59
2019-09-14,188.18,180.97,188.72,179.84
2019-09-15,188.99,188.19,190.34,185.74
2019-09-16,197.32,188.98,199.23,188.32
2019-09-17,207.8,197.26,214.95,195.76
2019-09-18,210.1,207.77,216.99,207.77
2019-09-19,220.22,210.13,223.86,202.58
2019-09-20,218.04,220.26,221.47,212.45
2019-09-21,215.08,218.05,221.3,213.35
2019-09-22,210.93,215.03,215.55,206.19
2019-09-23,201.09,211.15,211.58,199.0
2019-09-24,165.69,201.27,202.89,150.0
2019-09-25,170.01,165.85,174.77,162.25
2019-09-26,165.91,169.96,170.96,152.96
2019-09-27,173.81,165.97,176.63,161.2
2019-09-28,173.76,173.79,175.45,168.21
2019-09-29,169.24,173.66,174.49,164.48
2019-09-30,180.49,169.26,180.56,165.34
2019-10-01,175.73,180.95,185.49,173.62
2019-10-02,180.22,175.64,180.99,173.73
2019-10-03,174.76,180.23,180.55,169.8
2019-10-04,175.51,174.77,178.78,170.89
2019-10-05,176.01,175.62,176.53,172.47
2019-10-06,170.25,176.01,176.6,167.91
2019-10-07,179.69,170.25,182.13,169.02
2019-10-08,180.72,179.79,184.59,177.55
2019-10-09,192.56,180.54,195.4,179.45
2019-10-10,191.15,192.6,196.26,187.01
2019-10-11,180.55,191.23,196.39,179.49
2019-10-12,179.68,180.58,184.61,178.01
2019-10-13,181.01,179.76,184.43,178.76
2019-10-14,186.66,180.97,187.51,180.48
2019-10-15,180.59,186.66,187.86,178.01
2019-10-16,174.56,180.51,181.24,172.34
2019-10-17,177.2,174.56,178.83,172.63
2019-10-18,172.82,177.19,177.36,169.0
2019-10-19,171.87,172.77,174.86,169.97
2019-10-20,175.08,171.86,176.29,169.34
2019-10-21,174.01,175.08,189.0,171.84
2019-10-22,171.27,174.0,176.1,170.61
2019-10-23,162.42,171.26,171.49,153.92
2019-10-24,160.37,162.33,163.71,158.96
2019-10-25,181.63,160.37,187.25,160.33
2019-10-26,179.54,181.67,196.84,173.96
2019-10-27,183.71,179.45,188.56,176.28
2019-10-28,181.66,183.79,189.15,180.44
2019-10-29,190.44,181.62,192.57,181.5
2019-10-30,183.12,190.41,191.7,180.4
2019-10-31,182.18,183.13,190.0,177.93
2019-11-01,182.81,182.16,184.44,177.49
2019-11-02,182.96,182.82,185.14,181.45
2019-11-03,181.68,182.93,184.7,179.09
2019-11-04,185.72,181.68,188.21,180.38
2019-11-05,188.68,185.68,191.99,182.65
2019-11-06,191.05,188.68,194.26,187.66
2019-11-07,186.63,191.13,192.18,184.82
2019-11-08,183.81,186.63,188.2,181.5
2019-11-09,184.87,183.74,185.8,182.66
2019-11-10,188.93,184.85,191.59,183.33
2019-11-11,185.01,188.92,190.16,184.15
2019-11-12,187.0,184.96,187.49,182.76
2019-11-13,188.08,187.03,189.45,185.16
2019-11-14,184.9,188.23,188.6,183.42
2019-11-15,180.04,184.93,186.44,178.0
2019-11-16,182.35,180.02,183.53,179.32
2019-11-17,183.76,182.35,186.0,180.15
2019-11-18,178.19,183.76,183.96,175.14
2019-11-19,175.94,178.12,181.0,172.98
2019-11-20,174.8,175.94,177.37,173.61
2019-11-21,161.09,174.81,175.84,157.54
2019-11-22,149.56,161.07,162.93,138.18
2019-11-23,151.73,149.56,154.29,146.21
2019-11-24,139.89,151.81,152.74,138.83
2019-11-25,145.58,140.02,151.4,131.53
2019-11-26,147.45,145.77,149.84,143.69
2019-11-27,152.57,147.46,155.39,141.0
2019-11-28,150.74,152.62,154.54,149.3
2019-11-29,154.46,150.72,157.22,150.28
2019-11-30,151.51,154.46,155.23,149.85
2019-12-01,150.79,151.35,152.35,146.01
2019-12-02,148.63,150.77,151.38,146.9
2019-12-03,147.16,148.64,149.77,146.0
2019-12-04,145.36,147.16,151.68,143.49
2019-12-05,148.09,145.39,150.54,144.01
2019-12-06,148.46,148.09,149.11,146.14
2019-12-07,147.14,148.42,149.3,146.25
2019-12-08,150.42,147.14,151.55,146.37
2019-12-09,147.42,150.4,151.11,146.74
2019-12-10,145.57,147.42,148.23,144.14
2019-12-11,143.42,145.57,146.35,142.21
2019-12-12,144.91,143.42,145.81,139.54
2019-12-13,144.75,144.91,145.23,143.1
2019-12-14,141.84,144.75,145.02,141.22
2019-12-15,142.46,141.82,143.9,139.94
2019-12-16,132.76,142.46,142.66,130.0
2019-12-17,121.94,132.75,132.97,119.96
2019-12-18,132.69,121.93,134.17,116.17
2019-12-19,128.09,132.83,133.75,125.6
2019-12-20,128.15,128.12,129.33,125.98
2019-12-21,127.07,128.14,128.26,126.55
2019-12-22,132.03,127.07,132.96,126.85
2019-12-23,127.91,132.12,134.83,126.2
2019-12-24,127.81,127.91,129.55,126.8
2019-12-25,125.14,127.81,127.81,123.55
2019-12-26,125.62,125.13,132.09,124.35
2019-12-27,126.28,125.61,126.91,122.8
2019-12-28,128.12,126.25,129.64,125.85
2019-12-29,134.33,128.06,137.87,127.6
2019-12-30,131.6,134.31,136.18,130.35
2019-12-31,129.17,131.6,133.55,128.28
2020-01-01,130.71,129.16,132.93,128.74
2020-01-02,127.07,130.68,130.74,126.58
2020-01-03,134.37,127.07,134.95,125.97
2020-01-04,134.17,134.41,135.76,132.47
2020-01-05,135.42,134.19,138.15,134.19
2020-01-06,144.08,135.39,144.37,134.87
2020-01-07,142.9,144.08,145.13,138.9
2020-01-08,140.7,142.9,147.67,137.2
2020-01-09,137.78,140.75,141.49,135.57
2020-01-10,144.84,137.78,144.93,135.5
2020-01-11,142.53,144.86,147.92,142.12
2020-01-12,146.46,142.47,146.46,141.85
2020-01-13,143.51,146.46,146.88,142.39
2020-01-14,166.16,143.51,170.43,143.51
2020-01-15,166.4,165.78,171.73,159.2
2020-01-16,164.25,166.37,167.37,158.78
2020-01-17,169.92,164.15,174.26,162.18
2020-01-18,174.19,169.83,179.45,165.23
2020-01-19,166.97,174.19,177.94,161.79
2020-01-20,166.85,166.97,169.23,161.43
2020-01-21,169.45,166.89,169.99,165.12
2020-01-22,168.07,169.45,171.31,166.05
2020-01-23,162.89,168.08,168.21,159.48
2020-01-24,162.58,162.89,166.85,155.78
2020-01-25,160.43,162.58,162.74,157.74
2020-01-26,167.88,160.18,168.03,159.47
2020-01-27,170.11,167.95,172.07,165.36
2020-01-28,175.71,170.11,176.1,170.11
2020-01-29,173.79,175.64,178.41,173.51
2020-01-30,184.58,173.76,186.94,171.11
2020-01-31,179.9,184.58,185.76,175.23
2020-02-01,183.62,179.95,184.1,179.34
2020-02-02,188.47,183.61,193.24,179.31
2020-02-03,189.92,188.46,194.95,186.88
2020-02-04,188.89,189.68,191.61,184.79
2020-02-05,203.87,188.89,207.76,188.17
2020-02-06,213.24,203.87,216.26,201.17
2020-02-07,223.39,213.24,224.65,213.24
2020-02-08,223.15,223.33,227.65,213.69
2020-02-09,228.61,223.07,230.62,222.92
2020-02-10,222.9,228.6,229.29,216.74
2020-02-11,236.67,222.84,238.81,218.14
2020-02-12,265.48,236.67,275.0,236.67
2020-02-13,268.41,265.75,277.65,256.44
2020-02-14,285.55,268.4,286.54,260.52
2020-02-15,264.85,285.17,288.1,261.99
2020-02-16,259.55,264.97,273.84,237.67
2020-02-17,267.5,259.01,268.38,242.32
2020-02-18,282.33,267.67,285.62,259.3
2020-02-19,259.7,282.63,285.36,256.13
2020-02-20,257.4,259.0,264.27,245.68
2020-02-21,265.08,257.04,267.95,253.84
2020-02-22,261.63,265.23,266.6,256.57
2020-02-23,274.95,261.53,275.49,261.11
2020-02-24,265.51,274.66,276.99,257.88
2020-02-25,247.0,265.58,266.17,245.01
2020-02-26,224.03,246.56,250.2,216.22
2020-02-27,227.75,223.7,238.2,210.25
2020-02-28,226.85,227.88,234.59,214.23
2020-02-29,217.43,226.83,232.91,217.42
2020-03-01,218.01,217.46,227.59,212.79
2020-03-02,231.95,217.17,234.32,216.15
2020-03-03,223.92,232.07,232.39,220.19
2020-03-04,224.34,223.82,228.7,220.57
2020-03-05,228.45,224.29,234.0,224.29
2020-03-06,244.87,228.46,245.0,227.47
2020-03-07,237.21,244.88,251.63,236.26
2020-03-08,199.34,237.23,237.23,196.94
2020-03-09,202.87,199.45,208.39,190.25
2020-03-10,200.54,202.78,205.99,195.85
2020-03-11,194.55,200.71,203.13,181.97
2020-03-12,107.58,194.62,195.45,101.61
2020-03-13,134.17,107.72,139.23,91.52
2020-03-14,122.58,134.07,134.57,121.29
2020-03-15,123.75,122.51,132.87,120.52
2020-03-16,110.94,123.72,124.35,101.3
2020-03-17,115.92,110.95,120.64,109.43
2020-03-18,118.1,115.74,118.3,110.06
2020-03-19,136.41,118.24,142.75,115.51
2020-03-20,133.35,136.32,151.93,117.77
2020-03-21,132.74,133.4,137.36,125.95
2020-03-22,122.48,132.52,136.95,121.21
2020-03-23,136.03,122.32,137.08,120.08
2020-03-24,137.89,135.93,143.23,132.58
2020-03-25,136.01,137.89,141.85,132.84
2020-03-26,138.35,136.15,139.44,133.5
2020-03-27,131.3,138.43,140.99,130.2
2020-03-28,130.89,131.32,132.8,125.05
2020-03-29,124.43,130.95,131.73,124.0
2020-03-30,132.01,124.47,135.0,124.13
2020-03-31,132.8,132.04,134.91,130.43
2020-04-01,135.6,132.79,136.63,128.76
2020-04-02,141.32,135.65,149.41,135.1
2020-04-03,141.35,141.26,146.58,137.9
2020-04-04,144.05,141.31,146.12,139.02
2020-04-05,142.63,144.13,145.52,140.85
2020-04-06,171.38,142.64,171.67,142.61
2020-04-07,164.62,171.3,176.07,162.63
2020-04-08,173.1,164.59,174.39,163.61
2020-04-09,169.74,173.1,173.34,165.74
2020-04-10,157.83,169.63,170.07,152.32
2020-04-11,158.29,157.86,161.1,154.0
2020-04-12,158.56,158.29,164.76,155.01
2020-04-13,156.29,158.55,158.87,150.12
2020-04-14,158.51,156.29,161.76,155.48
2020-04-15,152.77,158.45,161.17,152.11
2020-04-16,172.26,152.6,174.58,148.67
2020-04-17,170.74,172.33,174.81,168.54
2020-04-18,187.45,170.66,189.38,170.58
2020-04-19,180.04,187.53,188.24,176.21
2020-04-20,170.35,179.98,186.32,167.18
2020-04-21,170.74,170.27,174.6,168.24
2020-04-22,182.76,170.76,183.84,169.93
2020-04-23,185.49,182.74,193.47,178.32
2020-04-24,187.49,185.54,189.64,183.45
2020-04-25,194.24,187.61,197.94,185.97
2020-04-26,197.36,194.0,199.69,192.42
2020-04-27,196.28,197.36,198.88,190.16
2020-04-28,196.5,196.28,197.49,192.35
2020-04-29,215.34,196.25,218.6,196.25
2020-04-30,206.18,215.4,227.04,202.37
2020-05-01,211.99,206.38,216.99,206.07
2020-05-02,213.88,212.01,215.2,210.4
2020-05-03,209.79,214.08,218.88,205.3
2020-05-04,206.59,209.88,210.53,195.01
2020-05-05,205.29,206.53,211.57,201.44
2020-05-06,198.96,205.33,210.57,198.48
2020-05-07,211.88,198.7,214.65,197.31
2020-05-08,211.37,211.95,216.27,207.17
2020-05-09,210.05,211.43,214.48,208.55
2020-05-10,187.69,210.05,210.05,180.63
2020-05-11,185.74,187.6,193.31,176.43
2020-05-12,189.79,185.77,192.07,185.6
2020-05-13,199.57,189.77,200.85,188.55
2020-05-14,203.36,200.04,205.95,195.8
2020-05-15,194.85,203.3,204.07,192.31
2020-05-16,200.54,194.74,203.22,193.51
2020-05-17,206.99,200.47,209.84,199.77
2020-05-18,214.9,207.01,216.95,207.01
2020-05-19,214.6,214.95,215.76,209.68
2020-05-20,209.96,214.6,215.41,206.69
2020-05-21,198.8,209.98,211.66,192.05
2020-05-22,207.25,198.76,209.07,196.44
2020-05-23,206.58,207.25,211.06,204.85
2020-05-24,199.67,206.62,210.47,199.67
2020-05-25,204.09,199.73,205.54,198.24
2020-05-26,200.96,204.08,204.98,197.0
2020-05-27,208.24,200.89,208.34,200.82
2020-05-28,220.26,208.3,220.52,204.71
2020-05-29,220.67,220.27,224.56,217.74
2020-05-30,243.6,221.06,246.74,218.8
2020-05-31,231.69,243.65,245.45,230.18
2020-06-01,247.92,231.61,249.99,230.75
2020-06-02,237.88,248.28,253.5,225.99
2020-06-03,244.5,237.77,245.01,233.61
2020-06-04,243.31,244.53,246.54,236.4
2020-06-05,240.24,243.2,247.73,239.42
2020-06-06,242.03,240.23,244.53,238.06
2020-06-07,244.57,241.93,244.95,235.12
2020-06-08,246.34,244.56,247.53,241.07
2020-06-09,243.74,246.34,249.55,239.34
2020-06-10,247.69,243.74,249.74,241.99
2020-06-11,230.36,247.7,249.81,226.55
2020-06-12,237.54,230.37,239.25,228.49
2020-06-13,238.1,237.54,238.55,234.71
2020-06-14,231.82,238.12,238.49,230.09
2020-06-15,230.82,231.83,233.45,218.74
2020-06-16,235.26,230.82,235.87,228.83
2020-06-17,233.78,235.26,237.11,228.16
2020-06-18,231.39,233.78,234.49,228.11
2020-06-19,229.03,231.39,231.89,226.83
2020-06-20,228.8,229.03,230.76,226.07
2020-06-21,228.09,228.8,231.2,227.35
2020-06-22,243.23,228.07,246.55,227.72
2020-06-23,242.98,243.23,244.66,240.97
2020-06-24,234.79,242.98,249.05,231.43
2020-06-25,232.58,234.81,235.31,227.78
2020-06-26,229.53,232.58,233.51,228.04
2020-06-27,220.98,229.78,231.22,216.65
2020-06-28,224.97,220.98,227.75,218.05
2020-06-29,227.86,224.96,229.85,221.39
2020-06-30,225.59,228.01,228.53,223.0
2020-07-01,230.84,225.59,232.13,224.26
2020-07-02,226.44,231.0,231.98,223.21
2020-07-03,224.99,226.47,228.02,224.35
2020-07-04,229.1,224.96,230.48,224.62
2020-07-05,227.91,229.1,229.65,223.83
2020-07-06,241.48,227.54,241.48,227.54
2020-07-07,239.36,241.48,242.45,237.38
2020-07-08,246.84,239.36,246.84,239.36
2020-07-09,242.04,246.84,247.14,240.32
2020-07-10,241.16,242.04,242.04,239.71
2020-07-11,239.13,241.31,241.31,238.82
2020-07-12,242.57,239.15,242.57,238.48
2020-07-13,239.71,242.8,244.79,239.71
2020-07-14,240.46,239.72,240.54,238.26
2020-07-15,238.57,240.44,240.44,238.45
2020-07-16,233.66,238.57,238.57,230.5
2020-07-17,232.8,233.68,233.68,232.8
2020-07-18,235.72,232.8,235.72,232.8
2020-07-19,238.84,235.72,238.84,233.85
2020-07-20,236.01,239.0,239.07,236.01
2020-07-21,245.45,236.02,245.45,236.02
2020-07-22,263.78,245.45,263.78,243.3
2020-07-23,275.36,263.78,275.36,263.66
2020-07-24,279.08,275.39,281.57,269.68
2020-07-25,305.18,279.17,305.18,279.17
2020-07-26,311.04,305.16,316.51,300.83
2020-07-27,321.88,311.04,325.21,311.04
2020-07-28,316.86,321.94,321.94,313.88
2020-07-29,317.86,316.77,323.79,315.11
2020-07-30,334.7,317.65,340.38,316.39
2020-07-31,346.38,334.7,346.38,334.7
2020-08-01,386.99,346.37,386.99,346.37
2020-08-02,372.03,387.05,387.13,360.24
2020-08-03,385.7,372.03,389.73,372.03
2020-08-04,389.66,385.85,391.89,385.85
2020-08-05,400.74,389.67,400.83,387.92
2020-08-06,394.79,400.65,400.65,394.79
2020-08-07,379.39,394.8,394.8,378.64
2020-08-08,396.78,379.33,396.78,378.98
2020-08-09,390.33,396.61,396.61,388.49
2020-08-10,395.4,390.07,395.4,390.07
2020-08-11,379.05,395.37,395.37,379.05
2020-08-12,387.04,379.05,387.04,374.26
2020-08-13,424.35,387.17,424.35,381.92
2020-08-14,437.87,424.64,442.44,422.46
2020-08-15,432.09,437.87,438.05,432.08
2020-08-16,433.58,432.21,433.58,419.92
2020-08-17,430.7,433.54,433.54,427.16
2020-08-18,422.02,430.71,432.21,422.02
2020-08-19,407.56,422.01,422.01,405.33
2020-08-20,415.71,407.33,415.71,407.33
2020-08-21,387.86,415.71,415.71,386.55
2020-08-22,395.3,388.02,395.3,388.02
2020-08-23,390.58,395.28,395.28,389.66
2020-08-24,407.9,390.65,407.9,390.65
2020-08-25,383.05,407.74,407.74,383.05
2020-08-26,385.85,383.0,389.74,383.0
2020-08-27,383.22,385.77,385.77,383.22
2020-08-28,395.39,383.22,395.58,381.42
2020-08-29,399.0,395.1,403.43,395.1
2020-08-30,428.77,399.0,428.77,399.0
2020-08-31,434.06,428.82,434.06,423.67
2020-09-01,475.95,434.06,475.95,434.06
2020-09-02,439.75,475.94,475.94,436.34
2020-09-03,381.25,439.47,443.15,381.25
2020-09-04,385.47,381.42,385.47,381.42
2020-09-05,335.11,385.48,386.61,335.11
2020-09-06,352.65,335.18,352.65,335.18
2020-09-07,353.53,352.7,355.8,327.61
2020-09-08,337.61,353.78,353.78,336.88
2020-09-09,350.81,337.38,354.15,335.4
2020-09-10,367.92,350.78,373.31,350.78
2020-09-11,373.56,367.92,373.56,357.45
2020-09-12,388.01,373.55,388.01,367.63
2020-09-13,366.14,387.84,387.84,366.14
2020-09-14,377.13,366.29,377.13,365.63
2020-09-15,364.1,377.17,378.08,364.1
2020-09-16,364.87,364.11,365.76,359.88
2020-09-17,389.36,365.04,392.6,365.04
2020-09-18,384.23,389.42,389.42,384.23
2020-09-19,385.17,384.23,385.59,383.35
2020-09-20,371.06,385.15,385.15,368.18
2020-09-21,340.13,371.06,374.39,340.13
2020-09-22,344.2,340.19,344.2,340.19
2020-09-23,320.1,344.25,344.25,320.1
2020-09-24,349.19,320.54,349.19,320.54
2020-09-25,351.86,349.19,354.08,343.51
2020-09-26,353.96,351.86,353.96,351.2
2020-09-27,357.48,353.95,360.74,351.44
2020-09-28,353.89,357.73,364.43,353.89
2020-09-29,359.82,353.99,359.82,353.35
2020-09-30,359.78,359.81,359.81,355.27
2020-10-01,353.05,359.65,367.63,352.3
2020-10-02,345.58,352.51,352.51,339.15
2020-10-03,345.9,345.58,346.85,345.58
2020-10-04,352.36,345.9,352.36,345.9
2020-10-05,353.37,352.36,353.37,350.86
2020-10-06,341.04,353.54,353.54,341.04
2020-10-07,341.61,341.04,341.81,337.42
2020-10-08,350.8,341.66,351.64,339.38
2020-10-09,365.06,350.89,366.8,349.59
2020-10-10,370.68,364.98,373.49,364.98
2020-10-11,374.16,370.68,374.16,370.28
2020-10-12,386.45,374.21,386.45,374.21
2020-10-13,381.24,386.45,386.45,379.87
2020-10-14,378.7,381.24,382.14,375.9
2020-10-15,377.67,378.7,378.7,376.77
2020-10-16,365.41,377.7,377.7,365.41
2020-10-17,368.51,365.49,368.51,365.49
2020-10-18,378.02,368.4,378.02,368.4
2020-10-19,379.3,378.02,379.71,373.6
2020-10-20,368.56,379.33,379.33,368.56
2020-10-21,390.8,368.56,390.8,368.56
2020-10-22,413.94,390.5,416.94,390.5
2020-10-23,409.2,414.02,415.37,409.2
2020-10-24,412.17,409.11,412.85,409.11
2020-10-25,406.01,412.16,412.16,406.01
2020-10-26,392.76,406.0,408.3,392.76
2020-10-27,403.45,392.77,403.45,392.77
2020-10-28,388.39,403.45,407.25,384.79
2020-10-29,387.16,388.3,390.27,387.16
2020-10-30,382.4,387.15,387.15,382.4
2020-10-31,386.52,382.53,386.52,382.53
2020-11-01,396.52,386.36,396.52,386.36
2020-11-02,383.15,396.52,397.53,383.15
2020-11-03,387.8,383.07,387.8,382.88
2020-11-04,402.17,387.8,402.17,380.83
2020-11-05,416.67,402.35,416.97,398.24
2020-11-06,455.71,416.77,455.71,416.77
2020-11-07,435.05,455.83,462.24,435.05
2020-11-08,454.6,435.05,454.6,435.05
2020-11-09,444.14,454.6,455.99,444.14
2020-11-10,450.32,444.45,452.16,444.45
2020-11-11,463.19,450.31,463.25,450.31
2020-11-12,461.67,463.19,463.19,458.37
2020-11-15,448.17,461.19,461.19,443.72
2020-11-16,460.35,448.17,460.35,448.17
2020-11-17,482.14,460.46,482.14,460.46
2020-11-18,478.33,482.14,482.14,473.98
2020-11-19,471.06,478.33,478.33,468.17
2020-11-20,510.14,471.1,511.65,471.1
2020-11-21,552.23,510.02,552.23,510.02
2020-11-22,560.29,552.59,560.29,524.28
2020-11-23,609.08,560.39,609.08,560.39
2020-11-24,604.89,609.08,617.89,595.49
2020-11-25,570.02,604.89,604.89,566.52
2020-11-26,519.4,570.02,570.02,501.45
2020-11-27,516.68,519.4,519.4,506.55
2020-11-28,537.74,518.34,540.07,513.59
2020-11-29,575.41,536.19,575.41,536.19
2020-11-30,615.96,575.66,615.96,575.66
2020-12-01,585.41,615.96,615.96,585.41
2020-12-02,598.03,585.6,598.03,585.6
2020-12-03,615.95,597.88,615.95,597.88
2020-12-04,567.68,615.95,617.68,567.68
2020-12-05,596.44,567.83,596.44,567.83
2020-12-06,601.41,596.44,603.27,592.99
2020-12-07,591.32,601.71,601.71,591.32
2020-12-08,555.08,591.32,591.32,555.08
2020-12-09,573.54,554.94,573.54,548.55
2020-12-10,558.42,573.57,573.57,558.42
2020-12-11,543.94,558.7,558.7,541.28
2020-12-12,567.9,544.19,567.9,544.19
2020-12-13,591.1,568.0,591.1,565.22
2020-12-14,586.31,590.94,590.94,583.83
2020-12-15,588.79,586.28,588.79,582.39
2020-12-16,637.55,588.79,637.55,584.9
2020-12-17,643.42,637.4,665.4,637.4
2020-12-18,653.77,643.19,653.77,634.75
2020-12-19,658.28,653.77,664.91,649.5
2020-12-20,638.51,658.28,658.28,638.51
2020-12-21,608.25,638.51,646.42,608.25
2020-12-22,637.21,608.25,637.21,598.92
2020-12-23,585.41,637.1,637.1,585.41
2020-12-24,612.6,585.49,612.6,575.67
2020-12-25,626.73,612.6,626.73,612.6
2020-12-26,636.44,626.71,647.61,624.16
2020-12-27,684.66,636.67,693.99,636.67
2020-12-28,730.41,684.56,744.07,684.56
2020-12-29,731.72,729.91,731.72,713.72
2020-12-30,752.03,731.72,752.03,722.24
2020-12-31,735.81,752.01,752.01,731.6
2021-01-01,729.15,736.15,739.32,728.35
2021-01-02,774.55,729.15,779.01,729.15
2021-01-03,977.8,774.56,977.8,774.56
2021-01-04,1043.28,977.56,1043.28,937.88
2021-01-05,1099.82,1042.01,1099.82,1008.63
2021-01-06,1202.23,1099.95,1202.23,1099.95
2021-01-10,1256.08,1333.96,1339.14,1256.08
2021-01-11,1088.71,1255.39,1255.39,984.99
2021-01-12,1050.01,1086.75,1117.6,1050.01
2021-01-13,1010.59,1050.54,1066.96,1010.59
2021-01-14,1233.17,1010.59,1233.17,1010.59
2021-01-15,1168.81,1232.34,1232.34,1168.81
2021-01-16,1228.51,1168.81,1267.39,1168.81
2021-01-17,1233.54,1228.5,1233.54,1183.11
2021-01-18,1257.91,1232.88,1257.91,1225.65
2021-01-19,1368.9,1257.91,1383.75,1257.91
2021-01-20,1377.5,1368.05,1389.97,1316.33
2021-01-21,1110.48,1377.5,1377.5,1110.48
2021-01-22,1234.08,1111.66,1234.08,1110.07
2021-01-23,1233.22,1233.23,1259.55,1233.22
2021-01-24,1390.43,1233.22,1390.43,1233.22
2021-01-25,1319.14,1390.67,1408.39,1319.14
2021-01-26,1365.52,1319.49,1365.52,1319.49
2021-01-27,1241.35,1365.52,1365.52,1241.35
2021-01-28,1328.12,1238.18,1328.12,1238.18
2021-01-29,1378.79,1328.09,1415.69,1321.51
2021-01-30,1375.95,1378.77,1378.77,1349.55
2021-01-31,1312.93,1375.97,1375.97,1312.93
2021-02-01,1373.07,1313.12,1373.07,1313.12
2021-02-02,1511.11,1373.33,1511.11,1373.33
2021-02-03,1662.39,1512.26,1662.39,1512.26
2021-02-04,1595.22,1662.39,1662.39,1595.22
2021-02-05,1719.84,1595.22,1735.11,1595.22
2021-02-06,1677.06,1719.59,1719.59,1658.99
2021-02-07,1611.83,1677.7,1677.7,1575.94
2021-02-08,1748.86,1612.28,1748.86,1612.28
2021-02-09,1769.41,1748.86,1769.41,1748.86
2021-02-10,1740.96,1769.56,1801.82,1740.96
2021-02-11,1785.0,1741.66,1792.87,1741.66
2021-02-12,1839.14,1785.73,1839.14,1762.38
2021-02-13,1814.61,1838.63,1849.83,1807.44
2021-02-14,1800.69,1815.05,1840.23,1800.69
2021-02-15,1779.72,1800.69,1807.74,1779.72
2021-02-16,1782.57,1779.81,1788.57,1779.81
2021-02-17,1847.48,1781.83,1847.48,1765.68
2021-02-18,1937.25,1851.65,1937.25,1851.65
2021-02-19,1955.16,1938.61,1955.16,1915.69
2021-02-20,1915.74,1957.69,2012.66,1915.74
2021-02-21,1933.78,1915.74,1956.64,1915.74
2021-02-22,1777.1,1934.82,1934.82,1777.1
2021-02-23,1577.89,1777.19,1777.19,1509.28
2021-02-24,1623.51,1577.4,1697.74,1565.86
2021-02-25,1479.25,1622.89,1622.89,1479.25
2021-02-26,1445.2,1482.26,1482.26,1444.13
2021-02-27,1458.2,1446.13,1486.49,1446.13
2021-02-28,1418.23,1457.94,1457.94,1353.89
2021-03-01,1569.79,1418.28,1569.79,1418.28
2021-03-02,1486.5,1570.46,1570.46,1458.62
2021-03-03,1568.08,1485.66,1609.57,1485.66
2021-03-04,1538.58,1567.76,1572.83,1538.58
2021-03-05,1527.82,1539.58,1539.58,1459.25
2021-03-06,1649.23,1528.55,1649.23,1528.55
2021-03-07,1725.31,1652.04,1725.31,1652.04
2021-03-08,1832.76,1727.86,1832.76,1696.88
2021-03-09,1869.16,1835.91,1869.16,1814.0
2021-03-10,1794.51,1869.88,1869.88,1772.25
2021-03-11,1823.61,1794.88,1823.61,1788.97
2021-03-12,1765.93,1823.82,1823.82,1755.1
2021-03-13,1922.1,1765.93,1922.1,1765.93
2021-03-14,1849.13,1922.48,1922.48,1849.13
2021-03-15,1793.09,1849.13,1849.13,1778.77
2021-03-16,1805.66,1793.78,1805.66,1725.16
2021-03-17,1822.78,1806.61,1822.78,1764.4
2021-03-18,1777.75,1823.19,1828.74,1777.75
2021-03-19,1807.9,1777.75,1808.76,1777.75
2021-03-20,1805.25,1807.99,1829.85,1805.25
2021-03-21,1783.34,1805.54,1805.54,1767.43
2021-03-22,1683.07,1783.1,1784.54,1683.07
2021-03-23,1668.77,1682.86,1700.43,1665.81
2021-03-24,1585.97,1668.78,1695.74,1558.99
2021-03-25,1587.86,1586.13,1619.02,1579.73
2021-03-26,1698.95,1587.86,1698.95,1587.86
2021-03-27,1711.84,1698.95,1711.84,1681.15
2021-03-28,1687.27,1711.85,1712.81,1687.27
2021-03-29,1816.19,1687.9,1816.19,1687.9
2021-03-30,1841.29,1816.66,1841.29,1795.44
2021-03-31,1918.24,1841.4,1918.24,1815.51
2021-04-01,1967.33,1920.69,1967.33,1909.88
2021-04-02,2133.99,1967.42,2133.99,1967.42
2021-04-03,2007.98,2133.62,2133.62,2007.98
2021-04-04,2074.79,2007.82,2074.79,2007.82
2021-04-05,2105.36,2074.79,2111.85,2015.68
2021-04-06,2113.19,2104.78,2113.19,2072.31
2021-04-07,1961.01,2113.48,2113.48,1961.01
2021-04-08,2078.45,1961.75,2078.45,1961.75
2021-04-09,2062.7,2078.47,2092.29,2062.7
2021-04-10,2125.43,2062.7,2169.46,2062.7
2021-04-11,2143.63,2126.89,2143.63,2126.89
2021-04-12,2136.59,2144.55,2144.86,2136.59
2021-04-13,2299.4,2136.59,2299.4,2136.59
2021-04-14,2432.88,2299.47,2432.88,2299.47
2021-04-15,2514.3,2432.88,2514.3,2432.88
2021-04-16,2422.01,2514.45,2514.45,2422.01
2021-04-17,2315.96,2422.08,2422.08,2315.96
2021-04-18,2237.31,2316.56,2316.56,2138.98
2021-04-19,2159.74,2235.98,2262.5,2124.61
2021-04-20,2330.22,2161.03,2330.22,2139.04
2021-04-21,2357.29,2330.22,2426.31,2307.0
2021-04-22,2401.94,2357.29,2583.38,2357.29
