,LTC
DOGE,3.1246617848449234e-05
ETC,0.00206383816417212
MIOTA,0.005207644440278127
ETH,0.008432107288273157
RLC,0.017347814876023347
PIVX,0.02026846721236175
KMD,0.03774692660725771
DCR,0.0470890975005756
DGB,0.05472083100664594
BAT,0.08271782977360186
ANT,0.08359418209178628
BTC,0.09804940312465256
DASH,0.10612518918603141
ZEN,0.16055438247115073
STEEM,0.17340887353547466
QTUM,0.19032546210484028
XRP,0.2311031831221309
XEM,0.24960296026289494
ARK,0.30081375183215214
SC,0.34659001217755153
GAS,0.3484600775894746
ZEC,0.3579944120681832
LSK,0.42464465366594284
WAVES,0.43108509260037575
SYS,0.4482108755060417
BTS,0.49233035539632986
XLM,0.5073470589106991
LUNC,0.5812471780573408
XMR,0.590392566550387
GNO,0.6544964944671027
FIRO,0.7142545487106943
