,LTC
PIVX,2.226544529726526e-07
DOGE,2.2204305262396544e-05
ETC,0.0014135656353221
MIOTA,0.004175572663318
ETH,0.0078021605252446505
DCR,0.01108006709297215
RLC,0.011117783951236599
BAT,0.035190000293635795
BTC,0.0371212905781914
KMD,0.03767455169545465
DGB,0.04324969438300015
DASH,0.0741728205541259
ANT,0.08056590213439155
QTUM,0.085770838761725
ZEN,0.0917714087253831
STEEM,0.1273904277538624
XEM,0.1881903965390462
XRP,0.21685982336777643
ARK,0.2605094195385213
ZEC,0.3129656922093408
GAS,0.3354400650458454
SC,0.3748972955722505
LSK,0.44468595164297653
SYS,0.45993561541423866
BTS,0.4776789036207429
XLM,0.48635338222195257
WAVES,0.503248972486759
XMR,0.6247976352165884
LUNC,0.6919101921857502
GNO,0.7086185917300769
FIRO,0.8040103763042787
