TIMESTAMP,TIMI_OPEN_PRICE_USD,TIMI_HIGH_PRICE_USD,TIMI_LOW_PRICE_USD,TIMI_CLOSE_PRICE_USD,TIMI_VOLUME_USD,TIMI_DIVIDENDS_USD,TIMI_STOCK_SPLITS_USD
2024-07-26 00:00:00+00:00,0.006666000001132488,0.008496000431478024,0.006287999916821718,0.0074880002066493034,2292991,0.0,0.0
2024-07-27 00:00:00+00:00,0.0074880002066493034,0.009006000123918056,0.004437000025063753,0.005117000080645084,2051564,0.0,0.0
2024-07-28 00:00:00+00:00,0.005140000022947788,0.00647599995136261,0.0032029999420046806,0.0035250000655651093,1640153,0.0,0.0
2024-07-29 00:00:00+00:00,0.0035470000002533197,0.0050929998978972435,0.002939000027254224,0.003640000009909272,894909,0.0,0.0
2024-07-30 00:00:00+00:00,0.0036430000327527523,0.004050000105053186,0.0018660000059753656,0.002535999985411763,1073698,0.0,0.0
2024-07-31 00:00:00+00:00,0.002535999985411763,0.0025629999581724405,0.0008520000264979899,0.0010689999908208847,1167267,0.0,0.0
2024-08-01 00:00:00+00:00,0.0010849999962374568,0.0012789999600499868,0.00076299998909235,0.0007800000021234155,209007,0.0,0.0
2024-08-02 00:00:00+00:00,0.0008849999867379665,0.0020600000862032175,0.0007919999770820141,0.0012880000285804272,372847,0.0,0.0
2024-08-03 00:00:00+00:00,0.0012880000285804272,0.0013859999598935246,0.0009710000013001263,0.0010740000288933516,119186,0.0,0.0
2024-08-04 00:00:00+00:00,0.0010740000288933516,0.0012260000221431255,0.0008169999928213656,0.0009309999877586961,90217,0.0,0.0
2024-08-05 00:00:00+00:00,0.0009350000182166696,0.0015589999966323376,0.000539999979082495,0.001095999963581562,180316,0.0,0.0
2024-08-06 00:00:00+00:00,0.001091000041924417,0.0015739999944344163,0.0010479999473318458,0.001057000015862286,170272,0.0,0.0
2024-08-07 00:00:00+00:00,0.0011139999842271209,0.0014720000326633453,0.0007619999814778566,0.0008909999742172658,158292,0.0,0.0
2024-08-08 00:00:00+00:00,0.0008909999742172658,0.0013099999632686377,0.0007670000195503235,0.0012179999612271786,98312,0.0,0.0
