TIMESTAMP,DIDID_OPEN_PRICE_USD,DIDID_HIGH_PRICE_USD,DIDID_LOW_PRICE_USD,DIDID_CLOSE_PRICE_USD,DIDID_VOLUME_USD,DIDID_DIVIDENDS_USD,DIDID_STOCK_SPLITS_USD
2024-06-14 00:00:00+00:00,0.0008849999867379665,0.0009340000106021762,0.0007810000097379088,0.0008219999726861715,344352,0.0,0.0
2024-06-15 00:00:00+00:00,0.0008219999726861715,0.0008440000237897038,0.0008060000254772604,0.0008370000286959112,238610,0.0,0.0
2024-06-16 00:00:00+00:00,0.0008370000286959112,0.000846999988425523,0.000813000020571053,0.000826000003144145,282974,0.0,0.0
2024-06-17 00:00:00+00:00,0.000826000003144145,0.000830999983008951,0.0008040000102482736,0.0008159999852068722,254831,0.0,0.0
2024-06-18 00:00:00+00:00,0.0008159999852068722,0.0008169999928213656,0.0007009999826550484,0.0007200000109151006,273040,0.0,0.0
2024-06-19 00:00:00+00:00,0.0007200000109151006,0.0007259999983943999,0.0004070000140927732,0.0004360000020824373,79821,0.0,0.0
2024-06-20 00:00:00+00:00,0.0004360000020824373,0.0004659999976865947,0.0004140000091865659,0.0004250000056345016,72686,0.0,0.0
2024-06-21 00:00:00+00:00,0.0004250000056345016,0.0005389999714680016,0.00042299999040551484,0.00046400001156143844,93175,0.0,0.0
2024-06-22 00:00:00+00:00,0.00046400001156143844,0.0004780000017490238,0.0004419999895617366,0.0004459999909158796,59980,0.0,0.0
2024-06-23 00:00:00+00:00,0.0004459999909158796,0.0004579999949783087,0.0004330000083427876,0.00043899999582208693,55415,0.0,0.0
2024-06-24 00:00:00+00:00,0.00043899999582208693,0.0004440000047907233,0.0004299999854993075,0.00044100001105107367,54229,0.0,0.0
2024-06-25 00:00:00+00:00,0.00044100001105107367,0.0004900000058114529,0.0004220000118948519,0.00047400000039488077,32709,0.0,0.0
2024-06-26 00:00:00+00:00,0.00047400000039488077,0.0005280000041238964,0.00046400001156143844,0.0004830000107176602,45496,0.0,0.0
2024-06-27 00:00:00+00:00,0.0004830000107176602,0.0005530000198632479,0.0004769999941345304,0.0005389999714680016,39762,0.0,0.0
2024-06-28 00:00:00+00:00,0.0005389999714680016,0.0006370000191964209,0.0005389999714680016,0.0005990000208839774,43906,0.0,0.0
2024-06-29 00:00:00+00:00,0.0005990000208839774,0.0006840000278316438,0.0005760000203736126,0.0006440000142902136,43599,0.0,0.0
2024-06-30 00:00:00+00:00,0.0006459999713115394,0.0006730000022798777,0.000539999979082495,0.0006150000263005495,72193,0.0,0.0
2024-07-01 00:00:00+00:00,0.0006150000263005495,0.0006430000066757202,0.0005879999953322113,0.0006079999729990959,18365,0.0,0.0
2024-07-02 00:00:00+00:00,0.0006079999729990959,0.0006189999985508621,0.00046499999007210135,0.0005230000242590904,57592,0.0,0.0
2024-07-03 00:00:00+00:00,0.0005230000242590904,0.0006520000169984996,0.0004879999905824661,0.0005029999883845448,49197,0.0,0.0
2024-07-04 00:00:00+00:00,0.0005029999883845448,0.0005070000188425183,0.00042299999040551484,0.00042299999040551484,21127,0.0,0.0
2024-07-05 00:00:00+00:00,0.00042299999040551484,0.00042600001324899495,0.0003640000068116933,0.0004030000127386302,31064,0.0,0.0
2024-07-06 00:00:00+00:00,0.0004030000127386302,0.0004529999860096723,0.0003819999983534217,0.00042699999175965786,15541,0.0,0.0
2024-07-07 00:00:00+00:00,0.00042699999175965786,0.000446999998530373,0.0003870000073220581,0.00041599999531172216,10520,0.0,0.0
2024-07-08 00:00:00+00:00,0.00041599999531172216,0.0004600000102072954,0.00037299998803064227,0.00040499999886378646,27954,0.0,0.0
2024-07-09 00:00:00+00:00,0.0004020000051241368,0.0004659999976865947,0.00037900000461377203,0.00040499999886378646,24480,0.0,0.0
2024-07-10 00:00:00+00:00,0.00040499999886378646,0.00044999999227002263,0.00038499999209307134,0.00039000000106170774,29900,0.0,0.0
2024-07-11 00:00:00+00:00,0.00039000000106170774,0.0004039999912492931,0.0003459999861661345,0.0003490000090096146,40762,0.0,0.0
2024-07-12 00:00:00+00:00,0.0003490000090096146,0.0003870000073220581,0.00034699999378062785,0.00037299998803064227,18128,0.0,0.0
2024-07-13 00:00:00+00:00,0.00037299998803064227,0.00038300000596791506,0.00036199999158270657,0.00037900000461377203,6536,0.0,0.0
