TIMESTAMP,NAILONG_OPEN_PRICE_USD,NAILONG_HIGH_PRICE_USD,NAILONG_LOW_PRICE_USD,NAILONG_CLOSE_PRICE_USD,NAILONG_VOLUME_USD,NAILONG_DIVIDENDS_USD,NAILONG_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.7000001611886546e-05,3.7000001611886546e-05,37527,0.0,0.0
2025-04-02 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.300000025774352e-05,3.300000025774352e-05,69609,0.0,0.0
2025-04-03 00:00:00+00:00,3.300000025774352e-05,3.7999998312443495e-05,2.9999999242136255e-05,3.199999991920777e-05,47287,0.0,0.0
2025-04-04 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.099999958067201e-05,3.300000025774352e-05,58673,0.0,0.0
2025-04-05 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.099999958067201e-05,3.199999991920777e-05,21050,0.0,0.0
2025-04-06 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.700000004551839e-05,2.9000000722589903e-05,46846,0.0,0.0
2025-04-07 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.8000000384054147e-05,118998,0.0,0.0
2025-04-08 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.700000004551839e-05,2.700000004551839e-05,54633,0.0,0.0
2025-04-09 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,122956,0.0,0.0
2025-04-10 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.700000004551839e-05,2.700000004551839e-05,57655,0.0,0.0
2025-04-11 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.4000000848900527e-05,2.4000000848900527e-05,57230,0.0,0.0
2025-04-12 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.099999983329326e-05,2.099999983329326e-05,34823,0.0,0.0
2025-04-13 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.2000000171829015e-05,41567,0.0,0.0
2025-04-14 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.2000000171829015e-05,51213,0.0,0.0
2025-04-15 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,2.2000000171829015e-05,3.7000001611886546e-05,2.099999983329326e-05,3.099999958067201e-05,35320,0.0,0.0
2025-04-17 00:00:00+00:00,3.099999958067201e-05,4.5000000682193786e-05,2.700000004551839e-05,2.9000000722589903e-05,15795,0.0,0.0
2025-04-18 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.300000051036477e-05,2.300000051036477e-05,5587,0.0,0.0
2025-04-19 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,794,0.0,0.0
2025-04-20 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,2.2000000171829015e-05,5.6000000768108293e-05,2.2000000171829015e-05,5.0999999075429514e-05,782,0.0,0.0
2025-04-22 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.8999998398358e-05,4.8999998398358e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,4.8999998398358e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,5.0999999075429514e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-27 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.999999873689376e-05,5.0999999075429514e-05,219,0.0,0.0
2025-04-28 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,5.0999999075429514e-05,5.0999999075429514e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-30 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.8999998398358e-05,4.8999998398358e-05,28,0.0,0.0
2025-05-01 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.8000001697801054e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.8000001697801054e-05,4.8000001697801054e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,3.5000000934815034e-05,7.599999662488699e-05,3.5000000934815034e-05,3.9999998989515007e-05,19708,0.0,0.0
2025-05-13 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.600000127335079e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,3.7000001611886546e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7999998312443495e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
