TIMESTAMP,NAILONG_OPEN_PRICE_USD,NAILONG_HIGH_PRICE_USD,NAILONG_LOW_PRICE_USD,NAILONG_CLOSE_PRICE_USD,NAILONG_VOLUME_USD,NAILONG_DIVIDENDS_USD,NAILONG_STOCK_SPLITS_USD
2025-05-19 00:00:00+00:00,3.600000127335079e-05,4.600000102072954e-05,3.600000127335079e-05,3.7999998312443495e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-23 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,3.5000000934815034e-05,4.5000000682193786e-05,3.5000000934815034e-05,4.5000000682193786e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,4.5000000682193786e-05,4.999999873689376e-05,4.5000000682193786e-05,4.8999998398358e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-05-29 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.9999998989515007e-05,3.9999998989515007e-05,0,0.0,0.0
2025-05-30 00:00:00+00:00,3.9999998989515007e-05,8.70000003487803e-05,3.9999998989515007e-05,5.0999999075429514e-05,18458,0.0,0.0
2025-05-31 00:00:00+00:00,5.0999999075429514e-05,0.00025400001322850585,4.099999932805076e-05,0.0001340000017080456,183069,0.0,0.0
2025-06-01 00:00:00+00:00,0.00013437207962851971,0.00027592387050390244,0.0001254964154213667,0.00015910540241748095,109528,0.0,0.0
