TIMESTAMP,POT_OPEN_PRICE_USD,POT_HIGH_PRICE_USD,POT_LOW_PRICE_USD,POT_CLOSE_PRICE_USD,POT_VOLUME_USD,POT_DIVIDENDS_USD,POT_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.12129999697208405,0.1593320071697235,0.12017399817705154,0.149617001414299,4341070,0.0,0.0
2017-11-10 00:00:00+00:00,0.14879600703716278,0.1748269945383072,0.13264000415802002,0.13264000415802002,3717340,0.0,0.0
2017-11-11 00:00:00+00:00,0.13196100294589996,0.14165599644184113,0.11979299783706665,0.12497100234031677,1314180,0.0,0.0
2017-11-12 00:00:00+00:00,0.12509000301361084,0.12591899931430817,0.09683000296354294,0.11386200040578842,1423450,0.0,0.0
2017-11-13 00:00:00+00:00,0.11434300243854523,0.13943900167942047,0.11315199732780457,0.126910001039505,1307370,0.0,0.0
2017-11-14 00:00:00+00:00,0.127237007021904,0.13221299648284912,0.12150900065898895,0.12942799925804138,359406,0.0,0.0
2017-11-15 00:00:00+00:00,0.12932699918746948,0.13419599831104279,0.12113700062036514,0.1275320053100586,609145,0.0,0.0
2017-11-16 00:00:00+00:00,0.12887200713157654,0.1454409956932068,0.11820700019598007,0.12953299283981323,639493,0.0,0.0
2017-11-17 00:00:00+00:00,0.12973499298095703,0.13203200697898865,0.11884400248527527,0.12343399971723557,398303,0.0,0.0
2017-11-18 00:00:00+00:00,0.12293700128793716,0.13712899386882782,0.11749300360679626,0.1260489970445633,387813,0.0,0.0
2017-11-19 00:00:00+00:00,0.1258150041103363,0.13390199840068817,0.12481199949979782,0.1263740062713623,269523,0.0,0.0
2017-11-20 00:00:00+00:00,0.12564900517463684,0.20584000647068024,0.12359300255775452,0.1363310068845749,19714400,0.0,0.0
2017-11-21 00:00:00+00:00,0.13562500476837158,0.16078899800777435,0.12017499655485153,0.14403100311756134,5819040,0.0,0.0
2017-11-22 00:00:00+00:00,0.14446300268173218,0.16652700304985046,0.1410840004682541,0.1601479947566986,1817500,0.0,0.0
2017-11-23 00:00:00+00:00,0.1612209975719452,0.2108449935913086,0.1612209975719452,0.17852100729942322,4767080,0.0,0.0
2017-11-24 00:00:00+00:00,0.17705699801445007,0.23954300582408905,0.1685979962348938,0.2228810042142868,2376070,0.0,0.0
2017-11-25 00:00:00+00:00,0.22123299539089203,0.311942994594574,0.2142229974269867,0.2821590006351471,8741070,0.0,0.0
2017-11-26 00:00:00+00:00,0.28443101048469543,0.3118570148944855,0.2611429989337921,0.30189698934555054,3612080,0.0,0.0
2017-11-27 00:00:00+00:00,0.30021798610687256,0.30893999338150024,0.2500059902667999,0.30237799882888794,3469230,0.0,0.0
2017-11-28 00:00:00+00:00,0.3023580014705658,0.30702701210975647,0.2787739932537079,0.2790580093860626,1820180,0.0,0.0
2017-11-29 00:00:00+00:00,0.2791700065135956,0.33364400267601013,0.2554210126399994,0.28801798820495605,2360370,0.0,0.0
2017-11-30 00:00:00+00:00,0.28957700729370117,0.3020870089530945,0.24005000293254852,0.29800400137901306,1431390,0.0,0.0
2017-12-01 00:00:00+00:00,0.29559600353240967,0.4291189908981323,0.29493099451065063,0.3591670095920563,9522770,0.0,0.0
2017-12-02 00:00:00+00:00,0.35924598574638367,0.395563006401062,0.35892099142074585,0.3706910014152527,4194200,0.0,0.0
2017-12-03 00:00:00+00:00,0.37178298830986023,0.46159499883651733,0.3639580011367798,0.427496999502182,7201440,0.0,0.0
2017-12-04 00:00:00+00:00,0.427606999874115,0.4468669891357422,0.40008801221847534,0.42564499378204346,5092860,0.0,0.0
2017-12-05 00:00:00+00:00,0.42465901374816895,0.429841011762619,0.3911609947681427,0.3998039960861206,3622250,0.0,0.0
2017-12-06 00:00:00+00:00,0.3985300064086914,0.49301400780677795,0.318450003862381,0.34897100925445557,11205200,0.0,0.0
2017-12-07 00:00:00+00:00,0.34134501218795776,0.362529993057251,0.26304998993873596,0.3328790068626404,7809570,0.0,0.0
