TIMESTAMP,STUPID_OPEN_PRICE_USD,STUPID_HIGH_PRICE_USD,STUPID_LOW_PRICE_USD,STUPID_CLOSE_PRICE_USD,STUPID_VOLUME_USD,STUPID_DIVIDENDS_USD,STUPID_STOCK_SPLITS_USD
2025-03-24 00:00:00+00:00,0.000965000013820827,0.0011879999656230211,0.0008679999737069011,0.00088900001719594,706889,0.0,0.0
2025-03-25 00:00:00+00:00,0.00088900001719594,0.0009040000149980187,0.0007989999721758068,0.0008030000026337802,619325,0.0,0.0
2025-03-26 00:00:00+00:00,0.0008030000026337802,0.000805000017862767,0.0007040000054985285,0.0007200000109151006,1746539,0.0,0.0
2025-03-27 00:00:00+00:00,0.0007200000109151006,0.0007440000190399587,0.0006639999919570982,0.000674000009894371,780398,0.0,0.0
2025-03-28 00:00:00+00:00,0.000674000009894371,0.0006990000256337225,0.0006459999713115394,0.0006880000000819564,783838,0.0,0.0
2025-03-29 00:00:00+00:00,0.0006880000000819564,0.0006939999875612557,0.0006459999713115394,0.0006649999995715916,538996,0.0,0.0
2025-03-30 00:00:00+00:00,0.0006649999995715916,0.0006649999995715916,0.0005949999904260039,0.0006009999779053032,560744,0.0,0.0
2025-03-31 00:00:00+00:00,0.0006009999779053032,0.0006130000110715628,0.0005559999844990671,0.0005869999877177179,674346,0.0,0.0
2025-04-01 00:00:00+00:00,0.0005869999877177179,0.0006150000263005495,0.0005670000100508332,0.0005740000051446259,563660,0.0,0.0
2025-04-02 00:00:00+00:00,0.0005740000051446259,0.0006890000076964498,0.0005179999861866236,0.0005639999872073531,1058932,0.0,0.0
2025-04-03 00:00:00+00:00,0.0005639999872073531,0.0005680000176653266,0.0005310000269673765,0.0005590000073425472,664770,0.0,0.0
2025-04-04 00:00:00+00:00,0.0005590000073425472,0.0006060000159777701,0.0005360000068321824,0.0005779999773949385,814035,0.0,0.0
2025-04-05 00:00:00+00:00,0.0005779999773949385,0.0005779999773949385,0.000526999996509403,0.0005499999970197678,352594,0.0,0.0
2025-04-06 00:00:00+00:00,0.0005499999970197678,0.0005549999768845737,0.0004579999949783087,0.0004659999976865947,730938,0.0,0.0
2025-04-07 00:00:00+00:00,0.0004659999976865947,0.0005009999731555581,0.0004220000118948519,0.0004920000210404396,2147662,0.0,0.0
2025-04-08 00:00:00+00:00,0.0004920000210404396,0.0005380000220611691,0.00037900000461377203,0.00040099999750964344,1060999,0.0,0.0
2025-04-09 00:00:00+00:00,0.00040099999750964344,0.0005089999758638442,0.00038400001358240843,0.0005080000264570117,1480304,0.0,0.0
2025-04-10 00:00:00+00:00,0.0005080000264570117,0.00113800005055964,0.00046300000394694507,0.000805000017862767,1299127,0.0,0.0
2025-04-11 00:00:00+00:00,0.000805000017862767,0.0022499999031424522,0.0007489999989047647,0.0011680000461637974,2377663,0.0,0.0
