TIMESTAMP,SHIBKILLER_OPEN_PRICE_USD,SHIBKILLER_HIGH_PRICE_USD,SHIBKILLER_LOW_PRICE_USD,SHIBKILLER_CLOSE_PRICE_USD,SHIBKILLER_VOLUME_USD,SHIBKILLER_DIVIDENDS_USD,SHIBKILLER_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,,,,0.0,772128,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,631503,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,360262,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,289224,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,223231,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,290187,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,2338549,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,2944195,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,1640131,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,1109778,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,643504,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,540703,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,450633,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,559209,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,655156,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,337703,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,229769,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,274254,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,836349,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,811462,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,896476,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,1035088,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,345897,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,187819,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,148078,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,325756,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,341366,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,1432750,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,1581389,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,496250,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,823454,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,1106154,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,1029754,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,747556,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,430560,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,660710,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,562712,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,164677,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,145132,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,135973,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,236640,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,267089,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,139900,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,149170,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,193203,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,169313,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,90273,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,95630,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,160221,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,284019,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,250805,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,137204,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,242750,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,251937,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,140320,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,90352,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,124432,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,158001,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,116175,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,54513,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,65388,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,92094,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,75122,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,76086,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,95461,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,65348,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,61502,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,69556,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,67263,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,78930,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,55564,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,46045,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,62025,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,46226,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,66347,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,89162,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,83388,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,70416,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,56397,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,2217776,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,5335157,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,3904658,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,3354579,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,3800381,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,2242925,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,432037,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,217198,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,90864,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,62610,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,48473,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,77292,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,113715,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,54184,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,9909,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,5687,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,3311,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,14736,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,17727,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,13745,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,11712,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,4278,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,1728,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,5679,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,22979,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,748,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,1256,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,72876,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,78546,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,8481,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,3308,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,533,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,737,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,982,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,472,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,727,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,3460,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,5305,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,4387,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,26419,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,715,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,646,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,1096,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,2296,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,2096,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,860,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,691,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,489,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,210,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,236,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,423,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,1417,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,36,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,98,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,2,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,114,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,175,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,340,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,1043,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,40,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,161,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,12942,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,127,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,108,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,116,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,158,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,44,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,253,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,172,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,17,0.0,0.0
2022-08-24 00:00:00+00:00,,,,0.0,58,0.0,0.0
2022-08-25 00:00:00+00:00,,,,0.0,222,0.0,0.0
2022-08-26 00:00:00+00:00,,,,0.0,104009,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,1146,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,365,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,365,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,1560,0.0,0.0
2022-08-31 00:00:00+00:00,,,,0.0,73,0.0,0.0
2022-09-02 00:00:00+00:00,,,,0.0,192,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,1035,0.0,0.0
2022-09-05 00:00:00+00:00,,,,0.0,25,0.0,0.0
2022-09-06 00:00:00+00:00,,,,0.0,106,0.0,0.0
2022-09-07 00:00:00+00:00,,,,0.0,52,0.0,0.0
2022-09-08 00:00:00+00:00,,,,0.0,85,0.0,0.0
2022-09-09 00:00:00+00:00,,,,0.0,110,0.0,0.0
2022-09-10 00:00:00+00:00,,,,0.0,32,0.0,0.0
2022-09-11 00:00:00+00:00,,,,0.0,1741,0.0,0.0
2022-09-12 00:00:00+00:00,,,,0.0,136,0.0,0.0
2022-09-13 00:00:00+00:00,,,,0.0,552,0.0,0.0
2022-09-14 00:00:00+00:00,,,,0.0,2059,0.0,0.0
2022-09-15 00:00:00+00:00,,,,0.0,456,0.0,0.0
2022-09-16 00:00:00+00:00,,,,0.0,344,0.0,0.0
2022-09-17 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-09-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-09-19 00:00:00+00:00,,,,0.0,25,0.0,0.0
