TIMESTAMP,RENBTC_OPEN_PRICE_USD,RENBTC_HIGH_PRICE_USD,RENBTC_LOW_PRICE_USD,RENBTC_CLOSE_PRICE_USD,RENBTC_VOLUME_USD,RENBTC_DIVIDENDS_USD,RENBTC_STOCK_SPLITS_USD
2020-07-21 00:00:00+00:00,9143.728515625,9418.7470703125,9106.931640625,9358.8828125,43000,0.0,0.0
2020-07-22 00:00:00+00:00,9359.056640625,9749.0302734375,9012.0830078125,9661.60546875,15096,0.0,0.0
2020-07-23 00:00:00+00:00,9661.60546875,9779.4501953125,9411.9990234375,9645.4052734375,9886,0.0,0.0
2020-07-24 00:00:00+00:00,9645.4052734375,9660.5634765625,9316.123046875,9316.123046875,14301,0.0,0.0
2020-07-25 00:00:00+00:00,9318.8076171875,10074.5859375,9266.208984375,9616.3779296875,13023,0.0,0.0
2020-07-26 00:00:00+00:00,9608.4775390625,10013.0068359375,9501.9755859375,9887.169921875,10893,0.0,0.0
2020-07-27 00:00:00+00:00,9887.283203125,11443.8798828125,9887.283203125,11249.3134765625,20449,0.0,0.0
2020-07-28 00:00:00+00:00,11240.216796875,11625.7197265625,10646.03515625,10951.0986328125,38679,0.0,0.0
2020-07-29 00:00:00+00:00,10951.9169921875,15389.2080078125,10780.7705078125,11061.32421875,119706,0.0,0.0
2020-07-30 00:00:00+00:00,11064.22265625,11461.353515625,10741.5380859375,10950.2861328125,40121,0.0,0.0
2020-07-31 00:00:00+00:00,10950.2861328125,12126.07421875,10704.09375,11747.99609375,43228,0.0,0.0
2020-08-01 00:00:00+00:00,11737.462890625,12595.048828125,11525.568359375,12382.2197265625,29917,0.0,0.0
2020-08-02 00:00:00+00:00,12372.4931640625,12399.9736328125,10915.552734375,11006.9677734375,31812,0.0,0.0
2020-08-03 00:00:00+00:00,11006.6220703125,11332.466796875,10714.5107421875,10985.53125,85814,0.0,0.0
2020-08-04 00:00:00+00:00,10985.6806640625,11508.50390625,10876.8115234375,11461.23046875,45035,0.0,0.0
2020-08-05 00:00:00+00:00,11453.921875,12118.95703125,11393.91015625,11721.1142578125,24135,0.0,0.0
2020-08-06 00:00:00+00:00,11721.1142578125,11822.146484375,11273.0361328125,11309.3427734375,38414,0.0,0.0
2020-08-07 00:00:00+00:00,11310.7060546875,11521.03125,11010.7548828125,11408.78515625,27751,0.0,0.0
2020-08-08 00:00:00+00:00,11429.109375,11582.712890625,11290.4443359375,11382.2392578125,44479,0.0,0.0
2020-08-09 00:00:00+00:00,11405.4375,11933.8857421875,11350.5615234375,11912.3935546875,25147,0.0,0.0
2020-08-10 00:00:00+00:00,11912.3935546875,12346.830078125,11678.4189453125,12087.12109375,50017,0.0,0.0
2020-08-11 00:00:00+00:00,12085.140625,12214.8974609375,10461.5791015625,11381.619140625,314993,0.0,0.0
2020-08-12 00:00:00+00:00,11381.6650390625,11981.2255859375,11204.2998046875,11767.05859375,1027561,0.0,0.0
2020-08-13 00:00:00+00:00,11792.7080078125,11820.5,10774.3955078125,11592.564453125,677578,0.0,0.0
2020-08-14 00:00:00+00:00,11588.92578125,12287.7333984375,11492.5380859375,11899.4111328125,1063838,0.0,0.0
2020-08-15 00:00:00+00:00,11912.7412109375,12032.1904296875,11332.4853515625,11613.9130859375,1638614,0.0,0.0
2020-08-16 00:00:00+00:00,11625.3291015625,12372.98828125,11557.697265625,12041.3564453125,1325355,0.0,0.0
2020-08-17 00:00:00+00:00,12041.3564453125,12642.853515625,11408.3818359375,12408.326171875,1760118,0.0,0.0
2020-08-18 00:00:00+00:00,12397.703125,12684.701171875,12047.416015625,12071.4013671875,1841881,0.0,0.0
2020-08-19 00:00:00+00:00,12075.76953125,12256.26171875,11209.69921875,11708.6435546875,1736428,0.0,0.0
2020-08-20 00:00:00+00:00,11708.6435546875,11891.95703125,11249.517578125,11292.2001953125,1246279,0.0,0.0
2020-08-21 00:00:00+00:00,11295.40234375,12061.0771484375,11170.4462890625,11318.7158203125,1729259,0.0,0.0
2020-08-22 00:00:00+00:00,11318.3955078125,11916.1357421875,11094.685546875,11751.859375,4647216,0.0,0.0
2020-08-23 00:00:00+00:00,11742.4052734375,12210.9404296875,11446.72265625,11561.8505859375,5981689,0.0,0.0
2020-08-24 00:00:00+00:00,11561.1494140625,11835.7197265625,11454.412109375,11752.904296875,2133916,0.0,0.0
2020-08-25 00:00:00+00:00,11753.048828125,11885.8515625,11209.142578125,11464.6064453125,2448779,0.0,0.0
2020-08-26 00:00:00+00:00,11459.05078125,11897.494140625,11245.083984375,11679.1826171875,3529198,0.0,0.0
2020-08-27 00:00:00+00:00,11676.75,11676.75,11020.1171875,11266.9189453125,3058651,0.0,0.0
2020-08-28 00:00:00+00:00,11271.8486328125,11640.9619140625,11201.3525390625,11640.5732421875,3321877,0.0,0.0
