TIMESTAMP,NFTBS_OPEN_PRICE_USD,NFTBS_HIGH_PRICE_USD,NFTBS_LOW_PRICE_USD,NFTBS_CLOSE_PRICE_USD,NFTBS_VOLUME_USD,NFTBS_DIVIDENDS_USD,NFTBS_STOCK_SPLITS_USD
2021-07-24 00:00:00+00:00,,,,0.0,379857,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,517274,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,255987,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,215519,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,175888,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,103256,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,80277,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,77137,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,84356,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,89888,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,97500,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,94009,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,60727,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,63411,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,118781,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,145122,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,139942,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,152055,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,150252,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,111619,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,89891,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,80311,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,80191,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,318417,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,439097,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,274613,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,209383,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,268445,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,1315394,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,2138340,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,1607478,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,852167,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,842677,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,941157,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,851144,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,899501,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,821465,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,688456,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,581811,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,577427,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,664911,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,605924,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,257070,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,68891,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,50913,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,56912,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,59861,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,29736,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,31191,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,267728,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,427305,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,268393,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,251250,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,283641,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,387724,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,435626,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,262504,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,174425,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,336645,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,468623,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,542748,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,592869,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,585252,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,575357,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,348345,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,683145,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,1006477,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,1190739,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,1431504,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,1087176,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,853622,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,813167,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,538796,0.0,0.0
