TIMESTAMP,AEG_OPEN_PRICE_USD,AEG_HIGH_PRICE_USD,AEG_LOW_PRICE_USD,AEG_CLOSE_PRICE_USD,AEG_VOLUME_USD,AEG_DIVIDENDS_USD,AEG_STOCK_SPLITS_USD
2023-03-29 00:00:00+00:00,6.501391887664795,6.868850231170654,3.2706620693206787,3.274380922317505,69,0.0,0.0
2023-03-30 00:00:00+00:00,3.274955987930298,3.964901924133301,2.717611074447632,3.906342029571533,90,0.0,0.0
2023-03-31 00:00:00+00:00,3.907686948776245,3.908806085586548,3.16965389251709,3.1731929779052734,104227,0.0,0.0
2023-04-01 00:00:00+00:00,3.170991897583008,3.175848960876465,2.435265064239502,2.4927639961242676,61260,0.0,0.0
2023-04-02 00:00:00+00:00,2.4957520961761475,2.9049859046936035,2.488861083984375,2.8355870246887207,67533,0.0,0.0
2023-04-03 00:00:00+00:00,2.835753917694092,2.8408689498901367,2.186702013015747,2.2115530967712402,6,0.0,0.0
2023-04-04 00:00:00+00:00,2.2114899158477783,2.3390469551086426,2.208379030227661,2.336601972579956,0,0.0,0.0
2023-04-05 00:00:00+00:00,2.336601972579956,2.336601972579956,2.336601972579956,2.336601972579956,0,0.0,0.0
2023-04-06 00:00:00+00:00,2.336601972579956,2.336601972579956,1.976483941078186,1.978898048400879,0,0.0,0.0
2023-04-07 00:00:00+00:00,1.978898048400879,1.9809010028839111,1.9770309925079346,1.9786570072174072,0,0.0,0.0
2023-04-08 00:00:00+00:00,1.9786570072174072,1.9786570072174072,1.9786570072174072,1.9786570072174072,0,0.0,0.0
2023-04-09 00:00:00+00:00,1.9786570072174072,1.9786570072174072,1.9786570072174072,1.9786570072174072,0,0.0,0.0
2023-04-10 00:00:00+00:00,1.9786570072174072,1.9786570072174072,1.9786570072174072,1.9786570072174072,0,0.0,0.0
2023-04-11 00:00:00+00:00,1.9786570072174072,1.9786570072174072,1.9786570072174072,1.9786570072174072,0,0.0,0.0
2023-04-12 00:00:00+00:00,1.9786570072174072,1.9786570072174072,1.9786570072174072,1.9786570072174072,0,0.0,0.0
2023-04-13 00:00:00+00:00,1.9786570072174072,1.9786570072174072,1.9786570072174072,1.9786570072174072,0,0.0,0.0
2024-03-07 00:00:00+00:00,0.20198500156402588,0.29173600673675537,0.18553699553012848,0.2558650076389313,24485645,0.0,0.0
