,BTC
DOGE,1.7331547374955846e-06
PIVX,0.0041212950661652
SC,0.012555756217859
SYS,0.0325627012394843
ETC,0.040986817656549504
ETH,0.06522298578311064
BTS,0.11454630717623915
BAT,0.1297175211219453
RLC,0.1427687740917307
XRP,0.16477332637776548
ZEN,0.2015575173783577
MIOTA,0.20595001984183053
XEM,0.21962225246746836
DASH,0.24523614913974595
GAS,0.27310266316912585
DCR,0.28061436900835923
FIRO,0.31485682612941523
STEEM,0.3353929775641331
XMR,0.3488773605179827
XLM,0.40769723333272956
LUNC,0.45333136884496805
ARK,0.47740818491923614
QTUM,0.48518810584494093
ANT,0.5016550552256123
DGB,0.5109420678795492
WAVES,0.5140561814031271
ZEC,0.5325852172840277
LSK,0.556520323169579
GNO,0.6098384186446448
KMD,0.63721882109715
LTC,0.6806794496703124
