,MSE,RMSE,MAE,MAPE,R2
0,3308858.0681313006,1819.0266815336438,1434.637566666667,0.040471205775497,0.39734564927691574
1,1196032.9704061283,1093.6329230624544,887.3981290322578,0.02557416578356729,0.874973280103248
2,2135719.627720126,1461.4101504095713,1188.0370967741926,0.026154479791007348,0.7924034962858091
3,3346739.9510678994,1829.409727498982,1355.7569666666666,0.02995391512052616,0.6490018958336061
4,4033941.7335829665,2008.4675087197618,1594.9116774193544,0.02768340973861736,0.836805810000165
5,3893827.973653901,1973.2784835531706,1519.6013666666665,0.025420009425826486,0.6982818800661733
6,2920863.406719258,1709.0533656733069,1206.9880967741933,0.02475971205491719,0.5889439316243172
7,1324144.6031914211,1150.7148227043142,791.8587741935487,0.01959002958042377,0.8864537844229646
8,3037270.900347711,1742.7767786918987,1199.8734285714283,0.029409105630574018,0.5135063760529086
9,1783034.5676209356,1335.3031744218,1011.650548387097,0.024406422899913526,0.7869717788047269
10,1090408.357876032,1044.2262005312987,855.0994999999996,0.02089927447381657,0.8256173801962058
11,1973193.5650888074,1404.7040845277013,1082.8550384615385,0.033992039307654584,0.843744797709046
Mean,2503669.6437838743,1547.6669917773252,1177.3890158011343,0.027359480798528443,0.7245041716980071
