TIMESTAMP,HAHA_OPEN_PRICE_USD,HAHA_HIGH_PRICE_USD,HAHA_LOW_PRICE_USD,HAHA_CLOSE_PRICE_USD,HAHA_VOLUME_USD,HAHA_DIVIDENDS_USD,HAHA_STOCK_SPLITS_USD
2023-04-28 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,7.999999979801942e-06,9.999999747378752e-06,1530707,0.0,0.0
2023-04-29 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,203149,0.0,0.0
2023-04-30 00:00:00+00:00,9.000000318337698e-06,3.7999998312443495e-05,9.000000318337698e-06,2.9000000722589903e-05,1955147,0.0,0.0
2023-05-01 00:00:00+00:00,2.9000000722589903e-05,7.899999764049426e-05,2.5999999706982635e-05,7.300000288523734e-05,5512438,0.0,0.0
2023-05-02 00:00:00+00:00,7.300000288523734e-05,0.0001320000010309741,7.300000288523734e-05,0.00011200000153621659,12616119,0.0,0.0
2023-05-03 00:00:00+00:00,0.00011200000153621659,0.00011200000153621659,5.8000001445179805e-05,8.499999967170879e-05,8028099,0.0,0.0
2023-05-04 00:00:00+00:00,8.499999967170879e-05,9.200000204145908e-05,5.8000001445179805e-05,7.400000322377309e-05,6323399,0.0,0.0
2023-05-05 00:00:00+00:00,7.400000322377309e-05,0.00011600000289035961,6.900000153109431e-05,0.00010199999815085903,13087827,0.0,0.0
2023-05-06 00:00:00+00:00,0.00010199999815085903,0.00017600000137463212,0.00010199999815085903,0.00013899999612476677,31784720,0.0,0.0
2023-05-07 00:00:00+00:00,0.00013899999612476677,0.00015199999324977398,6.900000153109431e-05,6.900000153109431e-05,17883331,0.0,0.0
2023-05-08 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,2.9999999242136255e-05,4.099999932805076e-05,10809088,0.0,0.0
2023-05-09 00:00:00+00:00,4.099999932805076e-05,4.999999873689376e-05,3.7000001611886546e-05,4.099999932805076e-05,7459997,0.0,0.0
2023-05-10 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,3.300000025774352e-05,3.600000127335079e-05,5960818,0.0,0.0
2023-05-11 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,2.099999983329326e-05,2.2000000171829015e-05,5117968,0.0,0.0
2023-05-12 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.8000000636675395e-05,2.300000051036477e-05,5263685,0.0,0.0
2023-05-13 00:00:00+00:00,2.300000051036477e-05,2.700000004551839e-05,2.2000000171829015e-05,2.2000000171829015e-05,5389407,0.0,0.0
2023-05-14 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.9999999494757503e-05,2.2000000171829015e-05,5582371,0.0,0.0
2023-05-15 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,3915512,0.0,0.0
2023-05-16 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.5999999959603883e-05,3202202,0.0,0.0
2023-05-17 00:00:00+00:00,1.5999999959603883e-05,2.099999983329326e-05,1.5999999959603883e-05,1.700000029813964e-05,4214858,0.0,0.0
2023-05-18 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4000000192027073e-05,1.4000000192027073e-05,3037541,0.0,0.0
