,0
0,1.977081060409546
1,2.0006861686706543
2,2.0389246940612793
3,2.095245361328125
4,2.15427565574646
5,2.1688530445098877
6,2.2143404483795166
7,2.3033382892608643
8,2.3181796073913574
9,2.397214889526367
10,2.4492037296295166
11,2.5152814388275146
