,0
0,0.21731058756510416
1,0.24234094927387853
2,0.24205638516333797
3,0.23392041524251303
4,0.24215636714812247
5,0.35013357798258465
6,0.24206407608524447
7,0.24210253069477697
8,0.2502969333103725
9,0.21001600450085056
10,0.26717980702718097
11,0.20973913131221647
