,0
0,2.6073122024536133
1,2.6366655826568604
2,2.699359178543091
3,2.802645206451416
4,2.8696448802948
5,2.9292173385620117
6,3.0565643310546875
7,3.1474781036376953
8,3.274226188659668
9,3.3646087646484375
10,3.3539750576019287
11,3.447751045227051
