,0
0,2.3512628078460693
1,2.3896327018737793
2,2.4974093437194824
3,2.56199312210083
4,2.6377065181732178
5,2.6681103706359863
6,2.7401857376098633
7,2.8641772270202637
8,2.8696787357330322
9,2.9063608646392822
10,2.992929458618164
11,3.0321316719055176
