TIMESTAMP,CAMLY_OPEN_PRICE_USD,CAMLY_HIGH_PRICE_USD,CAMLY_LOW_PRICE_USD,CAMLY_CLOSE_PRICE_USD,CAMLY_VOLUME_USD,CAMLY_DIVIDENDS_USD,CAMLY_STOCK_SPLITS_USD
2023-07-09 00:00:00+00:00,0.0006459999713115394,0.0006779999821446836,0.0006230000290088356,0.0006380000268109143,11267,0.0,0.0
2023-07-10 00:00:00+00:00,0.0006360000115819275,0.000653000024612993,0.0006140000186860561,0.0006270000012591481,38084,0.0,0.0
2023-07-11 00:00:00+00:00,0.0006270000012591481,0.0006539999740198255,0.0005699999746866524,0.0005970000056549907,31154,0.0,0.0
2023-07-12 00:00:00+00:00,0.0005990000208839774,0.0006230000290088356,0.0005719999899156392,0.0005920000257901847,20374,0.0,0.0
2023-07-13 00:00:00+00:00,0.0005920000257901847,0.000610999995842576,0.0005670000100508332,0.0006000000284984708,15621,0.0,0.0
2023-07-14 00:00:00+00:00,0.0006000000284984708,0.0006150000263005495,0.0005230000242590904,0.0005489999894052744,33714,0.0,0.0
2023-07-15 00:00:00+00:00,0.0005489999894052744,0.0005510000046342611,0.0004889999981969595,0.0005119999987073243,27274,0.0,0.0
2023-07-16 00:00:00+00:00,0.0005119999987073243,0.0005859999801032245,0.0004830000107176602,0.0005380000220611691,22769,0.0,0.0
2023-07-17 00:00:00+00:00,0.0005380000220611691,0.0005440000095404685,0.00048600000445730984,0.0004980000085197389,23491,0.0,0.0
2023-07-18 00:00:00+00:00,0.0004980000085197389,0.0005179999861866236,0.0004879999905824661,0.0005039999959990382,12292,0.0,0.0
2023-07-19 00:00:00+00:00,0.0005039999959990382,0.0005099999834783375,0.0004839999892283231,0.0004889999981969595,8358,0.0,0.0
2023-07-20 00:00:00+00:00,0.0004889999981969595,0.0004990000161342323,0.00047500000800937414,0.0004799999878741801,15841,0.0,0.0
2023-07-21 00:00:00+00:00,0.0004799999878741801,0.0006559999892488122,0.0004030000127386302,0.0005119999987073243,120907,0.0,0.0
2023-07-22 00:00:00+00:00,0.0005119999987073243,0.00056900002527982,0.0004959999932907522,0.0005440000095404685,33173,0.0,0.0
2023-07-23 00:00:00+00:00,0.0005440000095404685,0.0005520000122487545,0.0004870000120718032,0.0004870000120718032,16675,0.0,0.0
2023-07-24 00:00:00+00:00,0.0004870000120718032,0.0004990000161342323,0.00044800000614486635,0.0004579999949783087,27079,0.0,0.0
2023-07-25 00:00:00+00:00,0.0004579999949783087,0.0005119999987073243,0.0004459999909158796,0.0004769999941345304,18038,0.0,0.0
2023-07-26 00:00:00+00:00,0.0004769999941345304,0.0004769999941345304,0.0003980000037699938,0.0004299999854993075,24111,0.0,0.0
2023-07-27 00:00:00+00:00,0.0004299999854993075,0.0004490000137593597,0.00041000000783242285,0.0004330000083427876,19982,0.0,0.0
2023-07-28 00:00:00+00:00,0.0004330000083427876,0.00043899999582208693,0.0003980000037699938,0.0004180000105407089,50062,0.0,0.0
2023-07-29 00:00:00+00:00,0.0004180000105407089,0.0004180000105407089,0.0003640000068116933,0.00039500001003034413,25534,0.0,0.0
2023-07-30 00:00:00+00:00,0.00039500001003034413,0.00039900001138448715,0.000371000001905486,0.0003760000108741224,8412,0.0,0.0
2023-07-31 00:00:00+00:00,0.0003760000108741224,0.0003760000108741224,0.00030499999411404133,0.0003100000030826777,23122,0.0,0.0
