TIMESTAMP,RINO_OPEN_PRICE_USD,RINO_HIGH_PRICE_USD,RINO_LOW_PRICE_USD,RINO_CLOSE_PRICE_USD,RINO_VOLUME_USD,RINO_DIVIDENDS_USD,RINO_STOCK_SPLITS_USD
2024-11-13 00:00:00+00:00,,,,0.0,67568,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,90645,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,104458,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,80363,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,162594,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,56597,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,82424,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,40339,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,32798,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,34321,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,47069,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,41546,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,53946,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,102661,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,79501,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,66436,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,72355,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,58746,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,73496,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,46985,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,76018,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,71743,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,61561,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,35181,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,42076,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,35783,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,54988,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,38231,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,32851,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,30393,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,21564,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,26018,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,26137,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,34867,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,37925,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,19171,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,28541,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,47343,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,57983,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,52559,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,48713,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,52485,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,34885,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,28436,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,25086,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,22586,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,20016,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,25611,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,23496,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,3359,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,29091,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,30081,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,31953,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,29834,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,30019,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,36799,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,30593,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,32130,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,29853,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,30487,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,31411,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,28823,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,29605,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,16446,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,15447,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,20393,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,24231,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,34177,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,34011,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,34060,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,29185,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,30348,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,35514,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,30052,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,30970,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,32037,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,33242,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,16285,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,23013,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,31872,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,30201,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,29079,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,30382,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,12190,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,17157,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,22945,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,24678,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,22890,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,26604,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,22239,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,30682,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,18138,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,25967,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,31885,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,19005,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,24085,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,26486,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,13383,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,23834,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,27061,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,29680,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,29777,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,30086,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,30091,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,28852,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,27975,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,5171,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,7108,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,8183,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,7992,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,8458,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,7208,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,8190,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,7863,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,7914,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,8021,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,8066,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,7791,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,7754,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,7615,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,7611,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,7847,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,8078,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,8053,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,7505,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,7932,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,7714,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,8012,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,8095,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,8883,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,8104,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,7859,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,8093,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,8314,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,7688,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,7664,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,7810,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,7987,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,7813,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,6615,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,7737,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,7716,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,7923,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,7958,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,7754,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,7770,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,7858,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,7576,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,7805,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,6324,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,5136,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,7769,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,7804,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,7769,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,7694,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,7664,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,7875,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,7634,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,7887,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,7522,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,7350,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,6678,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,6680,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,7761,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,7788,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,7588,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,7573,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,7595,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,7241,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,7974,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,7878,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,8927,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,7997,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,7809,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,7715,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,7811,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,8386,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,8789,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,7672,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,6809,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,835,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,6297,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,8208,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,7926,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,7970,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,9445,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,8082,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,7792,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,8229,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,1932,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,2460,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,2090,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,2261,0.0,0.0
2025-06-01 00:00:00+00:00,6.769974164599901e-11,7.09947586829962e-11,6.00263658223632e-11,6.798950985542618e-11,2575,0.0,0.0
