TIMESTAMP,VIK_OPEN_PRICE_USD,VIK_HIGH_PRICE_USD,VIK_LOW_PRICE_USD,VIK_CLOSE_PRICE_USD,VIK_VOLUME_USD,VIK_DIVIDENDS_USD,VIK_STOCK_SPLITS_USD
2022-04-21 00:00:00+00:00,,,,0.0,33538,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,33644,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,7538,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,7166,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,3075,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,9315,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,2437,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,1551,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,2298,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,1160,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,1179,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,84,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,126,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,83,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,58,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,188,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,172,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,9915,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,99,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,111,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,259,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,2336,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,280,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,1636,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,137,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,112,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,283,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,179,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,103,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,88,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,45,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-08-02 00:00:00+00:00,,,,0.0,200,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,608,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,84,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,123,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,93,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,76,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,130,0.0,0.0
2022-08-15 00:00:00+00:00,0.0,3.999999989900971e-06,0.0,3.999999989900971e-06,0,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,305,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,139,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,1374,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,110,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,143,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,16,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,63,0.0,0.0
2022-08-24 00:00:00+00:00,,,,0.0,202,0.0,0.0
2022-08-25 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-08-26 00:00:00+00:00,,,,0.0,69,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,89,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,238,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,157,0.0,0.0
2022-08-31 00:00:00+00:00,,,,0.0,75,0.0,0.0
2022-09-01 00:00:00+00:00,,,,0.0,121,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,354,0.0,0.0
2022-09-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2022-09-08 00:00:00+00:00,,,,0.0,225,0.0,0.0
2022-09-13 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-06-01 00:00:00+00:00,5.795704471900365e-10,5.795704471900365e-10,5.795704471900365e-10,5.795704471900365e-10,3,0.0,0.0
