TIMESTAMP,SAUCE_OPEN_PRICE_USD,SAUCE_HIGH_PRICE_USD,SAUCE_LOW_PRICE_USD,SAUCE_CLOSE_PRICE_USD,SAUCE_VOLUME_USD,SAUCE_DIVIDENDS_USD,SAUCE_STOCK_SPLITS_USD
2022-09-22 00:00:00+00:00,0.024342000484466553,0.02528100088238716,0.024202000349760056,0.024609999731183052,3535659,0.0,0.0
2022-09-23 00:00:00+00:00,0.024609999731183052,0.02607000060379505,0.024389000609517097,0.026000000536441803,37588,0.0,0.0
2022-09-24 00:00:00+00:00,0.026000000536441803,0.02715199999511242,0.023000000044703484,0.026760999113321304,7037,0.0,0.0
2022-09-25 00:00:00+00:00,0.026760999113321304,0.0270019993185997,0.025721000507473946,0.026010999456048012,6314,0.0,0.0
2022-09-26 00:00:00+00:00,0.026010999456048012,0.02601199969649315,0.017710000276565552,0.024229999631643295,42664,0.0,0.0
2022-09-27 00:00:00+00:00,0.024229999631643295,0.025172000750899315,0.023818999528884888,0.023840000852942467,1365,0.0,0.0
2022-09-28 00:00:00+00:00,0.02383900061249733,0.024181000888347626,0.023289000615477562,0.024119000881910324,840,0.0,0.0
2022-09-29 00:00:00+00:00,0.024119999259710312,0.024119999259710312,0.023510999977588654,0.02351200021803379,6710,0.0,0.0
2022-09-30 00:00:00+00:00,0.02351200021803379,0.024132000282406807,0.023510999977588654,0.023780999705195427,819,0.0,0.0
2022-10-01 00:00:00+00:00,0.023780999705195427,0.024560999125242233,0.023730000481009483,0.024560999125242233,696,0.0,0.0
2022-10-02 00:00:00+00:00,0.024560999125242233,0.024560999125242233,0.022631000727415085,0.022631000727415085,2897,0.0,0.0
2022-10-03 00:00:00+00:00,0.022631000727415085,0.022962000221014023,0.02232000045478344,0.022962000221014023,1340,0.0,0.0
2022-10-04 00:00:00+00:00,0.022962000221014023,0.02306400053203106,0.022672999650239944,0.022895999252796173,1080,0.0,0.0
2022-10-05 00:00:00+00:00,0.022895999252796173,0.022996999323368073,0.022001000121235847,0.02221200056374073,947,0.0,0.0
2022-10-06 00:00:00+00:00,0.02221200056374073,0.02241400070488453,0.021441999822854996,0.021863000467419624,8859,0.0,0.0
2022-10-07 00:00:00+00:00,0.021863000467419624,0.022714000195264816,0.021863000467419624,0.02264299988746643,682,0.0,0.0
2022-10-08 00:00:00+00:00,0.02264299988746643,0.023583000525832176,0.022641999647021294,0.023372000083327293,386,0.0,0.0
2022-10-09 00:00:00+00:00,0.023372000083327293,0.0238840002566576,0.023291999474167824,0.023603999987244606,995,0.0,0.0
2022-10-10 00:00:00+00:00,0.023603999987244606,0.023603999987244606,0.021689999848604202,0.023099999874830246,13521,0.0,0.0
2022-10-11 00:00:00+00:00,0.023099999874830246,0.023979000747203827,0.021618999540805817,0.02258799970149994,2060,0.0,0.0
2022-10-12 00:00:00+00:00,0.02258799970149994,0.0243500005453825,0.022586999461054802,0.024159999564290047,3209,0.0,0.0
2022-10-13 00:00:00+00:00,0.024159999564290047,0.02425999939441681,0.021988999098539352,0.023202000185847282,2704,0.0,0.0
2022-10-14 00:00:00+00:00,0.023202000185847282,0.024443000555038452,0.023050999268889427,0.023081999272108078,1938,0.0,0.0
