TIMESTAMP,INTOS_OPEN_PRICE_USD,INTOS_HIGH_PRICE_USD,INTOS_LOW_PRICE_USD,INTOS_CLOSE_PRICE_USD,INTOS_VOLUME_USD,INTOS_DIVIDENDS_USD,INTOS_STOCK_SPLITS_USD
2025-03-04 00:00:00+00:00,0.000577000027988106,0.0005840000230818987,0.0005169999785721302,0.0005469999741762877,110458,0.0,0.0
2025-03-05 00:00:00+00:00,0.0005469999741762877,0.0005569999921135604,0.0005230000242590904,0.0005360000068321824,156316,0.0,0.0
2025-03-06 00:00:00+00:00,0.0005360000068321824,0.0005520000122487545,0.0005230000242590904,0.0005310000269673765,86880,0.0,0.0
2025-03-07 00:00:00+00:00,0.0005310000269673765,0.000534999999217689,0.0005109999910928309,0.0005179999861866236,69368,0.0,0.0
2025-03-08 00:00:00+00:00,0.0005179999861866236,0.0005329999839887023,0.0005130000063218176,0.0005300000193528831,45478,0.0,0.0
2025-03-09 00:00:00+00:00,0.0005300000193528831,0.0005310000269673765,0.0004830000107176602,0.0004839999892283231,43214,0.0,0.0
2025-03-10 00:00:00+00:00,0.0004839999892283231,0.0005119999987073243,0.0004419999895617366,0.00045200000749900937,114397,0.0,0.0
2025-03-11 00:00:00+00:00,0.00045200000749900937,0.00047599998652003706,0.0004349999944679439,0.00047599998652003706,95055,0.0,0.0
2025-03-12 00:00:00+00:00,0.00047599998652003706,0.0004970000009052455,0.0004689999914262444,0.00047599998652003706,91388,0.0,0.0
2025-03-13 00:00:00+00:00,0.00047599998652003706,0.0004839999892283231,0.0004659999976865947,0.00047599998652003706,81843,0.0,0.0
2025-03-14 00:00:00+00:00,0.00047599998652003706,0.0004959999932907522,0.00047400000039488077,0.0004959999932907522,77692,0.0,0.0
2025-03-15 00:00:00+00:00,0.0004959999932907522,0.0005080000264570117,0.0004949999856762588,0.0005070000188425183,81086,0.0,0.0
2025-03-16 00:00:00+00:00,0.0005070000188425183,0.0005080000264570117,0.0004870000120718032,0.0004870000120718032,70959,0.0,0.0
2025-03-17 00:00:00+00:00,0.0004870000120718032,0.0005039999959990382,0.0004870000120718032,0.0005029999883845448,77427,0.0,0.0
2025-03-18 00:00:00+00:00,0.0005029999883845448,0.0005029999883845448,0.00046999999904073775,0.0004799999878741801,68151,0.0,0.0
2025-03-19 00:00:00+00:00,0.0004799999878741801,0.0004879999905824661,0.00047900000936351717,0.0004879999905824661,79713,0.0,0.0
2025-03-20 00:00:00+00:00,0.0004879999905824661,0.0004879999905824661,0.0004870000120718032,0.0004879999905824661,74442,0.0,0.0
2025-03-21 00:00:00+00:00,0.0004879999905824661,0.0004879999905824661,0.00047400000039488077,0.00047599998652003706,76461,0.0,0.0
2025-03-22 00:00:00+00:00,0.00047599998652003706,0.0004820000031031668,0.00047599998652003706,0.0004799999878741801,79310,0.0,0.0
