TIMESTAMP,CHONKY_OPEN_PRICE_USD,CHONKY_HIGH_PRICE_USD,CHONKY_LOW_PRICE_USD,CHONKY_CLOSE_PRICE_USD,CHONKY_VOLUME_USD,CHONKY_DIVIDENDS_USD,CHONKY_STOCK_SPLITS_USD
2024-02-07 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,557305,0.0,0.0
2024-02-08 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.4999999621068127e-05,486790,0.0,0.0
2024-02-09 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,428460,0.0,0.0
2024-02-10 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,264569,0.0,0.0
2024-02-11 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,263891,0.0,0.0
2024-02-12 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4999999621068127e-05,383148,0.0,0.0
2024-02-13 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2000000424450263e-05,403901,0.0,0.0
2024-02-14 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,334107,0.0,0.0
2024-02-15 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,360052,0.0,0.0
2024-02-16 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,368407,0.0,0.0
2024-02-17 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,307165,0.0,0.0
2024-02-18 00:00:00+00:00,1.2000000424450263e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,800289,0.0,0.0
2024-02-19 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,295887,0.0,0.0
2024-02-20 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,390870,0.0,0.0
2024-02-21 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,160642,0.0,0.0
2024-02-22 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,153193,0.0,0.0
2024-02-23 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,112571,0.0,0.0
2024-02-24 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,275748,0.0,0.0
2024-02-25 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,101188,0.0,0.0
2024-02-26 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,219946,0.0,0.0
2024-02-27 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,1.2000000424450263e-05,502167,0.0,0.0
2024-02-28 00:00:00+00:00,1.2000000424450263e-05,2.2000000171829015e-05,1.1000000085914508e-05,2.2000000171829015e-05,2098345,0.0,0.0
2024-02-29 00:00:00+00:00,2.2000000171829015e-05,2.8000000384054147e-05,2.099999983329326e-05,2.2000000171829015e-05,3393703,0.0,0.0
2024-03-01 00:00:00+00:00,2.2000000171829015e-05,3.300000025774352e-05,2.099999983329326e-05,3.300000025774352e-05,2038710,0.0,0.0
2024-03-02 00:00:00+00:00,3.300000025774352e-05,4.8999998398358e-05,2.700000004551839e-05,3.9999998989515007e-05,4341628,0.0,0.0
2024-03-03 00:00:00+00:00,3.9999998989515007e-05,5.8000001445179805e-05,3.5000000934815034e-05,5.2999999752501026e-05,5231296,0.0,0.0
2024-03-04 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,3.7000001611886546e-05,3.899999865097925e-05,4084355,0.0,0.0
2024-03-05 00:00:00+00:00,3.899999865097925e-05,5.2999999752501026e-05,3.600000127335079e-05,4.099999932805076e-05,3493549,0.0,0.0
2024-03-06 00:00:00+00:00,4.099999932805076e-05,5.400000009103678e-05,3.7000001611886546e-05,4.3000000005122274e-05,2646638,0.0,0.0
2024-03-07 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,3.7999998312443495e-05,3.899999865097925e-05,2421143,0.0,0.0
2024-03-08 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.400000059627928e-05,3.7999998312443495e-05,2049899,0.0,0.0
2024-03-09 00:00:00+00:00,3.7999998312443495e-05,4.400000034365803e-05,3.7000001611886546e-05,4.400000034365803e-05,1140047,0.0,0.0
2024-03-10 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,3.7999998312443495e-05,3.7999998312443495e-05,964700,0.0,0.0
2024-03-11 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.099999958067201e-05,3.199999991920777e-05,1802019,0.0,0.0
2024-03-12 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.499999936844688e-05,2.9000000722589903e-05,2336921,0.0,0.0
2024-03-13 00:00:00+00:00,2.9000000722589903e-05,4.199999966658652e-05,2.9000000722589903e-05,3.7999998312443495e-05,2084580,0.0,0.0
2024-03-14 00:00:00+00:00,3.7999998312443495e-05,4.5000000682193786e-05,3.300000025774352e-05,3.9999998989515007e-05,3010060,0.0,0.0
