TIMESTAMP,SUICY_OPEN_PRICE_USD,SUICY_HIGH_PRICE_USD,SUICY_LOW_PRICE_USD,SUICY_CLOSE_PRICE_USD,SUICY_VOLUME_USD,SUICY_DIVIDENDS_USD,SUICY_STOCK_SPLITS_USD
2025-02-15 00:00:00+00:00,0.00014600000577047467,0.00014600000577047467,0.00012099999730708078,0.0001230000052601099,4849,0.0,0.0
2025-02-16 00:00:00+00:00,0.0001230000052601099,0.00012799999967683107,0.00011000000085914508,0.00011300000187475234,2542,0.0,0.0
2025-02-17 00:00:00+00:00,0.00011300000187475234,0.00011600000289035961,0.00010599999950500205,0.0001140000022132881,717,0.0,0.0
2025-02-18 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,8.900000102585182e-05,9.7999996796716e-05,2869,0.0,0.0
2025-02-19 00:00:00+00:00,9.7999996796716e-05,0.0001049999991664663,9.40000027185306e-05,9.999999747378752e-05,1298,0.0,0.0
2025-02-20 00:00:00+00:00,9.999999747378752e-05,0.00011100000119768083,9.999999747378752e-05,0.00011000000085914508,2122,0.0,0.0
2025-02-21 00:00:00+00:00,0.00011000000085914508,0.00013699999544769526,0.00010699999984353781,0.00010800000018207356,5283,0.0,0.0
2025-02-22 00:00:00+00:00,0.00010800000018207356,0.00012799999967683107,0.00010800000018207356,0.00011999999696854502,5667,0.0,0.0
2025-02-23 00:00:00+00:00,0.00011999999696854502,0.0001230000052601099,0.00011800000356743112,0.00011999999696854502,1638,0.0,0.0
2025-02-24 00:00:00+00:00,0.00011999999696854502,0.0001230000052601099,9.7999996796716e-05,9.899999713525176e-05,1070,0.0,0.0
2025-02-25 00:00:00+00:00,9.899999713525176e-05,0.0001049999991664663,9.40000027185306e-05,0.0001049999991664663,1144,0.0,0.0
2025-02-26 00:00:00+00:00,0.0001049999991664663,0.00011000000085914508,9.7999996796716e-05,0.00010299999848939478,492,0.0,0.0
2025-02-27 00:00:00+00:00,0.00010299999848939478,0.00010699999984353781,9.7999996796716e-05,9.999999747378752e-05,407,0.0,0.0
2025-02-28 00:00:00+00:00,9.999999747378752e-05,0.00010299999848939478,8.600000001024455e-05,0.00010299999848939478,2893,0.0,0.0
2025-03-01 00:00:00+00:00,0.00010299999848939478,0.00010599999950500205,9.699999645818025e-05,9.699999645818025e-05,1382,0.0,0.0
2025-03-02 00:00:00+00:00,9.699999645818025e-05,0.00011899999663000926,9.40000027185306e-05,0.00011500000255182385,2265,0.0,0.0
2025-03-03 00:00:00+00:00,0.00011500000255182385,0.00011600000289035961,8.399999933317304e-05,8.499999967170879e-05,3264,0.0,0.0
2025-03-04 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,7.79999973019585e-05,8.199999865610152e-05,47,0.0,0.0
2025-03-05 00:00:00+00:00,8.199999865610152e-05,0.0001340000017080456,6.800000119255856e-05,6.800000119255856e-05,11248,0.0,0.0
2025-03-06 00:00:00+00:00,6.800000119255856e-05,9.40000027185306e-05,6.299999949987978e-05,8.800000068731606e-05,6698,0.0,0.0
2025-03-07 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,6.600000051548705e-05,6.800000119255856e-05,3327,0.0,0.0
2025-03-08 00:00:00+00:00,6.800000119255856e-05,7.000000186963007e-05,6.299999949987978e-05,6.399999983841553e-05,2011,0.0,0.0
2025-03-09 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,5.700000110664405e-05,5.8000001445179805e-05,179,0.0,0.0
2025-03-10 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.199999941396527e-05,5.199999941396527e-05,275,0.0,0.0
2025-03-11 00:00:00+00:00,5.199999941396527e-05,5.900000178371556e-05,4.999999873689376e-05,5.700000110664405e-05,2253,0.0,0.0
2025-03-12 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.400000009103678e-05,5.900000178371556e-05,717,0.0,0.0
2025-03-13 00:00:00+00:00,5.900000178371556e-05,7.000000186963007e-05,5.700000110664405e-05,6.800000119255856e-05,2599,0.0,0.0
2025-03-14 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,6.299999949987978e-05,6.800000119255856e-05,1015,0.0,0.0
2025-03-15 00:00:00+00:00,6.800000119255856e-05,8.099999831756577e-05,6.199999916134402e-05,6.299999949987978e-05,7568,0.0,0.0
2025-03-16 00:00:00+00:00,6.299999949987978e-05,6.800000119255856e-05,6.0999998822808266e-05,6.299999949987978e-05,413,0.0,0.0
2025-03-17 00:00:00+00:00,6.299999949987978e-05,6.500000017695129e-05,6.199999916134402e-05,6.399999983841553e-05,446,0.0,0.0
2025-03-18 00:00:00+00:00,6.399999983841553e-05,6.70000008540228e-05,5.900000178371556e-05,6.199999916134402e-05,626,0.0,0.0
2025-03-19 00:00:00+00:00,6.199999916134402e-05,6.600000051548705e-05,5.999999848427251e-05,5.999999848427251e-05,1770,0.0,0.0
2025-03-20 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.8000001445179805e-05,6.0999998822808266e-05,879,0.0,0.0
2025-03-21 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.2999999752501026e-05,5.500000042957254e-05,815,0.0,0.0
2025-03-22 00:00:00+00:00,5.500000042957254e-05,5.6000000768108293e-05,5.400000009103678e-05,5.400000009103678e-05,402,0.0,0.0
2025-03-23 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,5.0999999075429514e-05,5.2999999752501026e-05,272,0.0,0.0
2025-03-24 00:00:00+00:00,5.2999999752501026e-05,5.900000178371556e-05,5.2999999752501026e-05,5.700000110664405e-05,132,0.0,0.0
2025-03-25 00:00:00+00:00,5.700000110664405e-05,7.100000220816582e-05,5.400000009103678e-05,5.8000001445179805e-05,1469,0.0,0.0
2025-03-26 00:00:00+00:00,5.8000001445179805e-05,6.299999949987978e-05,5.8000001445179805e-05,5.900000178371556e-05,245,0.0,0.0
2025-03-27 00:00:00+00:00,5.900000178371556e-05,6.299999949987978e-05,5.900000178371556e-05,6.299999949987978e-05,65,0.0,0.0
2025-03-28 00:00:00+00:00,6.299999949987978e-05,6.299999949987978e-05,5.8000001445179805e-05,5.900000178371556e-05,70,0.0,0.0
2025-03-29 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,5.199999941396527e-05,5.199999941396527e-05,25,0.0,0.0
2025-03-30 00:00:00+00:00,5.199999941396527e-05,6.70000008540228e-05,5.199999941396527e-05,6.500000017695129e-05,1731,0.0,0.0
2025-03-31 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,5.500000042957254e-05,5.500000042957254e-05,1047,0.0,0.0
2025-04-01 00:00:00+00:00,5.500000042957254e-05,6.0999998822808266e-05,5.400000009103678e-05,6.0999998822808266e-05,92,0.0,0.0
2025-04-02 00:00:00+00:00,6.0999998822808266e-05,6.0999998822808266e-05,5.8000001445179805e-05,5.900000178371556e-05,6,0.0,0.0
2025-04-03 00:00:00+00:00,5.900000178371556e-05,5.999999848427251e-05,5.199999941396527e-05,5.2999999752501026e-05,73,0.0,0.0
2025-04-04 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.8000001697801054e-05,4.8999998398358e-05,523,0.0,0.0
2025-04-05 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.5000000682193786e-05,4.70000013592653e-05,262,0.0,0.0
2025-04-06 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,3.9999998989515007e-05,3.9999998989515007e-05,1051,0.0,0.0
2025-04-07 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.7999998312443495e-05,4.199999966658652e-05,149,0.0,0.0
2025-04-08 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.099999932805076e-05,4.099999932805076e-05,120,0.0,0.0
2025-04-09 00:00:00+00:00,4.099999932805076e-05,4.8000001697801054e-05,4.099999932805076e-05,4.70000013592653e-05,359,0.0,0.0
2025-04-10 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.600000102072954e-05,4.600000102072954e-05,15,0.0,0.0
2025-04-11 00:00:00+00:00,4.600000102072954e-05,5.0999999075429514e-05,4.3000000005122274e-05,4.70000013592653e-05,1277,0.0,0.0
2025-04-12 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.600000102072954e-05,4.8000001697801054e-05,114,0.0,0.0
2025-04-13 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.8000001697801054e-05,4.8000001697801054e-05,66,0.0,0.0
2025-04-14 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.70000013592653e-05,4.8999998398358e-05,85,0.0,0.0
2025-04-15 00:00:00+00:00,4.8999998398358e-05,5.400000009103678e-05,4.70000013592653e-05,5.2999999752501026e-05,1202,0.0,0.0
2025-04-16 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,5.199999941396527e-05,5.400000009103678e-05,69,0.0,0.0
2025-04-17 00:00:00+00:00,5.400000009103678e-05,5.700000110664405e-05,5.2999999752501026e-05,5.6000000768108293e-05,184,0.0,0.0
2025-04-18 00:00:00+00:00,5.6000000768108293e-05,5.700000110664405e-05,5.400000009103678e-05,5.700000110664405e-05,266,0.0,0.0
2025-04-19 00:00:00+00:00,5.700000110664405e-05,7.699999696342275e-05,5.500000042957254e-05,7.599999662488699e-05,5337,0.0,0.0
2025-04-20 00:00:00+00:00,7.599999662488699e-05,7.899999764049426e-05,6.70000008540228e-05,6.70000008540228e-05,2186,0.0,0.0
2025-04-21 00:00:00+00:00,6.70000008540228e-05,7.999999797903001e-05,6.70000008540228e-05,7.899999764049426e-05,2387,0.0,0.0
2025-04-22 00:00:00+00:00,7.899999764049426e-05,0.00014400000509340316,7.899999764049426e-05,0.00013899999612476677,12736,0.0,0.0
2025-04-23 00:00:00+00:00,0.00013899999612476677,0.0001939999929163605,0.00013899999612476677,0.0001539999939268455,24107,0.0,0.0
2025-04-24 00:00:00+00:00,0.0001539999939268455,0.00017499999376013875,0.00014400000509340316,0.00016500000492669642,5873,0.0,0.0
2025-04-25 00:00:00+00:00,0.00016500000492669642,0.00021300000662449747,0.00015900000289548188,0.00017299999308306724,22475,0.0,0.0
2025-04-26 00:00:00+00:00,0.00017299999308306724,0.00017699999443721026,0.00012199999764561653,0.0001289999927394092,5184,0.0,0.0
2025-04-27 00:00:00+00:00,0.0001289999927394092,0.00013299999409355223,0.00011700000322889537,0.00011700000322889537,1902,0.0,0.0
2025-04-28 00:00:00+00:00,0.00011700000322889537,0.00012399999832268804,0.00010800000018207356,0.00010800000018207356,3335,0.0,0.0
2025-04-29 00:00:00+00:00,0.00010800000018207356,0.0001289999927394092,0.00010599999950500205,0.0001250000059371814,3237,0.0,0.0
2025-04-30 00:00:00+00:00,0.0001250000059371814,0.00013099999341648072,0.00011600000289035961,0.00011800000356743112,3910,0.0,0.0
2025-05-01 00:00:00+00:00,0.00011800000356743112,0.0001340000017080456,0.00011600000289035961,0.00012799999967683107,2722,0.0,0.0
2025-05-02 00:00:00+00:00,0.00012799999967683107,0.0001289999927394092,0.00011600000289035961,0.0001250000059371814,1965,0.0,0.0
2025-05-03 00:00:00+00:00,0.0001250000059371814,0.0001250000059371814,0.00011800000356743112,0.00011800000356743112,0,0.0,0.0
2025-05-04 00:00:00+00:00,0.00011800000356743112,0.00011899999663000926,0.00010699999984353781,0.0001140000022132881,1446,0.0,0.0
2025-05-05 00:00:00+00:00,0.0001140000022132881,0.00012799999967683107,0.0001140000022132881,0.00012199999764561653,0,0.0,0.0
