TIMESTAMP,BOBO32500_OPEN_PRICE_USD,BOBO32500_HIGH_PRICE_USD,BOBO32500_LOW_PRICE_USD,BOBO32500_CLOSE_PRICE_USD,BOBO32500_VOLUME_USD,BOBO32500_DIVIDENDS_USD,BOBO32500_STOCK_SPLITS_USD
2024-07-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,215710,0.0,0.0
2024-08-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,244695,0.0,0.0
2024-08-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,133501,0.0,0.0
2024-08-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,57554,0.0,0.0
2024-08-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,59193,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,84887,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,105331,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,65684,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,72541,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,45304,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,30680,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,54626,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,13981,0.0,0.0
2024-08-13 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,335031,0.0,0.0
2024-08-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,710529,0.0,0.0
2024-08-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,74343,0.0,0.0
2024-08-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,27392,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,33517,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,51837,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,35992,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,36383,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,18087,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,65966,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,32491,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,41277,0.0,0.0
