Lag,BAT,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
1,0.000141720061230647,0.3487397730484292,0.25600121524716146,0.036101892180799205,0.8361936192502389,0.5029527119199524,0.5796372760778582,7.359977974777565e-05,0.8979683644926456,0.5282128766979437,0.00947557790086559,0.0424031322087308,0.043639315234961805,0.8351295295894405,0.8722585473011324
2,6.514611039130771e-05,0.22337889584583848,0.2379593647307992,0.023999188197004032,0.7536535642511218,0.6483037384907075,0.6760685241883233,1.979953459250555e-06,0.4508559865218832,0.6935300084509328,0.023746202445393834,0.016620257622297498,0.11354169425343386,0.9745457091280955,0.6936452598086902
3,0.00010620181538188871,0.3515993352337197,0.028106963569926365,0.06246343266623982,0.7836332142516688,0.833776015194533,0.6347864621554828,9.871057198602431e-06,0.4044416243391613,0.32617412860408584,0.05140538040436097,0.039768619752410764,0.21629053899087725,0.92066570420261,0.7973430147243312
4,0.0005609841701768333,0.28921549456753515,0.04177918119067808,0.10144233045927563,0.3554727566663775,0.25960077413508387,0.3473596383287863,2.8361066058776283e-05,0.040308385404363004,0.47801240285162816,0.03879629103804081,0.0182104517306347,0.2832703517360099,0.8447209945905778,0.35037721146037815
5,0.0019114595584979357,0.40152291742575164,0.06770767077236793,0.050871578665085584,0.4371893017609796,0.3164224107023011,0.36213524596156044,7.275147608103131e-05,0.08638113168037949,0.4131434703924416,0.018706856214403638,0.03312407422002796,0.39390093390801867,0.6589190121138453,0.4475375548684223
6,0.0032628731064245358,0.2832627825803868,0.12296652879806458,0.07217351554289608,0.4111182852436419,0.44218715578618895,0.36103076133248996,0.00017727532556112535,0.10178793592655183,0.5550787316139447,0.041976204144261016,0.062158441057217316,0.4757529559589111,0.5553924094728178,0.5407562243936035
7,0.0015789447364750334,0.2705383200270746,0.0744681649361375,0.11136419621993847,0.14951124618457523,0.5548442668230904,0.5012285918965935,0.00046736324700335044,0.07909083474823202,0.5161644437913037,0.014580187172101845,0.10390855287489073,0.5699687801067618,0.5677365405300028,0.514091194147527
8,0.0011123800510773668,0.207141870387902,0.05722180128543456,0.08267993834838333,0.1371444631880222,0.013547661908003796,0.6118422312463341,0.0011063429374085197,0.03409121317967019,0.6478056357147013,0.012795306151671156,0.16015365507061416,0.10950731060350667,0.34089498807727814,0.40092581705399016
9,0.002510483818194304,0.11490667886009269,0.08605257478827906,0.08374979142127091,0.18215067842538363,0.019701639540206244,0.4356914132826643,0.0009031682868488891,0.05129117572674382,0.36732999791580917,0.018219391932346764,0.1893833203010955,0.051701995496047655,0.27460571207166623,0.49220945630066937
10,0.0021612486184852,0.01970042864040718,0.1250740059336549,0.13874652702839807,0.20835764319245795,0.022418733880469326,0.5538716903407572,0.0018624522307746818,0.001708200454450746,0.0632849017876517,0.034486000098735196,0.25865056060687275,0.06517433205451632,0.21859161138275074,0.21853394576766902
11,0.0022243728686566874,0.013296738480650834,0.13134493622007423,0.0914946826471748,0.23375114080230955,0.021073590717312664,0.4885108800772867,0.003205176543520016,0.0022653040901881257,0.28213677312128305,0.04916835358203649,0.0980612338322742,0.07585641321656994,0.10081339891179911,0.14265211139368533
12,0.0021555701604972504,0.009469326821450939,0.1590627437248295,0.09699593638161168,0.2929698565848552,0.029846392322319695,0.4781010209133856,0.0038019166663245817,0.0026600297283249598,0.32117109116997145,0.07183637580788804,0.13041944382735476,0.10693871219326431,0.1257372083010678,0.12438305977592759
13,0.0030425017718869697,0.011020267208732752,0.19443895898301852,0.09639846174674899,0.28905231239254237,0.026622198064577482,0.5295719979157529,0.005438386540249801,0.0010364138942315737,0.3558588465643509,0.08643687052456274,0.17386267098422065,0.14965169240730536,0.14219877626101826,0.15647063469131986
14,0.001455992630185181,0.013131920695034695,0.2578649878807574,0.12784163241745658,0.2994007353400682,0.028837064258294947,0.6217683455660253,0.00608090494552041,0.0001404248288051035,0.3253515216603273,0.10898954803136568,0.058757222741180205,0.10923238856614001,0.04287351503653146,0.20005676858033233
15,0.00144753655227129,0.013819234969440623,0.2652357322463892,0.1485200472810997,0.30237382917865174,0.04425287750013629,0.7113504646135385,0.005686261896607714,9.191930643604341e-05,0.3370283682046968,0.1824288561030925,0.10928774527660155,0.13600804057960292,0.07779327098971453,0.2765612641788654
16,0.002303583769427049,0.017034678217749573,0.13232652359057803,0.17826642007817534,0.13739251532345614,0.05132770717399867,0.6681528894728432,0.0014339173587452057,0.00016810410562440582,0.16119305951548038,0.13868018149592845,0.13127881517512136,0.17086528186534092,0.10454463062579791,0.2883704894793753
17,0.002157855613079401,0.02151435928874723,0.16762646520232474,0.22305778635393542,0.14071872399813434,0.06823079873542681,0.690364698005954,0.002090855322765292,0.00027008934799584383,0.13069855814756776,0.16067776565480002,0.12236530815366096,0.1853264576601557,0.15771906628377133,0.289837625664763
18,0.002346659407214994,0.025420744717664413,0.10825103133612941,0.22261780892930746,0.185241353003816,0.1016350148706887,0.7485550005969996,0.002406803554281707,0.0003871511313373312,0.12022874218941174,0.2048378195927479,0.04250615015669679,0.21605211722756512,0.08851372240954182,0.24402160309779847
19,0.0031060161243840895,0.02666071452648522,0.11850385171690386,0.2484678038393025,0.13479099040859752,0.048203982506603855,0.743070248250808,0.003760254057869254,0.0006484503483380761,0.14831342273178746,0.034944174759862674,0.059701725404246356,0.2717377604304489,0.12239984747047462,0.24718445401480402
20,0.004906782642997549,0.015750979965355426,0.06923082915272719,0.2817088464288136,0.050662172333395525,0.006943777812087144,0.7437313092133728,0.005814385868984828,0.0006151483202517214,0.18643284173073418,0.041279178422705995,0.0891193114113101,0.05371833529303705,0.1482631809269653,0.1902472160035348
21,0.008591915560858223,0.02221352521709299,0.08677512831356202,0.3312638555428797,0.046594591690192554,0.007054926586131739,0.5960323172590566,0.009770768371921012,0.0006210350107610101,0.17776291814110992,0.048350690350866775,0.09124510867827583,0.04460667746653417,0.08095923874770242,0.23086519479254067
22,0.01368763663108093,0.026541762004156744,0.09074847457976055,0.35039439257805244,0.059711412772525896,0.01151470612646834,0.6151585462334503,0.016361760073698366,0.00092236205363813,0.20629498674606236,0.0760504240018321,0.09662626111207141,0.0540916128266422,0.07008082816924681,0.21482494730378862
