Lag,BAT,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
1,0.06874138830404523,0.04434486482311628,0.015157914874139807,0.4582205288761112,0.0010323794838047154,0.38817979813741166,0.4074382626223476,0.47281222712843296,0.06259371015380794,7.877683740715453e-08,0.23546276241811945,0.0020574014749850517,0.01557816518901733,0.880090946231678,0.0004815871016422836
2,0.0706179446021289,0.06258831663420907,0.03760531689935301,0.4943653579789292,0.002672237017187761,0.2571773648812766,0.4789902406474704,0.6280170122718528,0.05186741007880369,3.8673554484816116e-07,0.5872469982522568,2.9594815966408325e-06,0.03379930138340678,0.9503594825906445,0.00037173943452446003
3,0.06358051530702984,0.07423319246186261,0.06194516960162251,0.6683424692428678,0.006273530157851018,0.2424368889441402,0.04537363242140074,0.7092847826776942,0.044902755193277306,1.868979915083911e-07,0.8036488876844996,5.86230613305318e-07,0.07188061558242802,0.7633651331441345,0.000552418990539082
4,6.003807084364104e-05,0.019457966633553005,0.1040371767626229,0.5236589759478044,0.005995760262668178,0.3637113037120264,0.07846362077140184,0.6035795281050611,0.00816731968496233,8.096541275613795e-07,0.8903405239841867,2.1143596836901595e-06,0.08066911944484802,0.7846978397673248,0.0008954917201446282
5,1.099361796504733e-05,0.04365026997481478,0.06395463565931184,0.6447160705681636,0.013862035580375812,0.47132463811224645,0.11420576107891203,0.14664969844174,0.019506348493453004,2.40503966250129e-06,0.9233256424139922,4.366557509005649e-06,0.1408819191749117,0.8437278823866077,0.0021257654499774567
6,1.236679984880362e-09,0.06369552560818012,0.019239925973038783,0.40623209524456316,0.016074840051034295,0.49622807207155417,0.011610424652984674,0.006245897882756085,0.029873359696093966,3.127925644108157e-06,0.9410482488644099,1.314956805888061e-06,0.20613088805016952,0.4680936516927944,0.0026954253912998146
7,2.6974176751737303e-09,0.05425355750337206,0.02649140502398559,0.37872300924924424,0.007615640981886614,0.31523233397948264,0.012261045575700095,0.00953302029444669,0.016553301166019167,1.6333540949137326e-05,0.9668029829225941,1.4366658668964321e-06,0.012852536549820522,0.24840696563590142,0.0011108118919642737
8,2.176131722481485e-08,0.07604470118159691,0.02215287029534547,0.34803843858526395,0.011839886883423571,0.2986333592534233,0.01634137975749898,0.0143006522447092,0.023474981616440477,4.8758358276586794e-05,0.8704603631537431,4.780690222212482e-06,0.01588611531212629,0.31412396479354615,0.0024266072783683426
9,2.4527463834182062e-08,0.017257480895970515,0.023829182402758053,0.43511247390239166,0.022204990920517805,0.1906628946030466,0.02595599211973536,0.017227826316029156,0.0006342566048644197,2.1953969640161406e-07,0.24256506453221127,1.3548934901657541e-05,0.012717049062635146,0.3741074965798741,0.0002222908058864584
10,5.4756427766257164e-08,0.02884650568006588,0.03030781667317362,0.5467237986821781,0.0269475333743135,0.25314556967312346,0.03583791130875679,0.032537223422286245,0.0013759835509255778,5.28190406335324e-07,0.21321938318719083,1.3621750100284368e-05,0.011024793786674736,0.4017494098087826,0.00047952194363933915
11,6.09380888398129e-08,0.044306649809646076,0.044594234240015455,0.028352265311113616,0.04201353854276227,0.2575693215252692,0.004843006198024583,0.025557106571207758,0.002980777229242548,1.1677285152028765e-06,0.0630582075823794,2.768753045096073e-05,0.0018520319439559705,0.31418034726221417,0.0008000200370565558
12,1.664965846506794e-07,0.05725194428787907,0.0371759728864068,0.03573379648496196,0.008367624353640708,0.3864336302785317,0.006952243682739627,0.04096352692110747,0.0016204585203660718,5.644376390646403e-07,0.13567609243085066,7.994259817213775e-05,0.003274630303617685,0.3680600956022509,0.0009598093371879405
13,2.3393859391452667e-07,0.06870569228546596,0.042178005567887006,0.04810606387843926,0.012223117029728467,0.41977062693093675,0.010338981764123512,0.06539796923539072,0.0025997810221240316,1.549995770602349e-07,0.1977601694378651,8.342726675078989e-05,0.003752873347575493,0.249814879189831,0.0016926366449245632
14,1.9643912975170982e-08,0.037861027043026414,0.059989439463763755,0.057939883058459776,0.034251088264104196,0.5535420042913688,0.0165670037566838,0.07738816405892739,0.0017495262606412136,2.0574313826880862e-07,0.2785150055511433,0.0002680867865871059,0.013267016792960842,0.28319363410255993,0.0036091079249543265
15,2.809349175936492e-08,0.03915426073715507,0.027668321611768083,0.06303451245799706,0.044183579395247766,0.5723659923004241,0.021210246741628545,0.08527495471155404,0.0032115952488159178,4.2643903776067574e-08,0.3290644201465923,0.00031246225678336584,0.02315703667564043,0.2776602421032389,0.007099789979504777
16,4.9013316136230034e-08,0.06074787354691915,0.01971850440406421,0.08256381362013511,0.07351226057879875,0.6615539370076928,0.030108149489992183,0.031076161010825734,0.007077680862946092,3.411827065848897e-07,0.18250065812598223,0.000529069062339455,0.038909437155853564,0.2816278207225829,0.012463269685248921
17,4.089541385808214e-08,0.04755102899394803,0.022196837267381832,0.08161189828025021,0.03062104647818537,0.5607727792572013,0.043267548411426646,0.029942717998029746,0.0033422505890537673,1.3265423176225467e-07,0.2001239884140006,0.00019266174829157102,0.01663094114398378,0.06489751431684743,0.006421049778130645
18,8.561598645900675e-08,0.059852053409715535,0.02715614030106905,0.033692295807897836,0.04214169496305692,0.22424958221689184,0.03834532692008466,0.016481066131380204,0.0020305767270801184,2.526130599532502e-07,0.06961891012761223,0.00011650160270975438,0.01712303756246415,0.007164584335471654,0.008284862128380685
19,3.8947575794968564e-08,0.07033734952302753,0.03035730248043611,0.02081086900923834,0.054279023808172615,0.2690073183412604,0.021148526484214808,0.021156997633341584,0.0025519791966202546,1.187513233787593e-07,0.08463256516765165,0.00014667031564457184,0.024941588902293702,0.0036692172161561297,0.0071575250572561795
20,3.164012897917203e-08,0.05029631551754478,0.03261810212687888,0.0021016451587274475,0.04088450658915074,0.2557442407099562,0.028580035911075264,0.021158885775479017,0.0018877592428978849,5.704092317166386e-08,0.12304312564242373,0.00012656263785387295,0.022705417018977794,0.0030978361186264325,0.008259918673065579
21,4.0259529061689426e-08,0.06461015163516723,0.038525628409397994,0.0030761254900558525,0.04998337646736979,0.24710445740614367,0.028522361413212988,0.027597321739473792,0.0022297628556648564,7.314341885852293e-08,0.157499833700987,7.812183637413472e-05,0.02966745821903675,0.0006291631369130565,0.008529942256092904
22,8.717345077117828e-08,0.08063436176188056,0.06561110521702587,0.004682004491502076,0.017963676548033686,0.17987983324384232,0.08484511109956781,0.013813099472850261,0.0015789187702370253,6.395031183211163e-09,0.1885691489981354,0.00023937643813863382,0.021207406996486513,0.00025025383829344863,0.006078133003268287
23,1.3716552914044416e-07,0.09329890187619586,0.08066992752622451,0.005183823914639136,0.02667894082084022,0.06804102506002115,0.07463013459935287,0.020948895433676756,0.001881336632504282,2.3906849260865185e-09,0.23758916317696463,0.0003180766311075197,0.014743241695546866,0.0004120486647293985,0.005774414763688198
24,2.765748796988937e-07,0.11878846245237346,0.08296678281677755,0.00033067839523830367,0.01711692818665479,0.04280198446279503,0.059552275923209774,0.02616117361932998,0.00033151780374068894,5.883316744693763e-09,0.028796520876090866,3.716541579094387e-05,0.0023933500748623718,0.0005978956935077883,0.0006552673057956736
