Lag,BAT,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
12,0.08609398489166528,0.00389911828912774,0.7018712372635658,0.1533740741087962,5.974169777667398e-06,5.776601545630594e-06,0.003137812074138209,0.2551866031155181,1.2323444991860042e-05,0.0006270221321454135,0.005356904602614288,3.108585797932482e-05,0.09288664196648996,4.9530958300887325e-09,6.243009383603319e-05
13,0.1055081095998282,0.003913929923267167,0.7850362644345645,0.2100500711901676,9.841982048314423e-06,1.6346405282149302e-06,0.005224618140385854,0.29588572302284244,2.426441074784379e-05,0.00037833281705364793,0.007145066253629312,2.8104270502156104e-06,0.1269937715331707,4.8931574946199066e-09,0.000128746678244203
14,0.10473005523560337,0.005433496505418588,0.7712510144807931,0.22188557518203827,1.8659470770146724e-05,4.6850018504347193e-07,0.009461032760050676,0.36260532927998707,1.6656677778184086e-05,8.776215527982236e-06,0.006139534502271704,1.1703946425793343e-05,0.20983476641172233,1.5769439997625404e-08,0.0003170031087682022
15,0.1256712183528996,0.006649129263236656,0.7168695342057289,0.26314765308714594,9.293167004901948e-06,9.402975913277837e-07,0.006783565622527752,0.18622396599565372,3.060746752450361e-05,9.647256576954584e-09,0.008819895805046288,2.09956038043341e-05,0.2380707044214297,3.4836078433777894e-08,0.0005166913284892605
16,0.1716396328622898,0.003120422849038256,0.4306690246873675,0.22893858806196585,1.0161152900004123e-05,1.97172947682709e-06,0.007583292206140011,0.1970001734630885,5.488722271205339e-05,7.178078206251467e-08,0.012624139029303373,2.4426629281234742e-05,0.13075501168146006,9.104117465408908e-08,0.0007345689957862256
17,0.09068715284622922,0.0033713924840186897,0.4086186745856818,0.2464360277417125,4.8901070242637085e-06,9.215285974357916e-07,0.011623386571311092,0.1984969331938863,8.852669659832823e-05,5.642104994146464e-09,0.012866249375460315,3.0141543257744262e-05,0.09114554160380925,1.3470941967790797e-07,0.0006231216689297607
18,0.10934783679506217,0.0033213501805622846,0.41678018549423856,0.19030727097463881,3.1630631018510078e-06,1.2002097396469674e-06,0.009111507421765027,0.184774431750648,0.0001769248976498588,9.981192053903968e-09,0.018205764375039832,2.7906097134549576e-05,0.1364131703022965,2.4181705029365904e-08,0.00096269763321455
19,0.08900476466743552,0.0032961098048358123,0.4367703367111775,0.22312876375494023,5.1218255872947035e-06,6.042711659822427e-07,0.013883502479687051,0.20505407705933784,0.000280147401717013,3.725440267112793e-09,0.02642003408923811,4.211877794006331e-05,0.10855613785250767,3.749692751243499e-08,0.0009414648183374125
20,0.11154528512618786,0.0032454304134744,0.3639206790495948,0.14000540705904907,7.3856876825545265e-06,8.010438191715636e-07,0.005370032317733461,0.24250373348159487,0.0004556343061597626,1.5124938308787259e-09,0.015834584989819368,6.284377051080263e-05,0.14449073133963086,1.0069357412760926e-07,0.000405886478726422
21,0.13541252500593384,0.003179834836208515,0.35811019687398715,0.18236461792716868,8.435188962316385e-06,1.3645802031918889e-06,0.006912127330105923,0.2625965930844208,0.0003924959591657532,1.0591899508149746e-10,0.0170956642394445,6.896360541060156e-05,0.1563023091025506,8.722328149208158e-08,0.0007889689996313773
22,0.16218033296968373,0.004867320060829444,0.3346797288815998,0.22456038209298418,7.310439064132858e-06,2.277071125170021e-06,0.024608132365808076,0.31748089170963445,0.0004430458558693421,2.0371697809381089e-10,0.014526871332844773,9.9403665997281e-05,0.1796277438892713,1.350390958199994e-07,0.0010926835317990548
23,0.13503760221826014,0.004931582563615202,0.3489225115814742,0.2719279960634136,1.1373212416703199e-05,2.609854833804577e-06,0.03846440708151912,0.2961035164717227,0.0006015509006223378,4.388032528278681e-10,0.018884130430614213,0.00011086513398890946,0.16162337265510782,2.7684533213782243e-07,0.0010463217792719714
24,0.15884527311975752,0.007099166265748286,0.3776295966783886,0.2851360917139333,1.8595730503766958e-05,5.60140436898605e-06,0.048606042239821845,0.3129530676301893,0.0009071558010722796,1.1080959993027946e-10,0.011132110216452573,0.00010333694469060123,0.1945410943980377,3.6140220139750243e-07,0.0008539345896457019
25,0.13874330282129244,0.003626278434362868,0.3891564071075466,0.043650633957943205,1.1130465731239293e-05,4.260583477986326e-06,0.10791530118774885,0.24366642053268245,0.0011938059625656407,4.731327752271481e-10,0.0003091334299660018,0.00010945099185722403,0.14071604579034042,4.1458714537990585e-07,0.001340891872418322
26,0.17568815399080462,0.004227193333948283,0.4637866828023641,0.04384472976283969,2.6133892327118682e-06,7.596017477618394e-06,0.11831262330610007,0.24519474063038332,0.00225336873149592,2.2487240982624658e-10,0.0002702150625300941,0.00016090542660152036,0.17498513416947709,2.3806450323645351e-07,0.0007805875159425693
27,0.1450534974773823,0.0056560792439522,0.3697660602938765,0.04406564537194996,1.8215119250606908e-06,1.3053414672932868e-06,0.13088086243902375,0.2944918322250178,0.0013384438985073852,3.0593814652211815e-09,0.00041301984356917104,0.00018706123722552067,0.0768695612882348,1.7279078810279452e-07,0.0006274124337616102
28,0.1571036493001531,0.00843670920334499,0.429245105503271,0.05258353956531942,2.425970775550828e-06,1.5878429601255032e-06,0.14771050791908838,0.17001679672482556,0.0012421050825879058,8.700495145256725e-09,0.00032170265676694307,6.426564269685247e-05,0.09099581850225452,2.2084995776043915e-07,0.0008593115171551792
29,0.18355474649039774,0.009749177957365407,0.37700812333563766,0.016678225721470697,3.913494366051057e-06,1.7913169311689526e-06,0.13726725274180795,0.21205323202403498,0.00039502090819844694,5.190640234569822e-09,0.00013869983618850168,6.133620546121894e-05,0.017629824944701732,3.49716073047181e-07,0.0009328395800907054
30,0.18541659420179837,0.011209908069866084,0.3924044104287111,0.01021614261889488,6.001375975945965e-06,2.6791141948035606e-06,0.03385504480784638,0.1453937470512915,0.0004937030244955099,6.026602085451087e-10,0.0001217206563934427,6.732027621652047e-05,0.023591360079474096,5.113601437575553e-07,0.001065830317954223
