Lag,BAT,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
1,2.6855642359713254e-08,0.18470195145014,2.0260781017615569e-10,0.6112442752172758,1.563633276167132e-06,0.00025055867033746534,0.3684965628598157,0.96117663276591,0.0027332463359246123,0.009882237630321268,0.14682682136401595,0.27276852868738044,0.05887246408231026,0.000680701178935303,0.0007857316288343266
2,1.5548573999554248e-09,0.08256239786452588,3.4835179147405007e-10,0.8193963270065316,1.2988444979009233e-05,0.001343452921927539,0.4328754192624048,0.38137014802102936,0.01036189221241816,0.011920338038055773,0.06519499731550296,0.003171930214919294,0.1390676556852843,9.214559153401609e-05,0.0037847767188942567
3,5.534909168997993e-09,0.12538128637630544,1.8873810320085546e-09,0.7635552839810213,5.421460507198512e-05,0.0041643740385977615,0.04033613139568426,0.1472828800417121,0.02604351605065253,0.031115958206221806,0.06634244385514376,0.007558978382347999,0.14590361516053788,0.00014949533434850264,0.009962431499076474
4,1.223482466885679e-08,0.033945967032786364,1.4068989239245852e-09,0.638347321360554,3.95533705438475e-05,0.0003606755990784759,0.07354895598025296,0.03743058751275049,0.0004971156669486483,0.04445742826879157,0.04930011291468699,0.012375378593966868,0.05217865010351829,0.00040051642526358597,0.004821163989007927
5,3.5207776508894326e-08,0.021866255118869297,2.8929663806151856e-09,0.4228367330610261,7.127848851374034e-05,0.00034394995279479306,0.07633289420702533,0.05788648704881441,0.0008570534294389814,0.007941529011679703,0.020178316592713307,0.02739362761431326,0.059993402280705384,0.0011485531074954538,0.006152358788162943
6,3.172147758600381e-08,0.003083320268285838,3.9942403990649945e-09,0.5208991920258916,3.6140782957913833e-06,7.193922330637417e-05,0.03634614244568097,0.02223562822722176,0.00041750351915282745,0.007220078665386872,0.013684548716288969,0.007422645541648878,0.039998546323574614,0.0006889645481516922,0.0006867860891472204
7,4.341216899786796e-08,0.007133421076558374,2.3529662459431746e-09,0.5585287934881802,2.5012877819018335e-07,5.978182571169055e-05,0.06593949941374755,0.034438027293922945,0.00010964143009576239,0.015094656035083346,0.018240531417357157,0.008819536115440079,0.027094951443130573,0.0016020518634972598,0.0002651242222369304
8,2.998572820494286e-10,0.011539819993201405,7.3692814626031e-09,0.5815098989152165,2.822112299990112e-07,7.232382710664693e-06,0.06858118872294572,0.06102624867498691,3.4335856579412146e-05,0.028688566322164818,0.0019690484319861653,0.002537489221681492,0.01685275623514896,2.3275303921732124e-05,0.00014369156262394693
9,7.380029236586918e-10,0.018595544366709953,2.0704942476481467e-08,0.6765093624689318,7.837146945494486e-07,8.505789913039659e-07,0.024686482461312286,0.08658893416886884,6.0398110524335784e-05,0.022051989525961144,0.004084773259214063,0.00023549292060813553,0.027218791626344604,1.501139813333334e-06,0.00019465679193292112
10,1.0196549395267799e-09,0.0008500548342842158,2.692742826741595e-08,0.7575825481927431,9.377252765214281e-07,1.6295506270528972e-06,0.041048830349335236,0.12243416867803553,4.858394979451535e-06,4.7563944071981755e-05,0.004024379579968086,0.0002848038843297371,0.03812575155279342,2.2882969202813149e-07,0.00016584306286542415
