TIMESTAMP,SHARP33457_OPEN_PRICE_USD,SHARP33457_HIGH_PRICE_USD,SHARP33457_LOW_PRICE_USD,SHARP33457_CLOSE_PRICE_USD,SHARP33457_VOLUME_USD,SHARP33457_DIVIDENDS_USD,SHARP33457_STOCK_SPLITS_USD
2024-10-15 00:00:00+00:00,0.0016400000313296914,0.0022980000358074903,0.0013810000382363796,0.0017740000039339066,260852,0.0,0.0
2024-10-16 00:00:00+00:00,0.0017740000039339066,0.0035379999317228794,0.0015150000108405948,0.003191000083461404,498240,0.0,0.0
2024-10-17 00:00:00+00:00,0.003191000083461404,0.004544000141322613,0.002549000084400177,0.0031479999888688326,652957,0.0,0.0
2024-10-18 00:00:00+00:00,0.0031479999888688326,0.004385000094771385,0.0023799999617040157,0.0032369999680668116,298905,0.0,0.0
2024-10-19 00:00:00+00:00,0.0032369999680668116,0.005526000168174505,0.0031950001139193773,0.004786000121384859,385625,0.0,0.0
2024-10-20 00:00:00+00:00,0.004786000121384859,0.0049760001711547375,0.0031429999507963657,0.004645000211894512,249675,0.0,0.0
2024-10-21 00:00:00+00:00,0.004645000211894512,0.004676999989897013,0.0030950000509619713,0.003438000101596117,162514,0.0,0.0
2024-10-22 00:00:00+00:00,0.003438000101596117,0.003831000067293644,0.0027230000123381615,0.003522000042721629,170968,0.0,0.0
2024-10-23 00:00:00+00:00,0.003522000042721629,0.0036150000523775816,0.002397000091150403,0.002940000034868717,214450,0.0,0.0
2024-10-24 00:00:00+00:00,0.0028210000600665808,0.0035749999806284904,0.0019600000232458115,0.002239000052213669,144829,0.0,0.0
2024-10-25 00:00:00+00:00,0.002239000052213669,0.003074999898672104,0.001765000051818788,0.0024949999060481787,122363,0.0,0.0
2024-10-26 00:00:00+00:00,0.0024949999060481787,0.0027830000035464764,0.0017109999898821115,0.001858999952673912,87469,0.0,0.0
2024-10-27 00:00:00+00:00,0.001858999952673912,0.002930999966338277,0.001858999952673912,0.002397000091150403,87941,0.0,0.0
2024-10-28 00:00:00+00:00,0.002397000091150403,0.0036170000676065683,0.002397000091150403,0.002767000114545226,141227,0.0,0.0
2024-10-29 00:00:00+00:00,0.002767000114545226,0.0028780000284314156,0.0021929999347776175,0.002303000073879957,86296,0.0,0.0
2024-10-30 00:00:00+00:00,0.002303000073879957,0.002560999942943454,0.0019580000080168247,0.0023640000727027655,75795,0.0,0.0
2024-10-31 00:00:00+00:00,0.0023640000727027655,0.002704000100493431,0.0020620001014322042,0.002139999996870756,52358,0.0,0.0
2024-11-01 00:00:00+00:00,0.002139999996870756,0.003467000089585781,0.001888000057078898,0.0029239999130368233,120016,0.0,0.0
2024-11-02 00:00:00+00:00,0.0029239999130368233,0.003507999936118722,0.0026080000679939985,0.002612000098451972,57817,0.0,0.0
2024-11-03 00:00:00+00:00,0.002612000098451972,0.0032659999560564756,0.002612000098451972,0.002848000032827258,38815,0.0,0.0
2024-11-04 00:00:00+00:00,0.002848000032827258,0.0033650000113993883,0.002532999962568283,0.002532999962568283,58963,0.0,0.0
2024-11-05 00:00:00+00:00,0.002532999962568283,0.0031169999856501818,0.0022980000358074903,0.002675000112503767,69391,0.0,0.0
2024-11-06 00:00:00+00:00,0.002675000112503767,0.0028959999326616526,0.002274000085890293,0.002392000053077936,54424,0.0,0.0
