TIMESTAMP,EFFECT_OPEN_PRICE_USD,EFFECT_HIGH_PRICE_USD,EFFECT_LOW_PRICE_USD,EFFECT_CLOSE_PRICE_USD,EFFECT_VOLUME_USD,EFFECT_DIVIDENDS_USD,EFFECT_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,0.009421999566257,0.009620999917387962,0.008728999644517899,0.008729999884963036,11238,0.0,0.0
2025-03-04 00:00:00+00:00,0.008729999884963036,0.009060000069439411,0.007931999862194061,0.008259999565780163,4572,0.0,0.0
2025-03-05 00:00:00+00:00,0.008259999565780163,0.008673000149428844,0.008225000463426113,0.008654999546706676,41780,0.0,0.0
2025-03-06 00:00:00+00:00,0.008654999546706676,0.008806000463664532,0.008456000126898289,0.008652999997138977,128206,0.0,0.0
2025-03-07 00:00:00+00:00,0.008652999997138977,0.008661000058054924,0.008464000187814236,0.008484999649226665,97102,0.0,0.0
2025-03-08 00:00:00+00:00,0.008484999649226665,0.00849900022149086,0.008154000155627728,0.008175999857485294,88607,0.0,0.0
2025-03-09 00:00:00+00:00,0.008175999857485294,0.008279000408947468,0.007992999628186226,0.008003000169992447,98510,0.0,0.0
2025-03-10 00:00:00+00:00,0.008003000169992447,0.008038000203669071,0.007687999866902828,0.007708000019192696,95150,0.0,0.0
2025-03-11 00:00:00+00:00,0.007708000019192696,0.007985999807715416,0.007689000107347965,0.007821000181138515,84617,0.0,0.0
2025-03-12 00:00:00+00:00,0.007821000181138515,0.007845000363886356,0.007788999937474728,0.007799000013619661,92154,0.0,0.0
2025-03-13 00:00:00+00:00,0.007799000013619661,0.008150000125169754,0.007799000013619661,0.008108999580144882,28473,0.0,0.0
2025-03-14 00:00:00+00:00,0.008108999580144882,0.008128000423312187,0.00802600011229515,0.008028999902307987,75332,0.0,0.0
2025-03-15 00:00:00+00:00,0.008028999902307987,0.008030000142753124,0.00735200010240078,0.00738399988040328,93317,0.0,0.0
2025-03-16 00:00:00+00:00,0.00738399988040328,0.007519999984651804,0.007311999797821045,0.007410000078380108,77931,0.0,0.0
