TIMESTAMP,KBC10241_OPEN_PRICE_USD,KBC10241_HIGH_PRICE_USD,KBC10241_LOW_PRICE_USD,KBC10241_CLOSE_PRICE_USD,KBC10241_VOLUME_USD,KBC10241_DIVIDENDS_USD,KBC10241_STOCK_SPLITS_USD
2024-05-27 00:00:00+00:00,0.019979000091552734,0.019979000091552734,0.01912900060415268,0.019492000341415405,15989,0.0,0.0
2024-05-28 00:00:00+00:00,0.019492000341415405,0.019648000597953796,0.016978999599814415,0.018112000077962875,41730,0.0,0.0
2024-05-29 00:00:00+00:00,0.018112000077962875,0.019454000517725945,0.017304999753832817,0.018094999715685844,14105,0.0,0.0
2024-05-30 00:00:00+00:00,0.018094999715685844,0.01815200038254261,0.017489999532699585,0.017666999250650406,4978,0.0,0.0
2024-05-31 00:00:00+00:00,0.017889000475406647,0.017999999225139618,0.017085999250411987,0.017537999898195267,3745,0.0,0.0
2024-06-01 00:00:00+00:00,0.017537999898195267,0.01755099929869175,0.017100999131798744,0.01716800034046173,3037,0.0,0.0
2024-06-02 00:00:00+00:00,0.01716800034046173,0.017991000786423683,0.017167000100016594,0.017280999571084976,8049,0.0,0.0
2024-06-03 00:00:00+00:00,0.017280999571084976,0.018200000748038292,0.017278999090194702,0.017580000683665276,7645,0.0,0.0
2024-06-04 00:00:00+00:00,0.017580000683665276,0.017986999824643135,0.01719300076365471,0.01760300062596798,949,0.0,0.0
2024-06-05 00:00:00+00:00,0.01760300062596798,0.017983000725507736,0.01727999933063984,0.017961999401450157,2851,0.0,0.0
2024-06-06 00:00:00+00:00,0.017961999401450157,0.021000999957323074,0.017280999571084976,0.019711999222636223,16881,0.0,0.0
2024-06-07 00:00:00+00:00,0.019711999222636223,0.02096400037407875,0.010444000363349915,0.012652000412344933,42685,0.0,0.0
2024-06-08 00:00:00+00:00,0.012652000412344933,0.01360199972987175,0.010703999549150467,0.012240000069141388,12366,0.0,0.0
2024-06-09 00:00:00+00:00,0.012240000069141388,0.013110999949276447,0.011282999999821186,0.01171599980443716,3226,0.0,0.0
2024-06-10 00:00:00+00:00,0.01171599980443716,0.012253000400960445,0.01131800003349781,0.01172299962490797,6772,0.0,0.0
2024-06-11 00:00:00+00:00,0.01172299962490797,0.013011000119149685,0.010187000036239624,0.011843999847769737,11016,0.0,0.0
2024-06-12 00:00:00+00:00,0.011843999847769737,0.012261000461876392,0.010261000134050846,0.010680999606847763,8412,0.0,0.0
2024-06-13 00:00:00+00:00,0.010680999606847763,0.012857000343501568,0.01017799973487854,0.011373000219464302,14694,0.0,0.0
2024-06-14 00:00:00+00:00,0.011373000219464302,0.011745000258088112,0.009185000322759151,0.010060999542474747,4921,0.0,0.0
2024-06-15 00:00:00+00:00,0.010060999542474747,0.010246999561786652,0.009039999917149544,0.00964799989014864,7180,0.0,0.0
2024-06-16 00:00:00+00:00,0.00964799989014864,0.013155000284314156,0.009465999901294708,0.012001999653875828,29918,0.0,0.0
2024-06-17 00:00:00+00:00,0.012001999653875828,0.012002999894320965,0.010011999867856503,0.010634000413119793,8646,0.0,0.0
2024-06-18 00:00:00+00:00,0.010634000413119793,0.011889999732375145,0.01014699973165989,0.010150999762117863,4493,0.0,0.0
2024-06-19 00:00:00+00:00,0.010150999762117863,0.011129000224173069,0.009068000130355358,0.01015899982303381,11450,0.0,0.0
2024-06-20 00:00:00+00:00,0.01015899982303381,0.01068899966776371,0.009429000318050385,0.010518999770283699,3115,0.0,0.0
2024-06-21 00:00:00+00:00,0.010518999770283699,0.010521999560296535,0.0085230004042387,0.009568000212311745,5212,0.0,0.0
2024-06-22 00:00:00+00:00,0.009568000212311745,0.010099999606609344,0.00904799997806549,0.009078999981284142,5546,0.0,0.0
2024-06-23 00:00:00+00:00,0.009078999981284142,0.009933999739587307,0.008849999867379665,0.009921999648213387,3008,0.0,0.0
2024-06-24 00:00:00+00:00,0.009921999648213387,0.009928000159561634,0.008231000043451786,0.008652999997138977,3733,0.0,0.0
2024-06-25 00:00:00+00:00,0.008652999997138977,0.014728999696671963,0.007710999809205532,0.009827000088989735,16303,0.0,0.0
2024-06-26 00:00:00+00:00,0.009827000088989735,0.009827000088989735,0.00843099970370531,0.008577000349760056,12485,0.0,0.0
2024-06-27 00:00:00+00:00,0.008577000349760056,0.009255999699234962,0.007643999997526407,0.008375000208616257,5540,0.0,0.0
2024-06-28 00:00:00+00:00,0.008375000208616257,0.009336000308394432,0.007813000120222569,0.008244999684393406,4623,0.0,0.0
2024-06-29 00:00:00+00:00,0.008244999684393406,0.008790000341832638,0.007612000219523907,0.00812700018286705,4217,0.0,0.0
2024-06-30 00:00:00+00:00,0.00812700018286705,0.011851999908685684,0.007639999967068434,0.009492999874055386,8234,0.0,0.0
2024-07-01 00:00:00+00:00,0.009492999874055386,0.009498000144958496,0.0077229999005794525,0.007726999931037426,20242,0.0,0.0
2024-07-02 00:00:00+00:00,0.007726999931037426,0.008187999948859215,0.0075079998932778835,0.008066999725997448,3063,0.0,0.0
2024-07-03 00:00:00+00:00,0.008066999725997448,0.009503999724984169,0.007069000042974949,0.007799999788403511,29572,0.0,0.0
