,XMR,Lag
DOGE,0.0006251181859284,25
MIOTA,0.0006619674177767,17
USDT,0.0008835109782635,11
XEM,0.0009581551751027,19
XRP,0.0324809353436889,18
LTC,0.0414487773837376,30
XLM,0.0418201493592215,25
ETH,0.057169104063533,29
BTC,0.1175376941222584,21
