TIMESTAMP,SPEED_OPEN_PRICE_USD,SPEED_HIGH_PRICE_USD,SPEED_LOW_PRICE_USD,SPEED_CLOSE_PRICE_USD,SPEED_VOLUME_USD,SPEED_DIVIDENDS_USD,SPEED_STOCK_SPLITS_USD
2022-04-11 00:00:00+00:00,0.018268000334501266,0.01935500092804432,0.017697999253869057,0.01775999926030636,364073,0.0,0.0
2022-04-12 00:00:00+00:00,0.01776299998164177,0.018007000908255577,0.013868000358343124,0.015698999166488647,322860,0.0,0.0
2022-04-13 00:00:00+00:00,0.01569399982690811,0.017510000616312027,0.01569399982690811,0.016743000596761703,297841,0.0,0.0
2022-04-14 00:00:00+00:00,0.01674100011587143,0.020669000223279,0.0161920003592968,0.020510999485850334,233570,0.0,0.0
2022-04-15 00:00:00+00:00,0.020521000027656555,0.02163800038397312,0.017072999849915504,0.017930999398231506,191269,0.0,0.0
2022-04-16 00:00:00+00:00,0.017930999398231506,0.021385999396443367,0.017923999577760696,0.0209330003708601,123178,0.0,0.0
2022-04-17 00:00:00+00:00,0.020935000851750374,0.02095700055360794,0.015106000006198883,0.01636599935591221,268244,0.0,0.0
2022-04-18 00:00:00+00:00,0.01636499911546707,0.018446000292897224,0.015724999830126762,0.018446000292897224,111400,0.0,0.0
2022-04-19 00:00:00+00:00,0.01844000071287155,0.019881999120116234,0.01799900084733963,0.019881999120116234,165038,0.0,0.0
2022-04-20 00:00:00+00:00,0.019879000261425972,0.020308999344706535,0.018830999732017517,0.01920199953019619,105947,0.0,0.0
2022-04-21 00:00:00+00:00,0.01919100061058998,0.02026199921965599,0.01918499916791916,0.01958400011062622,523,0.0,0.0
2022-04-22 00:00:00+00:00,0.01958099938929081,0.020635999739170074,0.01881299912929535,0.018936000764369965,1497,0.0,0.0
2022-04-23 00:00:00+00:00,0.01894400082528591,0.01931600086390972,0.018496999517083168,0.018496999517083168,590,0.0,0.0
2022-04-24 00:00:00+00:00,0.018498999997973442,0.018554000183939934,0.015968000516295433,0.015984000638127327,5017,0.0,0.0
2022-04-25 00:00:00+00:00,0.01597999967634678,0.015990000218153,0.012381000444293022,0.012670000083744526,2135,0.0,0.0
2022-04-26 00:00:00+00:00,0.012675000354647636,0.01282500009983778,0.0119420001283288,0.011981000192463398,985,0.0,0.0
2022-04-27 00:00:00+00:00,0.011979999952018261,0.012287000194191933,0.0074970000423491,0.007834999822080135,400,0.0,0.0
2022-04-28 00:00:00+00:00,0.00783700030297041,0.008356000296771526,0.007819999940693378,0.008233999833464622,10387,0.0,0.0
2022-04-29 00:00:00+00:00,0.008228999562561512,0.00850799959152937,0.006647999864071608,0.006792000029236078,69427,0.0,0.0
2022-04-30 00:00:00+00:00,0.006792000029236078,0.006918000057339668,0.005779999773949385,0.005824000108987093,41831,0.0,0.0
2022-05-01 00:00:00+00:00,0.005824000108987093,0.006000000052154064,0.005185000132769346,0.005625000223517418,61011,0.0,0.0
2022-05-02 00:00:00+00:00,0.005621999967843294,0.0062939999625086784,0.00559999980032444,0.006281000096350908,61113,0.0,0.0
2022-05-03 00:00:00+00:00,0.006283999886363745,0.006572000216692686,0.006132999900728464,0.006490000057965517,51900,0.0,0.0
2022-05-04 00:00:00+00:00,0.006490999832749367,0.006550000049173832,0.004865000024437904,0.005253000184893608,95541,0.0,0.0
2022-05-05 00:00:00+00:00,0.005259000230580568,0.005435999948531389,0.004203000105917454,0.004236999899148941,43770,0.0,0.0
2022-05-06 00:00:00+00:00,0.004240000154823065,0.004240000154823065,0.0034260000102221966,0.003524000057950616,36500,0.0,0.0
2022-05-07 00:00:00+00:00,0.0035230000503361225,0.003734000027179718,0.003218000056222081,0.003318999893963337,47149,0.0,0.0
2022-05-08 00:00:00+00:00,0.0033199999015778303,0.003335000015795231,0.0024240000639110804,0.0024270000867545605,37969,0.0,0.0
