TIMESTAMP,PARAM_OPEN_PRICE_USD,PARAM_HIGH_PRICE_USD,PARAM_LOW_PRICE_USD,PARAM_CLOSE_PRICE_USD,PARAM_VOLUME_USD,PARAM_DIVIDENDS_USD,PARAM_STOCK_SPLITS_USD
2024-05-29 00:00:00+00:00,0.1269250065088272,0.15177799761295319,0.08655200153589249,0.09203799813985825,20856616,0.0,0.0
2024-05-30 00:00:00+00:00,0.09327799826860428,0.11682800203561783,0.08932200074195862,0.09470400214195251,13096196,0.0,0.0
2024-05-31 00:00:00+00:00,0.09476400166749954,0.09655299782752991,0.0811930000782013,0.08119399845600128,10074176,0.0,0.0
2024-06-01 00:00:00+00:00,0.08071800321340561,0.08077599853277206,0.07800199836492538,0.07934500277042389,10972887,0.0,0.0
2024-06-02 00:00:00+00:00,0.07922899723052979,0.0811690017580986,0.07906600087881088,0.07933200150728226,9351613,0.0,0.0
2024-06-03 00:00:00+00:00,0.07923799753189087,0.07932300120592117,0.07383999973535538,0.07469899952411652,14975890,0.0,0.0
2024-06-04 00:00:00+00:00,0.07424700260162354,0.07639600336551666,0.07022099941968918,0.0761369988322258,13876453,0.0,0.0
2024-06-05 00:00:00+00:00,0.07688099890947342,0.07701099663972855,0.06732600182294846,0.07107099890708923,16157836,0.0,0.0
2024-06-06 00:00:00+00:00,0.07101599872112274,0.07103600353002548,0.06693500280380249,0.06724099814891815,10800187,0.0,0.0
2024-06-07 00:00:00+00:00,0.06716100126504898,0.06722799688577652,0.05637599900364876,0.058942001312971115,13417314,0.0,0.0
2024-06-08 00:00:00+00:00,0.058958999812603,0.07144799828529358,0.05716700106859207,0.06981799751520157,12529467,0.0,0.0
2024-06-09 00:00:00+00:00,0.06960099935531616,0.07149100303649902,0.06381399929523468,0.064410001039505,8387661,0.0,0.0
2024-06-10 00:00:00+00:00,0.06442800164222717,0.06659699976444244,0.061372000724077225,0.06545600295066833,9007507,0.0,0.0
2024-06-11 00:00:00+00:00,0.0655049979686737,0.0655049979686737,0.05496099963784218,0.05860799923539162,11342194,0.0,0.0
2024-06-12 00:00:00+00:00,0.0586169995367527,0.05919500067830086,0.0552619993686676,0.05533900111913681,10417013,0.0,0.0
2024-06-13 00:00:00+00:00,0.055344998836517334,0.055348001420497894,0.04403200000524521,0.04538999870419502,11855464,0.0,0.0
2024-06-14 00:00:00+00:00,0.04540799930691719,0.04611799865961075,0.040467001497745514,0.042764998972415924,10210520,0.0,0.0
2024-06-15 00:00:00+00:00,0.04290200024843216,0.05126199871301651,0.04133100062608719,0.04609699919819832,9701372,0.0,0.0
2024-06-16 00:00:00+00:00,0.04615499824285507,0.049129001796245575,0.04314500093460083,0.04706199839711189,7590391,0.0,0.0
2024-06-17 00:00:00+00:00,0.047175999730825424,0.04724600166082382,0.04015899822115898,0.04084999859333038,10001413,0.0,0.0
