TIMESTAMP,BARRON31345_OPEN_PRICE_USD,BARRON31345_HIGH_PRICE_USD,BARRON31345_LOW_PRICE_USD,BARRON31345_CLOSE_PRICE_USD,BARRON31345_VOLUME_USD,BARRON31345_DIVIDENDS_USD,BARRON31345_STOCK_SPLITS_USD
2024-05-22 00:00:00+00:00,,,,0.0,150881,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,120888,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,103223,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,41272,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,525779,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,1102675,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,345594,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,350097,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,806908,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,1749956,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,848493,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,614984,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,587510,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,638515,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,386040,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,209801,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,237129,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,128551,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,241191,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,71072,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,61493,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,50042,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,78649,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,88030,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,47784,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,24023,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,173659,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,663722,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,153516,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,840597,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,121039,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,51402,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,91056,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,51906,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,114968,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,58357,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,63946,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,68395,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,59270,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,33656,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,42192,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,29500,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,28061,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,30335,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,45136,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,14976,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,10941,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,12680,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,5601,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,271781,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,74772,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,62047,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,32044,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,69632,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,37130,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,47545,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,19721,0.0,0.0
