TIMESTAMP,QRT_OPEN_PRICE_USD,QRT_HIGH_PRICE_USD,QRT_LOW_PRICE_USD,QRT_CLOSE_PRICE_USD,QRT_VOLUME_USD,QRT_DIVIDENDS_USD,QRT_STOCK_SPLITS_USD
2021-10-23 00:00:00+00:00,0.0032850001007318497,0.0034020000603049994,0.003280000062659383,0.0033990000374615192,24524,0.0,0.0
2021-10-24 00:00:00+00:00,0.003398000029847026,0.0037090000696480274,0.0033450000919401646,0.003467000089585781,59570,0.0,0.0
2021-10-25 00:00:00+00:00,0.003467000089585781,0.003515999997034669,0.0033319999929517508,0.003333000000566244,48739,0.0,0.0
2021-10-26 00:00:00+00:00,0.003333000000566244,0.003343000076711178,0.003198999911546707,0.0032099999953061342,0,0.0,0.0
2021-10-27 00:00:00+00:00,0.0032079999800771475,0.0032079999800771475,0.002911000046879053,0.0029180001001805067,0,0.0,0.0
2021-10-28 00:00:00+00:00,0.0029180001001805067,0.0029730000533163548,0.0006469999789260328,0.0013729999773204327,32761,0.0,0.0
2021-10-29 00:00:00+00:00,0.0013719999697059393,0.0014479999663308263,0.0008399999933317304,0.0008759999764151871,44764,0.0,0.0
2021-10-30 00:00:00+00:00,0.0008759999764151871,0.0010359999723732471,0.000699999975040555,0.0008120000129565597,0,0.0,0.0
2021-10-31 00:00:00+00:00,0.0008120000129565597,0.0008249999955296516,0.0007929999846965075,0.0008120000129565597,0,0.0,0.0
2021-11-01 00:00:00+00:00,0.000813000020571053,0.0008200000156648457,0.00039999998989515007,0.0005329999839887023,4568,0.0,0.0
2021-11-02 00:00:00+00:00,0.0005329999839887023,0.0005949999904260039,0.00019999999494757503,0.0004360000020824373,2032,0.0,0.0
2021-11-03 00:00:00+00:00,0.0004360000020824373,0.0005159999709576368,0.0002699999895412475,0.0002840000088326633,7662,0.0,0.0
2021-11-04 00:00:00+00:00,0.0002840000088326633,0.0003370000049471855,0.00011999999696854502,0.00018699999782256782,140463,0.0,0.0
2021-11-05 00:00:00+00:00,0.00018699999782256782,0.00020199999562464654,0.00018000000272877514,0.000195999993593432,153052,0.0,0.0
2021-11-06 00:00:00+00:00,0.000195999993593432,0.00019799999427050352,3.300000025774352e-05,0.00017899999511428177,3280,0.0,0.0
2021-11-07 00:00:00+00:00,0.00017899999511428177,0.00020700000459328294,0.00017299999308306724,0.00019099999917671084,32348,0.0,0.0
2021-11-08 00:00:00+00:00,0.00019099999917671084,0.00019500000053085387,0.0001740000006975606,0.00017600000137463212,47334,0.0,0.0
2021-11-09 00:00:00+00:00,0.00017600000137463212,0.00017600000137463212,0.00015500000154133886,0.00015500000154133886,49709,0.0,0.0
2021-11-10 00:00:00+00:00,0.000155999994603917,0.000155999994603917,0.00012399999832268804,0.0001250000059371814,63397,0.0,0.0
2021-11-11 00:00:00+00:00,0.0001250000059371814,0.0001449999981559813,2.300000051036477e-05,0.00011800000356743112,140764,0.0,0.0
2021-11-12 00:00:00+00:00,0.00011800000356743112,0.0001230000052601099,5.6000000768108293e-05,5.8000001445179805e-05,114899,0.0,0.0
2021-11-13 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,3.7000001611886546e-05,3.9999998989515007e-05,128399,0.0,0.0
2021-11-14 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,1.4999999621068127e-05,1.8999999156221747e-05,123095,0.0,0.0
2021-11-15 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,3.999999989900971e-06,7.000000096013537e-06,189051,0.0,0.0
2021-11-16 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,1.9999999949504854e-06,1.9999999949504854e-06,167184,0.0,0.0
2021-11-17 00:00:00+00:00,1.9999999949504854e-06,1.4000000192027073e-05,1.9999999949504854e-06,9.000000318337698e-06,262387,0.0,0.0
2021-11-18 00:00:00+00:00,9.000000318337698e-06,1.4999999621068127e-05,3.000000106112566e-06,1.1000000085914508e-05,222597,0.0,0.0
2021-11-19 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,87137,0.0,0.0
2021-11-20 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,6.000000212225132e-06,1.2000000424450263e-05,45309,0.0,0.0
2021-11-21 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,43844,0.0,0.0
2021-11-22 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,36965,0.0,0.0
2021-11-23 00:00:00+00:00,9.000000318337698e-06,1.4000000192027073e-05,7.999999979801942e-06,1.4000000192027073e-05,52858,0.0,0.0
2021-11-24 00:00:00+00:00,1.4000000192027073e-05,3.7999998312443495e-05,1.4000000192027073e-05,1.4999999621068127e-05,42597,0.0,0.0
2021-11-25 00:00:00+00:00,3.7999998312443495e-05,7.100000220816582e-05,3.600000127335079e-05,6.900000153109431e-05,280455,0.0,0.0
