TIMESTAMP,MANDOX28306_OPEN_PRICE_USD,MANDOX28306_HIGH_PRICE_USD,MANDOX28306_LOW_PRICE_USD,MANDOX28306_CLOSE_PRICE_USD,MANDOX28306_VOLUME_USD,MANDOX28306_DIVIDENDS_USD,MANDOX28306_STOCK_SPLITS_USD
2023-10-29 00:00:00+00:00,,,,0.0,36224,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,43296,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,27383,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,3784,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,349,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,43544,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,46895,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,45395,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,42659,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,44087,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,43806,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,42873,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,90319,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,86129,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,87463,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,134636,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,86362,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,82209,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,85724,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,88221,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,86856,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,84793,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,86099,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,82260,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,83234,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,77251,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,82163,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,84119,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,77488,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,82845,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,84710,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,87358,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,86146,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,80216,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,86813,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,82487,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,79448,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,85024,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,86802,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,75063,0.0,0.0
