TIMESTAMP,CHEERS30874_OPEN_PRICE_USD,CHEERS30874_HIGH_PRICE_USD,CHEERS30874_LOW_PRICE_USD,CHEERS30874_CLOSE_PRICE_USD,CHEERS30874_VOLUME_USD,CHEERS30874_DIVIDENDS_USD,CHEERS30874_STOCK_SPLITS_USD
2024-04-24 00:00:00+00:00,0.0014609999489039183,0.0021170000545680523,0.0008839999791234732,0.0010529999854043126,334045,0.0,0.0
2024-04-25 00:00:00+00:00,0.0011269999668002129,0.0012509999796748161,0.0009710000013001263,0.0010659999679774046,79670,0.0,0.0
2024-04-26 00:00:00+00:00,0.0010659999679774046,0.001323999953456223,0.0010450000409036875,0.0010479999473318458,119799,0.0,0.0
2024-04-27 00:00:00+00:00,0.001062000053934753,0.0012540000025182962,0.0007529999711550772,0.0011790000135079026,167926,0.0,0.0
2024-04-28 00:00:00+00:00,0.0011790000135079026,0.0013330000219866633,0.0011449999874457717,0.0011449999874457717,44353,0.0,0.0
2024-04-29 00:00:00+00:00,0.0011449999874457717,0.001151000033132732,0.0009389999904669821,0.0010010000551119447,82715,0.0,0.0
2024-04-30 00:00:00+00:00,0.0010010000551119447,0.0010400000028312206,0.00072900002123788,0.0008590000215917826,82065,0.0,0.0
2024-05-01 00:00:00+00:00,0.0008570000063627958,0.0009790000040084124,0.0008319999906234443,0.0009769999887794256,35353,0.0,0.0
2024-05-02 00:00:00+00:00,0.0009769999887794256,0.0013150000013411045,0.0008870000019669533,0.0012359999818727374,60974,0.0,0.0
2024-05-03 00:00:00+00:00,0.0011950000189244747,0.0020959998946636915,0.0011790000135079026,0.0019259999971836805,362237,0.0,0.0
2024-05-04 00:00:00+00:00,0.001993000041693449,0.00278700003400445,0.0018070000223815441,0.0024770000018179417,329787,0.0,0.0
2024-05-05 00:00:00+00:00,0.002283999929204583,0.0028069999534636736,0.002085000043734908,0.002148000057786703,263457,0.0,0.0
2024-05-06 00:00:00+00:00,0.00215000007301569,0.002248999895527959,0.0016430000541731715,0.001753999968059361,181022,0.0,0.0
2024-05-07 00:00:00+00:00,0.001753999968059361,0.0020840000361204147,0.0016629999736323953,0.0020840000361204147,137853,0.0,0.0
2024-05-08 00:00:00+00:00,0.0016700000269338489,0.0022499999031424522,0.0016270000487565994,0.0020729999523609877,114128,0.0,0.0
2024-05-09 00:00:00+00:00,0.0020729999523609877,0.002142000012099743,0.0018360000103712082,0.002025000052526593,75884,0.0,0.0
2024-05-10 00:00:00+00:00,0.002025000052526593,0.002145000034943223,0.0017379999626427889,0.0018110000528395176,124067,0.0,0.0
2024-05-11 00:00:00+00:00,0.0018350000027567148,0.001863999990746379,0.0014880000380799174,0.0015279999934136868,71879,0.0,0.0
2024-05-12 00:00:00+00:00,0.0015490000369027257,0.0015869999770075083,0.0013719999697059393,0.0014309999532997608,66204,0.0,0.0
2024-05-13 00:00:00+00:00,0.0014400000218302011,0.001677999971434474,0.0014019999653100967,0.001512999995611608,44954,0.0,0.0
2024-05-14 00:00:00+00:00,0.0015369999455288053,0.0015379999531432986,0.0012969999806955457,0.0013500000350177288,64992,0.0,0.0
2024-05-15 00:00:00+00:00,0.0013500000350177288,0.0015910000074654818,0.0012679999927058816,0.0013170000165700912,60073,0.0,0.0
2024-05-16 00:00:00+00:00,0.0013340000296011567,0.0013930000131949782,0.001227000029757619,0.0012390000047162175,50794,0.0,0.0
2024-05-17 00:00:00+00:00,0.0012420000275596976,0.001398000051267445,0.0012369999894872308,0.0012499999720603228,40944,0.0,0.0
2024-05-18 00:00:00+00:00,0.0012529999949038029,0.0012529999949038029,0.0007719999994151294,0.0009089999948628247,161428,0.0,0.0
2024-05-19 00:00:00+00:00,0.0009529999806545675,0.0012199999764561653,0.0009449999779462814,0.001214000047184527,77967,0.0,0.0
2024-05-20 00:00:00+00:00,0.0011749999830499291,0.0012710000155493617,0.0010420000180602074,0.0011729999678209424,88682,0.0,0.0
2024-05-21 00:00:00+00:00,0.0011729999678209424,0.0011780000058934093,0.00092299998505041,0.0010010000551119447,68412,0.0,0.0
2024-05-22 00:00:00+00:00,0.0010019999463111162,0.0010430000256747007,0.0008249999955296516,0.0008479999960400164,79184,0.0,0.0
2024-05-23 00:00:00+00:00,0.0008479999960400164,0.0008699999889358878,0.0007110000005923212,0.0007479999912902713,96255,0.0,0.0
2024-05-24 00:00:00+00:00,0.0007600000244565308,0.0007619999814778566,0.0004070000140927732,0.0004910000134259462,136808,0.0,0.0
2024-05-25 00:00:00+00:00,0.0004910000134259462,0.0005890000029467046,0.0003910000086762011,0.0005890000029467046,92307,0.0,0.0
2024-05-26 00:00:00+00:00,0.0007009999826550484,0.0009219999774359167,0.00056900002527982,0.00056900002527982,132015,0.0,0.0
2024-05-27 00:00:00+00:00,0.0005729999975301325,0.0018769999733194709,0.0005389999714680016,0.0018729999428614974,520450,0.0,0.0
2024-05-28 00:00:00+00:00,0.0020490000024437904,0.0025059999898076057,0.0014019999653100967,0.0014329999685287476,832545,0.0,0.0
