TIMESTAMP,DQQQ_OPEN_PRICE_USD,DQQQ_HIGH_PRICE_USD,DQQQ_LOW_PRICE_USD,DQQQ_CLOSE_PRICE_USD,DQQQ_VOLUME_USD,DQQQ_DIVIDENDS_USD,DQQQ_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,391.6026916503906,396.96826171875,382.6004333496094,394.6306457519531,98668,0.0,0.0
2022-03-25 00:00:00+00:00,394.6306457519531,397.3061218261719,388.2234191894531,393.3719482421875,128773,0.0,0.0
2022-03-26 00:00:00+00:00,393.3719482421875,395.7969970703125,383.0243225097656,384.7068786621094,285320,0.0,0.0
2022-03-27 00:00:00+00:00,384.7068786621094,393.0250549316406,380.78900146484375,387.3343200683594,241532,0.0,0.0
2022-03-28 00:00:00+00:00,387.3343200683594,390.6446533203125,358.3095397949219,381.3230895996094,623390,0.0,0.0
2022-03-29 00:00:00+00:00,381.3230895996094,398.66119384765625,360.222412109375,374.1231994628906,502474,0.0,0.0
2022-03-30 00:00:00+00:00,374.1231994628906,407.07940673828125,371.0339050292969,389.7629699707031,283351,0.0,0.0
2022-03-31 00:00:00+00:00,389.7629699707031,415.8812255859375,363.875,405.6995544433594,403941,0.0,0.0
2022-04-01 00:00:00+00:00,405.6995544433594,411.37872314453125,354.0042724609375,362.0825500488281,197211,0.0,0.0
2022-04-02 00:00:00+00:00,362.0825500488281,379.81304931640625,355.9031066894531,357.7574157714844,210002,0.0,0.0
2022-04-03 00:00:00+00:00,357.7574157714844,382.2263488769531,349.48681640625,378.0946350097656,397916,0.0,0.0
2022-04-04 00:00:00+00:00,378.0946350097656,385.9019470214844,371.7495422363281,382.32879638671875,163767,0.0,0.0
2022-04-05 00:00:00+00:00,382.32879638671875,384.3751525878906,374.8823547363281,375.0779724121094,56414,0.0,0.0
2022-04-06 00:00:00+00:00,375.0779724121094,386.4721984863281,366.8316650390625,366.8492431640625,314388,0.0,0.0
2022-04-07 00:00:00+00:00,366.8492431640625,376.8563537597656,365.38360595703125,369.3028564453125,39455,0.0,0.0
2022-04-08 00:00:00+00:00,369.3028564453125,374.1308288574219,356.9222717285156,363.9948425292969,222528,0.0,0.0
2022-04-09 00:00:00+00:00,363.9948425292969,368.8908996582031,362.5502624511719,367.6756286621094,110175,0.0,0.0
2022-04-10 00:00:00+00:00,367.6756286621094,375.71875,359.3961486816406,371.2762756347656,285245,0.0,0.0
2022-04-11 00:00:00+00:00,371.2762756347656,377.5966491699219,366.00323486328125,368.2491455078125,378953,0.0,0.0
2022-04-12 00:00:00+00:00,368.2491455078125,377.911376953125,358.25042724609375,369.74652099609375,584028,0.0,0.0
2022-04-13 00:00:00+00:00,369.74652099609375,371.8546447753906,361.384033203125,371.17144775390625,294792,0.0,0.0
2022-04-14 00:00:00+00:00,371.17144775390625,385.51776123046875,368.9889831542969,374.559326171875,894113,0.0,0.0
2022-04-15 00:00:00+00:00,374.559326171875,379.78973388671875,367.6977844238281,374.5265808105469,166208,0.0,0.0
2022-04-16 00:00:00+00:00,374.5265808105469,377.97930908203125,367.1018981933594,368.8213195800781,352386,0.0,0.0
2022-04-17 00:00:00+00:00,368.8213195800781,374.4745178222656,365.4018859863281,366.83624267578125,143349,0.0,0.0
2022-04-18 00:00:00+00:00,366.83624267578125,373.3768310546875,362.0923767089844,370.32891845703125,132917,0.0,0.0
2022-04-19 00:00:00+00:00,370.32891845703125,378.03594970703125,367.8945617675781,378.03594970703125,134268,0.0,0.0
2022-04-20 00:00:00+00:00,378.03594970703125,379.1346130371094,361.4195556640625,367.52587890625,688176,0.0,0.0
2022-04-21 00:00:00+00:00,367.52587890625,378.73046875,361.29644775390625,367.38037109375,312955,0.0,0.0
2022-04-22 00:00:00+00:00,367.38037109375,375.515380859375,358.2901916503906,358.3626403808594,368613,0.0,0.0
2022-04-23 00:00:00+00:00,358.3626403808594,358.3626403808594,348.2420959472656,351.5252990722656,152675,0.0,0.0
2022-04-24 00:00:00+00:00,351.5252990722656,358.6936950683594,351.3018493652344,355.171875,168336,0.0,0.0
2022-04-25 00:00:00+00:00,355.171875,362.0408935546875,350.0364990234375,358.2471618652344,248050,0.0,0.0
2022-04-26 00:00:00+00:00,358.2471618652344,362.787353515625,339.7863464355469,342.32244873046875,586140,0.0,0.0
