TIMESTAMP,DVPN_OPEN_PRICE_USD,DVPN_HIGH_PRICE_USD,DVPN_LOW_PRICE_USD,DVPN_CLOSE_PRICE_USD,DVPN_VOLUME_USD,DVPN_DIVIDENDS_USD,DVPN_STOCK_SPLITS_USD
2018-04-17 00:00:00+00:00,0.007081999909132719,0.007536000106483698,0.007081999909132719,0.007416000124067068,197993,0.0,0.0
2018-04-18 00:00:00+00:00,0.007430000230669975,0.008282000198960304,0.006004000082612038,0.007646999787539244,355588,0.0,0.0
2018-04-19 00:00:00+00:00,0.007877999916672707,0.011599999852478504,0.007697000168263912,0.009740999899804592,383780,0.0,0.0
2018-04-20 00:00:00+00:00,0.009755999781191349,0.012387000024318695,0.009611999616026878,0.010697999969124794,499644,0.0,0.0
2018-04-21 00:00:00+00:00,0.01070099975913763,0.011149999685585499,0.009025000035762787,0.010449999943375587,377245,0.0,0.0
2018-04-22 00:00:00+00:00,0.010463999584317207,0.016853999346494675,0.010083000175654888,0.014720000326633453,724458,0.0,0.0
2018-04-23 00:00:00+00:00,0.01657699979841709,0.019298000261187553,0.014063999988138676,0.01623399928212166,753987,0.0,0.0
2018-04-24 00:00:00+00:00,0.016201000660657883,0.01787099987268448,0.013416999951004982,0.016781000420451164,576467,0.0,0.0
2018-04-25 00:00:00+00:00,0.01672299951314926,0.017097000032663345,0.014937999658286572,0.015026000328361988,536464,0.0,0.0
2018-04-26 00:00:00+00:00,0.015169999562203884,0.016061000525951385,0.014814999885857105,0.01602100022137165,553224,0.0,0.0
2018-04-27 00:00:00+00:00,0.016047999262809753,0.016270000487565994,0.014937999658286572,0.0149959996342659,476858,0.0,0.0
2018-04-28 00:00:00+00:00,0.014929999597370625,0.01669500023126602,0.014902999624609947,0.016371000558137894,470826,0.0,0.0
2018-04-29 00:00:00+00:00,0.01636900007724762,0.018945999443531036,0.016311999410390854,0.018704000860452652,610580,0.0,0.0
2018-04-30 00:00:00+00:00,0.01870100013911724,0.019543999806046486,0.01807899959385395,0.018290000036358833,636799,0.0,0.0
2018-05-01 00:00:00+00:00,0.018317999318242073,0.018317999318242073,0.01686199940741062,0.01809000037610531,573374,0.0,0.0
2018-05-02 00:00:00+00:00,0.018063999712467194,0.019415000453591347,0.017934000119566917,0.01934400014579296,536968,0.0,0.0
2018-05-03 00:00:00+00:00,0.019353000447154045,0.027041999623179436,0.01853499934077263,0.02635600045323372,723072,0.0,0.0
2018-05-04 00:00:00+00:00,0.025185000151395798,0.029252000153064728,0.02018599957227707,0.021604999899864197,1012600,0.0,0.0
2018-05-05 00:00:00+00:00,0.021585000678896904,0.02484999969601631,0.021585000678896904,0.024004999548196793,793514,0.0,0.0
2018-05-06 00:00:00+00:00,0.023900000378489494,0.025683000683784485,0.02239600010216236,0.023471999913454056,664848,0.0,0.0
