Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,QTUM,USDT,XLM,XMR,XRP,ZEC
1,0.01083882896446716,0.964337687590539,0.88288389280961,0.00036767233919598005,0.0931345539350938,8.579450905257067e-05,0.02895525830570548,0.20805249705577444,0.4232954882543214,5.748123588993507e-05,0.01339670680707599,0.04762127329982137,0.017007386154170655,0.038072572799041325,0.0045554441627270684
2,0.027812567110021502,0.4650683294594522,0.18558647703000203,0.0017110671715325936,0.21064076516637475,8.828473426297073e-05,0.0176450495826452,0.08901997804468591,0.04418662234099735,3.705389491784995e-05,0.0005648299952923456,0.12174992623533719,0.055505397198353054,0.0869236599354791,0.012032143854394616
3,0.0708386419959216,0.6413435843828064,0.16051832925295756,0.005088760962295666,0.38261112489595855,0.0003202291764011003,0.0241645316948233,0.009387272095368169,0.06396205173193237,9.195027852394936e-05,0.0013784154377066607,0.16318852194306446,0.030259202789167834,0.13585384272247222,0.02394179576240142
4,0.11430733924102171,0.6753882561842838,0.07705972380670098,0.008739949435561771,0.5429495344967306,0.0002521678089124766,0.039432558152756716,0.015130842074953564,0.009751153460309019,7.401880261521029e-05,0.0015803564332897444,0.22096563292675836,0.02591884901633014,0.15894261751777444,0.025165110211431772
5,0.04619809549823959,0.002730809194608279,0.1348701367026604,0.0025582225121346274,0.21001452759872297,0.0007183387818739882,0.07470828568317252,0.007549377317670705,0.025510888818310137,0.000184581594512555,0.0034921546531796435,0.3382965252320796,0.055437811319475255,0.2539865375345761,0.045180244369795154
6,0.041778156615349844,0.0032979284372571856,0.06690496245730082,0.0046997857938418834,0.3007743337144693,0.0005938108599013513,0.07189081779403551,0.014858381364092184,0.0029987568703363225,0.00036147089033528517,0.003359309536647849,0.27411964734819266,0.0015119604622312384,0.2948772228991949,0.03884359302377535
7,0.05432238546481575,0.00467692141327642,0.10608256390308406,0.0028675950648376406,0.30532953076313074,0.0007504192484583749,0.06935869881936818,0.03170542776574216,5.377706181662334e-05,0.0005981024072027106,0.00567804435298595,0.2381462317432756,0.003572693646983797,0.3550630867779651,0.0650083449381722
8,0.03137401603496298,0.004931392225742467,0.09334285905388931,0.0008671862261670547,0.35912840393280765,0.0013575214464700703,0.11437730535792083,0.03738990189435831,2.0733996670321956e-05,0.00023076975487906293,0.00687634879710588,0.2791470490761156,0.0058437453440376395,0.3145384772597097,0.08376225416223149
9,0.0455496683269746,0.009532300048900502,0.12872378159998243,0.0006773007437933524,0.22250360573633712,0.0011927501697255928,0.032186154836750004,0.033395689878852636,5.226873636252317e-05,0.00040188591350181986,0.006595773440455678,0.33885502790573896,0.003949094996914771,0.03121138650272464,0.05515882469272437
10,0.05649552631151193,0.003117958807845086,0.14076781272650632,0.0012736204382516802,0.2580191433646373,0.0012047629073491557,0.014946136566116116,0.054070738197712485,7.409226290940966e-05,0.00012192562733063535,0.010563317883997144,0.1628098732075875,0.001466934223238802,0.044596682403347986,0.08151503487793545
11,0.09691549941104774,0.0029600357391616223,0.19401950665035497,0.0018944390263058951,0.2243646670804544,0.0017080712805820158,0.02147099713078658,0.04904525208997916,6.688834275572403e-05,9.124845085953237e-05,0.006163148715217741,0.22483965087447,0.0001015152540443537,0.04196760553482552,0.0341926911095434
12,0.238537882909392,0.0035727994998994285,0.12351969722771275,0.004292214260142718,0.14877684906101415,0.0013300753662382314,0.01478789549670952,0.048603312098464996,0.00012678751646540091,1.3016978506515246e-05,0.008067777822338194,0.09298784586577506,0.0001477290875448864,0.04118312170650548,0.03303450299042175
13,0.036511179916361346,0.00641602722568422,0.13590828361599175,0.004483841512421201,0.06535187844584446,0.0010110379310878299,0.022833923469841592,0.07223276907198761,6.928809151410474e-05,1.7504617961284129e-06,0.017425672729818428,0.06608677586361218,0.00013499370675686194,0.022432004727325594,0.03748991488310507
