Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,ZEC
1,0.1909590337724802,0.10474065504266056,0.5124170656445797,0.08206645159071808,0.1836812121641996,2.8835834490471852e-05,0.46986314443862154,0.22004743876835273,0.052181675332334844,0.40080483602180084,0.7249848206272508,0.06093465879334593,0.011543873769691246,0.12990399247025972,0.06690768532521887
2,0.5419201999779141,0.281932898052927,0.7643280254353367,0.1827615005651477,3.8047701312174416e-06,0.00039078924243469347,0.4389144022028363,0.3027243841713336,0.19120420197880936,0.0013382833924155471,0.13362304588762505,0.00010650851388614326,0.06517511539191316,0.23948333416735113,0.21105637283821513
3,0.6332108015801141,0.24096965487326766,0.9346455368265538,0.32487655356865225,2.3648270121713925e-05,0.00037584678641031853,0.4511009561711329,0.1957721718114908,0.29503291187602076,0.00025196040753314283,0.24155187360073993,6.733536410552742e-05,0.008340910269548335,0.32486976284478064,0.3221075663398396
4,0.00815647771739244,0.29928067164602223,0.7391149394537688,0.03247327614741911,1.7432875016816933e-05,0.0007900283412560189,0.39295734669009963,0.1708379822530353,0.12340288938389596,0.00029797647631794237,0.1042248846283806,4.660299868093924e-06,0.013559555909528138,0.45965152704503776,0.3655674321712126
5,0.011096181263795012,0.4606567503227652,0.5733206448710023,0.02923972406700508,2.2068280959547294e-05,0.001233964069045852,0.39287218821015407,0.23140745151840028,0.04916831472566285,0.0005370831011583078,0.08280746436696583,1.5661259454916687e-08,0.0289541799026752,0.35897022464918904,0.2823654387133611
6,0.014495604781943193,0.5382755543100219,0.743743394601428,0.03150981280679788,4.7488333811118555e-05,0.0023397528536350234,0.5622398072950765,0.15702452698360325,0.021843441500611335,0.001058762704831398,0.02887427913907524,1.40222194633009e-08,0.041319504200802576,0.5463100558111305,0.4533082586784637
7,0.0013161876522957362,0.6501363385072593,0.1540435066012085,4.773959740300618e-05,0.00011624576737951086,9.447090755622472e-07,0.033044345061484834,0.2144002688702111,0.010385890494142933,1.3829067238968186e-06,0.022370778489737776,2.0685217153856717e-10,0.012078001237409264,0.15757924650386113,0.017666014334902284
8,0.0012816004074519404,0.7665078099546804,0.037792255985286655,2.681872324820144e-05,0.00011385302475798926,3.3835862608023717e-07,0.028298845487215955,0.29206203645287926,0.007723254795437342,2.552450370580862e-07,0.02648395982247353,2.811544720829266e-10,0.02193354421708664,0.16632981682903242,0.03058229951360162
9,0.001275427274722077,0.6334740646729495,0.010194191537427616,2.8764764226726028e-05,5.630492260875978e-05,1.1366909273924383e-06,0.052979068686990406,0.3438234682258872,0.002841948308208938,7.349058974174105e-07,0.04474116445787972,3.160779793886065e-10,0.03631288091080315,0.09386190254647475,0.04589297439458472
10,0.0014829148079410087,0.5312819525196963,0.017947185931656152,3.114722340510154e-05,2.3310571757817644e-05,9.841318397156423e-07,0.0036614596358493434,0.41730420523486506,2.684261332765727e-05,1.416794217172214e-06,0.06850586301480749,1.489762245660733e-10,0.06206951893803223,0.07048889091273977,0.05349164707194716
11,0.0005197237231489549,0.5598784756519404,0.015633404070063313,7.790454252462942e-05,4.348199982724977e-06,8.034360482530209e-07,0.003596646290137205,0.4428046203295641,2.0553297077988445e-05,1.7376334021701974e-06,7.472294816065723e-05,3.4002886199192017e-11,0.08222738963051564,0.051338835827853896,0.08380619592349277
12,0.001529534627713018,0.548436663913829,0.024834714343715165,0.000140059362854839,4.500922126267072e-06,1.4848040258409536e-06,0.0050010990678409075,0.492094368806247,2.8852470464987014e-05,3.3651847024678423e-06,0.00012737097508117953,5.644585973541423e-11,0.047735276289690896,0.08390211766232364,0.10503159193477446
13,0.0038220625723567377,0.5618670312992498,0.03394581062622407,0.0002686060583171781,1.366549975841748e-06,4.051270935759237e-06,0.007591272558559221,0.6003141359959967,5.733560024735783e-05,1.0995832443490437e-06,0.0002964538292741732,1.4415769419169548e-10,0.043886093567844855,0.12286648311617532,0.09961283640197781
14,0.005148994263123533,0.6659595703620198,0.04422199339446359,0.0005877844721622937,1.4186428235198424e-06,7.167050992865908e-06,0.00774746286190438,0.6496159523446199,3.065551462272645e-05,2.168592544131113e-06,5.853152324398228e-05,3.8854724217689807e-10,0.058474760926135926,0.1501192281267005,0.04318040350170069
