Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,ZEC
1,0.03796212968442505,0.003223592086028638,0.009834013493694694,0.07214598188056076,6.112202948949278e-09,0.8692457435185117,0.0003860796060495411,0.9602374841181095,0.09217627555477455,0.0005059913328278689,0.08873677093127715,0.7307674542093507,0.1036924106461788,0.05313956090746996,0.014127443754425506
2,0.1452522691915786,0.006811070652163913,0.021649038658550928,0.06246521436311235,3.254329723081204e-10,0.7827566542220684,0.0023507778076402386,0.6851332306086537,0.2771985738186018,8.92770760364162e-05,0.40337324567111654,0.26565523397238505,0.020961705991321897,0.011310746841705327,0.06234758882521992
3,0.017655136736068004,0.00031131131536702,0.058330900336855736,0.04729347495900615,3.221988378036294e-10,0.7143659481572784,0.00025854024526354485,0.6692528304938961,0.46060051235764277,6.007111154912963e-08,0.006301582897204756,0.01376028035736212,0.008323968399811687,0.01112861793045682,0.11050577561290645
4,0.0012282033360481621,0.0007200147628272734,0.04251686949206239,0.08938871530157033,4.726741282144885e-10,0.690078961018417,0.00047481365287065514,0.7562931924022022,0.5276739738491212,8.423119041379636e-08,0.009683905928593266,0.010191593389603728,0.01612976206380203,0.001648463080717618,0.12251644968862238
5,0.00387885361552183,0.0010508559496800354,0.04123021425868131,0.15256474954043275,2.434662248943698e-09,0.8104872297160063,0.00126228194038423,0.8076842452371388,0.6553285738243388,2.5872722814753984e-07,0.0015896051930414032,0.024288444587689566,0.024364019841045283,0.003564238869304243,0.16481526990077539
6,0.0022225970213773203,0.0020467523716063744,0.06824144052593388,0.2397539118176797,7.688998745099839e-09,0.8571833111010607,0.00041743656638127096,0.7691083826279754,0.7742679088546152,6.459403574407123e-07,0.0001506656561750512,0.04450002019177494,0.036909548795730385,0.0074213865639267615,0.19537531371647013
7,0.006107702612385497,0.0023320677733427927,0.12270191541615316,0.13088781310826678,4.5910807864554235e-08,0.5417452160905718,0.0009105659325944545,0.6923859633092523,0.8081656187079928,1.1586165439468069e-06,0.0004971904859926279,0.0015396264411339509,0.054184176670322715,0.020811718752865152,0.2998010058482882
8,0.012417607724013452,0.004895990582459435,0.021759633911224742,0.1668796073737333,2.967339088738328e-08,0.2551270026565712,0.0019778066401389743,0.8004049737906571,0.0036812232687663737,1.7454130747523788e-08,0.001000279631386958,0.0009625167003654277,0.07957970355949381,0.019790068958784088,0.37861479392829417
9,0.0182919423559318,0.0017020037335138082,6.143512560654013e-06,0.17273454854296552,7.395132528328546e-08,0.2779143566348641,0.0024001937470178305,0.8754338485600746,0.0035803176405242196,1.9945743942331932e-08,0.001304192713475865,0.0015327803677056527,0.11786100802779154,0.0035585300071897127,0.30353462493914796
10,0.008080530325397578,0.0028311828150841354,6.1736880806576066e-06,0.23341929372537434,1.0614453787376199e-07,0.32910310992992137,0.00022902414042595202,0.8965360517870342,0.0010332467469878952,2.2990345797712906e-08,0.0014917083233935535,0.0023926450449235416,0.15332609584324905,0.004063683975775701,0.36755452543737044
11,0.009612882102277946,0.0043204898721143315,7.622630019725866e-06,0.29786582580170456,2.4219888732789553e-07,0.41819944477405613,0.00037288313357092435,0.9480054271253818,0.0012507011730591652,2.9118256425829273e-08,0.0009965819435361672,0.0012673539569348143,0.08792233310557666,0.006591809929666989,0.42535513612642856
12,0.01733198871722476,0.006460759544851543,1.2265710777438036e-06,0.37562809318859686,4.3046243409495036e-08,0.5092793251420311,0.0005022858108111331,0.921847329619652,0.0011863251244852429,5.7674501400753974e-08,0.00022107338600346375,0.0022607075428227527,0.1115711432916732,0.011351801494829367,0.5120850272491853
13,0.0507347153047707,0.0077745237235479995,2.495655227216567e-06,0.4140012945527385,2.4386225159355663e-08,0.2329590993155474,0.000522484493313977,0.9553538516242488,0.002332278251944132,7.698163624025955e-09,0.000608515988085572,0.001634099785855897,0.04420498251709176,0.025495098528003284,0.4392947904209226
14,0.05403288907253082,0.009937162768391749,4.400084334980407e-06,0.4598074237109062,1.5560364857287547e-08,0.25815086290291955,0.0005497034304816541,0.9650184778799161,0.00236083672928031,1.4396297238167424e-08,0.00042293976172881007,0.0011553459618279993,0.030469404858067546,0.03525277114052599,0.43427022080225486
15,0.06744449011430993,0.011457167491089219,4.485531056973802e-06,0.5826633713523117,3.34946640866958e-08,0.26400806568945795,0.0006187328251086487,0.9720663209652961,0.0012387005344410601,1.467534605645217e-08,0.001056749591840385,0.0026203823529798473,0.0021759385352798973,0.04438479522024035,0.41875717581758587
16,0.022229074246714994,0.00811875399037176,1.8469962145241146e-05,0.09919589139985455,5.518801307862032e-08,0.2271127778888404,0.0004907920226906522,0.978912914288667,0.0003682824162062785,3.0094731895412335e-08,0.0005793963116453719,0.0021253402866923845,2.7138393468434534e-05,0.02426292180046463,0.3688262879564686
17,0.022529808069908893,0.011031055813617557,1.8023272703246496e-05,0.1299794309955161,1.0517240524440519e-07,0.2547548837196583,0.0008167825603264939,0.9051528063757557,0.00011558078305712607,1.0850799580387078e-08,0.0004548218202700254,0.0020897792044161033,1.6664665699954754e-05,0.03214536734034949,0.4430562801908756
18,0.029899903496880362,0.001842710487125021,2.58391585110087e-05,0.14939467894063352,2.1218690431240088e-07,0.31493517751980676,0.0007933637841527408,0.9212854691294405,0.00017669224652221266,2.3179310983947936e-09,0.0004951164235402347,0.0034474595052369165,2.4397001360033902e-05,0.043965294093876006,0.37153241368845186
19,0.08118471790926522,0.002981668413387785,3.16087786557307e-05,0.1752471211993863,2.5829331543519756e-07,0.192631459417,0.0002772368583037853,0.9309262768042905,0.00024010379369000684,4.86683757847855e-09,0.00015956244172054298,0.0005903143217913407,2.2883797388334995e-05,0.05673107666814798,0.39093949669107364
20,0.08421878030347267,0.002795838014286632,5.192720168075962e-05,0.26920012846829566,3.512959635841568e-07,0.0009484434692098627,0.000554168398371141,0.950704030606564,0.0002793604569928245,3.6049517348160336e-08,8.562621418108838e-05,0.00221875350334788,3.661592374330833e-05,0.05967315670601941,0.32698769960423185
21,0.07153374017447946,0.0020891946592339347,0.00014227363341088987,0.2298026712662522,2.565361132045311e-07,0.0009194745281371808,0.000976359446428993,0.9680379429298068,0.0005221293017049237,3.992730371374361e-08,0.00022664148625179838,0.0026075464451667464,2.5711415303700712e-05,0.07905253574873389,0.41635574415087756
22,0.08897142934622584,0.0013025196462417858,2.8368696923227465e-05,0.24748914161736613,4.974462034299735e-07,0.0009763968745582699,0.0015083382605418929,0.9534515475508333,0.0008461313154906398,5.0633322000811707e-08,0.00032978403503229576,0.0015189416860831933,1.2662332484798604e-05,0.06280317946764725,0.4537229491393309
23,0.09790844250123548,0.0004402678010172315,6.575625978621564e-05,0.2897628120380727,1.0231531046134587e-06,0.0007871167301376146,0.001258900563115105,0.8164154321015528,4.1046864465653384e-05,8.320055292982835e-08,0.00055344321969587,0.0018573858594312397,3.8644679072037425e-06,0.06881039791529277,0.4882827604641379
24,0.13718232279624878,0.0007150361313499928,8.240258460082213e-05,0.3637934782492003,8.210930285846934e-07,0.000891776961612566,0.0012164538360756557,0.852286650946622,1.6831765140287963e-05,1.533838142208081e-07,0.0008170380832041132,0.0013176619011320593,1.1146204709246261e-08,0.08001093872228092,0.5377051273601388
25,0.12923708249715163,0.0007115455871663677,0.00011476484369854187,0.39660333839393364,1.2737601379359963e-06,0.0013699752669689709,0.0017423343436173426,0.8842192990119204,1.964068798345624e-06,2.1837334662032831e-07,0.0035356451133596975,0.0010977878312880014,1.6244891607241638e-08,0.09083936261305336,0.5448513501912238
26,0.15089247853293833,0.0010974849398496386,0.0001732102582010774,0.444230861608514,2.2930122351324636e-06,0.0009499819622019146,0.002223774150827151,0.8503621911696879,1.7508093891385052e-06,8.891696680076626e-08,0.052304591656371316,0.0008264419347197325,1.3085378232605353e-08,0.11128189949671954,0.592623755850687
27,0.12747863010936453,1.1731257910520834e-05,0.0002975933877050855,0.4409815856283898,2.093381584591657e-06,0.0006947685938333795,0.00018955290413179952,0.8957633838406472,1.808895205269194e-07,6.192863698593727e-09,0.09063796953477862,0.0006212167648823779,5.502692984650262e-09,0.12879851275351764,0.6500662233848529
28,0.10074321730133046,1.3804580501367712e-05,0.00024508558784986793,0.4706627044920487,2.0624750007364393e-06,0.0009718617091423145,0.0002967058096972784,0.9227691006011023,3.514210705321621e-07,1.0847672850217484e-08,0.15278815653343528,0.0006677633719500952,9.649153441207324e-09,0.0900227415571591,0.587792696829948
29,0.06886835260789677,2.670819848484123e-05,0.00036672686291861314,0.3060106527345767,1.642805939777067e-06,0.0008157983511897458,0.0002801267913463127,0.9094124221079911,2.6535542629749774e-07,1.945847040842968e-08,0.12474472795406438,0.000695227779603574,4.64682413968522e-09,0.10451098901192937,0.6304454450830044
30,0.07646215031683631,3.212102581936222e-05,0.0001217336232629666,0.3295036916483591,6.093159516367265e-07,0.0006928409866777481,0.0003292857577319493,0.9397129907219226,3.2775778925083826e-07,3.384576503543155e-08,0.14618610677171012,7.633656473582444e-05,8.570851568200833e-09,0.12351147766251847,0.6593380653505803
